AssociatedGeneName EnsemblGeneID h2.Lung se.Lung ensid
TACSTD2 ENSG00000184292.5 0.065155 0.05676 ENSG00000184292
GM2A ENSG00000196743.4 0.080882 0.069114 ENSG00000196743
LIPN ENSG00000204020.5 0.214015 0.076475 ENSG00000204020
PCDHB8 ENSG00000120322.2 0.26366 0.076285 ENSG00000120322
ZNF266 ENSG00000174652.13 0.492733 0.067657 ENSG00000174652
WARS ENSG00000140105.13 0.129758 0.084383 ENSG00000140105
APOL4 ENSG00000100336.13 0.239944 0.085552 ENSG00000100336
NTPCR ENSG00000135778.6 0.233508 0.084844 ENSG00000135778
PTK7 ENSG00000112655.11 0.085041 0.076663 ENSG00000112655
ABHD4 ENSG00000100439.6 0.096174 0.075468 ENSG00000100439
ETV7 ENSG00000010030.9 0.187611 0.072063 ENSG00000010030
POLR2J ENSG00000005075.11 0.167163 0.082082 ENSG00000005075
MOSPD3 ENSG00000106330.7 0.061189 0.049731 ENSG00000106330
ATMIN ENSG00000166454.5 0.107117 0.08853 ENSG00000166454
AKR1C1 ENSG00000187134.8 0.123447 0.07041 ENSG00000187134
GBP3 ENSG00000117226.7 0.583767 0.072058 ENSG00000117226
CDHR3 ENSG00000128536.11 0.173274 0.089067 ENSG00000128536
PILRB ENSG00000121716.13 0.535872 0.073956 ENSG00000121716
C15orf57 ENSG00000128891.11 0.398514 0.069952 ENSG00000128891
IFT88 ENSG00000032742.13 0.249527 0.081411 ENSG00000032742
ARL14EP ENSG00000152219.4 0.129194 0.05628 ENSG00000152219
VNN1 ENSG00000112299.7 0.25211 0.084594 ENSG00000112299
ANXA8L2 ENSG00000186807.9 0.096247 0.068251 ENSG00000186807
GSTM2 ENSG00000213366.8 0.173361 0.082046 ENSG00000213366
ZNF205 ENSG00000122386.6 0.080056 0.064708 ENSG00000122386
CISD1 ENSG00000122873.7 0.258289 0.084287 ENSG00000122873
GAL ENSG00000069482.6 0.065152 0.060032 ENSG00000069482
TMEM50B ENSG00000142188.12 0.459327 0.075831 ENSG00000142188
RAD51C ENSG00000108384.10 0.111567 0.058263 ENSG00000108384
PCSK5 ENSG00000099139.9 0.168939 0.089459 ENSG00000099139
RBMS2 ENSG00000076067.7 0.073032 0.059082 ENSG00000076067
USP53 ENSG00000145390.7 0.231782 0.076235 ENSG00000145390
CAST ENSG00000153113.19 0.308875 0.082589 ENSG00000153113
C17orf97 ENSG00000187624.7 0.458301 0.092692 ENSG00000187624
ARL17B ENSG00000228696.4 0.314715 0.094664 ENSG00000228696
CAMK1D ENSG00000183049.8 0.288353 0.103672 ENSG00000183049
GLIS3 ENSG00000107249.17 0.074922 0.079195 ENSG00000107249
ISL2 ENSG00000159556.5 0.053955 0.039944 ENSG00000159556
FAM83D ENSG00000101447.9 0.158809 0.094713 ENSG00000101447
ADAT1 ENSG00000065457.6 0.463463 0.074427 ENSG00000065457
NME4 ENSG00000103202.8 0.064114 0.061917 ENSG00000103202
GCC2 ENSG00000135968.15 0.37597 0.078206 ENSG00000135968
TNFAIP6 ENSG00000123610.3 0.086329 0.05818 ENSG00000123610
OPN4 ENSG00000122375.7 0.062986 0.054082 ENSG00000122375
PCDHB11 ENSG00000197479.4 0.216765 0.072197 ENSG00000197479
CYP4F11 ENSG00000171903.11 0.606608 0.06894 ENSG00000171903
QDPR ENSG00000151552.7 0.136647 0.080214 ENSG00000151552
TDGF1 ENSG00000241186.3 0.548478 0.079803 ENSG00000241186
NSFL1C ENSG00000088833.12 0.119435 0.082775 ENSG00000088833
KLK15 ENSG00000174562.9 0.058681 0.071344 ENSG00000174562
FANCA ENSG00000187741.10 0.298801 0.090799 ENSG00000187741
RSPO4 ENSG00000101282.4 0.215099 0.09587 ENSG00000101282
CDC42EP1 ENSG00000128283.6 0.082601 0.076072 ENSG00000128283
GSTM1 ENSG00000134184.8 0.519527 0.088303 ENSG00000134184
COG1 ENSG00000166685.7 0.065686 0.075555 ENSG00000166685
ZFP28 ENSG00000196867.3 0.11056 0.069933 ENSG00000196867
TMEM50A ENSG00000183726.6 0.1013 0.073829 ENSG00000183726
YIPF5 ENSG00000145817.12 0.18934 0.071853 ENSG00000145817
CCDC102A ENSG00000135736.5 0.098431 0.075329 ENSG00000135736
TRIM4 ENSG00000146833.11 0.295531 0.076096 ENSG00000146833
SLC5A4 ENSG00000100191.4 0.320424 0.087045 ENSG00000100191
IQCB1 ENSG00000173226.12 0.257955 0.073946 ENSG00000173226
SIRPB1 ENSG00000101307.11 0.559711 0.083278 ENSG00000101307
PDSS1 ENSG00000148459.11 0.122632 0.065942 ENSG00000148459
PPARGC1A ENSG00000109819.4 0.057774 0.058889 ENSG00000109819
COG5 ENSG00000164597.9 0.059425 0.050836 ENSG00000164597
MTHFS ENSG00000136371.5 0.301071 0.078909 ENSG00000136371
PLVAP ENSG00000130300.4 0.109759 0.07618 ENSG00000130300
C10orf107 ENSG00000183346.6 0.286396 0.076648 ENSG00000183346
ASNSD1 ENSG00000138381.5 0.136993 0.069079 ENSG00000138381
PCDHB16 ENSG00000196963.2 0.305745 0.079159 ENSG00000196963
FUT3 ENSG00000171124.8 0.053702 0.077019 ENSG00000171124
ZFP90 ENSG00000184939.10 0.169176 0.069035 ENSG00000184939
CD40 ENSG00000101017.9 0.187959 0.080418 ENSG00000101017
ZNF586 ENSG00000083828.11 0.104445 0.063109 ENSG00000083828
ZNF282 ENSG00000170265.7 0.074442 0.062411 ENSG00000170265
TDRD6 ENSG00000180113.11 0.218047 0.079524 ENSG00000180113
GSDMB ENSG00000073605.14 0.063097 0.048403 ENSG00000073605
RNASEH2C ENSG00000172922.4 0.068484 0.054225 ENSG00000172922
TRIM37 ENSG00000108395.9 0.071041 0.044429 ENSG00000108395
DSCC1 ENSG00000136982.5 0.200127 0.069341 ENSG00000136982
VPS36 ENSG00000136100.8 0.07687 0.058159 ENSG00000136100
PPP1R16A ENSG00000160972.5 0.065074 0.050817 ENSG00000160972
ANXA8L1 ENSG00000150165.13 0.21804 0.081606 ENSG00000150165
SLC22A5 ENSG00000197375.8 0.166192 0.0676 ENSG00000197375
MRPL2 ENSG00000112651.7 0.060544 0.06639 ENSG00000112651
NIPAL1 ENSG00000163293.7 0.273306 0.076315 ENSG00000163293
DDX11 ENSG00000013573.12 0.779863 0.042581 ENSG00000013573
RCBTB1 ENSG00000136144.7 0.165657 0.072435 ENSG00000136144
ZNF589 ENSG00000164048.9 0.2071 0.083842 ENSG00000164048
C22orf43 ENSG00000189269.7 0.632647 0.067086 ENSG00000189269
ZNF605 ENSG00000196458.6 0.103606 0.057536 ENSG00000196458
TMEM230 ENSG00000089063.10 0.124532 0.088473 ENSG00000089063
ANKRD49 ENSG00000168876.4 0.179627 0.091 ENSG00000168876
C4BPA ENSG00000123838.6 0.708134 0.067312 ENSG00000123838
CMTM8 ENSG00000170293.4 0.14403 0.079479 ENSG00000170293
SLC25A51 ENSG00000122696.8 0.177673 0.072404 ENSG00000122696
SH3BP1 ENSG00000100092.16 0.206226 0.0917 ENSG00000100092
CYP4F12 ENSG00000186204.9 0.175498 0.075887 ENSG00000186204
PLEC ENSG00000178209.10 0.24396 0.068603 ENSG00000178209
FTSJ3 ENSG00000108592.12 0.309998 0.078985 ENSG00000108592
RNF17 ENSG00000132972.13 0.139983 0.077768 ENSG00000132972
LRRC8B ENSG00000197147.8 0.135107 0.072416 ENSG00000197147
ZNF783 ENSG00000204946.5 0.128952 0.072532 ENSG00000204946
PDZRN3 ENSG00000121440.10 0.128776 0.080603 ENSG00000121440
VPS28 ENSG00000160948.9 0.455158 0.085942 ENSG00000160948
SERPINC1 ENSG00000117601.9 0.174087 0.075929 ENSG00000117601
GSDMA ENSG00000167914.6 0.39689 0.080438 ENSG00000167914
CHAF1A ENSG00000167670.11 0.326493 0.087864 ENSG00000167670
UBN2 ENSG00000157741.9 0.079169 0.076632 ENSG00000157741
SRD5A3 ENSG00000128039.6 0.348099 0.086847 ENSG00000128039
YTHDC2 ENSG00000047188.11 0.16315 0.067111 ENSG00000047188
PCSK9 ENSG00000169174.9 0.101967 0.078014 ENSG00000169174
NUTM2B ENSG00000188199.6 0.390639 0.083804 ENSG00000188199
KLHL10 ENSG00000161594.6 0.103046 0.059462 ENSG00000161594
POMZP3 ENSG00000146707.10 0.648552 0.063839 ENSG00000146707
SEC16A ENSG00000148396.14 0.260798 0.07925 ENSG00000148396
TRIOBP ENSG00000100106.15 0.110422 0.070753 ENSG00000100106
LGALS2 ENSG00000100079.5 0.221346 0.087579 ENSG00000100079
RPH3AL ENSG00000181031.11 0.092241 0.073903 ENSG00000181031
CAT ENSG00000121691.4 0.23787 0.079105 ENSG00000121691
PTPRN2 ENSG00000155093.13 0.182148 0.082158 ENSG00000155093
KCNK17 ENSG00000124780.9 0.234744 0.084455 ENSG00000124780
POLR2E ENSG00000099817.7 0.416821 0.095301 ENSG00000099817
INSIG1 ENSG00000186480.8 0.063205 0.07169 ENSG00000186480
UBR3 ENSG00000144357.12 0.100206 0.074435 ENSG00000144357
SLC28A2 ENSG00000137860.7 0.13862 0.065339 ENSG00000137860
ACOX3 ENSG00000087008.11 0.088061 0.063643 ENSG00000087008
OVCH1 ENSG00000187950.4 0.109687 0.063669 ENSG00000187950
CRTC1 ENSG00000105662.11 0.113636 0.073071 ENSG00000105662
HTRA3 ENSG00000170801.5 0.074374 0.067353 ENSG00000170801
ITIH2 ENSG00000151655.13 0.182886 0.08461 ENSG00000151655
SLC25A27 ENSG00000153291.11 0.171481 0.077056 ENSG00000153291
EMR1 ENSG00000174837.10 0.298498 0.097914 ENSG00000174837
RGS14 ENSG00000169220.13 0.071784 0.06154 ENSG00000169220
ZNF333 ENSG00000160961.7 0.354144 0.09077 ENSG00000160961
SGIP1 ENSG00000118473.17 0.054885 0.059842 ENSG00000118473
TMEM132D ENSG00000151952.10 0.114677 0.099307 ENSG00000151952
WDR19 ENSG00000157796.13 0.069315 0.052767 ENSG00000157796
FLVCR1 ENSG00000162769.8 0.107674 0.069022 ENSG00000162769
TAF1C ENSG00000103168.12 0.519507 0.091791 ENSG00000103168
FAM227A ENSG00000184949.10 0.074529 0.054056 ENSG00000184949
HDDC2 ENSG00000111906.12 0.280575 0.079016 ENSG00000111906
ZNF320 ENSG00000182986.8 0.699819 0.070325 ENSG00000182986
PM20D1 ENSG00000162877.8 0.404556 0.077516 ENSG00000162877
LRRC43 ENSG00000158113.8 0.053419 0.048754 ENSG00000158113
L1TD1 ENSG00000240563.1 0.158428 0.081233 ENSG00000240563
CCDC66 ENSG00000180376.12 0.181737 0.071135 ENSG00000180376
GNG7 ENSG00000176533.8 0.121938 0.082672 ENSG00000176533
IL11 ENSG00000095752.2 0.099184 0.08899 ENSG00000095752
FAM170B ENSG00000172538.6 0.077157 0.053951 ENSG00000172538
GLDC ENSG00000178445.8 0.394014 0.09355 ENSG00000178445
RSPRY1 ENSG00000159579.9 0.059063 0.065794 ENSG00000159579
SDCCAG8 ENSG00000054282.11 0.077685 0.053603 ENSG00000054282
CDC42BPA ENSG00000143776.14 0.107662 0.062216 ENSG00000143776
AP3M1 ENSG00000185009.8 0.068639 0.059441 ENSG00000185009
TUBA3C ENSG00000198033.7 0.081781 0.058153 ENSG00000198033
ECHDC2 ENSG00000121310.12 0.055153 0.051842 ENSG00000121310
GSTK1 ENSG00000197448.9 0.102889 0.067256 ENSG00000197448
RNF166 ENSG00000158717.6 0.063452 0.076311 ENSG00000158717
CD55 ENSG00000196352.9 0.105614 0.065538 ENSG00000196352
SNX31 ENSG00000174226.4 0.186593 0.080882 ENSG00000174226
PCP2 ENSG00000174788.5 0.28771 0.087664 ENSG00000174788
GPR114 ENSG00000159618.11 0.062081 0.070229 ENSG00000159618
ARFGAP3 ENSG00000242247.6 0.085343 0.060061 ENSG00000242247
MYO1F ENSG00000142347.12 0.078494 0.071134 ENSG00000142347
HS2ST1 ENSG00000153936.12 0.12705 0.071774 ENSG00000153936
EFCAB13 ENSG00000178852.11 0.175943 0.070422 ENSG00000178852
CLEC18C ENSG00000157335.15 0.417919 0.083849 ENSG00000157335
RHPN1 ENSG00000158106.8 0.162769 0.08084 ENSG00000158106
NUP43 ENSG00000120253.9 0.074744 0.053616 ENSG00000120253
SHC1 ENSG00000160691.14 0.054831 0.050792 ENSG00000160691
SEC22A ENSG00000121542.7 0.258019 0.071686 ENSG00000121542
ARHGEF35 ENSG00000213214.3 0.416731 0.080929 ENSG00000213214
SULT1A1 ENSG00000196502.7 0.097228 0.05997 ENSG00000196502
TTC18 ENSG00000156042.13 0.310323 0.095775 ENSG00000156042
CLN6 ENSG00000128973.7 0.064817 0.059499 ENSG00000128973
PCDH15 ENSG00000150275.13 0.086422 0.071147 ENSG00000150275
ERP27 ENSG00000139055.2 0.361838 0.07549 ENSG00000139055
PKD2 ENSG00000118762.3 0.065392 0.057866 ENSG00000118762
GNMT ENSG00000124713.5 0.231133 0.082798 ENSG00000124713
PLD1 ENSG00000075651.11 0.06347 0.050478 ENSG00000075651
SCML4 ENSG00000146285.9 0.079096 0.067141 ENSG00000146285
MRI1 ENSG00000037757.9 0.418469 0.095137 ENSG00000037757
ZNF419 ENSG00000105136.15 0.211151 0.078927 ENSG00000105136
SULT1C2 ENSG00000198203.5 0.242753 0.088366 ENSG00000198203
ZNF652 ENSG00000198740.4 0.058596 0.064727 ENSG00000198740
TOP1MT ENSG00000184428.8 0.080761 0.063866 ENSG00000184428
ABHD3 ENSG00000158201.5 0.072642 0.07385 ENSG00000158201
SPRY2 ENSG00000136158.6 0.117906 0.061375 ENSG00000136158
LURAP1 ENSG00000171357.5 0.339902 0.08915 ENSG00000171357
CMTM7 ENSG00000153551.9 0.116068 0.069618 ENSG00000153551
FBRSL1 ENSG00000112787.8 0.068922 0.058732 ENSG00000112787
EAF2 ENSG00000145088.4 0.133004 0.067483 ENSG00000145088
PYROXD1 ENSG00000121350.11 0.248159 0.069829 ENSG00000121350
LRFN2 ENSG00000156564.8 0.085316 0.064518 ENSG00000156564
ZNF326 ENSG00000162664.11 0.058299 0.055908 ENSG00000162664
KRT72 ENSG00000170486.6 0.367531 0.079774 ENSG00000170486
CCDC3 ENSG00000151468.9 0.099073 0.087389 ENSG00000151468
TK2 ENSG00000166548.11 0.107258 0.065512 ENSG00000166548
HSD17B12 ENSG00000149084.7 0.696595 0.055759 ENSG00000149084
SPC25 ENSG00000152253.4 0.130327 0.066116 ENSG00000152253
MILR1 ENSG00000271605.1 0.205675 0.077934 ENSG00000271605
HDLBP ENSG00000115677.12 0.06933 0.064354 ENSG00000115677
AMH ENSG00000104899.3 0.275529 0.092839 ENSG00000104899
CNPY4 ENSG00000166997.3 0.205282 0.078614 ENSG00000166997
TTC13 ENSG00000143643.8 0.19653 0.08362 ENSG00000143643
ARHGEF7 ENSG00000102606.13 0.359133 0.092405 ENSG00000102606
ZNF132 ENSG00000131849.10 0.159472 0.064753 ENSG00000131849
STX2 ENSG00000111450.9 0.554901 0.073984 ENSG00000111450
PCDHGA6 ENSG00000253731.1 0.079393 0.065523 ENSG00000253731
MSX2 ENSG00000120149.7 0.083254 0.081309 ENSG00000120149
ZNF880 ENSG00000221923.4 0.170479 0.081416 ENSG00000221923
NEK3 ENSG00000136098.12 0.084731 0.057551 ENSG00000136098
NUP54 ENSG00000138750.10 0.23969 0.073784 ENSG00000138750
SDK2 ENSG00000069188.12 0.149562 0.089239 ENSG00000069188
PPP2R5A ENSG00000066027.6 0.156092 0.072419 ENSG00000066027
ABCC3 ENSG00000108846.11 0.074587 0.068211 ENSG00000108846
ZC3H18 ENSG00000158545.11 0.079436 0.064938 ENSG00000158545
MAPK8IP1 ENSG00000121653.7 0.056847 0.058074 ENSG00000121653
FBLL1 ENSG00000188573.7 0.419397 0.075197 ENSG00000188573
INTS12 ENSG00000138785.10 0.127038 0.060167 ENSG00000138785
NDNF ENSG00000173376.9 0.052887 0.059762 ENSG00000173376
MBD3 ENSG00000071655.12 0.087418 0.084459 ENSG00000071655
HCAR1 ENSG00000196917.4 0.066754 0.055897 ENSG00000196917
LBP ENSG00000129988.5 0.051531 0.070909 ENSG00000129988
GIMAP1 ENSG00000213203.2 0.084237 0.068189 ENSG00000213203
C2orf27A ENSG00000197927.8 0.533443 0.076007 ENSG00000197927
HSD3B7 ENSG00000099377.9 0.180793 0.082939 ENSG00000099377
KCNC4 ENSG00000116396.9 0.115139 0.065975 ENSG00000116396
AATK ENSG00000181409.7 0.075931 0.06499 ENSG00000181409
PROZ ENSG00000126231.9 0.226624 0.076238 ENSG00000126231
GPX7 ENSG00000116157.5 0.592426 0.06846 ENSG00000116157
CLEC4G ENSG00000182566.8 0.055643 0.077791 ENSG00000182566
MZT1 ENSG00000204899.5 0.19777 0.085558 ENSG00000204899
LAMC1 ENSG00000135862.5 0.226897 0.07315 ENSG00000135862
SNF8 ENSG00000159210.5 0.057255 0.052042 ENSG00000159210
IRAK1BP1 ENSG00000146243.9 0.175327 0.06553 ENSG00000146243
TCTEX1D1 ENSG00000152760.5 0.326623 0.082399 ENSG00000152760
DENND3 ENSG00000105339.6 0.090123 0.064076 ENSG00000105339
C19orf60 ENSG00000006015.13 0.059516 0.055677 ENSG00000006015
DNASE1L1 ENSG00000013563.8 0.074428 0.06946 ENSG00000013563
TRABD ENSG00000170638.5 0.065233 0.063835 ENSG00000170638
SLC18B1 ENSG00000146409.6 0.075897 0.064069 ENSG00000146409
MAPK8 ENSG00000107643.11 0.090391 0.057718 ENSG00000107643
NARFL ENSG00000103245.9 0.395534 0.086023 ENSG00000103245
TRAK1 ENSG00000182606.10 0.077435 0.058068 ENSG00000182606
TBC1D7 ENSG00000145979.13 0.058167 0.058532 ENSG00000145979
ZNF83 ENSG00000167766.13 0.510283 0.084636 ENSG00000167766
AP4M1 ENSG00000221838.5 0.195014 0.072175 ENSG00000221838
NFYA ENSG00000001167.10 0.151866 0.074462 ENSG00000001167
CC2D1B ENSG00000154222.10 0.141223 0.066207 ENSG00000154222
DHX37 ENSG00000150990.3 0.116231 0.080119 ENSG00000150990
TTLL12 ENSG00000100304.12 0.177766 0.090188 ENSG00000100304
RFT1 ENSG00000163933.5 0.137656 0.066886 ENSG00000163933
LACTB2 ENSG00000147592.4 0.119219 0.06342 ENSG00000147592
UCHL3 ENSG00000118939.13 0.092687 0.071648 ENSG00000118939
TRAM1L1 ENSG00000174599.4 0.088413 0.06667 ENSG00000174599
OSTF1 ENSG00000134996.11 0.084314 0.067082 ENSG00000134996
TST ENSG00000128311.9 0.083061 0.080663 ENSG00000128311
PCDHA10 ENSG00000250120.2 0.221553 0.079315 ENSG00000250120
FAM102B ENSG00000162636.11 0.075406 0.054341 ENSG00000162636
UFL1 ENSG00000014123.9 0.053482 0.045187 ENSG00000014123
AL161915.1 ENSG00000212670.1 0.133333 0.078562 ENSG00000212670
ADAMTS14 ENSG00000138316.6 0.137346 0.087679 ENSG00000138316
AKT1 ENSG00000142208.11 0.055447 0.06735 ENSG00000142208
APBB1IP ENSG00000077420.11 0.075393 0.065446 ENSG00000077420
PRKRIP1 ENSG00000128563.9 0.068204 0.058156 ENSG00000128563
CDC16 ENSG00000130177.10 0.412656 0.081819 ENSG00000130177
TIMP4 ENSG00000157150.4 0.075575 0.068317 ENSG00000157150
FOXRED2 ENSG00000100350.10 0.079147 0.072034 ENSG00000100350
TRIM69 ENSG00000185880.8 0.210691 0.076014 ENSG00000185880
CPSF1 ENSG00000071894.10 0.778216 0.041681 ENSG00000071894
MYL4 ENSG00000198336.5 0.379138 0.087712 ENSG00000198336
GTPBP4 ENSG00000107937.14 0.061495 0.054899 ENSG00000107937
HP ENSG00000257017.4 0.184022 0.080077 ENSG00000257017
MANEA ENSG00000172469.10 0.283979 0.08306 ENSG00000172469
GGACT ENSG00000134864.6 0.111502 0.07393 ENSG00000134864
PRPH2 ENSG00000112619.6 0.059208 0.064349 ENSG00000112619
GAD1 ENSG00000128683.9 0.220653 0.080025 ENSG00000128683
ALDH8A1 ENSG00000118514.9 0.356155 0.075672 ENSG00000118514
FABP3 ENSG00000121769.3 0.05008 0.065583 ENSG00000121769
MMP17 ENSG00000198598.2 0.066537 0.068734 ENSG00000198598
FAM86C1 ENSG00000158483.11 0.220767 0.100508 ENSG00000158483
SLC44A3 ENSG00000143036.12 0.289385 0.08586 ENSG00000143036
EPHB6 ENSG00000106123.7 0.121062 0.068962 ENSG00000106123
NPRL3 ENSG00000103148.11 0.369463 0.087096 ENSG00000103148
ARHGAP12 ENSG00000165322.13 0.056732 0.048877 ENSG00000165322
IFT57 ENSG00000114446.4 0.089051 0.068422 ENSG00000114446
TRMT44 ENSG00000155275.14 0.206357 0.082046 ENSG00000155275
DAP3 ENSG00000132676.10 0.067796 0.052529 ENSG00000132676
ARHGAP33 ENSG00000004777.14 0.053806 0.052832 ENSG00000004777
HSD17B14 ENSG00000087076.4 0.150725 0.080443 ENSG00000087076
FPR1 ENSG00000171051.4 0.060551 0.080908 ENSG00000171051
STIM2 ENSG00000109689.10 0.054198 0.057872 ENSG00000109689
CCBL2 ENSG00000137944.12 0.110062 0.05563 ENSG00000137944
AC093726.6 ENSG00000214106.3 0.188137 0.087169 ENSG00000214106
