AssociatedGeneName EnsemblGeneID h2.Thyroid se.Thyroid ensid
RRP7A ENSG00000189306.6 0.043465 0.052991 ENSG00000189306
WASH4P ENSG00000234769.4 0.018732 0.053947 ENSG00000234769
ANKRD34B ENSG00000189127.3 0.077319 0.064552 ENSG00000189127
CCDC109B ENSG00000005059.11 0.027927 0.045605 ENSG00000005059
CDS2 ENSG00000101290.9 0.011212 0.061882 ENSG00000101290
RBPMS2 ENSG00000166831.4 0.014531 0.031303 ENSG00000166831
SMIM20 ENSG00000250317.4 0.093059 0.068159 ENSG00000250317
C8B ENSG00000021852.8 0.131143 0.073023 ENSG00000021852
AL359195.1 ENSG00000204038.3 0.015484 0.036548 ENSG00000204038
TACSTD2 ENSG00000184292.5 0.195855 0.070566 ENSG00000184292
GM2A ENSG00000196743.4 0.036714 0.053951 ENSG00000196743
ZNF266 ENSG00000174652.13 0.185143 0.064535 ENSG00000174652
MCMDC2 ENSG00000178460.13 0.059635 0.066309 ENSG00000178460
WARS ENSG00000140105.13 0.181148 0.080222 ENSG00000140105
APOL4 ENSG00000100336.13 0.219048 0.083852 ENSG00000100336
MCM5 ENSG00000100297.10 0.023138 0.046433 ENSG00000100297
LCK ENSG00000182866.12 0.023438 0.061439 ENSG00000182866
NTPCR ENSG00000135778.6 0.050661 0.058071 ENSG00000135778
PTK7 ENSG00000112655.11 0.039367 0.042094 ENSG00000112655
ETV7 ENSG00000010030.9 0.162183 0.078379 ENSG00000010030
POLR2J ENSG00000005075.11 0.02959 0.039106 ENSG00000005075
MOSPD3 ENSG00000106330.7 0.025818 0.036228 ENSG00000106330
PMM2 ENSG00000140650.7 0.076542 0.06409 ENSG00000140650
ATMIN ENSG00000166454.5 0.115418 0.081238 ENSG00000166454
GBP3 ENSG00000117226.7 0.121658 0.064685 ENSG00000117226
CDHR3 ENSG00000128536.11 0.088873 0.064026 ENSG00000128536
C15orf57 ENSG00000128891.11 0.160142 0.066714 ENSG00000128891
IFT88 ENSG00000032742.13 0.067308 0.058408 ENSG00000032742
ARL14EP ENSG00000152219.4 0.12058 0.060201 ENSG00000152219
VNN1 ENSG00000112299.7 0.110214 0.07002 ENSG00000112299
STXBP2 ENSG00000076944.10 0.032531 0.063297 ENSG00000076944
FAM181A ENSG00000140067.6 0.045911 0.058392 ENSG00000140067
RBM43 ENSG00000184898.6 0.032522 0.043348 ENSG00000184898
DARC ENSG00000213088.5 0.021042 0.051174 ENSG00000213088
CISD1 ENSG00000122873.7 0.043595 0.041992 ENSG00000122873
TMEM50B ENSG00000142188.12 0.039565 0.055985 ENSG00000142188
SCO2 ENSG00000130489.8 0.112036 0.065066 ENSG00000130489
SYF2 ENSG00000117614.5 0.099562 0.074555 ENSG00000117614
RAD51C ENSG00000108384.10 0.052622 0.041142 ENSG00000108384
BRD7 ENSG00000166164.11 0.142218 0.077447 ENSG00000166164
C17orf97 ENSG00000187624.7 0.418648 0.086615 ENSG00000187624
ARL17B ENSG00000228696.4 0.024631 0.033072 ENSG00000228696
ISL2 ENSG00000159556.5 0.103296 0.0636 ENSG00000159556
ADAT1 ENSG00000065457.6 0.100699 0.057029 ENSG00000065457
GCC2 ENSG00000135968.15 0.074032 0.052099 ENSG00000135968
OPN4 ENSG00000122375.7 0.063409 0.057159 ENSG00000122375
PCDHB11 ENSG00000197479.4 0.085163 0.059384 ENSG00000197479
CYP4F11 ENSG00000171903.11 0.371237 0.078994 ENSG00000171903
QDPR ENSG00000151552.7 0.094683 0.062023 ENSG00000151552
TDGF1 ENSG00000241186.3 0.633159 0.065601 ENSG00000241186
NSFL1C ENSG00000088833.12 0.093619 0.074973 ENSG00000088833
FANCA ENSG00000187741.10 0.033687 0.038188 ENSG00000187741
MAML3 ENSG00000196782.8 0.069704 0.067707 ENSG00000196782
GSTM1 ENSG00000134184.8 0.256767 0.098944 ENSG00000134184
COG1 ENSG00000166685.7 0.127225 0.071628 ENSG00000166685
TMEM50A ENSG00000183726.6 0.046415 0.057412 ENSG00000183726
CCDC102A ENSG00000135736.5 0.03423 0.068867 ENSG00000135736
ZNF555 ENSG00000186300.7 0.037482 0.052732 ENSG00000186300
TRIM4 ENSG00000146833.11 0.061754 0.049592 ENSG00000146833
DTD1 ENSG00000125821.7 0.013417 0.044587 ENSG00000125821
IQCB1 ENSG00000173226.12 0.076355 0.050899 ENSG00000173226
SIRPB1 ENSG00000101307.11 0.047411 0.05849 ENSG00000101307
PPARGC1A ENSG00000109819.4 0.105888 0.061775 ENSG00000109819
COG5 ENSG00000164597.9 0.015423 0.034742 ENSG00000164597
MTHFS ENSG00000136371.5 0.066875 0.05941 ENSG00000136371
ASB3 ENSG00000270898.1 0.034669 0.046874 ENSG00000270898
VLDLR ENSG00000147852.10 0.254796 0.084812 ENSG00000147852
C15orf38 ENSG00000242498.3 0.103772 0.070199 ENSG00000242498
C10orf107 ENSG00000183346.6 0.124151 0.067396 ENSG00000183346
BCAT1 ENSG00000060982.10 0.123331 0.074741 ENSG00000060982
ASNSD1 ENSG00000138381.5 0.020702 0.029029 ENSG00000138381
PCDHB16 ENSG00000196963.2 0.157428 0.066692 ENSG00000196963
ZFP90 ENSG00000184939.10 0.033357 0.040753 ENSG00000184939
CDH23 ENSG00000107736.15 0.055406 0.059286 ENSG00000107736
ZNF586 ENSG00000083828.11 0.188084 0.074872 ENSG00000083828
ZNF282 ENSG00000170265.7 0.035317 0.045705 ENSG00000170265
TDRD6 ENSG00000180113.11 0.028915 0.044057 ENSG00000180113
CCDC74A ENSG00000163040.10 0.125384 0.068465 ENSG00000163040
TRIM37 ENSG00000108395.9 0.01297 0.029772 ENSG00000108395
DSCC1 ENSG00000136982.5 0.042976 0.04722 ENSG00000136982
ANKDD1A ENSG00000166839.12 0.217309 0.081821 ENSG00000166839
COG6 ENSG00000133103.12 0.080841 0.058572 ENSG00000133103
PPP1R16A ENSG00000160972.5 0.043817 0.044344 ENSG00000160972
ORAI2 ENSG00000160991.10 0.047111 0.052687 ENSG00000160991
ANXA8L1 ENSG00000150165.13 0.013925 0.028852 ENSG00000150165
APOLD1 ENSG00000178878.7 0.103425 0.072981 ENSG00000178878
MRPL2 ENSG00000112651.7 0.057941 0.063148 ENSG00000112651
NIPAL1 ENSG00000163293.7 0.02955 0.038279 ENSG00000163293
EPSTI1 ENSG00000133106.10 0.022598 0.051583 ENSG00000133106
DDX11 ENSG00000013573.12 0.523762 0.07328 ENSG00000013573
ZNF589 ENSG00000164048.9 0.019474 0.024121 ENSG00000164048
C22orf43 ENSG00000189269.7 0.098731 0.077039 ENSG00000189269
ZNF605 ENSG00000196458.6 0.019041 0.035494 ENSG00000196458
TMEM230 ENSG00000089063.10 0.115506 0.079026 ENSG00000089063
F11R ENSG00000270149.1 0.052809 0.054979 ENSG00000270149
C4BPA ENSG00000123838.6 0.040751 0.050789 ENSG00000123838
SLC35D1 ENSG00000116704.6 0.031727 0.047301 ENSG00000116704
PTMS ENSG00000159335.11 0.098424 0.075528 ENSG00000159335
ATP6V0E2 ENSG00000171130.13 0.081649 0.068733 ENSG00000171130
RNF141 ENSG00000110315.2 0.021178 0.050017 ENSG00000110315
SH3BP1 ENSG00000100092.16 0.039547 0.045481 ENSG00000100092
CYP4F12 ENSG00000186204.9 0.101321 0.06235 ENSG00000186204
PLEC ENSG00000178209.10 0.162324 0.06822 ENSG00000178209
CLEC4A ENSG00000111729.8 0.053304 0.060977 ENSG00000111729
ZNF554 ENSG00000172006.7 0.133791 0.079787 ENSG00000172006
RNF17 ENSG00000132972.13 0.103705 0.068073 ENSG00000132972
LMBR1 ENSG00000105983.14 0.066826 0.063533 ENSG00000105983
BICD2 ENSG00000185963.9 0.059721 0.06044 ENSG00000185963
MFNG ENSG00000100060.13 0.021944 0.064706 ENSG00000100060
CRISP2 ENSG00000124490.9 0.0181 0.035644 ENSG00000124490
PI16 ENSG00000164530.9 0.049732 0.057209 ENSG00000164530
SLC25A26 ENSG00000144741.12 0.089316 0.065874 ENSG00000144741
RAVER2 ENSG00000162437.10 0.158338 0.071853 ENSG00000162437
CRYGN ENSG00000127377.4 0.035419 0.045371 ENSG00000127377
COX6B2 ENSG00000160471.7 0.108987 0.077181 ENSG00000160471
ZNF783 ENSG00000204946.5 0.015497 0.043143 ENSG00000204946
PRF1 ENSG00000180644.6 0.011528 0.061187 ENSG00000180644
KIAA1731 ENSG00000166004.10 0.019241 0.061071 ENSG00000166004
GSDMA ENSG00000167914.6 0.120736 0.06623 ENSG00000167914
HSD17B7 ENSG00000132196.8 0.090589 0.072517 ENSG00000132196
CCR1 ENSG00000163823.3 0.052978 0.046073 ENSG00000163823
TOB1 ENSG00000141232.4 0.097805 0.068253 ENSG00000141232
ANO10 ENSG00000160746.8 0.137137 0.066582 ENSG00000160746
SAYSD1 ENSG00000112167.5 0.024523 0.051268 ENSG00000112167
BNC2 ENSG00000173068.13 0.091979 0.077325 ENSG00000173068
UBN2 ENSG00000157741.9 0.076226 0.062386 ENSG00000157741
SUPT16H ENSG00000092201.5 0.044131 0.067995 ENSG00000092201
SRD5A3 ENSG00000128039.6 0.336378 0.090436 ENSG00000128039
ITPR1 ENSG00000150995.13 0.028889 0.044321 ENSG00000150995
YTHDC2 ENSG00000047188.11 0.013109 0.038114 ENSG00000047188
SACM1L ENSG00000211456.6 0.097928 0.055973 ENSG00000211456
IRF6 ENSG00000117595.6 0.162783 0.06499 ENSG00000117595
KLHL10 ENSG00000161594.6 0.346908 0.077476 ENSG00000161594
FBN1 ENSG00000166147.9 0.106759 0.065098 ENSG00000166147
ZEB2 ENSG00000169554.12 0.021865 0.038345 ENSG00000169554
DDT ENSG00000099977.9 0.03221 0.059738 ENSG00000099977
SDHAF1 ENSG00000205138.2 0.051544 0.059986 ENSG00000205138
C1QTNF7 ENSG00000163145.8 0.150077 0.07096 ENSG00000163145
IQCE ENSG00000106012.13 0.200853 0.097752 ENSG00000106012
FAM27A ENSG00000182368.4 0.013202 0.022328 ENSG00000182368
TRIOBP ENSG00000100106.15 0.078958 0.055265 ENSG00000100106
RPH3AL ENSG00000181031.11 0.025253 0.050627 ENSG00000181031
SPG20 ENSG00000133104.8 0.067097 0.053304 ENSG00000133104
GIMAP4 ENSG00000133574.5 0.0649 0.063554 ENSG00000133574
CAT ENSG00000121691.4 0.324477 0.077089 ENSG00000121691
UGT2B15 ENSG00000196620.4 0.048092 0.044261 ENSG00000196620
PODN ENSG00000174348.9 0.107907 0.060913 ENSG00000174348
LHFPL3 ENSG00000187416.7 0.036666 0.057028 ENSG00000187416
POLR2E ENSG00000099817.7 0.085849 0.073241 ENSG00000099817
GPR56 ENSG00000205336.7 0.038321 0.057196 ENSG00000205336
CLCN1 ENSG00000188037.6 0.0258 0.036527 ENSG00000188037
FKBP8 ENSG00000105701.10 0.041709 0.055349 ENSG00000105701
SLC25A25 ENSG00000148339.8 0.02596 0.049362 ENSG00000148339
UBR3 ENSG00000144357.12 0.139819 0.075452 ENSG00000144357
SLC28A2 ENSG00000137860.7 0.143752 0.070344 ENSG00000137860
ACOX3 ENSG00000087008.11 0.060663 0.063784 ENSG00000087008
THOC1 ENSG00000079134.7 0.029742 0.047159 ENSG00000079134
ZNF296 ENSG00000170684.4 0.099842 0.084775 ENSG00000170684
OVCH1 ENSG00000187950.4 0.095201 0.068589 ENSG00000187950
CRTC1 ENSG00000105662.11 0.016149 0.047967 ENSG00000105662
KCNQ5 ENSG00000185760.11 0.053292 0.046473 ENSG00000185760
SON ENSG00000159140.13 0.139448 0.079452 ENSG00000159140
CCDC14 ENSG00000175455.10 0.059531 0.058415 ENSG00000175455
HTRA3 ENSG00000170801.5 0.089347 0.065918 ENSG00000170801
CPSF3 ENSG00000119203.9 0.047583 0.049556 ENSG00000119203
ZNF223 ENSG00000178386.8 0.02379 0.07432 ENSG00000178386
ESYT2 ENSG00000117868.11 0.101024 0.059332 ENSG00000117868
PTK6 ENSG00000101213.5 0.046145 0.066777 ENSG00000101213
CYTH1 ENSG00000108669.12 0.065648 0.06596 ENSG00000108669
ZNF121 ENSG00000197961.7 0.022107 0.046414 ENSG00000197961
CCDC146 ENSG00000135205.10 0.056606 0.054026 ENSG00000135205
ADAMTS7 ENSG00000136378.10 0.056795 0.058263 ENSG00000136378
TIGD3 ENSG00000173825.6 0.025115 0.048645 ENSG00000173825
ZNF333 ENSG00000160961.7 0.356446 0.082683 ENSG00000160961
SLC26A5 ENSG00000170615.10 0.031069 0.040087 ENSG00000170615
TACR2 ENSG00000075073.10 0.076508 0.060787 ENSG00000075073
ABCC8 ENSG00000006071.7 0.138095 0.07719 ENSG00000006071
KIF18B ENSG00000186185.9 0.02729 0.036776 ENSG00000186185
SGIP1 ENSG00000118473.17 0.060631 0.051054 ENSG00000118473
TMEM132D ENSG00000151952.10 0.050279 0.062827 ENSG00000151952
WDR19 ENSG00000157796.13 0.069764 0.059991 ENSG00000157796
FLVCR1 ENSG00000162769.8 0.042777 0.051441 ENSG00000162769
TAF1C ENSG00000103168.12 0.089612 0.08766 ENSG00000103168
FCRLB ENSG00000162746.10 0.074466 0.066791 ENSG00000162746
FAM227A ENSG00000184949.10 0.043654 0.049324 ENSG00000184949
ST14 ENSG00000149418.6 0.063138 0.057843 ENSG00000149418
HDDC2 ENSG00000111906.12 0.019922 0.044033 ENSG00000111906
SAMD4A ENSG00000020577.9 0.065723 0.066746 ENSG00000020577
SDHC ENSG00000143252.9 0.068787 0.059553 ENSG00000143252
PM20D1 ENSG00000162877.8 0.022243 0.042861 ENSG00000162877
CARD11 ENSG00000198286.5 0.0624 0.068369 ENSG00000198286
SCD5 ENSG00000145284.7 0.016863 0.048387 ENSG00000145284
SIGLEC10 ENSG00000142512.10 0.019613 0.055928 ENSG00000142512
RASL11A ENSG00000122035.6 0.023233 0.055334 ENSG00000122035
L1TD1 ENSG00000240563.1 0.211756 0.084289 ENSG00000240563
FAM196B ENSG00000204767.3 0.092119 0.06354 ENSG00000204767
IL21R ENSG00000103522.11 0.076256 0.061612 ENSG00000103522
AIP ENSG00000110711.4 0.034564 0.049076 ENSG00000110711
DMWD ENSG00000185800.7 0.121184 0.083088 ENSG00000185800
MAP2K7 ENSG00000076984.13 0.021777 0.049932 ENSG00000076984
CCDC66 ENSG00000180376.12 0.154864 0.064868 ENSG00000180376
SYNGR1 ENSG00000100321.10 0.198089 0.083004 ENSG00000100321
POU6F1 ENSG00000184271.11 0.017221 0.038755 ENSG00000184271
NDFIP1 ENSG00000131507.9 0.041814 0.054381 ENSG00000131507
TANC2 ENSG00000170921.10 0.020087 0.032289 ENSG00000170921
SLC17A4 ENSG00000146039.6 0.054034 0.057828 ENSG00000146039
FAM170B ENSG00000172538.6 0.047164 0.051691 ENSG00000172538
GLDC ENSG00000178445.8 0.466324 0.082811 ENSG00000178445
CDC42BPA ENSG00000143776.14 0.028023 0.039319 ENSG00000143776
TMEM200A ENSG00000164484.7 0.078002 0.060133 ENSG00000164484
GTF3A ENSG00000122034.8 0.152892 0.079173 ENSG00000122034
TPO ENSG00000115705.16 0.059801 0.04802 ENSG00000115705
ECHDC2 ENSG00000121310.12 0.116535 0.070726 ENSG00000121310
FAAH ENSG00000117480.11 0.134496 0.067811 ENSG00000117480
NPTXR ENSG00000221890.2 0.037566 0.045163 ENSG00000221890
PDS5B ENSG00000083642.14 0.026147 0.056092 ENSG00000083642
ART5 ENSG00000167311.9 0.016904 0.038772 ENSG00000167311
RNF166 ENSG00000158717.6 0.121017 0.077609 ENSG00000158717
ICAM4 ENSG00000105371.8 0.060854 0.062233 ENSG00000105371
CD55 ENSG00000196352.9 0.083337 0.056877 ENSG00000196352
SNX31 ENSG00000174226.4 0.120325 0.075801 ENSG00000174226
WFDC1 ENSG00000103175.6 0.09387 0.09098 ENSG00000103175
PCP2 ENSG00000174788.5 0.047631 0.062224 ENSG00000174788
ARFGAP3 ENSG00000242247.6 0.105564 0.055797 ENSG00000242247
HS2ST1 ENSG00000153936.12 0.142296 0.078784 ENSG00000153936
KRTAP4-6 ENSG00000198090.3 0.018052 0.040109 ENSG00000198090
EFCAB13 ENSG00000178852.11 0.077215 0.050044 ENSG00000178852
CLEC18C ENSG00000157335.15 0.049868 0.039951 ENSG00000157335
RHPN1 ENSG00000158106.8 0.103678 0.055443 ENSG00000158106
CCR3 ENSG00000183625.10 0.023348 0.042312 ENSG00000183625
EPO ENSG00000130427.2 0.01562 0.033966 ENSG00000130427
CDCA7 ENSG00000144354.9 0.034134 0.058909 ENSG00000144354
NAA50 ENSG00000121579.7 0.058836 0.057135 ENSG00000121579
ASB8 ENSG00000177981.6 0.045127 0.046101 ENSG00000177981
NUP43 ENSG00000120253.9 0.044955 0.049798 ENSG00000120253
LPCAT1 ENSG00000153395.5 0.026069 0.037724 ENSG00000153395
SEC22A ENSG00000121542.7 0.086278 0.060618 ENSG00000121542
ARPC1B ENSG00000130429.8 0.101709 0.059403 ENSG00000130429
ARHGEF35 ENSG00000213214.3 0.312189 0.081585 ENSG00000213214
XRCC6BP1 ENSG00000166896.3 0.037524 0.053366 ENSG00000166896
MCF2L ENSG00000126217.16 0.057818 0.055429 ENSG00000126217
SULT1A1 ENSG00000196502.7 0.200781 0.069888 ENSG00000196502
LURAP1L ENSG00000153714.5 0.099235 0.067368 ENSG00000153714
NCBP1 ENSG00000136937.8 0.013122 0.050928 ENSG00000136937
PROK1 ENSG00000143125.5 0.214623 0.076892 ENSG00000143125
FARP1 ENSG00000152767.11 0.058027 0.055007 ENSG00000152767
ACTR3B ENSG00000133627.13 0.115261 0.070377 ENSG00000133627
D2HGDH ENSG00000180902.12 0.071293 0.06312 ENSG00000180902
PCDH15 ENSG00000150275.13 0.053691 0.057038 ENSG00000150275
AK5 ENSG00000154027.14 0.105376 0.06893 ENSG00000154027
GRPEL1 ENSG00000109519.8 0.053831 0.064594 ENSG00000109519
CFB ENSG00000243649.4 0.042021 0.048111 ENSG00000243649
ERP27 ENSG00000139055.2 0.277769 0.077352 ENSG00000139055
PKD2 ENSG00000118762.3 0.140303 0.076307 ENSG00000118762
ATP5G1 ENSG00000159199.9 0.078426 0.065435 ENSG00000159199
FBXO43 ENSG00000156509.9 0.018359 0.037832 ENSG00000156509
PLD1 ENSG00000075651.11 0.042434 0.051619 ENSG00000075651
FAM109A ENSG00000198324.10 0.015686 0.046499 ENSG00000198324
USP10 ENSG00000103194.11 0.061758 0.073298 ENSG00000103194
C7 ENSG00000112936.14 0.077853 0.072364 ENSG00000112936
TPM2 ENSG00000198467.9 0.101398 0.063723 ENSG00000198467
P2RY13 ENSG00000181631.6 0.11472 0.07153 ENSG00000181631
HEBP1 ENSG00000013583.4 0.075339 0.064886 ENSG00000013583
WFDC10B ENSG00000182931.5 0.021504 0.042364 ENSG00000182931
CCAR1 ENSG00000060339.9 0.042174 0.053247 ENSG00000060339
KIAA0101 ENSG00000166803.5 0.01637 0.032541 ENSG00000166803
ZNF419 ENSG00000105136.15 0.022112 0.046261 ENSG00000105136
REN ENSG00000143839.12 0.06927 0.063371 ENSG00000143839
SULT1C2 ENSG00000198203.5 0.66649 0.063446 ENSG00000198203
ATF2 ENSG00000115966.12 0.021398 0.035842 ENSG00000115966
TOP1MT ENSG00000184428.8 0.056947 0.049685 ENSG00000184428
ABHD3 ENSG00000158201.5 0.064623 0.061994 ENSG00000158201
SPRY2 ENSG00000136158.6 0.068121 0.049064 ENSG00000136158
TTC28 ENSG00000100154.10 0.077889 0.057571 ENSG00000100154
SDC4 ENSG00000124145.5 0.109715 0.073091 ENSG00000124145
CMTM7 ENSG00000153551.9 0.010971 0.035117 ENSG00000153551
AL627309.1 ENSG00000237683.5 0.046459 0.060603 ENSG00000237683
EAF2 ENSG00000145088.4 0.024349 0.037466 ENSG00000145088
ABTB2 ENSG00000166016.4 0.093413 0.066168 ENSG00000166016
PYROXD1 ENSG00000121350.11 0.039896 0.049944 ENSG00000121350
FAM102A ENSG00000167106.7 0.188901 0.091597 ENSG00000167106
LRFN2 ENSG00000156564.8 0.039169 0.050129 ENSG00000156564
MPZL3 ENSG00000160588.5 0.02638 0.044133 ENSG00000160588
KRT72 ENSG00000170486.6 0.038604 0.058242 ENSG00000170486
PANX2 ENSG00000073150.9 0.043777 0.048843 ENSG00000073150
C9orf72 ENSG00000147894.10 0.0972 0.071721 ENSG00000147894
CTTNBP2 ENSG00000077063.6 0.069663 0.054125 ENSG00000077063
CHIT1 ENSG00000133063.11 0.045025 0.051873 ENSG00000133063
HSD17B12 ENSG00000149084.7 0.058291 0.062264 ENSG00000149084
SPC25 ENSG00000152253.4 0.051674 0.060206 ENSG00000152253
HDLBP ENSG00000115677.12 0.059215 0.053626 ENSG00000115677
AMH ENSG00000104899.3 0.050162 0.051123 ENSG00000104899
SHROOM1 ENSG00000164403.10 0.010299 0.043958 ENSG00000164403
GPR39 ENSG00000183840.5 0.027471 0.050024 ENSG00000183840
TTC13 ENSG00000143643.8 0.059101 0.065798 ENSG00000143643
ARHGEF7 ENSG00000102606.13 0.095832 0.08216 ENSG00000102606
ZNF132 ENSG00000131849.10 0.018726 0.037599 ENSG00000131849
TMEM45B ENSG00000151715.3 0.049118 0.05439 ENSG00000151715
