AssociatedGeneName EnsemblGeneID h2.SkinSunExposedLowerleg se.SkinSunExposedLowerleg ensid
NT5C3B ENSG00000141698.12 0.556949 0.066657 ENSG00000141698
KNSTRN ENSG00000128944.8 0.301591 0.081963 ENSG00000128944
CTSW ENSG00000172543.3 0.307522 0.074238 ENSG00000172543
GCAT ENSG00000100116.12 0.109393 0.067054 ENSG00000100116
ADAD2 ENSG00000140955.6 0.231442 0.091506 ENSG00000140955
CES1 ENSG00000198848.8 0.177329 0.086041 ENSG00000198848
ZNF436 ENSG00000125945.9 0.388683 0.078515 ENSG00000125945
HPR ENSG00000261701.2 0.182606 0.07102 ENSG00000261701
HAUS4 ENSG00000092036.12 0.404321 0.077444 ENSG00000092036
GRHPR ENSG00000137106.13 0.291236 0.084598 ENSG00000137106
KIF16B ENSG00000089177.13 0.227369 0.078881 ENSG00000089177
H3F3A ENSG00000163041.5 0.472391 0.081758 ENSG00000163041
DNAAF1 ENSG00000154099.13 0.148627 0.087895 ENSG00000154099
QRSL1 ENSG00000130348.7 0.374508 0.072093 ENSG00000130348
STOX1 ENSG00000165730.10 0.151684 0.068289 ENSG00000165730
PLA2G4C ENSG00000105499.9 0.372166 0.082727 ENSG00000105499
CYP2D6 ENSG00000100197.16 0.525873 0.069971 ENSG00000100197
DHFR ENSG00000228716.2 0.201891 0.070319 ENSG00000228716
SLC1A7 ENSG00000162383.7 0.167048 0.071245 ENSG00000162383
G6PC2 ENSG00000152254.6 0.479115 0.073523 ENSG00000152254
APIP ENSG00000149089.8 0.584257 0.061107 ENSG00000149089
SAMD12 ENSG00000177570.9 0.292502 0.081563 ENSG00000177570
LRRC37A2 ENSG00000238083.3 0.417273 0.082312 ENSG00000238083
ZNF641 ENSG00000167528.8 0.152409 0.06885 ENSG00000167528
TUFM ENSG00000178952.4 0.26883 0.077016 ENSG00000178952
RRP7A ENSG00000189306.6 0.362106 0.093713 ENSG00000189306
RPTN ENSG00000215853.3 0.174574 0.077839 ENSG00000215853
LIMS2 ENSG00000072163.14 0.160457 0.076721 ENSG00000072163
PCYOX1L ENSG00000145882.6 0.170845 0.077348 ENSG00000145882
AL359195.1 ENSG00000204038.3 0.152404 0.071009 ENSG00000204038
PKP4 ENSG00000144283.17 0.10601 0.057471 ENSG00000144283
GM2A ENSG00000196743.4 0.291884 0.077558 ENSG00000196743
PCDHB8 ENSG00000120322.2 0.360967 0.078461 ENSG00000120322
ZNF266 ENSG00000174652.13 0.565332 0.063317 ENSG00000174652
APOL4 ENSG00000100336.13 0.384256 0.084319 ENSG00000100336
NTPCR ENSG00000135778.6 0.377057 0.08233 ENSG00000135778
MOSPD3 ENSG00000106330.7 0.223187 0.07625 ENSG00000106330
PAQR5 ENSG00000137819.9 0.15585 0.071208 ENSG00000137819
AKR1C1 ENSG00000187134.8 0.217627 0.082782 ENSG00000187134
GBP3 ENSG00000117226.7 0.582885 0.067415 ENSG00000117226
PILRB ENSG00000121716.13 0.417479 0.078266 ENSG00000121716
C15orf57 ENSG00000128891.11 0.398547 0.076928 ENSG00000128891
STXBP2 ENSG00000076944.10 0.11023 0.07153 ENSG00000076944
ANXA8L2 ENSG00000186807.9 0.240403 0.080205 ENSG00000186807
TMEM50B ENSG00000142188.12 0.443934 0.071237 ENSG00000142188
RAD51C ENSG00000108384.10 0.181109 0.067391 ENSG00000108384
CAST ENSG00000153113.19 0.135653 0.074354 ENSG00000153113
C17orf97 ENSG00000187624.7 0.675467 0.067976 ENSG00000187624
ARL17B ENSG00000228696.4 0.130571 0.066341 ENSG00000228696
ADAT1 ENSG00000065457.6 0.323014 0.073792 ENSG00000065457
GCC2 ENSG00000135968.15 0.356191 0.075293 ENSG00000135968
OPN4 ENSG00000122375.7 0.307749 0.075328 ENSG00000122375
PCDHB11 ENSG00000197479.4 0.154908 0.066388 ENSG00000197479
CYP4F11 ENSG00000171903.11 0.655015 0.060112 ENSG00000171903
TDGF1 ENSG00000241186.3 0.384936 0.087634 ENSG00000241186
UBE2Z ENSG00000159202.13 0.119539 0.061254 ENSG00000159202
GSTM1 ENSG00000134184.8 0.150399 0.086737 ENSG00000134184
ZFP28 ENSG00000196867.3 0.201956 0.075077 ENSG00000196867
YIPF5 ENSG00000145817.12 0.229965 0.072163 ENSG00000145817
ZNF555 ENSG00000186300.7 0.11868 0.070266 ENSG00000186300
TRIM4 ENSG00000146833.11 0.252191 0.072926 ENSG00000146833
SLC5A4 ENSG00000100191.4 0.254188 0.077974 ENSG00000100191
DTD1 ENSG00000125821.7 0.177681 0.065869 ENSG00000125821
IQCB1 ENSG00000173226.12 0.324189 0.077539 ENSG00000173226
SIRPB1 ENSG00000101307.11 0.301206 0.090021 ENSG00000101307
MTHFS ENSG00000136371.5 0.277634 0.075656 ENSG00000136371
PLVAP ENSG00000130300.4 0.191532 0.073167 ENSG00000130300
C10orf107 ENSG00000183346.6 0.341931 0.081402 ENSG00000183346
ASNSD1 ENSG00000138381.5 0.116069 0.060915 ENSG00000138381
PCDHB16 ENSG00000196963.2 0.256444 0.075911 ENSG00000196963
TXNDC2 ENSG00000168454.9 0.10751 0.077842 ENSG00000168454
CDH23 ENSG00000107736.15 0.116082 0.076877 ENSG00000107736
CD40 ENSG00000101017.9 0.123197 0.070781 ENSG00000101017
ZNF586 ENSG00000083828.11 0.143093 0.063848 ENSG00000083828
TDRD6 ENSG00000180113.11 0.264679 0.081057 ENSG00000180113
RNASEH2C ENSG00000172922.4 0.100638 0.057872 ENSG00000172922
DSCC1 ENSG00000136982.5 0.409934 0.076855 ENSG00000136982
ANXA8L1 ENSG00000150165.13 0.379148 0.081918 ENSG00000150165
SLC22A5 ENSG00000197375.8 0.233031 0.073531 ENSG00000197375
ADRBK2 ENSG00000100077.9 0.126912 0.07503 ENSG00000100077
DDX11 ENSG00000013573.12 0.814982 0.034836 ENSG00000013573
RCBTB1 ENSG00000136144.7 0.225795 0.078551 ENSG00000136144
NR2F6 ENSG00000160113.5 0.178911 0.078097 ENSG00000160113
ZNF589 ENSG00000164048.9 0.478866 0.092449 ENSG00000164048
C22orf43 ENSG00000189269.7 0.644922 0.062134 ENSG00000189269
ZNF605 ENSG00000196458.6 0.137316 0.069575 ENSG00000196458
TMEM230 ENSG00000089063.10 0.420129 0.083472 ENSG00000089063
BSG ENSG00000172270.14 0.170566 0.082036 ENSG00000172270
SLC25A51 ENSG00000122696.8 0.156421 0.062483 ENSG00000122696
ATP6V0E2 ENSG00000171130.13 0.388558 0.084839 ENSG00000171130
SH3BP1 ENSG00000100092.16 0.10849 0.071436 ENSG00000100092
CYP4F12 ENSG00000186204.9 0.345732 0.078675 ENSG00000186204
FTSJ3 ENSG00000108592.12 0.279052 0.070113 ENSG00000108592
ZNF554 ENSG00000172006.7 0.461684 0.08037 ENSG00000172006
RNF17 ENSG00000132972.13 0.172122 0.075175 ENSG00000132972
LRRC8B ENSG00000197147.8 0.212935 0.068859 ENSG00000197147
ZNF783 ENSG00000204946.5 0.159035 0.072539 ENSG00000204946
VPS28 ENSG00000160948.9 0.246634 0.086157 ENSG00000160948
SERPINC1 ENSG00000117601.9 0.135086 0.066992 ENSG00000117601
CHAF1A ENSG00000167670.11 0.217257 0.074715 ENSG00000167670
SRD5A3 ENSG00000128039.6 0.311412 0.083828 ENSG00000128039
YTHDC2 ENSG00000047188.11 0.130374 0.06081 ENSG00000047188
NUTM2B ENSG00000188199.6 0.175912 0.070633 ENSG00000188199
PDXK ENSG00000160209.13 0.133647 0.082337 ENSG00000160209
TNNT1 ENSG00000105048.12 0.236562 0.092498 ENSG00000105048
POMZP3 ENSG00000146707.10 0.727765 0.051923 ENSG00000146707
DDT ENSG00000099977.9 0.14707 0.076437 ENSG00000099977
SUPT4H1 ENSG00000213246.2 0.126177 0.062808 ENSG00000213246
C1QTNF7 ENSG00000163145.8 0.114658 0.062553 ENSG00000163145
SEC16A ENSG00000148396.14 0.103453 0.064337 ENSG00000148396
C1QTNF6 ENSG00000133466.9 0.283109 0.080493 ENSG00000133466
CAT ENSG00000121691.4 0.260927 0.077938 ENSG00000121691
POLR2E ENSG00000099817.7 0.137828 0.081612 ENSG00000099817
INSIG1 ENSG00000186480.8 0.106736 0.072078 ENSG00000186480
PCGF5 ENSG00000180628.10 0.254979 0.0797 ENSG00000180628
ITIH2 ENSG00000151655.13 0.332308 0.082524 ENSG00000151655
SLC25A27 ENSG00000153291.11 0.324104 0.082728 ENSG00000153291
RGS14 ENSG00000169220.13 0.274687 0.07619 ENSG00000169220
ABCC8 ENSG00000006071.7 0.124957 0.074029 ENSG00000006071
FLVCR1 ENSG00000162769.8 0.126554 0.066039 ENSG00000162769
TAF1C ENSG00000103168.12 0.229726 0.086914 ENSG00000103168
FCRLB ENSG00000162746.10 0.14303 0.075386 ENSG00000162746
FAM227A ENSG00000184949.10 0.340028 0.071524 ENSG00000184949
HDDC2 ENSG00000111906.12 0.335203 0.075065 ENSG00000111906
ZNF320 ENSG00000182986.8 0.37111 0.090903 ENSG00000182986
LRRC43 ENSG00000158113.8 0.205257 0.075507 ENSG00000158113
L1TD1 ENSG00000240563.1 0.258471 0.086598 ENSG00000240563
GTF3A ENSG00000122034.8 0.16678 0.079677 ENSG00000122034
ATP8A1 ENSG00000124406.12 0.305672 0.081904 ENSG00000124406
FAAH ENSG00000117480.11 0.274641 0.084071 ENSG00000117480
RNF166 ENSG00000158717.6 0.238789 0.079415 ENSG00000158717
PCP2 ENSG00000174788.5 0.283401 0.077301 ENSG00000174788
GPR114 ENSG00000159618.11 0.128127 0.077004 ENSG00000159618
NSMAF ENSG00000035681.3 0.141929 0.079977 ENSG00000035681
EFCAB13 ENSG00000178852.11 0.171542 0.066348 ENSG00000178852
CLEC18C ENSG00000157335.15 0.204595 0.07205 ENSG00000157335
FAS ENSG00000026103.15 0.205179 0.075781 ENSG00000026103
PSAT1 ENSG00000135069.9 0.159935 0.073279 ENSG00000135069
RHPN1 ENSG00000158106.8 0.349651 0.084827 ENSG00000158106
EPO ENSG00000130427.2 0.111897 0.057271 ENSG00000130427
KLK8 ENSG00000129455.11 0.203652 0.096199 ENSG00000129455
NUP43 ENSG00000120253.9 0.14355 0.065651 ENSG00000120253
SEC22A ENSG00000121542.7 0.297794 0.0724 ENSG00000121542
ARHGEF35 ENSG00000213214.3 0.54889 0.067885 ENSG00000213214
MYO16 ENSG00000041515.11 0.24297 0.086272 ENSG00000041515
SULT1A1 ENSG00000196502.7 0.135524 0.060893 ENSG00000196502
PROK1 ENSG00000143125.5 0.161906 0.074374 ENSG00000143125
TTC18 ENSG00000156042.13 0.255348 0.083192 ENSG00000156042
RLF ENSG00000117000.8 0.114826 0.060768 ENSG00000117000
CLN6 ENSG00000128973.7 0.193378 0.066274 ENSG00000128973
TMOD3 ENSG00000138594.8 0.160719 0.070149 ENSG00000138594
ERP27 ENSG00000139055.2 0.522302 0.067535 ENSG00000139055
GNMT ENSG00000124713.5 0.156524 0.071648 ENSG00000124713
MRI1 ENSG00000037757.9 0.577567 0.076826 ENSG00000037757
ZNF419 ENSG00000105136.15 0.343931 0.070186 ENSG00000105136
REN ENSG00000143839.12 0.216922 0.089048 ENSG00000143839
SULT1C2 ENSG00000198203.5 0.351734 0.089294 ENSG00000198203
TOP1MT ENSG00000184428.8 0.213882 0.076176 ENSG00000184428
TTC28 ENSG00000100154.10 0.133199 0.076743 ENSG00000100154
LURAP1 ENSG00000171357.5 0.100839 0.061368 ENSG00000171357
CMTM7 ENSG00000153551.9 0.102503 0.063453 ENSG00000153551
PYROXD1 ENSG00000121350.11 0.276366 0.074308 ENSG00000121350
C9orf72 ENSG00000147894.10 0.154819 0.070452 ENSG00000147894
CCDC3 ENSG00000151468.9 0.215373 0.086812 ENSG00000151468
CTTNBP2 ENSG00000077063.6 0.16579 0.066505 ENSG00000077063
TK2 ENSG00000166548.11 0.162179 0.066852 ENSG00000166548
HSD17B12 ENSG00000149084.7 0.607221 0.064219 ENSG00000149084
AMH ENSG00000104899.3 0.304893 0.0839 ENSG00000104899
TTC13 ENSG00000143643.8 0.106462 0.060429 ENSG00000143643
ARHGEF7 ENSG00000102606.13 0.323679 0.08108 ENSG00000102606
ZNF132 ENSG00000131849.10 0.140996 0.056532 ENSG00000131849
TMEM45B ENSG00000151715.3 0.294812 0.080715 ENSG00000151715
STX2 ENSG00000111450.9 0.64118 0.067208 ENSG00000111450
ZNF880 ENSG00000221923.4 0.118601 0.080592 ENSG00000221923
ST8SIA1 ENSG00000111728.6 0.12662 0.074505 ENSG00000111728
NUP54 ENSG00000138750.10 0.132506 0.058719 ENSG00000138750
SDK2 ENSG00000069188.12 0.108978 0.08088 ENSG00000069188
ABCC3 ENSG00000108846.11 0.111128 0.068707 ENSG00000108846
MAPK8IP1 ENSG00000121653.7 0.261231 0.083785 ENSG00000121653
FBLL1 ENSG00000188573.7 0.551248 0.071507 ENSG00000188573
NDNF ENSG00000173376.9 0.261296 0.083091 ENSG00000173376
C2orf27A ENSG00000197927.8 0.561131 0.071695 ENSG00000197927
HSD3B7 ENSG00000099377.9 0.218294 0.070946 ENSG00000099377
MON1B ENSG00000103111.10 0.116525 0.072185 ENSG00000103111
GPX7 ENSG00000116157.5 0.492655 0.077139 ENSG00000116157
IRAK1BP1 ENSG00000146243.9 0.186108 0.064637 ENSG00000146243
THAP5 ENSG00000177683.9 0.107244 0.060423 ENSG00000177683
TCTEX1D1 ENSG00000152760.5 0.113769 0.057273 ENSG00000152760
DENND3 ENSG00000105339.6 0.124083 0.064667 ENSG00000105339
TAP2 ENSG00000204267.9 0.12919 0.068916 ENSG00000204267
TMEM183A ENSG00000163444.7 0.141664 0.072281 ENSG00000163444
FAM174A ENSG00000174132.8 0.14894 0.065719 ENSG00000174132
SLC18B1 ENSG00000146409.6 0.101847 0.067615 ENSG00000146409
MAPK8 ENSG00000107643.11 0.100678 0.057532 ENSG00000107643
NARFL ENSG00000103245.9 0.225908 0.088123 ENSG00000103245
SUSD2 ENSG00000099994.10 0.122297 0.060811 ENSG00000099994
ZNF83 ENSG00000167766.13 0.496349 0.090624 ENSG00000167766
AP4M1 ENSG00000221838.5 0.164225 0.070583 ENSG00000221838
SSBP4 ENSG00000130511.10 0.209257 0.071818 ENSG00000130511
CC2D1B ENSG00000154222.10 0.253107 0.081316 ENSG00000154222
TTLL12 ENSG00000100304.12 0.407318 0.088567 ENSG00000100304
RFT1 ENSG00000163933.5 0.297862 0.081187 ENSG00000163933
LACTB2 ENSG00000147592.4 0.1066 0.054112 ENSG00000147592
PFKP ENSG00000067057.11 0.246216 0.084188 ENSG00000067057
TRDMT1 ENSG00000107614.17 0.185464 0.076678 ENSG00000107614
NEB ENSG00000183091.15 0.185766 0.065737 ENSG00000183091
BCAP29 ENSG00000075790.6 0.12486 0.058343 ENSG00000075790
AL161915.1 ENSG00000212670.1 0.246484 0.081045 ENSG00000212670
ADAMTS14 ENSG00000138316.6 0.435757 0.080498 ENSG00000138316
PRKRIP1 ENSG00000128563.9 0.13298 0.064251 ENSG00000128563
FAM192A ENSG00000172775.12 0.155719 0.078289 ENSG00000172775
CDC16 ENSG00000130177.10 0.528483 0.072792 ENSG00000130177
FOXRED2 ENSG00000100350.10 0.121536 0.079662 ENSG00000100350
TRIM69 ENSG00000185880.8 0.272172 0.079845 ENSG00000185880
HNF1B ENSG00000108753.8 0.119919 0.073229 ENSG00000108753
CPSF1 ENSG00000071894.10 0.811167 0.034082 ENSG00000071894
AKAP7 ENSG00000118507.11 0.352968 0.090051 ENSG00000118507
GGACT ENSG00000134864.6 0.230514 0.086025 ENSG00000134864
PRPH2 ENSG00000112619.6 0.343851 0.080222 ENSG00000112619
GAD1 ENSG00000128683.9 0.223614 0.074283 ENSG00000128683
ALDH8A1 ENSG00000118514.9 0.375125 0.068886 ENSG00000118514
UBXN6 ENSG00000167671.7 0.200336 0.082902 ENSG00000167671
SLC44A3 ENSG00000143036.12 0.399822 0.084313 ENSG00000143036
NPRL3 ENSG00000103148.11 0.454194 0.08151 ENSG00000103148
NOS3 ENSG00000164867.6 0.122712 0.072819 ENSG00000164867
FBXO17 ENSG00000269190.1 0.10072 0.06726 ENSG00000269190
TCP11L1 ENSG00000176148.11 0.280714 0.073214 ENSG00000176148
IFT57 ENSG00000114446.4 0.114544 0.066089 ENSG00000114446
NUDT5 ENSG00000165609.8 0.203289 0.081703 ENSG00000165609
RNF186 ENSG00000178828.5 0.1175 0.073194 ENSG00000178828
HSD17B14 ENSG00000087076.4 0.215032 0.080652 ENSG00000087076
TMEM63A ENSG00000196187.7 0.165786 0.07861 ENSG00000196187
VAT1 ENSG00000108828.11 0.113652 0.057518 ENSG00000108828
STIM2 ENSG00000109689.10 0.101747 0.062141 ENSG00000109689
CCBL2 ENSG00000137944.12 0.244126 0.072218 ENSG00000137944
AC093726.6 ENSG00000214106.3 0.117896 0.077993 ENSG00000214106
USP39 ENSG00000168883.15 0.104114 0.065214 ENSG00000168883
C21orf2 ENSG00000160226.11 0.270694 0.095281 ENSG00000160226
TBC1D4 ENSG00000136111.8 0.172227 0.075122 ENSG00000136111
VPREB3 ENSG00000128218.7 0.22137 0.077095 ENSG00000128218
TMTC4 ENSG00000125247.11 0.209492 0.0721 ENSG00000125247
FKBP15 ENSG00000119321.4 0.117619 0.062767 ENSG00000119321
ITPA ENSG00000125877.7 0.388019 0.090919 ENSG00000125877
HOXD13 ENSG00000128714.5 0.150521 0.080516 ENSG00000128714
OSGIN1 ENSG00000140961.8 0.297804 0.103129 ENSG00000140961
SLC25A39 ENSG00000013306.11 0.271761 0.077423 ENSG00000013306
KRI1 ENSG00000129347.15 0.283086 0.084552 ENSG00000129347
MT1X ENSG00000187193.8 0.176829 0.083231 ENSG00000187193
COMMD10 ENSG00000145781.4 0.177598 0.073625 ENSG00000145781
REP15 ENSG00000174236.2 0.35661 0.092445 ENSG00000174236
CDK2AP1 ENSG00000111328.2 0.199193 0.071443 ENSG00000111328
ZDHHC13 ENSG00000177054.9 0.110164 0.067074 ENSG00000177054
GNPAT ENSG00000116906.7 0.370818 0.081819 ENSG00000116906
LAMC2 ENSG00000058085.10 0.12842 0.065547 ENSG00000058085
PARP14 ENSG00000173193.9 0.277691 0.078339 ENSG00000173193
UROD ENSG00000126088.8 0.289172 0.090209 ENSG00000126088
MSH3 ENSG00000113318.9 0.447583 0.079181 ENSG00000113318
CPNE2 ENSG00000140848.12 0.106468 0.077904 ENSG00000140848
GATM ENSG00000171766.11 0.144503 0.060784 ENSG00000171766
ERMP1 ENSG00000099219.9 0.142392 0.073356 ENSG00000099219
NPIPB6 ENSG00000198156.6 0.209254 0.065505 ENSG00000198156
BBS2 ENSG00000125124.7 0.356166 0.079355 ENSG00000125124
MS4A14 ENSG00000166928.6 0.156736 0.058522 ENSG00000166928
C5orf63 ENSG00000164241.9 0.101302 0.056339 ENSG00000164241
METTL13 ENSG00000010165.14 0.195906 0.066319 ENSG00000010165
GGT1 ENSG00000100031.14 0.158367 0.073519 ENSG00000100031
PEX6 ENSG00000124587.9 0.647417 0.058181 ENSG00000124587
LYRM5 ENSG00000205707.6 0.286195 0.082571 ENSG00000205707
CPT1B ENSG00000205560.8 0.105206 0.059119 ENSG00000205560
TTC38 ENSG00000075234.12 0.243339 0.084432 ENSG00000075234
CCDC65 ENSG00000139537.6 0.16619 0.064651 ENSG00000139537
EPHA1 ENSG00000146904.4 0.176175 0.073979 ENSG00000146904
KCNJ6 ENSG00000157542.7 0.118494 0.069215 ENSG00000157542
ARHGAP24 ENSG00000138639.13 0.108232 0.058374 ENSG00000138639
UQCR10 ENSG00000184076.10 0.119758 0.0626 ENSG00000184076
MRC1 ENSG00000120586.4 0.317502 0.081684 ENSG00000120586
DNAH7 ENSG00000118997.9 0.168511 0.064647 ENSG00000118997
ZNF302 ENSG00000089335.16 0.276423 0.072461 ENSG00000089335
XAB2 ENSG00000076924.7 0.329357 0.081824 ENSG00000076924
AP000350.4 ENSG00000218537.1 0.698768 0.055719 ENSG00000218537
TMC2 ENSG00000149488.11 0.258639 0.081204 ENSG00000149488
C10orf129 ENSG00000173124.10 0.224699 0.079624 ENSG00000173124
ATP6AP1L ENSG00000205464.7 0.578745 0.06559 ENSG00000205464
ENPP4 ENSG00000001561.6 0.166108 0.072835 ENSG00000001561
UBE2E3 ENSG00000170035.11 0.118685 0.064728 ENSG00000170035
RWDD2A ENSG00000013392.6 0.155444 0.07196 ENSG00000013392
RFX7 ENSG00000181827.10 0.305781 0.073382 ENSG00000181827
AASDH ENSG00000157426.9 0.24504 0.071634 ENSG00000157426
DZIP3 ENSG00000198919.8 0.116691 0.059871 ENSG00000198919
SEPT8 ENSG00000164402.9 0.385984 0.081566 ENSG00000164402
CYP4A22 ENSG00000162365.7 0.211969 0.070787 ENSG00000162365
ASRGL1 ENSG00000162174.8 0.151453 0.071728 ENSG00000162174
LMBR1L ENSG00000139636.11 0.131543 0.06183 ENSG00000139636
ZNF814 ENSG00000204514.5 0.195471 0.071471 ENSG00000204514
GALNT18 ENSG00000110328.5 0.188342 0.092517 ENSG00000110328
PPARA ENSG00000186951.12 0.690227 0.061375 ENSG00000186951
DBF4B ENSG00000161692.13 0.306359 0.076524 ENSG00000161692
OXA1L ENSG00000155463.8 0.109196 0.080063 ENSG00000155463
MCC ENSG00000171444.13 0.212191 0.072782 ENSG00000171444
AIM1 ENSG00000112297.10 0.20696 0.076172 ENSG00000112297
ERAP2 ENSG00000164308.12 0.58839 0.060373 ENSG00000164308
KIAA1467 ENSG00000084444.9 0.195899 0.079531 ENSG00000084444
PRR13 ENSG00000205352.6 0.170755 0.069494 ENSG00000205352
BZRAP1 ENSG00000005379.11 0.160445 0.072489 ENSG00000005379
IGSF22 ENSG00000179057.9 0.110586 0.069005 ENSG00000179057
MASTL ENSG00000120539.10 0.45893 0.069179 ENSG00000120539
IKBKE ENSG00000143466.8 0.58022 0.06838 ENSG00000143466
KIAA1143 ENSG00000163807.4 0.169405 0.062539 ENSG00000163807
MC1R ENSG00000258839.2 0.124345 0.064553 ENSG00000258839
SENP6 ENSG00000112701.13 0.159688 0.0736 ENSG00000112701
SPATA6 ENSG00000132122.7 0.140397 0.066203 ENSG00000132122
ECT2L ENSG00000203734.6 0.305605 0.080531 ENSG00000203734
PPCDC ENSG00000138621.7 0.176406 0.073151 ENSG00000138621
NEFH ENSG00000100285.9 0.116182 0.065205 ENSG00000100285
LRP11 ENSG00000120256.4 0.203618 0.071757 ENSG00000120256
RPSA ENSG00000168028.9 0.412632 0.073867 ENSG00000168028
UPK3B ENSG00000243566.2 0.2409 0.079552 ENSG00000243566
ACBD7 ENSG00000176244.6 0.176637 0.081451 ENSG00000176244
WDR60 ENSG00000126870.11 0.281287 0.086495 ENSG00000126870
C6orf164 ENSG00000203871.3 0.216705 0.072587 ENSG00000203871
ALG1L ENSG00000189366.5 0.121455 0.061332 ENSG00000189366
QRFPR ENSG00000186867.6 0.120964 0.067164 ENSG00000186867
OR7C1 ENSG00000127530.2 0.260608 0.075886 ENSG00000127530
AKTIP ENSG00000166971.11 0.128276 0.075611 ENSG00000166971
CUBN ENSG00000107611.10 0.183922 0.070614 ENSG00000107611
LRRFIP2 ENSG00000093167.13 0.109176 0.062004 ENSG00000093167
NBPF20 ENSG00000203832.6 0.127443 0.078672 ENSG00000203832
TMPRSS9 ENSG00000178297.8 0.331924 0.092115 ENSG00000178297
RBL2 ENSG00000103479.10 0.477268 0.071825 ENSG00000103479
PASK ENSG00000115687.9 0.130951 0.068457 ENSG00000115687
PPP2R2B ENSG00000156475.14 0.24503 0.073361 ENSG00000156475
NOSIP ENSG00000142546.9 0.104412 0.072419 ENSG00000142546
SPG21 ENSG00000090487.6 0.42592 0.078484 ENSG00000090487
WDR86 ENSG00000187260.11 0.220743 0.085815 ENSG00000187260
PHGDH ENSG00000092621.7 0.153439 0.070739 ENSG00000092621
GSTA1 ENSG00000243955.1 0.203915 0.069059 ENSG00000243955
RPL34 ENSG00000109475.12 0.168123 0.074 ENSG00000109475
SULT1A2 ENSG00000197165.6 0.165689 0.069405 ENSG00000197165
RCN1 ENSG00000049449.4 0.252776 0.07594 ENSG00000049449
FSTL4 ENSG00000053108.12 0.349981 0.082749 ENSG00000053108
PFDN1 ENSG00000113068.5 0.135063 0.061077 ENSG00000113068
MCM8 ENSG00000125885.9 0.285051 0.09225 ENSG00000125885
GINM1 ENSG00000055211.8 0.143097 0.065661 ENSG00000055211
SERHL2 ENSG00000183569.13 0.310012 0.082374 ENSG00000183569
