AssociatedGeneName EnsemblGeneID h2.HeartLeftVentricle se.HeartLeftVentricle ensid
SMIM20 ENSG00000250317.4 0.22627 0.106687 ENSG00000250317
AL359195.1 ENSG00000204038.3 0.180795 0.088995 ENSG00000204038
TLR3 ENSG00000164342.7 0.098902 0.084458 ENSG00000164342
TACSTD2 ENSG00000184292.5 0.070245 0.076991 ENSG00000184292
PCDHB8 ENSG00000120322.2 0.194029 0.105137 ENSG00000120322
ZNF266 ENSG00000174652.13 0.123803 0.072542 ENSG00000174652
WARS ENSG00000140105.13 0.17661 0.109169 ENSG00000140105
APOL4 ENSG00000100336.13 0.242541 0.106971 ENSG00000100336
NTPCR ENSG00000135778.6 0.05787 0.076876 ENSG00000135778
ABHD4 ENSG00000100439.6 0.099475 0.104411 ENSG00000100439
CAPN11 ENSG00000137225.8 0.087453 0.088576 ENSG00000137225
TEK ENSG00000120156.16 0.099415 0.08496 ENSG00000120156
PAQR5 ENSG00000137819.9 0.077904 0.092968 ENSG00000137819
PMM2 ENSG00000140650.7 0.125175 0.099585 ENSG00000140650
AKR1C1 ENSG00000187134.8 0.074225 0.078882 ENSG00000187134
GBP3 ENSG00000117226.7 0.090508 0.076893 ENSG00000117226
PILRB ENSG00000121716.13 0.182106 0.084954 ENSG00000121716
C15orf57 ENSG00000128891.11 0.33403 0.104196 ENSG00000128891
IFT88 ENSG00000032742.13 0.214662 0.097764 ENSG00000032742
FAM181A ENSG00000140067.6 0.209884 0.10843 ENSG00000140067
DARC ENSG00000213088.5 0.078365 0.088596 ENSG00000213088
CISD1 ENSG00000122873.7 0.131122 0.080285 ENSG00000122873
SYF2 ENSG00000117614.5 0.057605 0.092949 ENSG00000117614
RAD51C ENSG00000108384.10 0.125859 0.082668 ENSG00000108384
C17orf97 ENSG00000187624.7 0.092013 0.07471 ENSG00000187624
CAMK1D ENSG00000183049.8 0.311755 0.130594 ENSG00000183049
TJP2 ENSG00000119139.12 0.096936 0.077302 ENSG00000119139
NME4 ENSG00000103202.8 0.508117 0.123332 ENSG00000103202
GCC2 ENSG00000135968.15 0.073176 0.068929 ENSG00000135968
OPN4 ENSG00000122375.7 0.138962 0.088461 ENSG00000122375
CYP4F11 ENSG00000171903.11 0.168254 0.093233 ENSG00000171903
TDGF1 ENSG00000241186.3 0.31066 0.120638 ENSG00000241186
MAPK14 ENSG00000112062.6 0.066403 0.069196 ENSG00000112062
FANCA ENSG00000187741.10 0.078387 0.065387 ENSG00000187741
RSPO4 ENSG00000101282.4 0.26435 0.131761 ENSG00000101282
GSTM1 ENSG00000134184.8 0.337445 0.123132 ENSG00000134184
COG1 ENSG00000166685.7 0.11375 0.103233 ENSG00000166685
ZFP28 ENSG00000196867.3 0.092247 0.090532 ENSG00000196867
UBQLN1 ENSG00000135018.9 0.062855 0.078022 ENSG00000135018
TRIM4 ENSG00000146833.11 0.063424 0.057893 ENSG00000146833
SLC5A4 ENSG00000100191.4 0.129762 0.091343 ENSG00000100191
DTD1 ENSG00000125821.7 0.099998 0.083982 ENSG00000125821
GIMAP5 ENSG00000196329.6 0.070718 0.079344 ENSG00000196329
IQCB1 ENSG00000173226.12 0.13957 0.093823 ENSG00000173226
COG5 ENSG00000164597.9 0.179141 0.087794 ENSG00000164597
MTHFS ENSG00000136371.5 0.098055 0.10102 ENSG00000136371
PLVAP ENSG00000130300.4 0.068525 0.08494 ENSG00000130300
VLDLR ENSG00000147852.10 0.080406 0.099166 ENSG00000147852
USP37 ENSG00000135913.6 0.11546 0.095169 ENSG00000135913
FUT3 ENSG00000171124.8 0.050448 0.091776 ENSG00000171124
ZNF586 ENSG00000083828.11 0.053564 0.065822 ENSG00000083828
TDRD6 ENSG00000180113.11 0.127214 0.082532 ENSG00000180113
CCDC74A ENSG00000163040.10 0.105927 0.078026 ENSG00000163040
DSCC1 ENSG00000136982.5 0.097458 0.077796 ENSG00000136982
COG6 ENSG00000133103.12 0.143153 0.086497 ENSG00000133103
SLC22A5 ENSG00000197375.8 0.120934 0.080788 ENSG00000197375
MRPL2 ENSG00000112651.7 0.066254 0.08663 ENSG00000112651
NIPAL1 ENSG00000163293.7 0.266866 0.099844 ENSG00000163293
RCBTB1 ENSG00000136144.7 0.069709 0.071411 ENSG00000136144
F11R ENSG00000270149.1 0.131681 0.1104 ENSG00000270149
SLC35D1 ENSG00000116704.6 0.114169 0.084028 ENSG00000116704
PTMS ENSG00000159335.11 0.05077 0.103997 ENSG00000159335
ATP6V0E2 ENSG00000171130.13 0.122894 0.080999 ENSG00000171130
MYRF ENSG00000124920.9 0.070074 0.082287 ENSG00000124920
CYP4F12 ENSG00000186204.9 0.269937 0.107021 ENSG00000186204
BMP2 ENSG00000125845.6 0.152795 0.102723 ENSG00000125845
PLEC ENSG00000178209.10 0.144618 0.082731 ENSG00000178209
CLEC4A ENSG00000111729.8 0.069231 0.083468 ENSG00000111729
ZNF554 ENSG00000172006.7 0.064207 0.089006 ENSG00000172006
RNF17 ENSG00000132972.13 0.125544 0.107268 ENSG00000132972
PGM1 ENSG00000079739.11 0.152962 0.099863 ENSG00000079739
SLC25A26 ENSG00000144741.12 0.280685 0.116663 ENSG00000144741
CRYGN ENSG00000127377.4 0.057729 0.0759 ENSG00000127377
COX6B2 ENSG00000160471.7 0.076721 0.104124 ENSG00000160471
PDZRN3 ENSG00000121440.10 0.213208 0.100164 ENSG00000121440
VPS28 ENSG00000160948.9 0.102571 0.0846 ENSG00000160948
HSD17B7 ENSG00000132196.8 0.061233 0.072162 ENSG00000132196
ANO10 ENSG00000160746.8 0.050297 0.059529 ENSG00000160746
SAYSD1 ENSG00000112167.5 0.054057 0.071634 ENSG00000112167
CHAF1A ENSG00000167670.11 0.080175 0.079885 ENSG00000167670
YTHDC2 ENSG00000047188.11 0.056087 0.074595 ENSG00000047188
TIMM21 ENSG00000075336.7 0.148826 0.103535 ENSG00000075336
PDXK ENSG00000160209.13 0.224473 0.108351 ENSG00000160209
SACM1L ENSG00000211456.6 0.084909 0.083106 ENSG00000211456
TARBP1 ENSG00000059588.5 0.122876 0.10243 ENSG00000059588
IRF6 ENSG00000117595.6 0.064502 0.080251 ENSG00000117595
TNNT1 ENSG00000105048.12 0.134907 0.111353 ENSG00000105048
POMZP3 ENSG00000146707.10 0.506714 0.094808 ENSG00000146707
ZEB2 ENSG00000169554.12 0.135001 0.088693 ENSG00000169554
CCDC19 ENSG00000213085.5 0.152449 0.101333 ENSG00000213085
TRIOBP ENSG00000100106.15 0.062944 0.089037 ENSG00000100106
LGALS2 ENSG00000100079.5 0.157404 0.110694 ENSG00000100079
RPH3AL ENSG00000181031.11 0.168297 0.106382 ENSG00000181031
CAT ENSG00000121691.4 0.06507 0.079435 ENSG00000121691
KCNK17 ENSG00000124780.9 0.062143 0.082452 ENSG00000124780
FKBP8 ENSG00000105701.10 0.075706 0.084221 ENSG00000105701
SLC25A25 ENSG00000148339.8 0.100484 0.095462 ENSG00000148339
SLC28A2 ENSG00000137860.7 0.056651 0.061759 ENSG00000137860
CRTC1 ENSG00000105662.11 0.059826 0.073743 ENSG00000105662
PCGF5 ENSG00000180628.10 0.100977 0.074182 ENSG00000180628
ESYT2 ENSG00000117868.11 0.056155 0.064234 ENSG00000117868
SLC25A27 ENSG00000153291.11 0.053941 0.062893 ENSG00000153291
EMR1 ENSG00000174837.10 0.078399 0.085276 ENSG00000174837
ZNF121 ENSG00000197961.7 0.058221 0.067026 ENSG00000197961
FAM19A2 ENSG00000198673.6 0.056994 0.079269 ENSG00000198673
ADAMTS7 ENSG00000136378.10 0.081754 0.085809 ENSG00000136378
C19orf25 ENSG00000119559.11 0.066603 0.093664 ENSG00000119559
C19orf48 ENSG00000167747.9 0.13781 0.119796 ENSG00000167747
SGIP1 ENSG00000118473.17 0.383544 0.106011 ENSG00000118473
FLVCR1 ENSG00000162769.8 0.061175 0.072223 ENSG00000162769
PM20D1 ENSG00000162877.8 0.088243 0.074313 ENSG00000162877
CARD11 ENSG00000198286.5 0.114863 0.088494 ENSG00000198286
DCTN4 ENSG00000132912.8 0.100207 0.086602 ENSG00000132912
G0S2 ENSG00000123689.5 0.105352 0.090195 ENSG00000123689
L1TD1 ENSG00000240563.1 0.178371 0.101124 ENSG00000240563
POU6F1 ENSG00000184271.11 0.083072 0.07586 ENSG00000184271
NDFIP1 ENSG00000131507.9 0.124903 0.094208 ENSG00000131507
SLC17A4 ENSG00000146039.6 0.111921 0.081149 ENSG00000146039
PAPD4 ENSG00000164329.9 0.100773 0.087674 ENSG00000164329
GTF3A ENSG00000122034.8 0.129603 0.100979 ENSG00000122034
FGD5 ENSG00000154783.6 0.273765 0.112657 ENSG00000154783
SLC24A3 ENSG00000185052.7 0.068269 0.079989 ENSG00000185052
AP3M1 ENSG00000185009.8 0.059133 0.054473 ENSG00000185009
ECHDC2 ENSG00000121310.12 0.095207 0.070488 ENSG00000121310
ATP8A1 ENSG00000124406.12 0.059168 0.078095 ENSG00000124406
FAAH ENSG00000117480.11 0.14005 0.087647 ENSG00000117480
TRIB3 ENSG00000101255.6 0.122211 0.111795 ENSG00000101255
ART5 ENSG00000167311.9 0.080425 0.086226 ENSG00000167311
MYO1F ENSG00000142347.12 0.073352 0.087477 ENSG00000142347
MTL5 ENSG00000132749.6 0.12036 0.099102 ENSG00000132749
HS2ST1 ENSG00000153936.12 0.132198 0.083 ENSG00000153936
CLEC18C ENSG00000157335.15 0.086336 0.063058 ENSG00000157335
THRSP ENSG00000151365.2 0.06227 0.078098 ENSG00000151365
CDCA7 ENSG00000144354.9 0.054572 0.090131 ENSG00000144354
RP11-552I14.1 ENSG00000257860.1 0.060011 0.0763 ENSG00000257860
NUP43 ENSG00000120253.9 0.094013 0.082113 ENSG00000120253
ARPC1B ENSG00000130429.8 0.088372 0.06291 ENSG00000130429
ARHGEF35 ENSG00000213214.3 0.180216 0.084735 ENSG00000213214
MCF2L ENSG00000126217.16 0.14796 0.112105 ENSG00000126217
MYO16 ENSG00000041515.11 0.159921 0.110835 ENSG00000041515
SULT1A1 ENSG00000196502.7 0.062162 0.061503 ENSG00000196502
LURAP1L ENSG00000153714.5 0.070642 0.066768 ENSG00000153714
PROK1 ENSG00000143125.5 0.208498 0.094258 ENSG00000143125
FARP1 ENSG00000152767.11 0.094764 0.089665 ENSG00000152767
TTC18 ENSG00000156042.13 0.052964 0.05562 ENSG00000156042
PCDH15 ENSG00000150275.13 0.1049 0.098772 ENSG00000150275
TMOD3 ENSG00000138594.8 0.11971 0.074761 ENSG00000138594
FBXW2 ENSG00000119402.11 0.080251 0.087491 ENSG00000119402
CFB ENSG00000243649.4 0.06926 0.078979 ENSG00000243649
ERP27 ENSG00000139055.2 0.061035 0.068209 ENSG00000139055
PKD2 ENSG00000118762.3 0.083515 0.078759 ENSG00000118762
ATP5G1 ENSG00000159199.9 0.200931 0.089307 ENSG00000159199
GNMT ENSG00000124713.5 0.059738 0.09061 ENSG00000124713
USP10 ENSG00000103194.11 0.195837 0.130429 ENSG00000103194
C7 ENSG00000112936.14 0.058873 0.085591 ENSG00000112936
P2RY13 ENSG00000181631.6 0.114967 0.083156 ENSG00000181631
HEBP1 ENSG00000013583.4 0.072244 0.092692 ENSG00000013583
CCAR1 ENSG00000060339.9 0.084037 0.077211 ENSG00000060339
ZNF419 ENSG00000105136.15 0.242926 0.093619 ENSG00000105136
SULT1C2 ENSG00000198203.5 0.325719 0.108943 ENSG00000198203
TOP1MT ENSG00000184428.8 0.119299 0.081894 ENSG00000184428
BIK ENSG00000100290.2 0.066264 0.064835 ENSG00000100290
TTC28 ENSG00000100154.10 0.08256 0.092509 ENSG00000100154
CMTM7 ENSG00000153551.9 0.099581 0.090394 ENSG00000153551
SCN5A ENSG00000183873.11 0.13843 0.095819 ENSG00000183873
KRT72 ENSG00000170486.6 0.27167 0.119747 ENSG00000170486
HSD17B12 ENSG00000149084.7 0.129412 0.088534 ENSG00000149084
SPC25 ENSG00000152253.4 0.080396 0.072525 ENSG00000152253
AMH ENSG00000104899.3 0.074144 0.071273 ENSG00000104899
ARHGEF7 ENSG00000102606.13 0.18115 0.113533 ENSG00000102606
ZNF132 ENSG00000131849.10 0.099732 0.071417 ENSG00000131849
STX2 ENSG00000111450.9 0.070387 0.100848 ENSG00000111450
SLC47A2 ENSG00000180638.13 0.084433 0.070475 ENSG00000180638
ANTXRL ENSG00000198250.8 0.401551 0.098127 ENSG00000198250
OLIG2 ENSG00000205927.4 0.12133 0.10707 ENSG00000205927
ST8SIA1 ENSG00000111728.6 0.064154 0.075583 ENSG00000111728
NEK3 ENSG00000136098.12 0.122382 0.079446 ENSG00000136098
SDK2 ENSG00000069188.12 0.075779 0.100322 ENSG00000069188
LAP3 ENSG00000002549.8 0.079316 0.0696 ENSG00000002549
POLR1A ENSG00000068654.11 0.098361 0.07808 ENSG00000068654
RP11-6L6.2 ENSG00000250673.1 0.107318 0.10007 ENSG00000250673
DLK1 ENSG00000185559.9 0.465546 0.104286 ENSG00000185559
SHB ENSG00000107338.8 0.067692 0.091244 ENSG00000107338
FBLL1 ENSG00000188573.7 0.182945 0.115089 ENSG00000188573
WAC ENSG00000095787.16 0.131607 0.09073 ENSG00000095787
FAM189A2 ENSG00000135063.13 0.072123 0.077655 ENSG00000135063
SUSD3 ENSG00000157303.6 0.111957 0.091222 ENSG00000157303
SLC2A4 ENSG00000181856.10 0.098191 0.079429 ENSG00000181856
FRMD8 ENSG00000126391.9 0.202852 0.104738 ENSG00000126391
JAG2 ENSG00000184916.4 0.05159 0.069902 ENSG00000184916
THAP5 ENSG00000177683.9 0.075489 0.068586 ENSG00000177683
DNASE1L1 ENSG00000013563.8 0.080813 0.089965 ENSG00000013563
UCKL1 ENSG00000198276.9 0.062712 0.088965 ENSG00000198276
TMEM183A ENSG00000163444.7 0.196189 0.103457 ENSG00000163444
SKA1 ENSG00000154839.5 0.057825 0.082414 ENSG00000154839
MAPK8 ENSG00000107643.11 0.070718 0.069926 ENSG00000107643
TMEM150A ENSG00000168890.9 0.185655 0.095907 ENSG00000168890
TRAK1 ENSG00000182606.10 0.050264 0.070493 ENSG00000182606
STRIP2 ENSG00000128578.5 0.061499 0.073569 ENSG00000128578
TTLL12 ENSG00000100304.12 0.073815 0.078878 ENSG00000100304
LACTB2 ENSG00000147592.4 0.14837 0.095449 ENSG00000147592
PFKP ENSG00000067057.11 0.092961 0.101927 ENSG00000067057
ZNF69 ENSG00000198429.5 0.19392 0.100689 ENSG00000198429
TRAM1L1 ENSG00000174599.4 0.052348 0.063467 ENSG00000174599
CDK17 ENSG00000059758.3 0.111028 0.088659 ENSG00000059758
AL161915.1 ENSG00000212670.1 0.142234 0.09762 ENSG00000212670
AKT1 ENSG00000142208.11 0.113487 0.094877 ENSG00000142208
APBB1IP ENSG00000077420.11 0.138976 0.092854 ENSG00000077420
RGS11 ENSG00000076344.11 0.167533 0.096384 ENSG00000076344
HPD ENSG00000158104.7 0.229366 0.099162 ENSG00000158104
SSX2IP ENSG00000117155.12 0.078146 0.079568 ENSG00000117155
CCDC82 ENSG00000149231.7 0.052192 0.079293 ENSG00000149231
CACNB2 ENSG00000165995.14 0.055588 0.074585 ENSG00000165995
DRAM1 ENSG00000136048.9 0.269114 0.12676 ENSG00000136048
SNRPA ENSG00000077312.4 0.224999 0.105535 ENSG00000077312
NUCB1 ENSG00000104805.11 0.078868 0.089375 ENSG00000104805
FOXRED2 ENSG00000100350.10 0.127844 0.114597 ENSG00000100350
MYL4 ENSG00000198336.5 0.082123 0.073754 ENSG00000198336
HP ENSG00000257017.4 0.174651 0.08976 ENSG00000257017
UBE4B ENSG00000130939.14 0.109585 0.072743 ENSG00000130939
MBD6 ENSG00000166987.10 0.305804 0.120652 ENSG00000166987
ASS1 ENSG00000130707.13 0.057515 0.075626 ENSG00000130707
ALDH8A1 ENSG00000118514.9 0.053238 0.068992 ENSG00000118514
FAM20A ENSG00000108950.7 0.083969 0.075312 ENSG00000108950
MMP17 ENSG00000198598.2 0.082974 0.085917 ENSG00000198598
UBXN6 ENSG00000167671.7 0.086157 0.085383 ENSG00000167671
SLC45A4 ENSG00000022567.5 0.152242 0.099677 ENSG00000022567
SLC44A3 ENSG00000143036.12 0.438061 0.097566 ENSG00000143036
EPHB6 ENSG00000106123.7 0.132145 0.080109 ENSG00000106123
DMPK ENSG00000104936.13 0.065083 0.066433 ENSG00000104936
NOS3 ENSG00000164867.6 0.128709 0.086174 ENSG00000164867
IFT57 ENSG00000114446.4 0.122258 0.082142 ENSG00000114446
NUDT5 ENSG00000165609.8 0.152166 0.105838 ENSG00000165609
CLCN3 ENSG00000109572.9 0.085572 0.084253 ENSG00000109572
NOL8 ENSG00000198000.7 0.081966 0.071223 ENSG00000198000
RYBP ENSG00000163602.8 0.083793 0.084943 ENSG00000163602
ECHS1 ENSG00000127884.4 0.216327 0.130084 ENSG00000127884
TMEM63A ENSG00000196187.7 0.15028 0.10172 ENSG00000196187
GAS1 ENSG00000180447.5 0.064827 0.087804 ENSG00000180447
RPL14 ENSG00000188846.9 0.077827 0.058353 ENSG00000188846
GFOD1 ENSG00000145990.6 0.068661 0.0552 ENSG00000145990
PPP6C ENSG00000119414.7 0.122037 0.095431 ENSG00000119414
CCBL2 ENSG00000137944.12 0.158721 0.074248 ENSG00000137944
C21orf2 ENSG00000160226.11 0.117013 0.088903 ENSG00000160226
VPREB3 ENSG00000128218.7 0.123823 0.087929 ENSG00000128218
PCOLCE ENSG00000106333.8 0.059313 0.058267 ENSG00000106333
ITPA ENSG00000125877.7 0.091977 0.08227 ENSG00000125877
CCDC50 ENSG00000152492.9 0.11839 0.085205 ENSG00000152492
NAA11 ENSG00000156269.4 0.119561 0.078528 ENSG00000156269
SMN2 ENSG00000205571.8 0.130724 0.094792 ENSG00000205571
F5 ENSG00000198734.6 0.314777 0.097529 ENSG00000198734
RP3-402G11.5 ENSG00000073169.9 0.05273 0.091765 ENSG00000073169
PCDH8 ENSG00000136099.9 0.100661 0.081371 ENSG00000136099
KRI1 ENSG00000129347.15 0.067122 0.073033 ENSG00000129347
ATP2C1 ENSG00000017260.15 0.079987 0.071715 ENSG00000017260
GRIP1 ENSG00000155974.7 0.064088 0.069991 ENSG00000155974
MT1X ENSG00000187193.8 0.078576 0.080239 ENSG00000187193
COMMD10 ENSG00000145781.4 0.230233 0.101656 ENSG00000145781
SLC7A11 ENSG00000151012.9 0.117945 0.076617 ENSG00000151012
REP15 ENSG00000174236.2 0.121815 0.094843 ENSG00000174236
CDK2AP1 ENSG00000111328.2 0.122773 0.080386 ENSG00000111328
MCM2 ENSG00000073111.9 0.124058 0.083017 ENSG00000073111
ZDHHC13 ENSG00000177054.9 0.088094 0.090124 ENSG00000177054
PRPF31 ENSG00000105618.9 0.175315 0.117863 ENSG00000105618
ATF6 ENSG00000118217.5 0.058255 0.080113 ENSG00000118217
CDKN2B ENSG00000147883.9 0.082931 0.077521 ENSG00000147883
LENG8 ENSG00000167615.12 0.11839 0.115449 ENSG00000167615
CPZ ENSG00000109625.14 0.05027 0.096933 ENSG00000109625
GTDC1 ENSG00000121964.9 0.142625 0.09355 ENSG00000121964
HIGD2A ENSG00000146066.2 0.482614 0.102286 ENSG00000146066
C1GALT1 ENSG00000106392.5 0.066408 0.087685 ENSG00000106392
LAMC2 ENSG00000058085.10 0.23682 0.110239 ENSG00000058085
MSH3 ENSG00000113318.9 0.059888 0.073837 ENSG00000113318
DHCR7 ENSG00000172893.11 0.06519 0.084658 ENSG00000172893
KDM4A ENSG00000066135.8 0.148285 0.093536 ENSG00000066135
MICALCL ENSG00000133808.4 0.122357 0.100576 ENSG00000133808
FZD1 ENSG00000157240.2 0.095592 0.071122 ENSG00000157240
ERMP1 ENSG00000099219.9 0.064384 0.082933 ENSG00000099219
LIN7A ENSG00000111052.3 0.059427 0.098913 ENSG00000111052
GLUD1 ENSG00000148672.7 0.117416 0.079813 ENSG00000148672
C5orf63 ENSG00000164241.9 0.132031 0.089599 ENSG00000164241
GGT1 ENSG00000100031.14 0.079247 0.07329 ENSG00000100031
LYRM5 ENSG00000205707.6 0.161818 0.097026 ENSG00000205707
CPT1B ENSG00000205560.8 0.072383 0.081854 ENSG00000205560
C1orf233 ENSG00000228594.1 0.253613 0.112999 ENSG00000228594
CACNA1C ENSG00000151067.16 0.065025 0.077104 ENSG00000151067
CFHR3 ENSG00000116785.9 0.074781 0.06897 ENSG00000116785
ARHGAP24 ENSG00000138639.13 0.066022 0.060828 ENSG00000138639
TMEM234 ENSG00000160055.15 0.063312 0.0764 ENSG00000160055
IFNGR2 ENSG00000159128.10 0.097568 0.102578 ENSG00000159128
TNFRSF10D ENSG00000173530.5 0.056245 0.066514 ENSG00000173530
FAM168A ENSG00000054965.6 0.050829 0.050503 ENSG00000054965
LATS1 ENSG00000131023.8 0.050614 0.077381 ENSG00000131023
PRKAG1 ENSG00000181929.7 0.094344 0.07138 ENSG00000181929
CAPN12 ENSG00000182472.4 0.142153 0.106472 ENSG00000182472
TNFSF9 ENSG00000125657.3 0.187556 0.121097 ENSG00000125657
BTBD9 ENSG00000183826.12 0.18519 0.104499 ENSG00000183826
AC006126.3 ENSG00000266958.1 0.086184 0.082529 ENSG00000266958
ATP5SL ENSG00000105341.14 0.066334 0.076413 ENSG00000105341
LAMP5 ENSG00000125869.5 0.054925 0.087762 ENSG00000125869
GSTO1 ENSG00000148834.8 0.087653 0.077236 ENSG00000148834
F10 ENSG00000126218.7 0.16677 0.091672 ENSG00000126218
UQCR10 ENSG00000184076.10 0.070816 0.058569 ENSG00000184076
LHFPL4 ENSG00000156959.7 0.074421 0.07341 ENSG00000156959
CASR ENSG00000036828.9 0.21965 0.103151 ENSG00000036828
XAB2 ENSG00000076924.7 0.063659 0.087293 ENSG00000076924
HHLA2 ENSG00000114455.9 0.097874 0.072462 ENSG00000114455
IMPACT ENSG00000154059.5 0.067964 0.085475 ENSG00000154059
GPR3 ENSG00000181773.6 0.065422 0.084982 ENSG00000181773
NFKBID ENSG00000167604.9 0.130808 0.105297 ENSG00000167604
KANK4 ENSG00000132854.14 0.050884 0.080225 ENSG00000132854
SPEG ENSG00000072195.10 0.075363 0.080657 ENSG00000072195
CIZ1 ENSG00000148337.15 0.056346 0.079068 ENSG00000148337
MKL1 ENSG00000196588.10 0.067692 0.067094 ENSG00000196588
PRELP ENSG00000188783.5 0.14608 0.098373 ENSG00000188783
C10orf129 ENSG00000173124.10 0.232932 0.0984 ENSG00000173124
GTF2A2 ENSG00000140307.6 0.073359 0.072528 ENSG00000140307
WDR11 ENSG00000120008.11 0.069731 0.096836 ENSG00000120008
KANK2 ENSG00000197256.6 0.093775 0.08155 ENSG00000197256
RWDD2A ENSG00000013392.6 0.050523 0.059854 ENSG00000013392
FAM83G ENSG00000188522.10 0.211559 0.104377 ENSG00000188522
S100A6 ENSG00000197956.5 0.078146 0.075007 ENSG00000197956
ARAP2 ENSG00000047365.7 0.141846 0.083378 ENSG00000047365
STAM ENSG00000136738.10 0.242598 0.107078 ENSG00000136738
RFX7 ENSG00000181827.10 0.065128 0.063584 ENSG00000181827
C16orf95 ENSG00000260456.2 0.064564 0.10484 ENSG00000260456
AASDH ENSG00000157426.9 0.112013 0.091111 ENSG00000157426
