AssociatedGeneName EnsemblGeneID h2.Thyroid se.Thyroid ensid
APOLD1 ENSG00000178878.7 0.103425 0.072981 ENSG00000178878
MRPL2 ENSG00000112651.7 0.057941 0.063148 ENSG00000112651
DDX11 ENSG00000013573.12 0.523762 0.07328 ENSG00000013573
C22orf43 ENSG00000189269.7 0.098731 0.077039 ENSG00000189269
TMEM230 ENSG00000089063.10 0.115506 0.079026 ENSG00000089063
F11R ENSG00000270149.1 0.052809 0.054979 ENSG00000270149
PTMS ENSG00000159335.11 0.098424 0.075528 ENSG00000159335
ATP6V0E2 ENSG00000171130.13 0.081649 0.068733 ENSG00000171130
CYP4F12 ENSG00000186204.9 0.101321 0.06235 ENSG00000186204
PLEC ENSG00000178209.10 0.162324 0.06822 ENSG00000178209
CLEC4A ENSG00000111729.8 0.053304 0.060977 ENSG00000111729
ZNF554 ENSG00000172006.7 0.133791 0.079787 ENSG00000172006
RNF17 ENSG00000132972.13 0.103705 0.068073 ENSG00000132972
LMBR1 ENSG00000105983.14 0.066826 0.063533 ENSG00000105983
BICD2 ENSG00000185963.9 0.059721 0.06044 ENSG00000185963
SLC25A26 ENSG00000144741.12 0.089316 0.065874 ENSG00000144741
RAVER2 ENSG00000162437.10 0.158338 0.071853 ENSG00000162437
COX6B2 ENSG00000160471.7 0.108987 0.077181 ENSG00000160471
GSDMA ENSG00000167914.6 0.120736 0.06623 ENSG00000167914
HSD17B7 ENSG00000132196.8 0.090589 0.072517 ENSG00000132196
CCR1 ENSG00000163823.3 0.052978 0.046073 ENSG00000163823
TOB1 ENSG00000141232.4 0.097805 0.068253 ENSG00000141232
ANO10 ENSG00000160746.8 0.137137 0.066582 ENSG00000160746
BNC2 ENSG00000173068.13 0.091979 0.077325 ENSG00000173068
UBN2 ENSG00000157741.9 0.076226 0.062386 ENSG00000157741
SRD5A3 ENSG00000128039.6 0.336378 0.090436 ENSG00000128039
SACM1L ENSG00000211456.6 0.097928 0.055973 ENSG00000211456
IRF6 ENSG00000117595.6 0.162783 0.06499 ENSG00000117595
KLHL10 ENSG00000161594.6 0.346908 0.077476 ENSG00000161594
FBN1 ENSG00000166147.9 0.106759 0.065098 ENSG00000166147
SDHAF1 ENSG00000205138.2 0.051544 0.059986 ENSG00000205138
C1QTNF7 ENSG00000163145.8 0.150077 0.07096 ENSG00000163145
IQCE ENSG00000106012.13 0.200853 0.097752 ENSG00000106012
TRIOBP ENSG00000100106.15 0.078958 0.055265 ENSG00000100106
SPG20 ENSG00000133104.8 0.067097 0.053304 ENSG00000133104
GIMAP4 ENSG00000133574.5 0.0649 0.063554 ENSG00000133574
CAT ENSG00000121691.4 0.324477 0.077089 ENSG00000121691
PODN ENSG00000174348.9 0.107907 0.060913 ENSG00000174348
POLR2E ENSG00000099817.7 0.085849 0.073241 ENSG00000099817
UBR3 ENSG00000144357.12 0.139819 0.075452 ENSG00000144357
SLC28A2 ENSG00000137860.7 0.143752 0.070344 ENSG00000137860
ACOX3 ENSG00000087008.11 0.060663 0.063784 ENSG00000087008
ZNF296 ENSG00000170684.4 0.099842 0.084775 ENSG00000170684
OVCH1 ENSG00000187950.4 0.095201 0.068589 ENSG00000187950
KCNQ5 ENSG00000185760.11 0.053292 0.046473 ENSG00000185760
SON ENSG00000159140.13 0.139448 0.079452 ENSG00000159140
CCDC14 ENSG00000175455.10 0.059531 0.058415 ENSG00000175455
HTRA3 ENSG00000170801.5 0.089347 0.065918 ENSG00000170801
ESYT2 ENSG00000117868.11 0.101024 0.059332 ENSG00000117868
CYTH1 ENSG00000108669.12 0.065648 0.06596 ENSG00000108669
CCDC146 ENSG00000135205.10 0.056606 0.054026 ENSG00000135205
ADAMTS7 ENSG00000136378.10 0.056795 0.058263 ENSG00000136378
ZNF333 ENSG00000160961.7 0.356446 0.082683 ENSG00000160961
TACR2 ENSG00000075073.10 0.076508 0.060787 ENSG00000075073
ABCC8 ENSG00000006071.7 0.138095 0.07719 ENSG00000006071
SGIP1 ENSG00000118473.17 0.060631 0.051054 ENSG00000118473
TMEM132D ENSG00000151952.10 0.050279 0.062827 ENSG00000151952
WDR19 ENSG00000157796.13 0.069764 0.059991 ENSG00000157796
TAF1C ENSG00000103168.12 0.089612 0.08766 ENSG00000103168
FCRLB ENSG00000162746.10 0.074466 0.066791 ENSG00000162746
ST14 ENSG00000149418.6 0.063138 0.057843 ENSG00000149418
SAMD4A ENSG00000020577.9 0.065723 0.066746 ENSG00000020577
SDHC ENSG00000143252.9 0.068787 0.059553 ENSG00000143252
CARD11 ENSG00000198286.5 0.0624 0.068369 ENSG00000198286
L1TD1 ENSG00000240563.1 0.211756 0.084289 ENSG00000240563
FAM196B ENSG00000204767.3 0.092119 0.06354 ENSG00000204767
IL21R ENSG00000103522.11 0.076256 0.061612 ENSG00000103522
DMWD ENSG00000185800.7 0.121184 0.083088 ENSG00000185800
CCDC66 ENSG00000180376.12 0.154864 0.064868 ENSG00000180376
SYNGR1 ENSG00000100321.10 0.198089 0.083004 ENSG00000100321
SLC17A4 ENSG00000146039.6 0.054034 0.057828 ENSG00000146039
GLDC ENSG00000178445.8 0.466324 0.082811 ENSG00000178445
TMEM200A ENSG00000164484.7 0.078002 0.060133 ENSG00000164484
GTF3A ENSG00000122034.8 0.152892 0.079173 ENSG00000122034
TPO ENSG00000115705.16 0.059801 0.04802 ENSG00000115705
ECHDC2 ENSG00000121310.12 0.116535 0.070726 ENSG00000121310
FAAH ENSG00000117480.11 0.134496 0.067811 ENSG00000117480
RNF166 ENSG00000158717.6 0.121017 0.077609 ENSG00000158717
ICAM4 ENSG00000105371.8 0.060854 0.062233 ENSG00000105371
CD55 ENSG00000196352.9 0.083337 0.056877 ENSG00000196352
SNX31 ENSG00000174226.4 0.120325 0.075801 ENSG00000174226
WFDC1 ENSG00000103175.6 0.09387 0.09098 ENSG00000103175
ARFGAP3 ENSG00000242247.6 0.105564 0.055797 ENSG00000242247
HS2ST1 ENSG00000153936.12 0.142296 0.078784 ENSG00000153936
EFCAB13 ENSG00000178852.11 0.077215 0.050044 ENSG00000178852
RHPN1 ENSG00000158106.8 0.103678 0.055443 ENSG00000158106
NAA50 ENSG00000121579.7 0.058836 0.057135 ENSG00000121579
SEC22A ENSG00000121542.7 0.086278 0.060618 ENSG00000121542
ARPC1B ENSG00000130429.8 0.101709 0.059403 ENSG00000130429
ARHGEF35 ENSG00000213214.3 0.312189 0.081585 ENSG00000213214
MCF2L ENSG00000126217.16 0.057818 0.055429 ENSG00000126217
SULT1A1 ENSG00000196502.7 0.200781 0.069888 ENSG00000196502
LURAP1L ENSG00000153714.5 0.099235 0.067368 ENSG00000153714
PROK1 ENSG00000143125.5 0.214623 0.076892 ENSG00000143125
FARP1 ENSG00000152767.11 0.058027 0.055007 ENSG00000152767
ACTR3B ENSG00000133627.13 0.115261 0.070377 ENSG00000133627
D2HGDH ENSG00000180902.12 0.071293 0.06312 ENSG00000180902
PCDH15 ENSG00000150275.13 0.053691 0.057038 ENSG00000150275
AK5 ENSG00000154027.14 0.105376 0.06893 ENSG00000154027
GRPEL1 ENSG00000109519.8 0.053831 0.064594 ENSG00000109519
ERP27 ENSG00000139055.2 0.277769 0.077352 ENSG00000139055
PKD2 ENSG00000118762.3 0.140303 0.076307 ENSG00000118762
ATP5G1 ENSG00000159199.9 0.078426 0.065435 ENSG00000159199
USP10 ENSG00000103194.11 0.061758 0.073298 ENSG00000103194
C7 ENSG00000112936.14 0.077853 0.072364 ENSG00000112936
TPM2 ENSG00000198467.9 0.101398 0.063723 ENSG00000198467
P2RY13 ENSG00000181631.6 0.11472 0.07153 ENSG00000181631
HEBP1 ENSG00000013583.4 0.075339 0.064886 ENSG00000013583
REN ENSG00000143839.12 0.06927 0.063371 ENSG00000143839
SULT1C2 ENSG00000198203.5 0.66649 0.063446 ENSG00000198203
TOP1MT ENSG00000184428.8 0.056947 0.049685 ENSG00000184428
ABHD3 ENSG00000158201.5 0.064623 0.061994 ENSG00000158201
SPRY2 ENSG00000136158.6 0.068121 0.049064 ENSG00000136158
TTC28 ENSG00000100154.10 0.077889 0.057571 ENSG00000100154
SDC4 ENSG00000124145.5 0.109715 0.073091 ENSG00000124145
ABTB2 ENSG00000166016.4 0.093413 0.066168 ENSG00000166016
FAM102A ENSG00000167106.7 0.188901 0.091597 ENSG00000167106
C9orf72 ENSG00000147894.10 0.0972 0.071721 ENSG00000147894
CTTNBP2 ENSG00000077063.6 0.069663 0.054125 ENSG00000077063
HSD17B12 ENSG00000149084.7 0.058291 0.062264 ENSG00000149084
SPC25 ENSG00000152253.4 0.051674 0.060206 ENSG00000152253
HDLBP ENSG00000115677.12 0.059215 0.053626 ENSG00000115677
AMH ENSG00000104899.3 0.050162 0.051123 ENSG00000104899
TTC13 ENSG00000143643.8 0.059101 0.065798 ENSG00000143643
ARHGEF7 ENSG00000102606.13 0.095832 0.08216 ENSG00000102606
STX2 ENSG00000111450.9 0.267089 0.089903 ENSG00000111450
ZNF766 ENSG00000196214.6 0.102584 0.076145 ENSG00000196214
MSX2 ENSG00000120149.7 0.097033 0.086006 ENSG00000120149
NUP54 ENSG00000138750.10 0.140023 0.068164 ENSG00000138750
SDK2 ENSG00000069188.12 0.259652 0.093035 ENSG00000069188
PPP2R5A ENSG00000066027.6 0.233323 0.072196 ENSG00000066027
GJA3 ENSG00000121743.3 0.063166 0.053729 ENSG00000121743
METTL9 ENSG00000197006.9 0.050686 0.04666 ENSG00000197006
FBLL1 ENSG00000188573.7 0.119296 0.070498 ENSG00000188573
TTBK1 ENSG00000146216.7 0.144237 0.079723 ENSG00000146216
DLD ENSG00000091140.8 0.176954 0.07585 ENSG00000091140
INTS12 ENSG00000138785.10 0.099475 0.053321 ENSG00000138785
NDNF ENSG00000173376.9 0.292603 0.077691 ENSG00000173376
HRK ENSG00000135116.5 0.124248 0.063515 ENSG00000135116
FAM189A2 ENSG00000135063.13 0.080025 0.058446 ENSG00000135063
HCAR1 ENSG00000196917.4 0.097467 0.061162 ENSG00000196917
GIMAP1 ENSG00000213203.2 0.144384 0.081189 ENSG00000213203
C2orf27A ENSG00000197927.8 0.111092 0.068574 ENSG00000197927
HSD3B7 ENSG00000099377.9 0.090859 0.055082 ENSG00000099377
PM20D2 ENSG00000146281.5 0.090489 0.065139 ENSG00000146281
ANK3 ENSG00000151150.15 0.170622 0.080612 ENSG00000151150
GLRB ENSG00000109738.6 0.204838 0.089648 ENSG00000109738
PROZ ENSG00000126231.9 0.138752 0.078686 ENSG00000126231
PDGFA ENSG00000197461.9 0.083987 0.059197 ENSG00000197461
AP1M2 ENSG00000129354.7 0.090177 0.065069 ENSG00000129354
PSMB5 ENSG00000100804.14 0.109829 0.070122 ENSG00000100804
THAP5 ENSG00000177683.9 0.06337 0.047395 ENSG00000177683
C19orf60 ENSG00000006015.13 0.055147 0.051173 ENSG00000006015
TENC1 ENSG00000111077.13 0.097537 0.064822 ENSG00000111077
TRAK1 ENSG00000182606.10 0.055337 0.050571 ENSG00000182606
SUSD2 ENSG00000099994.10 0.109693 0.065007 ENSG00000099994
STRIP2 ENSG00000128578.5 0.054456 0.050993 ENSG00000128578
ZNF83 ENSG00000167766.13 0.207404 0.087725 ENSG00000167766
NFYA ENSG00000001167.10 0.091676 0.0693 ENSG00000001167
ZNF425 ENSG00000204947.4 0.050046 0.050716 ENSG00000204947
TTLL12 ENSG00000100304.12 0.055388 0.062273 ENSG00000100304
PFKP ENSG00000067057.11 0.071082 0.066934 ENSG00000067057
UCHL3 ENSG00000118939.13 0.064132 0.057862 ENSG00000118939
NEB ENSG00000183091.15 0.059255 0.050352 ENSG00000183091
CDK17 ENSG00000059758.3 0.068575 0.061598 ENSG00000059758
OR10AD1 ENSG00000172640.2 0.211374 0.072408 ENSG00000172640
AKT1 ENSG00000142208.11 0.253164 0.079436 ENSG00000142208
FAM192A ENSG00000172775.12 0.092519 0.07059 ENSG00000172775
PRDX6 ENSG00000117592.8 0.094324 0.058609 ENSG00000117592
TIMP4 ENSG00000157150.4 0.076908 0.074051 ENSG00000157150
CACNB2 ENSG00000165995.14 0.338993 0.097312 ENSG00000165995
ARC ENSG00000198576.2 0.102389 0.071347 ENSG00000198576
FOXRED2 ENSG00000100350.10 0.068459 0.068186 ENSG00000100350
TRIM69 ENSG00000185880.8 0.06229 0.048836 ENSG00000185880
CPSF1 ENSG00000071894.10 0.328389 0.083994 ENSG00000071894
PPP1R3E ENSG00000235194.4 0.050764 0.055707 ENSG00000235194
CYB561D1 ENSG00000174151.10 0.073037 0.06433 ENSG00000174151
PRSS37 ENSG00000165076.9 0.055126 0.045863 ENSG00000165076
HP ENSG00000257017.4 0.088399 0.05372 ENSG00000257017
UBE4B ENSG00000130939.14 0.063967 0.049892 ENSG00000130939
AKAP7 ENSG00000118507.11 0.058565 0.063891 ENSG00000118507
PPP1R14D ENSG00000166143.5 0.056725 0.055428 ENSG00000166143
PRPH2 ENSG00000112619.6 0.456518 0.076335 ENSG00000112619
TNNC2 ENSG00000101470.5 0.113538 0.07371 ENSG00000101470
FABP3 ENSG00000121769.3 0.09276 0.06616 ENSG00000121769
FAM86C1 ENSG00000158483.11 0.102224 0.064354 ENSG00000158483
SLC44A3 ENSG00000143036.12 0.085683 0.069977 ENSG00000143036
EPHB6 ENSG00000106123.7 0.265962 0.078031 ENSG00000106123
TBC1D24 ENSG00000162065.7 0.066476 0.057393 ENSG00000162065
MALT1 ENSG00000172175.8 0.065438 0.067231 ENSG00000172175
NPRL3 ENSG00000103148.11 0.084084 0.059991 ENSG00000103148
ARHGAP12 ENSG00000165322.13 0.07508 0.05719 ENSG00000165322
FBXO17 ENSG00000269190.1 0.063299 0.052736 ENSG00000269190
TCP11L1 ENSG00000176148.11 0.075236 0.056665 ENSG00000176148
TRMT44 ENSG00000155275.14 0.113 0.07369 ENSG00000155275
UBE2S ENSG00000108106.9 0.121608 0.086964 ENSG00000108106
CLCN3 ENSG00000109572.9 0.118338 0.075243 ENSG00000109572
HSD17B14 ENSG00000087076.4 0.059964 0.065525 ENSG00000087076
USP39 ENSG00000168883.15 0.065064 0.054861 ENSG00000168883
PRKCZ ENSG00000067606.11 0.209309 0.093349 ENSG00000067606
TBC1D4 ENSG00000136111.8 0.068487 0.068023 ENSG00000136111
ASCL5 ENSG00000232237.2 0.351354 0.08524 ENSG00000232237
MPC1 ENSG00000060762.14 0.069975 0.059954 ENSG00000060762
HSPA2 ENSG00000126803.8 0.100965 0.058937 ENSG00000126803
F5 ENSG00000198734.6 0.203322 0.085234 ENSG00000198734
HOXD13 ENSG00000128714.5 0.05032 0.050124 ENSG00000128714
SMIM17 ENSG00000268182.1 0.091601 0.070384 ENSG00000268182
KRI1 ENSG00000129347.15 0.219752 0.079728 ENSG00000129347
SEC23B ENSG00000101310.10 0.108681 0.058892 ENSG00000101310
C13orf45 ENSG00000178734.4 0.084618 0.06341 ENSG00000178734
ZDHHC13 ENSG00000177054.9 0.060351 0.069234 ENSG00000177054
LINGO2 ENSG00000174482.6 0.146105 0.080035 ENSG00000174482
ATP2C2 ENSG00000064270.8 0.175007 0.092846 ENSG00000064270
ATF6 ENSG00000118217.5 0.098313 0.062931 ENSG00000118217
MPG ENSG00000103152.7 0.173838 0.085423 ENSG00000103152
HSPA1B ENSG00000204388.5 0.060551 0.056132 ENSG00000204388
CPZ ENSG00000109625.14 0.145769 0.078866 ENSG00000109625
ZNF628 ENSG00000197483.8 0.137379 0.067397 ENSG00000197483
C1GALT1 ENSG00000106392.5 0.089575 0.064415 ENSG00000106392
SNX7 ENSG00000162627.12 0.051603 0.054565 ENSG00000162627
NIPSNAP1 ENSG00000184117.7 0.060882 0.050058 ENSG00000184117
PARP14 ENSG00000173193.9 0.1155 0.069904 ENSG00000173193
STK38 ENSG00000112079.8 0.072893 0.06168 ENSG00000112079
MSH3 ENSG00000113318.9 0.208588 0.068361 ENSG00000113318
OLFM4 ENSG00000102837.6 0.431175 0.083408 ENSG00000102837
CDCA5 ENSG00000146670.5 0.055156 0.053736 ENSG00000146670
CENPJ ENSG00000151849.10 0.091347 0.065781 ENSG00000151849
MICALCL ENSG00000133808.4 0.283105 0.087701 ENSG00000133808
ERP44 ENSG00000023318.7 0.071904 0.060733 ENSG00000023318
GATM ENSG00000171766.11 0.142763 0.062864 ENSG00000171766
CNN2 ENSG00000064666.10 0.245192 0.096427 ENSG00000064666
NPIPB6 ENSG00000198156.6 0.05077 0.049753 ENSG00000198156
BBS2 ENSG00000125124.7 0.076302 0.065135 ENSG00000125124
GGT1 ENSG00000100031.14 0.072589 0.057604 ENSG00000100031
PEX6 ENSG00000124587.9 0.172107 0.070348 ENSG00000124587
LYRM5 ENSG00000205707.6 0.150136 0.07033 ENSG00000205707
PLXDC2 ENSG00000120594.11 0.062078 0.062434 ENSG00000120594
CPT1B ENSG00000205560.8 0.05214 0.053176 ENSG00000205560
SPTBN2 ENSG00000173898.7 0.06683 0.059774 ENSG00000173898
TTC38 ENSG00000075234.12 0.051945 0.051024 ENSG00000075234
C1orf233 ENSG00000228594.1 0.095827 0.060169 ENSG00000228594
CACNA1C ENSG00000151067.16 0.073608 0.06334 ENSG00000151067
RPAIN ENSG00000129197.10 0.065561 0.050629 ENSG00000129197
ARL9 ENSG00000196503.2 0.146748 0.07859 ENSG00000196503
CFHR3 ENSG00000116785.9 0.247629 0.087499 ENSG00000116785
GJB2 ENSG00000165474.5 0.151199 0.081204 ENSG00000165474
EFCAB14 ENSG00000159658.6 0.096876 0.068423 ENSG00000159658
BEAN1 ENSG00000166546.9 0.060795 0.057785 ENSG00000166546
GPR45 ENSG00000135973.1 0.10352 0.065442 ENSG00000135973
DOCK1 ENSG00000150760.8 0.092935 0.061838 ENSG00000150760
RPS13 ENSG00000110700.2 0.093483 0.057691 ENSG00000110700
PDE10A ENSG00000112541.9 0.050616 0.050105 ENSG00000112541
CCDC158 ENSG00000163749.13 0.12387 0.069768 ENSG00000163749
UNC13C ENSG00000137766.12 0.162278 0.07438 ENSG00000137766
TMOD2 ENSG00000128872.5 0.056309 0.046536 ENSG00000128872
ZNF302 ENSG00000089335.16 0.198891 0.081748 ENSG00000089335
HHLA2 ENSG00000114455.9 0.053539 0.0431 ENSG00000114455
IMPACT ENSG00000154059.5 0.065912 0.068236 ENSG00000154059
NFKBID ENSG00000167604.9 0.10596 0.079497 ENSG00000167604
POU2F3 ENSG00000137709.5 0.078819 0.056826 ENSG00000137709
GTF2A2 ENSG00000140307.6 0.058591 0.05805 ENSG00000140307
ISLR2 ENSG00000167178.11 0.089121 0.058176 ENSG00000167178
ELL ENSG00000105656.7 0.054257 0.055178 ENSG00000105656
UBE2E3 ENSG00000170035.11 0.060903 0.052568 ENSG00000170035
TRIM44 ENSG00000166326.5 0.057456 0.061185 ENSG00000166326
EIF2S3L ENSG00000180574.3 0.0952 0.067351 ENSG00000180574
TSPYL5 ENSG00000180543.3 0.107123 0.072488 ENSG00000180543
ARAP2 ENSG00000047365.7 0.115153 0.064466 ENSG00000047365
RFX7 ENSG00000181827.10 0.067365 0.052845 ENSG00000181827
MRPL46 ENSG00000259494.1 0.064089 0.056042 ENSG00000259494
C16orf95 ENSG00000260456.2 0.057891 0.062322 ENSG00000260456
SLC27A1 ENSG00000130304.12 0.081451 0.063532 ENSG00000130304
PLEKHA7 ENSG00000166689.10 0.11757 0.063937 ENSG00000166689
MTERFD3 ENSG00000120832.5 0.074208 0.056787 ENSG00000120832
