AssociatedGeneName EnsemblGeneID h2.ArteryTibial se.ArteryTibial ensid
CMTM5 ENSG00000166091.15 0.259333 0.093462 ENSG00000166091
SDK2 ENSG00000069188.12 0.33134 0.08754 ENSG00000069188
FBLL1 ENSG00000188573.7 0.271009 0.084105 ENSG00000188573
GPX7 ENSG00000116157.5 0.139152 0.069396 ENSG00000116157
JAG2 ENSG00000184916.4 0.206787 0.086834 ENSG00000184916
UCHL3 ENSG00000118939.13 0.18148 0.072926 ENSG00000118939
APBB1IP ENSG00000077420.11 0.200368 0.077001 ENSG00000077420
FAM192A ENSG00000172775.12 0.25286 0.079008 ENSG00000172775
SSX2IP ENSG00000117155.12 0.14877 0.070687 ENSG00000117155
NUCB1 ENSG00000104805.11 0.194618 0.086874 ENSG00000104805
HP ENSG00000257017.4 0.106497 0.052823 ENSG00000257017
ITPA ENSG00000125877.7 0.183189 0.083641 ENSG00000125877
OSGIN1 ENSG00000140961.8 0.198184 0.092294 ENSG00000140961
C5orf63 ENSG00000164241.9 0.12793 0.057922 ENSG00000164241
EPN2 ENSG00000072134.11 0.132437 0.063824 ENSG00000072134
CFHR3 ENSG00000116785.9 0.195636 0.074115 ENSG00000116785
UNC13C ENSG00000137766.12 0.222356 0.083485 ENSG00000137766
C1orf141 ENSG00000203963.7 0.160543 0.07981 ENSG00000203963
ADAMTS17 ENSG00000140470.9 0.174418 0.085055 ENSG00000140470
ATP12A ENSG00000075673.7 0.416348 0.082334 ENSG00000075673
GREM2 ENSG00000180875.4 0.189572 0.079523 ENSG00000180875
NFASC ENSG00000163531.11 0.151235 0.069149 ENSG00000163531
LRRC16A ENSG00000079691.15 0.176474 0.083579 ENSG00000079691
QRFPR ENSG00000186867.6 0.159513 0.070402 ENSG00000186867
CLIP2 ENSG00000106665.11 0.160893 0.068838 ENSG00000106665
CCDC114 ENSG00000105479.10 0.189355 0.077267 ENSG00000105479
SFTPD ENSG00000133661.11 0.303078 0.080469 ENSG00000133661
ZNF660 ENSG00000144792.5 0.156281 0.069818 ENSG00000144792
TNFRSF19 ENSG00000127863.11 0.194146 0.085858 ENSG00000127863
UBE2I ENSG00000103275.14 0.170374 0.06791 ENSG00000103275
IL2RB ENSG00000100385.9 0.199975 0.088309 ENSG00000100385
ECHDC3 ENSG00000134463.10 0.169615 0.08295 ENSG00000134463
SLC5A9 ENSG00000117834.8 0.195579 0.074984 ENSG00000117834
FRA10AC1 ENSG00000148690.10 0.212443 0.07089 ENSG00000148690
TRAK2 ENSG00000115993.7 0.180137 0.088917 ENSG00000115993
TTYH1 ENSG00000167614.9 0.243852 0.089163 ENSG00000167614
FBN2 ENSG00000138829.6 0.301218 0.075364 ENSG00000138829
AFF1 ENSG00000172493.16 0.163983 0.06518 ENSG00000172493
GNAO1 ENSG00000087258.9 0.179444 0.064298 ENSG00000087258
BAI3 ENSG00000135298.9 0.246682 0.081509 ENSG00000135298
PRKAR1A ENSG00000108946.9 0.168052 0.075784 ENSG00000108946
CYBRD1 ENSG00000071967.7 0.171014 0.076356 ENSG00000071967
ZNF562 ENSG00000171466.5 0.149012 0.072 ENSG00000171466
EBPL ENSG00000123179.9 0.223645 0.071763 ENSG00000123179
RALGPS2 ENSG00000116191.12 0.120042 0.057913 ENSG00000116191
KRTAP13-1 ENSG00000198390.3 0.127523 0.063197 ENSG00000198390
FMO4 ENSG00000076258.5 0.170475 0.067536 ENSG00000076258
VPS13A ENSG00000197969.7 0.311881 0.079154 ENSG00000197969
DIRAS3 ENSG00000162595.4 0.163636 0.077994 ENSG00000162595
SFXN1 ENSG00000164466.8 0.144209 0.069549 ENSG00000164466
DBNDD1 ENSG00000003249.9 0.279865 0.08588 ENSG00000003249
BRI3 ENSG00000164713.5 0.143464 0.069675 ENSG00000164713
MYO3B ENSG00000071909.14 0.137081 0.065835 ENSG00000071909
KIAA0195 ENSG00000177728.10 0.145172 0.06825 ENSG00000177728
PLXNA4 ENSG00000221866.5 0.18596 0.078511 ENSG00000221866
SMUG1 ENSG00000123415.10 0.130418 0.064193 ENSG00000123415
CHRM3 ENSG00000133019.7 0.205113 0.0855 ENSG00000133019
SDR42E1 ENSG00000184860.5 0.227044 0.089947 ENSG00000184860
FLJ27365 ENSG00000197182.8 0.166369 0.080272 ENSG00000197182
TXNL4B ENSG00000140830.4 0.26323 0.080226 ENSG00000140830
MFSD4 ENSG00000174514.8 0.126893 0.062289 ENSG00000174514
CAPN8 ENSG00000203697.7 0.171257 0.06949 ENSG00000203697
FAM153B ENSG00000182230.7 0.190684 0.076271 ENSG00000182230
CACNA2D3 ENSG00000157445.10 0.260993 0.081351 ENSG00000157445
ANKRD42 ENSG00000137494.9 0.157673 0.07187 ENSG00000137494
AES ENSG00000104964.10 0.182082 0.089112 ENSG00000104964
DHODH ENSG00000102967.7 0.146525 0.06935 ENSG00000102967
EFTUD2 ENSG00000108883.8 0.344287 0.07532 ENSG00000108883
SYPL2 ENSG00000143028.7 0.372886 0.092176 ENSG00000143028
PDHB ENSG00000168291.8 0.105998 0.051233 ENSG00000168291
MUT ENSG00000146085.7 0.170633 0.071109 ENSG00000146085
KLF5 ENSG00000102554.9 0.198998 0.085845 ENSG00000102554
SPIRE2 ENSG00000204991.6 0.133815 0.057771 ENSG00000204991
ANO5 ENSG00000171714.10 0.270735 0.080733 ENSG00000171714
AQP3 ENSG00000165272.10 0.169128 0.084451 ENSG00000165272
NT5DC1 ENSG00000178425.9 0.147936 0.06097 ENSG00000178425
PPA1 ENSG00000180817.6 0.265409 0.084796 ENSG00000180817
TSHB ENSG00000134200.2 0.164145 0.081989 ENSG00000134200
C10orf112 ENSG00000204740.5 0.150777 0.072297 ENSG00000204740
RPL23 ENSG00000125691.8 0.205198 0.088903 ENSG00000125691
STK35 ENSG00000125834.8 0.226928 0.085622 ENSG00000125834
TRAF3IP2 ENSG00000056972.14 0.139119 0.062026 ENSG00000056972
UGCG ENSG00000148154.5 0.215684 0.100196 ENSG00000148154
QSOX1 ENSG00000116260.12 0.569009 0.076438 ENSG00000116260
AK4 ENSG00000162433.10 0.165723 0.071756 ENSG00000162433
TP53I11 ENSG00000175274.14 0.145957 0.070509 ENSG00000175274
NMNAT2 ENSG00000157064.6 0.159347 0.073367 ENSG00000157064
SP5 ENSG00000204335.3 0.330445 0.082762 ENSG00000204335
ADAL ENSG00000168803.10 0.119518 0.059617 ENSG00000168803
ZNF470 ENSG00000197016.7 0.176634 0.083976 ENSG00000197016
CALCRL ENSG00000064989.8 0.195739 0.069978 ENSG00000064989
IL17RB ENSG00000056736.5 0.28448 0.087009 ENSG00000056736
C1orf106 ENSG00000163362.6 0.178276 0.073884 ENSG00000163362
GRN ENSG00000030582.12 0.125816 0.060576 ENSG00000030582
TSPAN12 ENSG00000106025.4 0.269822 0.073973 ENSG00000106025
PICALM ENSG00000073921.13 0.148252 0.070314 ENSG00000073921
CAND1 ENSG00000111530.8 0.155054 0.068578 ENSG00000111530
SSPN ENSG00000123096.7 0.174079 0.079284 ENSG00000123096
GLP1R ENSG00000112164.5 0.160544 0.073345 ENSG00000112164
ATXN7L2 ENSG00000162650.11 0.201367 0.087461 ENSG00000162650
CNOT6L ENSG00000138767.8 0.230342 0.07752 ENSG00000138767
RSPO2 ENSG00000147655.6 0.128865 0.062369 ENSG00000147655
FAM69A ENSG00000154511.7 0.367176 0.083141 ENSG00000154511
UST ENSG00000111962.7 0.209898 0.082244 ENSG00000111962
MAPK10 ENSG00000109339.14 0.191854 0.07798 ENSG00000109339
ETV4 ENSG00000175832.8 0.267594 0.073719 ENSG00000175832
RASGRF2 ENSG00000113319.7 0.203234 0.079364 ENSG00000113319
RPS6KC1 ENSG00000136643.7 0.307765 0.075499 ENSG00000136643
ERICH2 ENSG00000204334.7 0.300153 0.084943 ENSG00000204334
ITGB5 ENSG00000082781.6 0.371856 0.081509 ENSG00000082781
PLCB4 ENSG00000101333.12 0.234726 0.088854 ENSG00000101333
ZBED6CL ENSG00000188707.4 0.147198 0.068985 ENSG00000188707
NCOA3 ENSG00000124151.14 0.206915 0.086248 ENSG00000124151
ACO1 ENSG00000122729.13 0.163982 0.071981 ENSG00000122729
NCF2 ENSG00000116701.10 0.178249 0.066197 ENSG00000116701
KMT2C ENSG00000055609.13 0.193289 0.093005 ENSG00000055609
POLR3G ENSG00000113356.6 0.134908 0.066504 ENSG00000113356
FBXL3 ENSG00000005812.6 0.169609 0.07281 ENSG00000005812
OSBPL2 ENSG00000130703.11 0.222835 0.091887 ENSG00000130703
CACNG8 ENSG00000142408.2 0.240685 0.09581 ENSG00000142408
SLC2A9 ENSG00000109667.7 0.147885 0.062393 ENSG00000109667
TCF7 ENSG00000081059.15 0.154845 0.074987 ENSG00000081059
AC007405.2 ENSG00000222033.1 0.200269 0.074602 ENSG00000222033
TCTN2 ENSG00000168778.7 0.119067 0.057123 ENSG00000168778
SNAP25 ENSG00000132639.8 0.30778 0.091847 ENSG00000132639
SYCE1L ENSG00000205078.5 0.164527 0.074795 ENSG00000205078
SIRT3 ENSG00000142082.10 0.151028 0.068975 ENSG00000142082
NEURL1B ENSG00000214357.4 0.197705 0.088722 ENSG00000214357
HFM1 ENSG00000162669.11 0.308917 0.084406 ENSG00000162669
LRRK2 ENSG00000188906.9 0.158968 0.07029 ENSG00000188906
EFNA5 ENSG00000184349.8 0.140665 0.068154 ENSG00000184349
KCNJ11 ENSG00000187486.5 0.165552 0.074352 ENSG00000187486
KDM5D ENSG00000012817.11 0.182972 0.084586 ENSG00000012817
PLEKHO2 ENSG00000241839.5 0.313413 0.085072 ENSG00000241839
DUOX2 ENSG00000140279.8 0.170551 0.072246 ENSG00000140279
ZFYVE19 ENSG00000166140.13 0.135742 0.059388 ENSG00000166140
TOR3A ENSG00000186283.9 0.11655 0.056665 ENSG00000186283
MAP7 ENSG00000135525.14 0.228204 0.076635 ENSG00000135525
MED24 ENSG00000008838.13 0.167524 0.068147 ENSG00000008838
SLC44A5 ENSG00000137968.12 0.302878 0.077207 ENSG00000137968
APBA3 ENSG00000011132.7 0.181452 0.088767 ENSG00000011132
CATSPERD ENSG00000174898.11 0.192889 0.086207 ENSG00000174898
STK33 ENSG00000130413.11 0.320596 0.08266 ENSG00000130413
NELL2 ENSG00000184613.6 0.260673 0.0705 ENSG00000184613
DHRS4L2 ENSG00000187630.10 0.117555 0.052636 ENSG00000187630
PPP1R3A ENSG00000154415.3 0.35167 0.0853 ENSG00000154415
WDR72 ENSG00000166415.10 0.375325 0.08272 ENSG00000166415
TMEM178B ENSG00000261115.1 0.148526 0.069457 ENSG00000261115
GPC6 ENSG00000183098.6 0.240122 0.083364 ENSG00000183098
PCGF2 ENSG00000056661.9 0.237926 0.084602 ENSG00000056661
TSLP ENSG00000145777.10 0.274025 0.075122 ENSG00000145777
TRNT1 ENSG00000072756.12 0.138472 0.064313 ENSG00000072756
C5orf24 ENSG00000181904.8 0.171543 0.073741 ENSG00000181904
DKKL1 ENSG00000104901.2 0.167562 0.075677 ENSG00000104901
ZNF415 ENSG00000170954.7 0.197936 0.085249 ENSG00000170954
CCDC36 ENSG00000173421.12 0.125462 0.061817 ENSG00000173421
ZC3H3 ENSG00000014164.6 0.168271 0.067893 ENSG00000014164
DUOX1 ENSG00000137857.13 0.141196 0.067844 ENSG00000137857
LRP5 ENSG00000162337.7 0.156571 0.075208 ENSG00000162337
ZZEF1 ENSG00000074755.10 0.180023 0.084839 ENSG00000074755
ALDOB ENSG00000136872.12 0.284907 0.08768 ENSG00000136872
IL18R1 ENSG00000115604.6 0.12976 0.059683 ENSG00000115604
BIRC5 ENSG00000089685.10 0.238505 0.083588 ENSG00000089685
RHOJ ENSG00000126785.8 0.142212 0.06854 ENSG00000126785
MRPL43 ENSG00000055950.12 0.228862 0.083342 ENSG00000055950
PCDHB3 ENSG00000113205.2 0.157867 0.072748 ENSG00000113205
HPSE2 ENSG00000172987.8 0.197707 0.084822 ENSG00000172987
CCDC122 ENSG00000151773.8 0.242933 0.076274 ENSG00000151773
EYA4 ENSG00000112319.13 0.176611 0.083722 ENSG00000112319
C10orf11 ENSG00000148655.10 0.189653 0.066631 ENSG00000148655
MRPS10 ENSG00000048544.5 0.171368 0.079427 ENSG00000048544
HEBP2 ENSG00000051620.6 0.156118 0.067247 ENSG00000051620
MX2 ENSG00000183486.8 0.165529 0.075145 ENSG00000183486
MRPL18 ENSG00000112110.5 0.131893 0.064724 ENSG00000112110
A1BG ENSG00000121410.7 0.242804 0.079651 ENSG00000121410
MEFV ENSG00000103313.7 0.179532 0.079152 ENSG00000103313
CENPQ ENSG00000031691.6 0.189641 0.065488 ENSG00000031691
PXDNL ENSG00000147485.8 0.149502 0.0681 ENSG00000147485
PNPLA5 ENSG00000100341.7 0.224393 0.089331 ENSG00000100341
LBR ENSG00000143815.10 0.202219 0.073883 ENSG00000143815
ABCB4 ENSG00000005471.11 0.13949 0.068636 ENSG00000005471
PKD1L2 ENSG00000269323.1 0.273574 0.088885 ENSG00000269323
MYO15B ENSG00000266714.2 0.186249 0.08121 ENSG00000266714
LINC00346 ENSG00000255874.1 0.240037 0.091812 ENSG00000255874
GVQW1 ENSG00000241043.1 0.151534 0.073492 ENSG00000241043
ZNF717 ENSG00000227124.4 0.162823 0.07325 ENSG00000227124
COL28A1 ENSG00000215018.5 0.166447 0.069792 ENSG00000215018
EMP2 ENSG00000213853.5 0.208646 0.094206 ENSG00000213853
TBKBP1 ENSG00000198933.5 0.124615 0.061983 ENSG00000198933
SCAMP5 ENSG00000198794.7 0.18763 0.065527 ENSG00000198794
ZNF536 ENSG00000198597.4 0.227541 0.087195 ENSG00000198597
PRKAR1B ENSG00000188191.10 0.174237 0.08089 ENSG00000188191
LCE2A ENSG00000187173.3 0.182609 0.077858 ENSG00000187173
SOWAHB ENSG00000186212.2 0.540826 0.076934 ENSG00000186212
ZBTB6 ENSG00000186130.4 0.140907 0.061882 ENSG00000186130
ANKFY1 ENSG00000185722.12 0.150103 0.074349 ENSG00000185722
HOXC9 ENSG00000180806.4 0.202122 0.085517 ENSG00000180806
NRXN1 ENSG00000179915.16 0.228909 0.087846 ENSG00000179915
LACC1 ENSG00000179630.6 0.171566 0.079165 ENSG00000179630
SEPW1 ENSG00000178980.10 0.174342 0.082662 ENSG00000178980
STAP2 ENSG00000178078.7 0.456182 0.083949 ENSG00000178078
GAL3ST3 ENSG00000175229.6 0.180255 0.081563 ENSG00000175229
ZNF497 ENSG00000174586.6 0.197529 0.070122 ENSG00000174586
SYT12 ENSG00000173227.9 0.382395 0.095911 ENSG00000173227
FNDC9 ENSG00000172568.4 0.38523 0.087269 ENSG00000172568
FRMD5 ENSG00000171877.15 0.196547 0.093552 ENSG00000171877
VAT1L ENSG00000171724.2 0.246139 0.092119 ENSG00000171724
COL24A1 ENSG00000171502.10 0.460212 0.081766 ENSG00000171502
KRT78 ENSG00000170423.8 0.167388 0.076689 ENSG00000170423
NSG2 ENSG00000170091.6 0.170584 0.081613 ENSG00000170091
UPF3A ENSG00000169062.10 0.146702 0.064867 ENSG00000169062
KCNV2 ENSG00000168263.8 0.221727 0.093887 ENSG00000168263
PRTG ENSG00000166450.8 0.245306 0.070693 ENSG00000166450
STXBP4 ENSG00000166263.9 0.151385 0.074153 ENSG00000166263
ZNF22 ENSG00000165512.4 0.187401 0.072693 ENSG00000165512
C6orf195 ENSG00000164385.5 0.164578 0.078845 ENSG00000164385
TMEM41A ENSG00000163900.6 0.170799 0.082392 ENSG00000163900
NMNAT3 ENSG00000163864.10 0.188686 0.076172 ENSG00000163864
CD200R1 ENSG00000163606.6 0.135262 0.067045 ENSG00000163606
LMOD3 ENSG00000163380.11 0.220393 0.085045 ENSG00000163380
NPR2 ENSG00000159899.10 0.156031 0.072438 ENSG00000159899
WDR66 ENSG00000158023.5 0.175313 0.071026 ENSG00000158023
AGAP1 ENSG00000157985.12 0.155259 0.076279 ENSG00000157985
PPARGC1B ENSG00000155846.12 0.179868 0.082328 ENSG00000155846
CNTNAP4 ENSG00000152910.14 0.164287 0.065359 ENSG00000152910
GFRA1 ENSG00000151892.10 0.197641 0.086446 ENSG00000151892
CNDP1 ENSG00000150656.10 0.272583 0.092351 ENSG00000150656
MLIP ENSG00000146147.10 0.164973 0.064432 ENSG00000146147
C1QTNF2 ENSG00000145861.7 0.235325 0.079502 ENSG00000145861
ALDH9A1 ENSG00000143149.8 0.276702 0.08332 ENSG00000143149
ATHL1 ENSG00000142102.11 0.191195 0.083134 ENSG00000142102
DNASE2B ENSG00000137976.7 0.146003 0.069223 ENSG00000137976
GMPR ENSG00000137198.5 0.125921 0.062431 ENSG00000137198
CYP2J2 ENSG00000134716.5 0.161376 0.075968 ENSG00000134716
WDR74 ENSG00000133316.11 0.143739 0.068036 ENSG00000133316
TMCC2 ENSG00000133069.10 0.274637 0.080584 ENSG00000133069
EPS8L1 ENSG00000131037.10 0.222931 0.100325 ENSG00000131037
TEP1 ENSG00000129566.8 0.259753 0.088583 ENSG00000129566
ABHD8 ENSG00000127220.5 0.199341 0.07846 ENSG00000127220
BHLHE41 ENSG00000123095.5 0.171383 0.083586 ENSG00000123095
GRIA2 ENSG00000120251.14 0.220889 0.09885 ENSG00000120251
CRHR1 ENSG00000120088.10 0.158802 0.063686 ENSG00000120088
YLPM1 ENSG00000119596.13 0.204623 0.08899 ENSG00000119596
RGS4 ENSG00000117152.9 0.148297 0.071327 ENSG00000117152
IL1R1 ENSG00000115594.7 0.166139 0.077601 ENSG00000115594
ZNF330 ENSG00000109445.6 0.151047 0.069851 ENSG00000109445
PFN1 ENSG00000108518.7 0.223491 0.081148 ENSG00000108518
PTGDS ENSG00000107317.7 0.159166 0.073207 ENSG00000107317
PIP5K1B ENSG00000107242.13 0.170658 0.065185 ENSG00000107242
IQCH ENSG00000103599.15 0.144231 0.069458 ENSG00000103599
RASD2 ENSG00000100302.6 0.420715 0.087296 ENSG00000100302
THOC5 ENSG00000100296.9 0.487387 0.073558 ENSG00000100296
CBY1 ENSG00000100211.6 0.122249 0.05714 ENSG00000100211
BLNK ENSG00000095585.12 0.160806 0.071542 ENSG00000095585
PDE6C ENSG00000095464.9 0.170424 0.072916 ENSG00000095464
DOCK3 ENSG00000088538.12 0.180954 0.080329 ENSG00000088538
ACHE ENSG00000087085.9 0.189501 0.07785 ENSG00000087085
TDRD3 ENSG00000083544.9 0.172443 0.076845 ENSG00000083544
RIF1 ENSG00000080345.12 0.161067 0.070727 ENSG00000080345
EPB41L2 ENSG00000079819.12 0.133364 0.064572 ENSG00000079819
FAM107B ENSG00000065809.9 0.282359 0.085653 ENSG00000065809
GSTO2 ENSG00000065621.9 0.179172 0.071275 ENSG00000065621
GDI2 ENSG00000057608.11 0.233347 0.086168 ENSG00000057608
DCBLD2 ENSG00000057019.11 0.184625 0.080782 ENSG00000057019
SPO11 ENSG00000054796.8 0.13942 0.068945 ENSG00000054796
ALX4 ENSG00000052850.5 0.20112 0.075185 ENSG00000052850
RRM2B ENSG00000048392.7 0.165677 0.070547 ENSG00000048392
DAPK2 ENSG00000035664.7 0.129126 0.064314 ENSG00000035664
PROM1 ENSG00000007062.7 0.280454 0.09576 ENSG00000007062
