AssociatedGeneName EnsemblGeneID h2.MuscleSkeletal se.MuscleSkeletal ensid
HIST2H3D ENSG00000183598.3 0.155638 0.068887 ENSG00000183598
TIAM2 ENSG00000146426.13 0.142203 0.068249 ENSG00000146426
GPR180 ENSG00000152749.7 0.295158 0.06792 ENSG00000152749
ZNF142 ENSG00000115568.11 0.149863 0.068926 ENSG00000115568
ULK2 ENSG00000083290.15 0.119848 0.059756 ENSG00000083290
KANSL2 ENSG00000139620.8 0.360575 0.075097 ENSG00000139620
DNAJC18 ENSG00000170464.5 0.190469 0.066687 ENSG00000170464
HMGB3 ENSG00000029993.10 0.131224 0.061086 ENSG00000029993
MTIF3 ENSG00000122033.10 0.118944 0.058074 ENSG00000122033
GOLGA8N ENSG00000232653.4 0.153729 0.069776 ENSG00000232653
CD5 ENSG00000110448.6 0.129106 0.053695 ENSG00000110448
PACRGL ENSG00000163138.14 0.175505 0.060945 ENSG00000163138
GNPDA2 ENSG00000163281.6 0.222759 0.065912 ENSG00000163281
VPS13A ENSG00000197969.7 0.173874 0.062547 ENSG00000197969
RECQL5 ENSG00000108469.10 0.121478 0.059363 ENSG00000108469
LDHA ENSG00000134333.9 0.112807 0.053108 ENSG00000134333
SUSD4 ENSG00000143502.9 0.152284 0.062194 ENSG00000143502
C20orf194 ENSG00000088854.11 0.129294 0.059023 ENSG00000088854
PRIM2 ENSG00000146143.13 0.14631 0.059469 ENSG00000146143
H1FNT ENSG00000187166.1 0.115349 0.048507 ENSG00000187166
DBNDD1 ENSG00000003249.9 0.105768 0.051777 ENSG00000003249
ZNF57 ENSG00000171970.8 0.198235 0.077025 ENSG00000171970
GLUL ENSG00000135821.11 0.172274 0.068493 ENSG00000135821
L3MBTL3 ENSG00000198945.3 0.146033 0.068638 ENSG00000198945
SLC35F1 ENSG00000196376.6 0.338653 0.070312 ENSG00000196376
TRPT1 ENSG00000149743.9 0.240079 0.063378 ENSG00000149743
KIAA1958 ENSG00000165185.10 0.149468 0.072872 ENSG00000165185
GALNT3 ENSG00000115339.9 0.089367 0.043622 ENSG00000115339
CDPF1 ENSG00000205643.6 0.162771 0.069878 ENSG00000205643
ZNF473 ENSG00000142528.11 0.19029 0.07256 ENSG00000142528
TMEM60 ENSG00000135211.5 0.161652 0.054765 ENSG00000135211
PSMD5 ENSG00000095261.9 0.136063 0.055437 ENSG00000095261
SERGEF ENSG00000129158.6 0.123186 0.052002 ENSG00000129158
TYW3 ENSG00000162623.10 0.219075 0.065701 ENSG00000162623
AKR1C2 ENSG00000151632.12 0.330277 0.077614 ENSG00000151632
SLC44A2 ENSG00000129353.10 0.270427 0.068794 ENSG00000129353
ZSCAN5A ENSG00000131848.5 0.140391 0.066088 ENSG00000131848
ZNF7 ENSG00000147789.11 0.109229 0.050074 ENSG00000147789
ANAPC4 ENSG00000053900.6 0.122946 0.05872 ENSG00000053900
PDE4C ENSG00000105650.16 0.115036 0.056346 ENSG00000105650
MRO ENSG00000134042.8 0.170511 0.07167 ENSG00000134042
PHYH ENSG00000107537.9 0.283345 0.07893 ENSG00000107537
IRF1 ENSG00000125347.9 0.099667 0.047904 ENSG00000125347
ARG1 ENSG00000118520.8 0.138625 0.064923 ENSG00000118520
CPEB1 ENSG00000214575.5 0.171249 0.077277 ENSG00000214575
MFSD4 ENSG00000174514.8 0.145032 0.066031 ENSG00000174514
SCPEP1 ENSG00000121064.8 0.261291 0.076533 ENSG00000121064
MPPED2 ENSG00000066382.12 0.173627 0.062506 ENSG00000066382
DDX59 ENSG00000118197.9 0.297319 0.068582 ENSG00000118197
SPG7 ENSG00000197912.9 0.157082 0.061402 ENSG00000197912
TRMT112 ENSG00000173113.2 0.155945 0.060775 ENSG00000173113
GLT1D1 ENSG00000151948.7 0.170216 0.078474 ENSG00000151948
DMRTA1 ENSG00000176399.2 0.169949 0.069428 ENSG00000176399
TSPO ENSG00000100300.13 0.186936 0.068521 ENSG00000100300
DHODH ENSG00000102967.7 0.11279 0.053139 ENSG00000102967
COQ5 ENSG00000110871.10 0.128345 0.05288 ENSG00000110871
KIAA0930 ENSG00000100364.13 0.465231 0.074589 ENSG00000100364
TMA7 ENSG00000232112.3 0.357447 0.082994 ENSG00000232112
TLE3 ENSG00000140332.11 0.176634 0.073036 ENSG00000140332
TFCP2L1 ENSG00000115112.7 0.277042 0.079993 ENSG00000115112
ZCCHC9 ENSG00000131732.7 0.145387 0.062543 ENSG00000131732
NLRP4 ENSG00000160505.11 0.176268 0.074484 ENSG00000160505
KLF5 ENSG00000102554.9 0.16152 0.062007 ENSG00000102554
C5AR1 ENSG00000197405.3 0.141042 0.066587 ENSG00000197405
NECAB1 ENSG00000123119.7 0.190086 0.068729 ENSG00000123119
SCIN ENSG00000006747.10 0.113751 0.055452 ENSG00000006747
ST6GALNAC1 ENSG00000070526.10 0.137763 0.064011 ENSG00000070526
ASB16 ENSG00000161664.2 0.239934 0.071446 ENSG00000161664
RIPPLY2 ENSG00000203877.3 0.152352 0.062568 ENSG00000203877
PLBD1 ENSG00000121316.6 0.145004 0.063533 ENSG00000121316
PDE3A ENSG00000172572.6 0.144815 0.068124 ENSG00000172572
PPA1 ENSG00000180817.6 0.255176 0.075249 ENSG00000180817
ADAM22 ENSG00000008277.10 0.171178 0.05871 ENSG00000008277
CCDC169 ENSG00000242715.3 0.163008 0.058417 ENSG00000242715
IVD ENSG00000128928.4 0.121875 0.057608 ENSG00000128928
C10orf112 ENSG00000204740.5 0.161766 0.062596 ENSG00000204740
PGAM5 ENSG00000247077.2 0.14343 0.059413 ENSG00000247077
CFL1 ENSG00000172757.8 0.113754 0.055294 ENSG00000172757
SLC41A2 ENSG00000136052.5 0.149332 0.071068 ENSG00000136052
KRT7 ENSG00000135480.10 0.276813 0.077419 ENSG00000135480
FZD7 ENSG00000155760.1 0.154417 0.066676 ENSG00000155760
MTMR14 ENSG00000163719.14 0.224495 0.074771 ENSG00000163719
ZNF577 ENSG00000161551.8 0.151448 0.069904 ENSG00000161551
ADAL ENSG00000168803.10 0.093534 0.045689 ENSG00000168803
NCKAP5 ENSG00000176771.11 0.145011 0.063655 ENSG00000176771
PDHX ENSG00000110435.7 0.194582 0.072006 ENSG00000110435
NT5C1A ENSG00000116981.3 0.186701 0.072237 ENSG00000116981
PRR16 ENSG00000184838.10 0.125381 0.060923 ENSG00000184838
AKR1C3 ENSG00000196139.7 0.163362 0.070072 ENSG00000196139
UNC45A ENSG00000140553.12 0.146372 0.063548 ENSG00000140553
PAPSS2 ENSG00000198682.8 0.263078 0.069348 ENSG00000198682
DYNC1I1 ENSG00000158560.10 0.161846 0.060172 ENSG00000158560
GSTM3 ENSG00000134202.6 0.216947 0.070834 ENSG00000134202
DNASE2 ENSG00000105612.4 0.172835 0.062523 ENSG00000105612
NUDT2 ENSG00000164978.13 0.184601 0.06033 ENSG00000164978
NME7 ENSG00000143156.9 0.145177 0.059082 ENSG00000143156
PCMT1 ENSG00000120265.12 0.13229 0.054279 ENSG00000120265
GUF1 ENSG00000151806.9 0.19142 0.062646 ENSG00000151806
OLIG1 ENSG00000184221.8 0.133457 0.063395 ENSG00000184221
BCL7A ENSG00000110987.4 0.187532 0.06374 ENSG00000110987
ASB4 ENSG00000005981.8 0.222772 0.065054 ENSG00000005981
B3GALT1 ENSG00000172318.3 0.120806 0.055476 ENSG00000172318
CSGALNACT2 ENSG00000169826.6 0.127535 0.058662 ENSG00000169826
KLF1 ENSG00000105610.4 0.155735 0.060442 ENSG00000105610
FAM47E-STBD1 ENSG00000118804.7 0.125761 0.053539 ENSG00000118804
ADIRF ENSG00000148671.9 0.120234 0.060026 ENSG00000148671
SH2D3A ENSG00000125731.8 0.139672 0.06597 ENSG00000125731
NOG ENSG00000183691.4 0.128601 0.063245 ENSG00000183691
RNF6 ENSG00000127870.12 0.143089 0.063541 ENSG00000127870
LPHN3 ENSG00000150471.10 0.15201 0.068661 ENSG00000150471
PARVG ENSG00000138964.11 0.156519 0.076271 ENSG00000138964
BNIP1 ENSG00000113734.13 0.138145 0.067277 ENSG00000113734
BICC1 ENSG00000122870.7 0.180878 0.0698 ENSG00000122870
FOXQ1 ENSG00000164379.4 0.176538 0.07213 ENSG00000164379
DDX51 ENSG00000185163.5 0.144119 0.059971 ENSG00000185163
GOPC ENSG00000047932.9 0.138213 0.05948 ENSG00000047932
TMEM37 ENSG00000171227.6 0.185017 0.068139 ENSG00000171227
MTAP ENSG00000099810.14 0.185323 0.065924 ENSG00000099810
BRCA2 ENSG00000139618.10 0.12198 0.057892 ENSG00000139618
SYVN1 ENSG00000162298.12 0.125347 0.059217 ENSG00000162298
FAM184A ENSG00000111879.14 0.1536 0.059627 ENSG00000111879
SLC10A4 ENSG00000145248.6 0.149037 0.063766 ENSG00000145248
CAMKK2 ENSG00000110931.14 0.137389 0.06522 ENSG00000110931
EXOSC6 ENSG00000223496.1 0.184382 0.074993 ENSG00000223496
ZNF835 ENSG00000127903.12 0.118167 0.058078 ENSG00000127903
EIF2B1 ENSG00000111361.8 0.121951 0.056782 ENSG00000111361
CRYZ ENSG00000116791.9 0.231713 0.064281 ENSG00000116791
LYSMD2 ENSG00000140280.9 0.148498 0.055027 ENSG00000140280
GPR115 ENSG00000153294.7 0.146035 0.055109 ENSG00000153294
TMEM161A ENSG00000064545.10 0.306304 0.078459 ENSG00000064545
AUNIP ENSG00000127423.6 0.153816 0.067461 ENSG00000127423
CYB5R4 ENSG00000065615.8 0.147495 0.056927 ENSG00000065615
SPOCK2 ENSG00000107742.8 0.144294 0.064168 ENSG00000107742
PGM2 ENSG00000169299.9 0.14553 0.060241 ENSG00000169299
DMRTB1 ENSG00000143006.7 0.129508 0.062117 ENSG00000143006
TBC1D23 ENSG00000036054.8 0.242676 0.067921 ENSG00000036054
LRRK2 ENSG00000188906.9 0.127861 0.053814 ENSG00000188906
OGFOD1 ENSG00000087263.12 0.13258 0.056875 ENSG00000087263
KIAA1279 ENSG00000198954.4 0.285178 0.069992 ENSG00000198954
NAPRT1 ENSG00000147813.11 0.169665 0.063712 ENSG00000147813
NT5C2 ENSG00000076685.14 0.127618 0.06075 ENSG00000076685
MED24 ENSG00000008838.13 0.149651 0.059355 ENSG00000008838
DKFZP761J1410 ENSG00000105520.6 0.31559 0.078018 ENSG00000105520
SLC44A5 ENSG00000137968.12 0.550649 0.064684 ENSG00000137968
AK1 ENSG00000106992.13 0.156102 0.066174 ENSG00000106992
CDH15 ENSG00000129910.3 0.166759 0.066493 ENSG00000129910
DCP2 ENSG00000172795.11 0.142084 0.061167 ENSG00000172795
TSG101 ENSG00000074319.8 0.197297 0.063367 ENSG00000074319
NSUN7 ENSG00000179299.12 0.133811 0.065274 ENSG00000179299
ECE1 ENSG00000117298.10 0.300443 0.084199 ENSG00000117298
HOXD9 ENSG00000128709.10 0.115388 0.055533 ENSG00000128709
NELL2 ENSG00000184613.6 0.110561 0.049785 ENSG00000184613
DHRS4L2 ENSG00000187630.10 0.26833 0.069527 ENSG00000187630
NAE1 ENSG00000159593.10 0.149581 0.061237 ENSG00000159593
LRRC36 ENSG00000159708.13 0.171523 0.060495 ENSG00000159708
AK3 ENSG00000147853.12 0.435692 0.081983 ENSG00000147853
CCDC163P ENSG00000236624.4 0.242289 0.085518 ENSG00000236624
GYLTL1B ENSG00000165905.12 0.107639 0.048103 ENSG00000165905
ZC3H3 ENSG00000014164.6 0.116566 0.051321 ENSG00000014164
LIPA ENSG00000107798.13 0.172351 0.071312 ENSG00000107798
PPP1R14B ENSG00000173457.6 0.150775 0.057173 ENSG00000173457
CNTLN ENSG00000044459.10 0.17565 0.066198 ENSG00000044459
TMEM65 ENSG00000164983.6 0.104024 0.051102 ENSG00000164983
TATDN3 ENSG00000203705.6 0.178109 0.064218 ENSG00000203705
DFNB31 ENSG00000095397.9 0.171377 0.070011 ENSG00000095397
PDCD1LG2 ENSG00000197646.6 0.154126 0.067989 ENSG00000197646
ZSCAN31 ENSG00000235109.3 0.136739 0.054896 ENSG00000235109
AKAP11 ENSG00000023516.7 0.112454 0.054041 ENSG00000023516
PARP4 ENSG00000102699.5 0.212242 0.068556 ENSG00000102699
FMO3 ENSG00000007933.8 0.185157 0.065012 ENSG00000007933
TNNT3 ENSG00000130595.12 0.170195 0.06406 ENSG00000130595
CLVS2 ENSG00000146352.7 0.183257 0.066006 ENSG00000146352
ST3GAL6 ENSG00000064225.8 0.134116 0.052569 ENSG00000064225
ALOX5 ENSG00000012779.6 0.137999 0.060677 ENSG00000012779
AMY2B ENSG00000240038.2 0.24976 0.07867 ENSG00000240038
KCNJ12 ENSG00000184185.5 0.153631 0.068678 ENSG00000184185
CCDC122 ENSG00000151773.8 0.110831 0.055149 ENSG00000151773
TOM1 ENSG00000100284.15 0.14362 0.057789 ENSG00000100284
SHROOM3 ENSG00000138771.10 0.139961 0.061306 ENSG00000138771
C10orf11 ENSG00000148655.10 0.148897 0.058011 ENSG00000148655
DBN1 ENSG00000113758.9 0.151428 0.066328 ENSG00000113758
ZNF212 ENSG00000170260.4 0.122503 0.060344 ENSG00000170260
SLC22A4 ENSG00000197208.5 0.129906 0.06195 ENSG00000197208
HSP90B1 ENSG00000166598.8 0.165154 0.075175 ENSG00000166598
CPA6 ENSG00000165078.7 0.110419 0.052894 ENSG00000165078
FRK ENSG00000111816.6 0.158149 0.063113 ENSG00000111816
MANBAL ENSG00000101363.8 0.153927 0.068803 ENSG00000101363
POLR1E ENSG00000137054.11 0.120469 0.056261 ENSG00000137054
CLEC12A ENSG00000172322.9 0.26688 0.069503 ENSG00000172322
HS3ST3B1 ENSG00000125430.4 0.142978 0.065364 ENSG00000125430
CEP55 ENSG00000138180.11 0.27609 0.075347 ENSG00000138180
KIF21B ENSG00000116852.9 0.147244 0.071234 ENSG00000116852
NIPAL4 ENSG00000172548.10 0.157929 0.057567 ENSG00000172548
ADO ENSG00000181915.3 0.101024 0.048197 ENSG00000181915
POLG2 ENSG00000256525.2 0.151594 0.06918 ENSG00000256525
PET100 ENSG00000229833.5 0.156854 0.073237 ENSG00000229833
VPS16 ENSG00000215305.5 0.163105 0.064402 ENSG00000215305
REPIN1 ENSG00000214022.7 0.207523 0.062849 ENSG00000214022
ZNF845 ENSG00000213799.6 0.171415 0.071275 ENSG00000213799
ZNF254 ENSG00000213096.5 0.16437 0.071107 ENSG00000213096
C1QTNF9B ENSG00000205863.5 0.162945 0.067917 ENSG00000205863
RCSD1 ENSG00000198771.6 0.198837 0.068271 ENSG00000198771
SMURF1 ENSG00000198742.5 0.176306 0.0751 ENSG00000198742
PPP1R14C ENSG00000198729.4 0.230528 0.075916 ENSG00000198729
ZNF667 ENSG00000198046.7 0.119037 0.054985 ENSG00000198046
DHRS4-AS1 ENSG00000197775.1 0.139841 0.057462 ENSG00000197775
PIGN ENSG00000197563.5 0.129573 0.063579 ENSG00000197563
FAM47E ENSG00000189157.9 0.206309 0.067254 ENSG00000189157
ZNF490 ENSG00000188033.5 0.184217 0.073804 ENSG00000188033
GLDN ENSG00000186417.9 0.31688 0.071701 ENSG00000186417
KCNQ3 ENSG00000184156.11 0.132852 0.065505 ENSG00000184156
KCTD8 ENSG00000183783.6 0.139366 0.059762 ENSG00000183783
LSMD1 ENSG00000183011.9 0.147245 0.063146 ENSG00000183011
CHST13 ENSG00000180767.5 0.115896 0.057532 ENSG00000180767
RPRML ENSG00000179673.3 0.29393 0.073587 ENSG00000179673
LACC1 ENSG00000179630.6 0.132356 0.057136 ENSG00000179630
STAP2 ENSG00000178078.7 0.294711 0.075072 ENSG00000178078
DSCAML1 ENSG00000177103.9 0.134233 0.058844 ENSG00000177103
MAMSTR ENSG00000176909.7 0.133786 0.065278 ENSG00000176909
BTC ENSG00000174808.7 0.119363 0.058887 ENSG00000174808
MARCH3 ENSG00000173926.5 0.186466 0.054947 ENSG00000173926
CBWD1 ENSG00000172785.14 0.122948 0.061023 ENSG00000172785
CHRNA5 ENSG00000169684.9 0.315979 0.066499 ENSG00000169684
SLC38A11 ENSG00000169507.5 0.377539 0.078785 ENSG00000169507
LRP1B ENSG00000168702.12 0.26398 0.077826 ENSG00000168702
XIRP1 ENSG00000168334.8 0.140402 0.060658 ENSG00000168334
ZCCHC4 ENSG00000168228.10 0.179773 0.063637 ENSG00000168228
TMC8 ENSG00000167895.10 0.170028 0.075628 ENSG00000167895
EEF2 ENSG00000167658.11 0.16625 0.072972 ENSG00000167658
NUDT21 ENSG00000167005.9 0.155347 0.073691 ENSG00000167005
PRTG ENSG00000166450.8 0.172889 0.059951 ENSG00000166450
ATP5C1 ENSG00000165629.15 0.15923 0.068521 ENSG00000165629
UBAP1 ENSG00000165006.9 0.131476 0.058272 ENSG00000165006
ERAP1 ENSG00000164307.8 0.163949 0.062906 ENSG00000164307
FYCO1 ENSG00000163820.10 0.118842 0.057553 ENSG00000163820
CLEC3B ENSG00000163815.5 0.128619 0.061154 ENSG00000163815
EN1 ENSG00000163064.6 0.108402 0.053542 ENSG00000163064
C1orf177 ENSG00000162398.7 0.108272 0.052442 ENSG00000162398
MPP3 ENSG00000161647.14 0.17775 0.077462 ENSG00000161647
FTCD ENSG00000160282.9 0.205204 0.07328 ENSG00000160282
DHRS4 ENSG00000157326.14 0.211769 0.059914 ENSG00000157326
CACUL1 ENSG00000151893.10 0.127872 0.05841 ENSG00000151893
VENTX ENSG00000151650.7 0.161257 0.070373 ENSG00000151650
RPP30 ENSG00000148688.9 0.128346 0.053972 ENSG00000148688
INPP5E ENSG00000148384.11 0.137622 0.058747 ENSG00000148384
