AssociatedGeneName EnsemblGeneID h2.AdiposeSubcutaneous se.AdiposeSubcutaneous ensid
CAST ENSG00000153113.19 0.50837 0.077725 ENSG00000153113
C17orf97 ENSG00000187624.7 0.64592 0.070322 ENSG00000187624
ARL17B ENSG00000228696.4 0.139947 0.066833 ENSG00000228696
GLIS3 ENSG00000107249.17 0.091802 0.087571 ENSG00000107249
ADAT1 ENSG00000065457.6 0.543248 0.066889 ENSG00000065457
HMGXB3 ENSG00000113716.8 0.110084 0.070568 ENSG00000113716
NME4 ENSG00000103202.8 0.114079 0.066828 ENSG00000103202
GCC2 ENSG00000135968.15 0.460066 0.073273 ENSG00000135968
OPN4 ENSG00000122375.7 0.302821 0.070192 ENSG00000122375
PCDHB11 ENSG00000197479.4 0.325935 0.079782 ENSG00000197479
CYP4F11 ENSG00000171903.11 0.444619 0.079542 ENSG00000171903
QDPR ENSG00000151552.7 0.115706 0.073736 ENSG00000151552
TDGF1 ENSG00000241186.3 0.645934 0.061453 ENSG00000241186
FANCA ENSG00000187741.10 0.252005 0.077198 ENSG00000187741
RSPO4 ENSG00000101282.4 0.364257 0.08345 ENSG00000101282
PARP16 ENSG00000138617.10 0.050556 0.04897 ENSG00000138617
CDC42EP1 ENSG00000128283.6 0.054653 0.060883 ENSG00000128283
UBE2Z ENSG00000159202.13 0.059393 0.053043 ENSG00000159202
GSTM1 ENSG00000134184.8 0.37089 0.096978 ENSG00000134184
ZFP28 ENSG00000196867.3 0.191564 0.080373 ENSG00000196867
YIPF5 ENSG00000145817.12 0.198263 0.072792 ENSG00000145817
CCDC102A ENSG00000135736.5 0.098415 0.070426 ENSG00000135736
KIAA2013 ENSG00000116685.11 0.104431 0.064821 ENSG00000116685
TRIM4 ENSG00000146833.11 0.534989 0.070832 ENSG00000146833
SLC5A4 ENSG00000100191.4 0.548216 0.071974 ENSG00000100191
DTD1 ENSG00000125821.7 0.159791 0.076651 ENSG00000125821
GIMAP5 ENSG00000196329.6 0.118263 0.066337 ENSG00000196329
IQCB1 ENSG00000173226.12 0.298058 0.072474 ENSG00000173226
SIRPB1 ENSG00000101307.11 0.508363 0.078393 ENSG00000101307
MTHFS ENSG00000136371.5 0.247869 0.077953 ENSG00000136371
PLVAP ENSG00000130300.4 0.241152 0.085813 ENSG00000130300
PPIP5K2 ENSG00000145725.14 0.098848 0.048744 ENSG00000145725
C15orf38 ENSG00000242498.3 0.073693 0.072293 ENSG00000242498
C10orf107 ENSG00000183346.6 0.511177 0.072315 ENSG00000183346
ASNSD1 ENSG00000138381.5 0.250095 0.078604 ENSG00000138381
PCDHB16 ENSG00000196963.2 0.398067 0.078773 ENSG00000196963
ZFP90 ENSG00000184939.10 0.058496 0.04983 ENSG00000184939
CDH23 ENSG00000107736.15 0.125387 0.08393 ENSG00000107736
CD40 ENSG00000101017.9 0.101897 0.066813 ENSG00000101017
ZNF586 ENSG00000083828.11 0.248623 0.07446 ENSG00000083828
TDRD6 ENSG00000180113.11 0.403897 0.074917 ENSG00000180113
RNASEH2C ENSG00000172922.4 0.130242 0.061723 ENSG00000172922
TRIM37 ENSG00000108395.9 0.233408 0.072776 ENSG00000108395
DSCC1 ENSG00000136982.5 0.461178 0.078767 ENSG00000136982
CHML ENSG00000203668.1 0.21747 0.079789 ENSG00000203668
ANKDD1A ENSG00000166839.12 0.114132 0.06798 ENSG00000166839
COG6 ENSG00000133103.12 0.231093 0.074879 ENSG00000133103
CELF3 ENSG00000159409.10 0.053324 0.049681 ENSG00000159409
ORAI2 ENSG00000160991.10 0.066252 0.04994 ENSG00000160991
ANXA8L1 ENSG00000150165.13 0.051583 0.042422 ENSG00000150165
SLC22A5 ENSG00000197375.8 0.051317 0.039968 ENSG00000197375
APOLD1 ENSG00000178878.7 0.05816 0.074108 ENSG00000178878
KL ENSG00000133116.6 0.108381 0.066798 ENSG00000133116
NIPAL1 ENSG00000163293.7 0.172184 0.06843 ENSG00000163293
DDX11 ENSG00000013573.12 0.790249 0.038667 ENSG00000013573
RCBTB1 ENSG00000136144.7 0.232472 0.072381 ENSG00000136144
NR2F6 ENSG00000160113.5 0.184081 0.078867 ENSG00000160113
ZNF589 ENSG00000164048.9 0.18593 0.073149 ENSG00000164048
C22orf43 ENSG00000189269.7 0.580752 0.071742 ENSG00000189269
ZNF605 ENSG00000196458.6 0.315431 0.088108 ENSG00000196458
TMEM230 ENSG00000089063.10 0.386409 0.087526 ENSG00000089063
CMTM8 ENSG00000170293.4 0.115746 0.07415 ENSG00000170293
SLC25A51 ENSG00000122696.8 0.226908 0.074916 ENSG00000122696
ATP6V0E2 ENSG00000171130.13 0.088585 0.065181 ENSG00000171130
MYRF ENSG00000124920.9 0.06761 0.054742 ENSG00000124920
CYP4F12 ENSG00000186204.9 0.273285 0.076186 ENSG00000186204
PLEC ENSG00000178209.10 0.138605 0.057262 ENSG00000178209
FTSJ3 ENSG00000108592.12 0.295786 0.072402 ENSG00000108592
ZNF554 ENSG00000172006.7 0.226552 0.078303 ENSG00000172006
RNF17 ENSG00000132972.13 0.086984 0.063059 ENSG00000132972
PGM1 ENSG00000079739.11 0.173626 0.072593 ENSG00000079739
LRRC8B ENSG00000197147.8 0.163044 0.067858 ENSG00000197147
PANK3 ENSG00000120137.6 0.098301 0.069274 ENSG00000120137
RAVER2 ENSG00000162437.10 0.158914 0.072099 ENSG00000162437
CRYGN ENSG00000127377.4 0.054239 0.055039 ENSG00000127377
ZNF783 ENSG00000204946.5 0.227464 0.084545 ENSG00000204946
VPS28 ENSG00000160948.9 0.547678 0.081276 ENSG00000160948
SERPINC1 ENSG00000117601.9 0.169527 0.070301 ENSG00000117601
KIAA1731 ENSG00000166004.10 0.070274 0.072722 ENSG00000166004
GSDMA ENSG00000167914.6 0.498071 0.070063 ENSG00000167914
SAYSD1 ENSG00000112167.5 0.112832 0.070955 ENSG00000112167
CHAF1A ENSG00000167670.11 0.39332 0.079839 ENSG00000167670
SRD5A3 ENSG00000128039.6 0.171143 0.078361 ENSG00000128039
NUTM2B ENSG00000188199.6 0.137069 0.067737 ENSG00000188199
SACM1L ENSG00000211456.6 0.135169 0.063836 ENSG00000211456
IRF6 ENSG00000117595.6 0.163631 0.066795 ENSG00000117595
POMZP3 ENSG00000146707.10 0.770008 0.047081 ENSG00000146707
DDT ENSG00000099977.9 0.154908 0.069506 ENSG00000099977
SUPT4H1 ENSG00000213246.2 0.228214 0.085499 ENSG00000213246
SEC16A ENSG00000148396.14 0.309632 0.078016 ENSG00000148396
CCDC19 ENSG00000213085.5 0.060198 0.064801 ENSG00000213085
TRIOBP ENSG00000100106.15 0.205493 0.075866 ENSG00000100106
LGALS2 ENSG00000100079.5 0.063851 0.06338 ENSG00000100079
RPH3AL ENSG00000181031.11 0.618173 0.073172 ENSG00000181031
C1QTNF6 ENSG00000133466.9 0.200782 0.081184 ENSG00000133466
GIMAP4 ENSG00000133574.5 0.136994 0.067248 ENSG00000133574
CAT ENSG00000121691.4 0.161044 0.07157 ENSG00000121691
PTPRN2 ENSG00000155093.13 0.167727 0.076494 ENSG00000155093
KCNK17 ENSG00000124780.9 0.111568 0.068543 ENSG00000124780
POLR2E ENSG00000099817.7 0.199451 0.085375 ENSG00000099817
UBR3 ENSG00000144357.12 0.100068 0.065182 ENSG00000144357
SLC28A2 ENSG00000137860.7 0.157214 0.062032 ENSG00000137860
ACOX3 ENSG00000087008.11 0.291083 0.082667 ENSG00000087008
ZNF296 ENSG00000170684.4 0.137303 0.078954 ENSG00000170684
OVCH1 ENSG00000187950.4 0.070917 0.056769 ENSG00000187950
CCDC14 ENSG00000175455.10 0.057915 0.062262 ENSG00000175455
PCGF5 ENSG00000180628.10 0.068698 0.050699 ENSG00000180628
ITIH2 ENSG00000151655.13 0.13466 0.072842 ENSG00000151655
ZNF223 ENSG00000178386.8 0.062871 0.080962 ENSG00000178386
ESYT2 ENSG00000117868.11 0.088815 0.063077 ENSG00000117868
SLC25A27 ENSG00000153291.11 0.255411 0.079871 ENSG00000153291
FAM19A2 ENSG00000198673.6 0.052534 0.051076 ENSG00000198673
RGS14 ENSG00000169220.13 0.080178 0.066061 ENSG00000169220
CCDC146 ENSG00000135205.10 0.199541 0.079892 ENSG00000135205
TIGD3 ENSG00000173825.6 0.09798 0.062677 ENSG00000173825
ZNF333 ENSG00000160961.7 0.265895 0.083396 ENSG00000160961
C19orf48 ENSG00000167747.9 0.203397 0.085557 ENSG00000167747
SGIP1 ENSG00000118473.17 0.058697 0.049243 ENSG00000118473
FLVCR1 ENSG00000162769.8 0.141689 0.070824 ENSG00000162769
TAF1C ENSG00000103168.12 0.475031 0.096912 ENSG00000103168
FCRLB ENSG00000162746.10 0.123605 0.069206 ENSG00000162746
FAM227A ENSG00000184949.10 0.153856 0.062101 ENSG00000184949
HDDC2 ENSG00000111906.12 0.339989 0.083682 ENSG00000111906
SDHC ENSG00000143252.9 0.078147 0.060748 ENSG00000143252
ZNF320 ENSG00000182986.8 0.436783 0.092318 ENSG00000182986
PM20D1 ENSG00000162877.8 0.480083 0.070735 ENSG00000162877
RASL11A ENSG00000122035.6 0.122151 0.071842 ENSG00000122035
LRRC43 ENSG00000158113.8 0.166022 0.071063 ENSG00000158113
L1TD1 ENSG00000240563.1 0.579213 0.073538 ENSG00000240563
NAIF1 ENSG00000171169.8 0.06097 0.051441 ENSG00000171169
CCDC66 ENSG00000180376.12 0.230071 0.077309 ENSG00000180376
IL11 ENSG00000095752.2 0.05834 0.07219 ENSG00000095752
NDFIP1 ENSG00000131507.9 0.133696 0.07843 ENSG00000131507
FAM170B ENSG00000172538.6 0.105599 0.060253 ENSG00000172538
RSPRY1 ENSG00000159579.9 0.157551 0.082565 ENSG00000159579
SDCCAG8 ENSG00000054282.11 0.186582 0.066859 ENSG00000054282
ZC3HAV1 ENSG00000105939.8 0.104135 0.065097 ENSG00000105939
CDC42BPA ENSG00000143776.14 0.184394 0.071509 ENSG00000143776
TMEM200A ENSG00000164484.7 0.052555 0.051536 ENSG00000164484
ATP8A1 ENSG00000124406.12 0.406047 0.079645 ENSG00000124406
FAAH ENSG00000117480.11 0.230849 0.085972 ENSG00000117480
VPS13B ENSG00000132549.14 0.116541 0.066748 ENSG00000132549
TRIB3 ENSG00000101255.6 0.213062 0.086739 ENSG00000101255
PDS5B ENSG00000083642.14 0.087411 0.063316 ENSG00000083642
RNF166 ENSG00000158717.6 0.241329 0.079245 ENSG00000158717
SNX31 ENSG00000174226.4 0.614262 0.069326 ENSG00000174226
WFDC1 ENSG00000103175.6 0.104728 0.093101 ENSG00000103175
PCP2 ENSG00000174788.5 0.184947 0.090082 ENSG00000174788
EFCAB13 ENSG00000178852.11 0.234384 0.074682 ENSG00000178852
CLEC18C ENSG00000157335.15 0.179081 0.073461 ENSG00000157335
SCAP ENSG00000114650.14 0.173772 0.08137 ENSG00000114650
FAS ENSG00000026103.15 0.394389 0.073143 ENSG00000026103
RHPN1 ENSG00000158106.8 0.195917 0.078411 ENSG00000158106
ASB8 ENSG00000177981.6 0.05429 0.044124 ENSG00000177981
NUP43 ENSG00000120253.9 0.172012 0.067954 ENSG00000120253
SEC22A ENSG00000121542.7 0.345511 0.072056 ENSG00000121542
ARPC1B ENSG00000130429.8 0.07279 0.052924 ENSG00000130429
ARHGEF35 ENSG00000213214.3 0.349053 0.073362 ENSG00000213214
MCF2L ENSG00000126217.16 0.05615 0.063813 ENSG00000126217
MYO16 ENSG00000041515.11 0.167877 0.080484 ENSG00000041515
SULT1A1 ENSG00000196502.7 0.058661 0.041349 ENSG00000196502
FARP1 ENSG00000152767.11 0.143377 0.084344 ENSG00000152767
TTC18 ENSG00000156042.13 0.163958 0.072917 ENSG00000156042
CLN6 ENSG00000128973.7 0.097173 0.058718 ENSG00000128973
AK5 ENSG00000154027.14 0.071643 0.058944 ENSG00000154027
GRPEL1 ENSG00000109519.8 0.108077 0.074299 ENSG00000109519
ERP27 ENSG00000139055.2 0.108501 0.056311 ENSG00000139055
GNMT ENSG00000124713.5 0.184859 0.074298 ENSG00000124713
FANCC ENSG00000158169.7 0.052939 0.078934 ENSG00000158169
USP10 ENSG00000103194.11 0.055369 0.080406 ENSG00000103194
MANSC4 ENSG00000205693.3 0.120735 0.067482 ENSG00000205693
MRI1 ENSG00000037757.9 0.178726 0.08577 ENSG00000037757
ZNF419 ENSG00000105136.15 0.310601 0.070416 ENSG00000105136
SULT1C2 ENSG00000198203.5 0.524451 0.080635 ENSG00000198203
TOP1MT ENSG00000184428.8 0.183628 0.069985 ENSG00000184428
LURAP1 ENSG00000171357.5 0.162816 0.068636 ENSG00000171357
CMTM7 ENSG00000153551.9 0.106364 0.070404 ENSG00000153551
FBRSL1 ENSG00000112787.8 0.07641 0.053263 ENSG00000112787
EAF2 ENSG00000145088.4 0.089324 0.054767 ENSG00000145088
PYROXD1 ENSG00000121350.11 0.224354 0.070603 ENSG00000121350
KRT72 ENSG00000170486.6 0.26978 0.075632 ENSG00000170486
C9orf72 ENSG00000147894.10 0.26132 0.081708 ENSG00000147894
CTTNBP2 ENSG00000077063.6 0.052106 0.043619 ENSG00000077063
HSD17B12 ENSG00000149084.7 0.519344 0.067421 ENSG00000149084
SPC25 ENSG00000152253.4 0.230901 0.075989 ENSG00000152253
MILR1 ENSG00000271605.1 0.232228 0.082171 ENSG00000271605
AMH ENSG00000104899.3 0.30592 0.088122 ENSG00000104899
SHROOM1 ENSG00000164403.10 0.130622 0.080592 ENSG00000164403
UBN1 ENSG00000118900.10 0.098312 0.071687 ENSG00000118900
CNPY4 ENSG00000166997.3 0.245371 0.080373 ENSG00000166997
GPR39 ENSG00000183840.5 0.133813 0.070777 ENSG00000183840
ARHGEF7 ENSG00000102606.13 0.178522 0.082471 ENSG00000102606
ZNF132 ENSG00000131849.10 0.35358 0.077902 ENSG00000131849
STX2 ENSG00000111450.9 0.514037 0.076081 ENSG00000111450
ANTXRL ENSG00000198250.8 0.349469 0.073393 ENSG00000198250
PCDHGA6 ENSG00000253731.1 0.154591 0.072508 ENSG00000253731
ATP6V1D ENSG00000100554.7 0.06033 0.053839 ENSG00000100554
TRIM33 ENSG00000197323.6 0.07681 0.050101 ENSG00000197323
ZNF880 ENSG00000221923.4 0.6252 0.072087 ENSG00000221923
ST8SIA1 ENSG00000111728.6 0.271485 0.08186 ENSG00000111728
NEK3 ENSG00000136098.12 0.211364 0.075404 ENSG00000136098
SDK2 ENSG00000069188.12 0.192372 0.08876 ENSG00000069188
LAP3 ENSG00000002549.8 0.101137 0.062453 ENSG00000002549
SHB ENSG00000107338.8 0.130317 0.071028 ENSG00000107338
DISC1 ENSG00000162946.16 0.116509 0.077116 ENSG00000162946
FBLL1 ENSG00000188573.7 0.563653 0.06946 ENSG00000188573
CDAN1 ENSG00000140326.8 0.059953 0.055948 ENSG00000140326
INTS12 ENSG00000138785.10 0.064394 0.052303 ENSG00000138785
NDNF ENSG00000173376.9 0.420213 0.080759 ENSG00000173376
UBE2H ENSG00000186591.7 0.050387 0.050985 ENSG00000186591
MBD3 ENSG00000071655.12 0.05162 0.073207 ENSG00000071655
GIMAP1 ENSG00000213203.2 0.055556 0.05924 ENSG00000213203
C2orf27A ENSG00000197927.8 0.22211 0.07062 ENSG00000197927
HSD3B7 ENSG00000099377.9 0.073525 0.051231 ENSG00000099377
PM20D2 ENSG00000146281.5 0.148299 0.069205 ENSG00000146281
ANK3 ENSG00000151150.15 0.079622 0.058444 ENSG00000151150
MON1B ENSG00000103111.10 0.075362 0.05662 ENSG00000103111
KCNC4 ENSG00000116396.9 0.121694 0.06678 ENSG00000116396
PROZ ENSG00000126231.9 0.156173 0.068971 ENSG00000126231
GPX7 ENSG00000116157.5 0.557689 0.071431 ENSG00000116157
POM121L2 ENSG00000158553.3 0.06537 0.056662 ENSG00000158553
C2orf78 ENSG00000187833.7 0.115477 0.079726 ENSG00000187833
C12orf65 ENSG00000130921.3 0.051446 0.042827 ENSG00000130921
JAG2 ENSG00000184916.4 0.107185 0.070374 ENSG00000184916
IRAK1BP1 ENSG00000146243.9 0.177277 0.061398 ENSG00000146243
TCTEX1D1 ENSG00000152760.5 0.126171 0.05843 ENSG00000152760
C19orf60 ENSG00000006015.13 0.058391 0.04941 ENSG00000006015
FGL2 ENSG00000127951.5 0.101271 0.064048 ENSG00000127951
TRABD ENSG00000170638.5 0.271235 0.08959 ENSG00000170638
SLC18B1 ENSG00000146409.6 0.07882 0.067733 ENSG00000146409
MAPK8 ENSG00000107643.11 0.102406 0.060443 ENSG00000107643
NARFL ENSG00000103245.9 0.308792 0.083605 ENSG00000103245
TRAK1 ENSG00000182606.10 0.073981 0.065288 ENSG00000182606
C4orf22 ENSG00000197826.7 0.089029 0.061565 ENSG00000197826
SUSD2 ENSG00000099994.10 0.175543 0.067435 ENSG00000099994
STRIP2 ENSG00000128578.5 0.086642 0.053959 ENSG00000128578
ZNF83 ENSG00000167766.13 0.601826 0.079428 ENSG00000167766
AP4M1 ENSG00000221838.5 0.294284 0.079564 ENSG00000221838
SSBP4 ENSG00000130511.10 0.091665 0.061023 ENSG00000130511
CC2D1B ENSG00000154222.10 0.219815 0.072041 ENSG00000154222
DHX37 ENSG00000150990.3 0.081307 0.082989 ENSG00000150990
ZNF425 ENSG00000204947.4 0.160042 0.070507 ENSG00000204947
TTLL12 ENSG00000100304.12 0.085593 0.074758 ENSG00000100304
RFT1 ENSG00000163933.5 0.288697 0.076842 ENSG00000163933
ZNF69 ENSG00000198429.5 0.070702 0.059914 ENSG00000198429
TRDMT1 ENSG00000107614.17 0.24741 0.078132 ENSG00000107614
KCTD15 ENSG00000153885.9 0.057327 0.058318 ENSG00000153885
OSTF1 ENSG00000134996.11 0.074726 0.063883 ENSG00000134996
PCDHA10 ENSG00000250120.2 0.097476 0.054359 ENSG00000250120
BCAP29 ENSG00000075790.6 0.103191 0.061671 ENSG00000075790
AL161915.1 ENSG00000212670.1 0.213986 0.078417 ENSG00000212670
HPD ENSG00000158104.7 0.059617 0.045931 ENSG00000158104
FAM192A ENSG00000172775.12 0.226921 0.085221 ENSG00000172775
CDC16 ENSG00000130177.10 0.279631 0.076593 ENSG00000130177
AGAP3 ENSG00000133612.14 0.097323 0.067612 ENSG00000133612
ARC ENSG00000198576.2 0.069451 0.056324 ENSG00000198576
FOXRED2 ENSG00000100350.10 0.100519 0.078769 ENSG00000100350
TRIM69 ENSG00000185880.8 0.30952 0.082391 ENSG00000185880
HNF1B ENSG00000108753.8 0.082582 0.062992 ENSG00000108753
CPSF1 ENSG00000071894.10 0.763185 0.042478 ENSG00000071894
PPP1R3E ENSG00000235194.4 0.133536 0.082498 ENSG00000235194
PRSS37 ENSG00000165076.9 0.141277 0.06648 ENSG00000165076
GTPBP4 ENSG00000107937.14 0.081187 0.051192 ENSG00000107937
MANEA ENSG00000172469.10 0.163112 0.065202 ENSG00000172469
GGACT ENSG00000134864.6 0.090542 0.065502 ENSG00000134864
PRPH2 ENSG00000112619.6 0.179673 0.068921 ENSG00000112619
GAD1 ENSG00000128683.9 0.1297 0.067401 ENSG00000128683
ALDH8A1 ENSG00000118514.9 0.328978 0.067965 ENSG00000118514
RPRM ENSG00000177519.3 0.092885 0.056338 ENSG00000177519
MCM10 ENSG00000065328.12 0.258666 0.098075 ENSG00000065328
SLC45A4 ENSG00000022567.5 0.053069 0.06528 ENSG00000022567
TLN2 ENSG00000171914.10 0.067882 0.058806 ENSG00000171914
