AssociatedGeneName EnsemblGeneID h2.HeartLeftVentricle se.HeartLeftVentricle ensid
ATP6V0E2 ENSG00000171130.13 0.122894 0.080999 ENSG00000171130
CYP4F12 ENSG00000186204.9 0.269937 0.107021 ENSG00000186204
BMP2 ENSG00000125845.6 0.152795 0.102723 ENSG00000125845
PLEC ENSG00000178209.10 0.144618 0.082731 ENSG00000178209
RNF17 ENSG00000132972.13 0.125544 0.107268 ENSG00000132972
PGM1 ENSG00000079739.11 0.152962 0.099863 ENSG00000079739
SLC25A26 ENSG00000144741.12 0.280685 0.116663 ENSG00000144741
PDZRN3 ENSG00000121440.10 0.213208 0.100164 ENSG00000121440
VPS28 ENSG00000160948.9 0.102571 0.0846 ENSG00000160948
TIMM21 ENSG00000075336.7 0.148826 0.103535 ENSG00000075336
PDXK ENSG00000160209.13 0.224473 0.108351 ENSG00000160209
TARBP1 ENSG00000059588.5 0.122876 0.10243 ENSG00000059588
TNNT1 ENSG00000105048.12 0.134907 0.111353 ENSG00000105048
POMZP3 ENSG00000146707.10 0.506714 0.094808 ENSG00000146707
ZEB2 ENSG00000169554.12 0.135001 0.088693 ENSG00000169554
CCDC19 ENSG00000213085.5 0.152449 0.101333 ENSG00000213085
LGALS2 ENSG00000100079.5 0.157404 0.110694 ENSG00000100079
RPH3AL ENSG00000181031.11 0.168297 0.106382 ENSG00000181031
SLC25A25 ENSG00000148339.8 0.100484 0.095462 ENSG00000148339
PCGF5 ENSG00000180628.10 0.100977 0.074182 ENSG00000180628
C19orf48 ENSG00000167747.9 0.13781 0.119796 ENSG00000167747
SGIP1 ENSG00000118473.17 0.383544 0.106011 ENSG00000118473
CARD11 ENSG00000198286.5 0.114863 0.088494 ENSG00000198286
DCTN4 ENSG00000132912.8 0.100207 0.086602 ENSG00000132912
G0S2 ENSG00000123689.5 0.105352 0.090195 ENSG00000123689
L1TD1 ENSG00000240563.1 0.178371 0.101124 ENSG00000240563
NDFIP1 ENSG00000131507.9 0.124903 0.094208 ENSG00000131507
SLC17A4 ENSG00000146039.6 0.111921 0.081149 ENSG00000146039
PAPD4 ENSG00000164329.9 0.100773 0.087674 ENSG00000164329
GTF3A ENSG00000122034.8 0.129603 0.100979 ENSG00000122034
FGD5 ENSG00000154783.6 0.273765 0.112657 ENSG00000154783
FAAH ENSG00000117480.11 0.14005 0.087647 ENSG00000117480
TRIB3 ENSG00000101255.6 0.122211 0.111795 ENSG00000101255
MTL5 ENSG00000132749.6 0.12036 0.099102 ENSG00000132749
HS2ST1 ENSG00000153936.12 0.132198 0.083 ENSG00000153936
ARHGEF35 ENSG00000213214.3 0.180216 0.084735 ENSG00000213214
MCF2L ENSG00000126217.16 0.14796 0.112105 ENSG00000126217
MYO16 ENSG00000041515.11 0.159921 0.110835 ENSG00000041515
PROK1 ENSG00000143125.5 0.208498 0.094258 ENSG00000143125
PCDH15 ENSG00000150275.13 0.1049 0.098772 ENSG00000150275
TMOD3 ENSG00000138594.8 0.11971 0.074761 ENSG00000138594
ATP5G1 ENSG00000159199.9 0.200931 0.089307 ENSG00000159199
USP10 ENSG00000103194.11 0.195837 0.130429 ENSG00000103194
P2RY13 ENSG00000181631.6 0.114967 0.083156 ENSG00000181631
ZNF419 ENSG00000105136.15 0.242926 0.093619 ENSG00000105136
SULT1C2 ENSG00000198203.5 0.325719 0.108943 ENSG00000198203
TOP1MT ENSG00000184428.8 0.119299 0.081894 ENSG00000184428
SCN5A ENSG00000183873.11 0.13843 0.095819 ENSG00000183873
KRT72 ENSG00000170486.6 0.27167 0.119747 ENSG00000170486
HSD17B12 ENSG00000149084.7 0.129412 0.088534 ENSG00000149084
ARHGEF7 ENSG00000102606.13 0.18115 0.113533 ENSG00000102606
ANTXRL ENSG00000198250.8 0.401551 0.098127 ENSG00000198250
OLIG2 ENSG00000205927.4 0.12133 0.10707 ENSG00000205927
NEK3 ENSG00000136098.12 0.122382 0.079446 ENSG00000136098
RP11-6L6.2 ENSG00000250673.1 0.107318 0.10007 ENSG00000250673
DLK1 ENSG00000185559.9 0.465546 0.104286 ENSG00000185559
FBLL1 ENSG00000188573.7 0.182945 0.115089 ENSG00000188573
WAC ENSG00000095787.16 0.131607 0.09073 ENSG00000095787
SUSD3 ENSG00000157303.6 0.111957 0.091222 ENSG00000157303
FRMD8 ENSG00000126391.9 0.202852 0.104738 ENSG00000126391
TMEM183A ENSG00000163444.7 0.196189 0.103457 ENSG00000163444
TMEM150A ENSG00000168890.9 0.185655 0.095907 ENSG00000168890
LACTB2 ENSG00000147592.4 0.14837 0.095449 ENSG00000147592
ZNF69 ENSG00000198429.5 0.19392 0.100689 ENSG00000198429
CDK17 ENSG00000059758.3 0.111028 0.088659 ENSG00000059758
AL161915.1 ENSG00000212670.1 0.142234 0.09762 ENSG00000212670
AKT1 ENSG00000142208.11 0.113487 0.094877 ENSG00000142208
APBB1IP ENSG00000077420.11 0.138976 0.092854 ENSG00000077420
RGS11 ENSG00000076344.11 0.167533 0.096384 ENSG00000076344
HPD ENSG00000158104.7 0.229366 0.099162 ENSG00000158104
DRAM1 ENSG00000136048.9 0.269114 0.12676 ENSG00000136048
SNRPA ENSG00000077312.4 0.224999 0.105535 ENSG00000077312
FOXRED2 ENSG00000100350.10 0.127844 0.114597 ENSG00000100350
HP ENSG00000257017.4 0.174651 0.08976 ENSG00000257017
UBE4B ENSG00000130939.14 0.109585 0.072743 ENSG00000130939
MBD6 ENSG00000166987.10 0.305804 0.120652 ENSG00000166987
SLC45A4 ENSG00000022567.5 0.152242 0.099677 ENSG00000022567
SLC44A3 ENSG00000143036.12 0.438061 0.097566 ENSG00000143036
EPHB6 ENSG00000106123.7 0.132145 0.080109 ENSG00000106123
NOS3 ENSG00000164867.6 0.128709 0.086174 ENSG00000164867
IFT57 ENSG00000114446.4 0.122258 0.082142 ENSG00000114446
NUDT5 ENSG00000165609.8 0.152166 0.105838 ENSG00000165609
ECHS1 ENSG00000127884.4 0.216327 0.130084 ENSG00000127884
TMEM63A ENSG00000196187.7 0.15028 0.10172 ENSG00000196187
PPP6C ENSG00000119414.7 0.122037 0.095431 ENSG00000119414
CCBL2 ENSG00000137944.12 0.158721 0.074248 ENSG00000137944
C21orf2 ENSG00000160226.11 0.117013 0.088903 ENSG00000160226
VPREB3 ENSG00000128218.7 0.123823 0.087929 ENSG00000128218
CCDC50 ENSG00000152492.9 0.11839 0.085205 ENSG00000152492
NAA11 ENSG00000156269.4 0.119561 0.078528 ENSG00000156269
SMN2 ENSG00000205571.8 0.130724 0.094792 ENSG00000205571
F5 ENSG00000198734.6 0.314777 0.097529 ENSG00000198734
PCDH8 ENSG00000136099.9 0.100661 0.081371 ENSG00000136099
COMMD10 ENSG00000145781.4 0.230233 0.101656 ENSG00000145781
SLC7A11 ENSG00000151012.9 0.117945 0.076617 ENSG00000151012
REP15 ENSG00000174236.2 0.121815 0.094843 ENSG00000174236
CDK2AP1 ENSG00000111328.2 0.122773 0.080386 ENSG00000111328
MCM2 ENSG00000073111.9 0.124058 0.083017 ENSG00000073111
PRPF31 ENSG00000105618.9 0.175315 0.117863 ENSG00000105618
LENG8 ENSG00000167615.12 0.11839 0.115449 ENSG00000167615
GTDC1 ENSG00000121964.9 0.142625 0.09355 ENSG00000121964
HIGD2A ENSG00000146066.2 0.482614 0.102286 ENSG00000146066
LAMC2 ENSG00000058085.10 0.23682 0.110239 ENSG00000058085
KDM4A ENSG00000066135.8 0.148285 0.093536 ENSG00000066135
MICALCL ENSG00000133808.4 0.122357 0.100576 ENSG00000133808
GLUD1 ENSG00000148672.7 0.117416 0.079813 ENSG00000148672
C5orf63 ENSG00000164241.9 0.132031 0.089599 ENSG00000164241
LYRM5 ENSG00000205707.6 0.161818 0.097026 ENSG00000205707
C1orf233 ENSG00000228594.1 0.253613 0.112999 ENSG00000228594
CAPN12 ENSG00000182472.4 0.142153 0.106472 ENSG00000182472
TNFSF9 ENSG00000125657.3 0.187556 0.121097 ENSG00000125657
BTBD9 ENSG00000183826.12 0.18519 0.104499 ENSG00000183826
F10 ENSG00000126218.7 0.16677 0.091672 ENSG00000126218
CASR ENSG00000036828.9 0.21965 0.103151 ENSG00000036828
NFKBID ENSG00000167604.9 0.130808 0.105297 ENSG00000167604
PRELP ENSG00000188783.5 0.14608 0.098373 ENSG00000188783
C10orf129 ENSG00000173124.10 0.232932 0.0984 ENSG00000173124
FAM83G ENSG00000188522.10 0.211559 0.104377 ENSG00000188522
ARAP2 ENSG00000047365.7 0.141846 0.083378 ENSG00000047365
STAM ENSG00000136738.10 0.242598 0.107078 ENSG00000136738
AASDH ENSG00000157426.9 0.112013 0.091111 ENSG00000157426
ESF1 ENSG00000089048.10 0.130003 0.093409 ENSG00000089048
TM9SF2 ENSG00000125304.8 0.129958 0.10178 ENSG00000125304
ABCA10 ENSG00000154263.13 0.142964 0.091642 ENSG00000154263
FAM83H ENSG00000180921.6 0.18743 0.096367 ENSG00000180921
TMCO3 ENSG00000150403.13 0.142238 0.095355 ENSG00000150403
STXBP5 ENSG00000164506.10 0.150633 0.104393 ENSG00000164506
MOCS1 ENSG00000124615.13 0.16022 0.098941 ENSG00000124615
GALNT18 ENSG00000110328.5 0.152715 0.104424 ENSG00000110328
C21orf58 ENSG00000160298.13 0.200766 0.114548 ENSG00000160298
FANCD2 ENSG00000144554.6 0.137009 0.10113 ENSG00000144554
AIM1 ENSG00000112297.10 0.123579 0.09939 ENSG00000112297
ERAP2 ENSG00000164308.12 0.145736 0.081221 ENSG00000164308
PTPN11 ENSG00000179295.11 0.118249 0.072618 ENSG00000179295
HS3ST3A1 ENSG00000153976.2 0.238478 0.112552 ENSG00000153976
SREK1IP1 ENSG00000153006.10 0.17759 0.106933 ENSG00000153006
UTP18 ENSG00000011260.9 0.1649 0.090735 ENSG00000011260
ZNF812 ENSG00000224689.3 0.153184 0.089618 ENSG00000224689
KIAA1467 ENSG00000084444.9 0.307056 0.117327 ENSG00000084444
PAK4 ENSG00000130669.13 0.106351 0.087345 ENSG00000130669
NFASC ENSG00000163531.11 0.115687 0.088165 ENSG00000163531
SPAG1 ENSG00000104450.8 0.146218 0.094242 ENSG00000104450
HMGN1 ENSG00000205581.6 0.143855 0.111463 ENSG00000205581
IGSF22 ENSG00000179057.9 0.172774 0.104989 ENSG00000179057
LRRC16A ENSG00000079691.15 0.173864 0.116133 ENSG00000079691
TUBA1B ENSG00000123416.11 0.154669 0.084773 ENSG00000123416
CCL8 ENSG00000108700.4 0.146906 0.098047 ENSG00000108700
ECT2L ENSG00000203734.6 0.102402 0.082354 ENSG00000203734
UPK3B ENSG00000243566.2 0.136967 0.088945 ENSG00000243566
THSD7B ENSG00000144229.7 0.260719 0.102621 ENSG00000144229
HAS1 ENSG00000105509.6 0.147032 0.126358 ENSG00000105509
C6orf164 ENSG00000203871.3 0.200309 0.107647 ENSG00000203871
PRC1 ENSG00000198901.9 0.132623 0.098763 ENSG00000198901
MBD4 ENSG00000129071.5 0.18388 0.093852 ENSG00000129071
OLFM2 ENSG00000105088.4 0.168797 0.088749 ENSG00000105088
PPP2R2B ENSG00000156475.14 0.233487 0.103175 ENSG00000156475
PSMD11 ENSG00000108671.5 0.17627 0.1285 ENSG00000108671
SEMA4D ENSG00000187764.7 0.230217 0.116551 ENSG00000187764
AC020907.1 ENSG00000179066.6 0.143786 0.131545 ENSG00000179066
NDUFAF1 ENSG00000137806.4 0.578539 0.08331 ENSG00000137806
DCXR ENSG00000169738.3 0.143831 0.096315 ENSG00000169738
SULT1A2 ENSG00000197165.6 0.119092 0.07846 ENSG00000197165
RCN1 ENSG00000049449.4 0.24243 0.100042 ENSG00000049449
FSTL4 ENSG00000053108.12 0.133662 0.104827 ENSG00000053108
PFDN1 ENSG00000113068.5 0.141378 0.082957 ENSG00000113068
RMDN3 ENSG00000137824.11 0.235275 0.090012 ENSG00000137824
FMOD ENSG00000122176.9 0.131344 0.093511 ENSG00000122176
CEBPB ENSG00000172216.4 0.120485 0.095636 ENSG00000172216
C19orf57 ENSG00000132016.7 0.125318 0.112493 ENSG00000132016
NODAL ENSG00000156574.5 0.111803 0.090012 ENSG00000156574
TUBB1 ENSG00000101162.3 0.163312 0.092686 ENSG00000101162
POGLUT1 ENSG00000163389.6 0.169271 0.082372 ENSG00000163389
CXCL12 ENSG00000107562.12 0.129062 0.090019 ENSG00000107562
PRRG4 ENSG00000135378.3 0.110644 0.090791 ENSG00000135378
TIMM8B ENSG00000150779.7 0.123605 0.090488 ENSG00000150779
RRP12 ENSG00000052749.9 0.362956 0.093869 ENSG00000052749
MINA ENSG00000170854.12 0.122888 0.075453 ENSG00000170854
KREMEN1 ENSG00000183762.8 0.30319 0.093384 ENSG00000183762
ATP2A1 ENSG00000196296.9 0.109276 0.081928 ENSG00000196296
SFTPD ENSG00000133661.11 0.230594 0.109044 ENSG00000133661
LACTB ENSG00000103642.7 0.108051 0.080298 ENSG00000103642
BDH2 ENSG00000164039.10 0.22524 0.091893 ENSG00000164039
SPATA25 ENSG00000149634.4 0.118846 0.100542 ENSG00000149634
ARHGAP27 ENSG00000159314.7 0.192435 0.102873 ENSG00000159314
SHISA2 ENSG00000180730.4 0.169161 0.115902 ENSG00000180730
MAP3K4 ENSG00000085511.15 0.167218 0.098213 ENSG00000085511
TNFRSF19 ENSG00000127863.11 0.14778 0.095593 ENSG00000127863
PCNA ENSG00000132646.6 0.198084 0.112629 ENSG00000132646
TNNI2 ENSG00000130598.11 0.114982 0.096956 ENSG00000130598
ZNF566 ENSG00000186017.10 0.136414 0.113658 ENSG00000186017
GUCA1B ENSG00000112599.8 0.206564 0.107311 ENSG00000112599
C7orf63 ENSG00000105792.15 0.13663 0.077576 ENSG00000105792
APLP2 ENSG00000084234.12 0.257373 0.10305 ENSG00000084234
PIP5K1C ENSG00000186111.4 0.12461 0.103231 ENSG00000186111
ZNF707 ENSG00000181135.11 0.19297 0.102443 ENSG00000181135
STMN1 ENSG00000117632.16 0.135652 0.099428 ENSG00000117632
MAP2K6 ENSG00000108984.9 0.149717 0.103912 ENSG00000108984
TFG ENSG00000114354.8 0.115534 0.071812 ENSG00000114354
MYO19 ENSG00000141140.12 0.165509 0.100303 ENSG00000141140
THRAP3 ENSG00000054118.9 0.121393 0.076891 ENSG00000054118
RIMBP2 ENSG00000060709.9 0.1282 0.09383 ENSG00000060709
NECAB2 ENSG00000103154.5 0.176129 0.117244 ENSG00000103154
LTBP4 ENSG00000090006.13 0.186431 0.100785 ENSG00000090006
ZFP1 ENSG00000184517.7 0.111734 0.078202 ENSG00000184517
CDH24 ENSG00000139880.15 0.244067 0.122029 ENSG00000139880
ST3GAL3 ENSG00000126091.15 0.136813 0.092819 ENSG00000126091
SLC9A2 ENSG00000115616.2 0.133522 0.071451 ENSG00000115616
ECHDC3 ENSG00000134463.10 0.200322 0.109244 ENSG00000134463
RAP2A ENSG00000125249.6 0.184169 0.094751 ENSG00000125249
GIPC3 ENSG00000179855.5 0.13903 0.111469 ENSG00000179855
C1orf115 ENSG00000162817.6 0.206593 0.094399 ENSG00000162817
SACS ENSG00000151835.9 0.125885 0.10811 ENSG00000151835
COPG1 ENSG00000181789.10 0.118683 0.084907 ENSG00000181789
RASA4B ENSG00000170667.9 0.10947 0.070049 ENSG00000170667
SRCRB4D ENSG00000146700.8 0.123475 0.079978 ENSG00000146700
RP11-766F14.2 ENSG00000248713.1 0.131647 0.077799 ENSG00000248713
BLM ENSG00000197299.6 0.138528 0.090127 ENSG00000197299
GOLGA7B ENSG00000155265.6 0.226043 0.120055 ENSG00000155265
NEDD9 ENSG00000111859.12 0.124781 0.095374 ENSG00000111859
NCR3LG1 ENSG00000188211.4 0.103762 0.081752 ENSG00000188211
RNF215 ENSG00000099999.10 0.588023 0.083631 ENSG00000099999
ATAD3A ENSG00000197785.9 0.132804 0.100709 ENSG00000197785
KHDC1 ENSG00000135314.8 0.128146 0.097666 ENSG00000135314
YIF1B ENSG00000167645.12 0.283917 0.119397 ENSG00000167645
DNAH2 ENSG00000183914.10 0.206389 0.110747 ENSG00000183914
FBN3 ENSG00000142449.8 0.284971 0.116621 ENSG00000142449
KISS1R ENSG00000116014.5 0.131865 0.085564 ENSG00000116014
TRPM4 ENSG00000130529.11 0.10529 0.071168 ENSG00000130529
EIF4A3 ENSG00000141543.5 0.108864 0.115073 ENSG00000141543
PAK1IP1 ENSG00000111845.4 0.173223 0.104531 ENSG00000111845
NMRK1 ENSG00000106733.16 0.286679 0.105774 ENSG00000106733
FGD4 ENSG00000139132.10 0.112557 0.077279 ENSG00000139132
CTC-241N9.1 ENSG00000245317.2 0.110591 0.099854 ENSG00000245317
ISOC1 ENSG00000066583.7 0.11358 0.072614 ENSG00000066583
MYOF ENSG00000138119.12 0.114945 0.092188 ENSG00000138119
ABCB6 ENSG00000115657.8 0.155082 0.100753 ENSG00000115657
TIPIN ENSG00000075131.5 0.218986 0.099311 ENSG00000075131
MEGF10 ENSG00000145794.12 0.204203 0.099901 ENSG00000145794
GPR111 ENSG00000164393.4 0.296585 0.092175 ENSG00000164393
ICAM5 ENSG00000105376.4 0.238106 0.111799 ENSG00000105376
SNAI2 ENSG00000019549.4 0.142197 0.147307 ENSG00000019549
PARVB ENSG00000188677.9 0.192829 0.124836 ENSG00000188677
ARRB1 ENSG00000137486.12 0.195688 0.105021 ENSG00000137486
ETFB ENSG00000105379.5 0.140831 0.093265 ENSG00000105379
SERPING1 ENSG00000149131.11 0.129421 0.079678 ENSG00000149131
FAM221A ENSG00000188732.6 0.103281 0.097302 ENSG00000188732
ME3 ENSG00000151376.12 0.102017 0.082812 ENSG00000151376
RAB13 ENSG00000143545.4 0.142598 0.081273 ENSG00000143545
SMIM18 ENSG00000253457.1 0.108553 0.089708 ENSG00000253457
BIN1 ENSG00000136717.10 0.303692 0.104868 ENSG00000136717
ACTR3C ENSG00000106526.6 0.138212 0.093869 ENSG00000106526
HRASLS5 ENSG00000168004.5 0.120925 0.077569 ENSG00000168004
RTKN ENSG00000114993.11 0.149723 0.098162 ENSG00000114993
TAGLN2 ENSG00000158710.10 0.118157 0.087068 ENSG00000158710
LRP5L ENSG00000100068.7 0.170372 0.112751 ENSG00000100068
SDCBP2 ENSG00000125775.10 0.330102 0.129011 ENSG00000125775
CHAF1B ENSG00000159259.6 0.151651 0.106369 ENSG00000159259
FBN2 ENSG00000138829.6 0.238617 0.091314 ENSG00000138829
SLC15A2 ENSG00000163406.6 0.196507 0.083602 ENSG00000163406
CENPA ENSG00000115163.10 0.138728 0.094628 ENSG00000115163
ZNF699 ENSG00000196110.3 0.12386 0.087415 ENSG00000196110
SNRPB2 ENSG00000125870.6 0.118069 0.094709 ENSG00000125870
CLPP ENSG00000125656.4 0.152279 0.109562 ENSG00000125656
CAMSAP2 ENSG00000118200.10 0.198803 0.1145 ENSG00000118200
UNC13A ENSG00000130477.10 0.157503 0.119093 ENSG00000130477
KCNE2 ENSG00000159197.2 0.13008 0.106871 ENSG00000159197
BAI3 ENSG00000135298.9 0.415898 0.109917 ENSG00000135298
IGSF23 ENSG00000216588.4 0.113901 0.083105 ENSG00000216588
MIER1 ENSG00000198160.10 0.207927 0.099191 ENSG00000198160
MAEL ENSG00000143194.8 0.104656 0.083754 ENSG00000143194
PMF1 ENSG00000160783.14 0.116143 0.079057 ENSG00000160783
AKR1B1 ENSG00000085662.9 0.194942 0.099838 ENSG00000085662
MXRA7 ENSG00000182534.9 0.142129 0.09516 ENSG00000182534
ORC1 ENSG00000085840.7 0.203857 0.090878 ENSG00000085840
PNKD ENSG00000127838.9 0.125012 0.0854 ENSG00000127838
CDH12 ENSG00000154162.9 0.135135 0.093738 ENSG00000154162
DYRK1B ENSG00000105204.9 0.114773 0.083863 ENSG00000105204
TMEFF2 ENSG00000144339.7 0.292247 0.107237 ENSG00000144339
DAPP1 ENSG00000070190.8 0.102272 0.07726 ENSG00000070190
HUS1B ENSG00000188996.4 0.109777 0.082165 ENSG00000188996
STC2 ENSG00000113739.6 0.14586 0.100276 ENSG00000113739
STX1B ENSG00000099365.5 0.107823 0.07557 ENSG00000099365
NUFIP2 ENSG00000108256.4 0.121508 0.087511 ENSG00000108256
ANGEL1 ENSG00000013523.5 0.159796 0.096249 ENSG00000013523
NUP85 ENSG00000125450.6 0.197735 0.098057 ENSG00000125450
CCL3 ENSG00000006075.11 0.106201 0.094542 ENSG00000006075
ZNF625 ENSG00000257591.1 0.100761 0.094342 ENSG00000257591
COPG2 ENSG00000158623.10 0.223956 0.109326 ENSG00000158623
P4HB ENSG00000185624.10 0.131941 0.097554 ENSG00000185624
LARGE ENSG00000133424.15 0.121113 0.09633 ENSG00000133424
MTIF3 ENSG00000122033.10 0.116102 0.088001 ENSG00000122033
CRP ENSG00000132693.8 0.101582 0.07892 ENSG00000132693
FN3K ENSG00000167363.9 0.119991 0.103826 ENSG00000167363
CD79B ENSG00000007312.8 0.157166 0.086505 ENSG00000007312
BAI1 ENSG00000181790.6 0.321027 0.103968 ENSG00000181790
GXYLT2 ENSG00000172986.8 0.135886 0.098929 ENSG00000172986
FMO4 ENSG00000076258.5 0.255649 0.088714 ENSG00000076258
NLRP7 ENSG00000167634.8 0.14493 0.109467 ENSG00000167634
ISY1 ENSG00000240682.5 0.100905 0.08794 ENSG00000240682
FAM101A ENSG00000178882.8 0.128491 0.111267 ENSG00000178882
VPS13A ENSG00000197969.7 0.172819 0.092901 ENSG00000197969
CHST10 ENSG00000115526.6 0.134141 0.075516 ENSG00000115526
CSRP1 ENSG00000159176.9 0.204431 0.110569 ENSG00000159176
PIH1D1 ENSG00000104872.6 0.131115 0.097859 ENSG00000104872
RAB33B ENSG00000172007.5 0.178344 0.101084 ENSG00000172007
TMX4 ENSG00000125827.4 0.146397 0.090108 ENSG00000125827
SUSD4 ENSG00000143502.9 0.32805 0.093304 ENSG00000143502
C20orf196 ENSG00000171984.10 0.150255 0.112499 ENSG00000171984
TONSL ENSG00000160949.12 0.127708 0.083382 ENSG00000160949
ASF1A ENSG00000111875.6 0.104891 0.077386 ENSG00000111875
C20orf194 ENSG00000088854.11 0.110088 0.09552 ENSG00000088854
MGRN1 ENSG00000102858.8 0.263387 0.10272 ENSG00000102858
PRIM2 ENSG00000146143.13 0.102016 0.070819 ENSG00000146143
TRIM46 ENSG00000163462.13 0.123983 0.076738 ENSG00000163462
PGLYRP4 ENSG00000163218.10 0.16875 0.090543 ENSG00000163218
MPND ENSG00000008382.11 0.165485 0.118231 ENSG00000008382
SELENBP1 ENSG00000143416.16 0.124477 0.100292 ENSG00000143416
CNRIP1 ENSG00000119865.4 0.157592 0.101069 ENSG00000119865
THEM6 ENSG00000130193.7 0.102208 0.089869 ENSG00000130193
TOMM20 ENSG00000173726.6 0.134662 0.093476 ENSG00000173726
EIF3B ENSG00000106263.13 0.146531 0.099273 ENSG00000106263
ATP5I ENSG00000169020.5 0.130293 0.085702 ENSG00000169020
SLC25A41 ENSG00000181240.9 0.144365 0.10317 ENSG00000181240
SPTLC3 ENSG00000172296.8 0.165417 0.096808 ENSG00000172296
DAB1 ENSG00000173406.11 0.329392 0.110356 ENSG00000173406
HAS3 ENSG00000103044.6 0.113326 0.077192 ENSG00000103044
FNDC3B ENSG00000075420.8 0.138516 0.093311 ENSG00000075420
