type dis tis obsOverlap meanOverlap lCI uCI empPval
Tissue-Wide CD SkinSunExposed(Lowerleg) 138 142.7892 125 161 0.6787
Tissue-Wide BD ArteryTibial 114 118.7284 102 136 0.6879
Tissue-Wide RA WholeBlood 53 56.5637 45 69 0.6906
Tissue-Specific RA MuscleSkeletal 73 76.729 64 89 0.6919
Tissue-Specific T2D MuscleSkeletal 69 72.7125 61 85 0.6974
Tissue-Specific RA ArteryTibial 77 80.9041 68 94 0.6978
Tissue-Wide T1D Lung 32 34.9761 26 44 0.6986
Tissue-Specific T2D NerveTibial 73 76.9096 64 90 0.7005
Tissue-Specific BD SkinSunExposed(Lowerleg) 157 161.9507 145 179 0.7011
Tissue-Specific CD ArteryTibial 165 170.5531 152 189 0.7014
Tissue-Wide RA AdiposeSubcutaneous 61 64.9757 52 78 0.7023
Tissue-Wide CAD AdiposeSubcutaneous 71 75.2325 62 89 0.7026
Tissue-Specific HT SkinSunExposed(Lowerleg) 19 21.2259 15 27 0.7055
Tissue-Specific CD MuscleSkeletal 156 161.589 143 180 0.7076
Tissue-Wide CD AdiposeSubcutaneous 131 136.651 118 155 0.7084
Tissue-Specific CD HeartLeftVentricle 165 170.9165 153 189 0.7161
Tissue-Specific CAD Thyroid 89 93.5916 80 108 0.7169
Tissue-Wide T2D NerveTibial 61 65.1878 53 77 0.7192
Tissue-Specific T1D SkinSunExposed(Lowerleg) 44 47.4646 38 57 0.724
Tissue-Wide ALL AdiposeSubcutaneous 2834 2854.8464 2794 2915 0.7398
Tissue-Wide CD ArteryTibial 132 138.4636 120 157 0.7455
Tissue-Specific BD Lung 128 134.4182 117 152 0.749
Tissue-Wide T2D WholeBlood 49 53.6314 42 65 0.7521
Tissue-Wide CAD ArteryTibial 71 76.1482 63 89 0.7523
Tissue-Specific RA HeartLeftVentricle 76 81.0751 69 94 0.7546
Tissue-Specific BD Thyroid 139 145.9642 129 163 0.7678
Tissue-Wide ALL Lung 2874 2897.8425 2836 2960 0.7698
Tissue-Wide CD CrossTissue 218 225.5249 207 243 0.7722
Tissue-Wide T1D HeartLeftVentricle 31 35.1049 26 44 0.779
Tissue-Specific CD CrossTissue 218 225.5896 207 243 0.7813
Tissue-Wide T1D WholeBlood 26 29.9764 21 39 0.7828
Tissue-Wide BD CrossTissue 186 193.4372 176 210 0.7886
Tissue-Specific BD CrossTissue 186 193.5816 176 211 0.7925
Tissue-Specific RA CrossTissue 101 107.0013 94 120 0.8019
Tissue-Wide RA CrossTissue 101 106.9906 94 120 0.8052
Tissue-Wide HT CrossTissue 22 25.3859 19 32 0.8184
Tissue-Specific HT CrossTissue 22 25.3875 19 31 0.8186
Tissue-Wide T1D NerveTibial 31 36.3997 27 46 0.8537
Tissue-Specific BD AdiposeSubcutaneous 120 129.9899 113 147 0.8559
Tissue-Specific CAD HeartLeftVentricle 86 93.9992 80 108 0.8561
Tissue-Wide CAD WholeBlood 58 65.444 53 79 0.8568
Tissue-Wide CD HeartLeftVentricle 129 139.4181 122 157 0.8593
Tissue-Specific CAD ArteryTibial 85 93.6495 80 108 0.8754
Tissue-Specific T2D HeartLeftVentricle 69 76.9888 64 90 0.8755
Tissue-Specific CAD SkinSunExposed(Lowerleg) 95 103.7157 90 118 0.8789
Tissue-Specific RA WholeBlood 80 88.5351 75 102 0.8842
Tissue-Specific BD HeartLeftVentricle 135 146.7911 130 164 0.9022
Tissue-Wide HT Lung 11 15.6391 10 22 0.908
Tissue-Wide BD Lung 107 119.2759 102 136 0.9145
Tissue-Specific RA Thyroid 71 80.6359 68 94 0.9165
Tissue-Wide CAD Thyroid 69 79.5232 66 93 0.9259
Tissue-Wide CAD HeartLeftVentricle 64 76.4614 63 90 0.9598
Tissue-Specific CD Lung 138 156.5158 138 175 0.9725
Tissue-Specific T1D Lung 29 39.4375 30 49 0.9816
Tissue-Specific T1D MuscleSkeletal 30 40.7889 31 50 0.985
Tissue-Wide T1D AdiposeSubcutaneous 24 34.4905 26 44 0.9873
Tissue-Specific BD WholeBlood 140 159.9536 142 178 0.9874
Tissue-Wide CD Lung 117 138.8739 121 157 0.9898
Tissue-Wide T1D MuscleSkeletal 22 33.4712 24 43 0.9922
Tissue-Wide RA SkinSunExposed(Lowerleg) 51 67.7172 55 81 0.9952
