AssociatedGeneName EnsemblGeneID h2.AdiposeSubcutaneous se.AdiposeSubcutaneous ensid
CDH23 ENSG00000107736.15 0.125387 0.08393 ENSG00000107736
CD40 ENSG00000101017.9 0.101897 0.066813 ENSG00000101017
ZNF586 ENSG00000083828.11 0.248623 0.07446 ENSG00000083828
TDRD6 ENSG00000180113.11 0.403897 0.074917 ENSG00000180113
RNASEH2C ENSG00000172922.4 0.130242 0.061723 ENSG00000172922
TRIM37 ENSG00000108395.9 0.233408 0.072776 ENSG00000108395
DSCC1 ENSG00000136982.5 0.461178 0.078767 ENSG00000136982
CHML ENSG00000203668.1 0.21747 0.079789 ENSG00000203668
ANKDD1A ENSG00000166839.12 0.114132 0.06798 ENSG00000166839
COG6 ENSG00000133103.12 0.231093 0.074879 ENSG00000133103
KL ENSG00000133116.6 0.108381 0.066798 ENSG00000133116
NIPAL1 ENSG00000163293.7 0.172184 0.06843 ENSG00000163293
DDX11 ENSG00000013573.12 0.790249 0.038667 ENSG00000013573
RCBTB1 ENSG00000136144.7 0.232472 0.072381 ENSG00000136144
NR2F6 ENSG00000160113.5 0.184081 0.078867 ENSG00000160113
ZNF589 ENSG00000164048.9 0.18593 0.073149 ENSG00000164048
C22orf43 ENSG00000189269.7 0.580752 0.071742 ENSG00000189269
ZNF605 ENSG00000196458.6 0.315431 0.088108 ENSG00000196458
TMEM230 ENSG00000089063.10 0.386409 0.087526 ENSG00000089063
CMTM8 ENSG00000170293.4 0.115746 0.07415 ENSG00000170293
SLC25A51 ENSG00000122696.8 0.226908 0.074916 ENSG00000122696
CYP4F12 ENSG00000186204.9 0.273285 0.076186 ENSG00000186204
PLEC ENSG00000178209.10 0.138605 0.057262 ENSG00000178209
FTSJ3 ENSG00000108592.12 0.295786 0.072402 ENSG00000108592
ZNF554 ENSG00000172006.7 0.226552 0.078303 ENSG00000172006
PGM1 ENSG00000079739.11 0.173626 0.072593 ENSG00000079739
LRRC8B ENSG00000197147.8 0.163044 0.067858 ENSG00000197147
RAVER2 ENSG00000162437.10 0.158914 0.072099 ENSG00000162437
ZNF783 ENSG00000204946.5 0.227464 0.084545 ENSG00000204946
VPS28 ENSG00000160948.9 0.547678 0.081276 ENSG00000160948
SERPINC1 ENSG00000117601.9 0.169527 0.070301 ENSG00000117601
GSDMA ENSG00000167914.6 0.498071 0.070063 ENSG00000167914
SAYSD1 ENSG00000112167.5 0.112832 0.070955 ENSG00000112167
CHAF1A ENSG00000167670.11 0.39332 0.079839 ENSG00000167670
SRD5A3 ENSG00000128039.6 0.171143 0.078361 ENSG00000128039
NUTM2B ENSG00000188199.6 0.137069 0.067737 ENSG00000188199
SACM1L ENSG00000211456.6 0.135169 0.063836 ENSG00000211456
IRF6 ENSG00000117595.6 0.163631 0.066795 ENSG00000117595
POMZP3 ENSG00000146707.10 0.770008 0.047081 ENSG00000146707
DDT ENSG00000099977.9 0.154908 0.069506 ENSG00000099977
SUPT4H1 ENSG00000213246.2 0.228214 0.085499 ENSG00000213246
SEC16A ENSG00000148396.14 0.309632 0.078016 ENSG00000148396
TRIOBP ENSG00000100106.15 0.205493 0.075866 ENSG00000100106
RPH3AL ENSG00000181031.11 0.618173 0.073172 ENSG00000181031
C1QTNF6 ENSG00000133466.9 0.200782 0.081184 ENSG00000133466
GIMAP4 ENSG00000133574.5 0.136994 0.067248 ENSG00000133574
CAT ENSG00000121691.4 0.161044 0.07157 ENSG00000121691
PTPRN2 ENSG00000155093.13 0.167727 0.076494 ENSG00000155093
KCNK17 ENSG00000124780.9 0.111568 0.068543 ENSG00000124780
POLR2E ENSG00000099817.7 0.199451 0.085375 ENSG00000099817
UBR3 ENSG00000144357.12 0.100068 0.065182 ENSG00000144357
SLC28A2 ENSG00000137860.7 0.157214 0.062032 ENSG00000137860
ACOX3 ENSG00000087008.11 0.291083 0.082667 ENSG00000087008
ZNF296 ENSG00000170684.4 0.137303 0.078954 ENSG00000170684
ITIH2 ENSG00000151655.13 0.13466 0.072842 ENSG00000151655
SLC25A27 ENSG00000153291.11 0.255411 0.079871 ENSG00000153291
CCDC146 ENSG00000135205.10 0.199541 0.079892 ENSG00000135205
ZNF333 ENSG00000160961.7 0.265895 0.083396 ENSG00000160961
C19orf48 ENSG00000167747.9 0.203397 0.085557 ENSG00000167747
FLVCR1 ENSG00000162769.8 0.141689 0.070824 ENSG00000162769
TAF1C ENSG00000103168.12 0.475031 0.096912 ENSG00000103168
FCRLB ENSG00000162746.10 0.123605 0.069206 ENSG00000162746
FAM227A ENSG00000184949.10 0.153856 0.062101 ENSG00000184949
HDDC2 ENSG00000111906.12 0.339989 0.083682 ENSG00000111906
ZNF320 ENSG00000182986.8 0.436783 0.092318 ENSG00000182986
PM20D1 ENSG00000162877.8 0.480083 0.070735 ENSG00000162877
RASL11A ENSG00000122035.6 0.122151 0.071842 ENSG00000122035
LRRC43 ENSG00000158113.8 0.166022 0.071063 ENSG00000158113
L1TD1 ENSG00000240563.1 0.579213 0.073538 ENSG00000240563
CCDC66 ENSG00000180376.12 0.230071 0.077309 ENSG00000180376
NDFIP1 ENSG00000131507.9 0.133696 0.07843 ENSG00000131507
FAM170B ENSG00000172538.6 0.105599 0.060253 ENSG00000172538
RSPRY1 ENSG00000159579.9 0.157551 0.082565 ENSG00000159579
SDCCAG8 ENSG00000054282.11 0.186582 0.066859 ENSG00000054282
ZC3HAV1 ENSG00000105939.8 0.104135 0.065097 ENSG00000105939
CDC42BPA ENSG00000143776.14 0.184394 0.071509 ENSG00000143776
ATP8A1 ENSG00000124406.12 0.406047 0.079645 ENSG00000124406
FAAH ENSG00000117480.11 0.230849 0.085972 ENSG00000117480
VPS13B ENSG00000132549.14 0.116541 0.066748 ENSG00000132549
TRIB3 ENSG00000101255.6 0.213062 0.086739 ENSG00000101255
RNF166 ENSG00000158717.6 0.241329 0.079245 ENSG00000158717
SNX31 ENSG00000174226.4 0.614262 0.069326 ENSG00000174226
WFDC1 ENSG00000103175.6 0.104728 0.093101 ENSG00000103175
PCP2 ENSG00000174788.5 0.184947 0.090082 ENSG00000174788
EFCAB13 ENSG00000178852.11 0.234384 0.074682 ENSG00000178852
CLEC18C ENSG00000157335.15 0.179081 0.073461 ENSG00000157335
SCAP ENSG00000114650.14 0.173772 0.08137 ENSG00000114650
FAS ENSG00000026103.15 0.394389 0.073143 ENSG00000026103
RHPN1 ENSG00000158106.8 0.195917 0.078411 ENSG00000158106
NUP43 ENSG00000120253.9 0.172012 0.067954 ENSG00000120253
SEC22A ENSG00000121542.7 0.345511 0.072056 ENSG00000121542
ARHGEF35 ENSG00000213214.3 0.349053 0.073362 ENSG00000213214
MYO16 ENSG00000041515.11 0.167877 0.080484 ENSG00000041515
FARP1 ENSG00000152767.11 0.143377 0.084344 ENSG00000152767
TTC18 ENSG00000156042.13 0.163958 0.072917 ENSG00000156042
GRPEL1 ENSG00000109519.8 0.108077 0.074299 ENSG00000109519
ERP27 ENSG00000139055.2 0.108501 0.056311 ENSG00000139055
GNMT ENSG00000124713.5 0.184859 0.074298 ENSG00000124713
MANSC4 ENSG00000205693.3 0.120735 0.067482 ENSG00000205693
MRI1 ENSG00000037757.9 0.178726 0.08577 ENSG00000037757
ZNF419 ENSG00000105136.15 0.310601 0.070416 ENSG00000105136
SULT1C2 ENSG00000198203.5 0.524451 0.080635 ENSG00000198203
TOP1MT ENSG00000184428.8 0.183628 0.069985 ENSG00000184428
LURAP1 ENSG00000171357.5 0.162816 0.068636 ENSG00000171357
CMTM7 ENSG00000153551.9 0.106364 0.070404 ENSG00000153551
PYROXD1 ENSG00000121350.11 0.224354 0.070603 ENSG00000121350
KRT72 ENSG00000170486.6 0.26978 0.075632 ENSG00000170486
C9orf72 ENSG00000147894.10 0.26132 0.081708 ENSG00000147894
HSD17B12 ENSG00000149084.7 0.519344 0.067421 ENSG00000149084
SPC25 ENSG00000152253.4 0.230901 0.075989 ENSG00000152253
MILR1 ENSG00000271605.1 0.232228 0.082171 ENSG00000271605
AMH ENSG00000104899.3 0.30592 0.088122 ENSG00000104899
SHROOM1 ENSG00000164403.10 0.130622 0.080592 ENSG00000164403
CNPY4 ENSG00000166997.3 0.245371 0.080373 ENSG00000166997
GPR39 ENSG00000183840.5 0.133813 0.070777 ENSG00000183840
ARHGEF7 ENSG00000102606.13 0.178522 0.082471 ENSG00000102606
ZNF132 ENSG00000131849.10 0.35358 0.077902 ENSG00000131849
STX2 ENSG00000111450.9 0.514037 0.076081 ENSG00000111450
ANTXRL ENSG00000198250.8 0.349469 0.073393 ENSG00000198250
PCDHGA6 ENSG00000253731.1 0.154591 0.072508 ENSG00000253731
ZNF880 ENSG00000221923.4 0.6252 0.072087 ENSG00000221923
ST8SIA1 ENSG00000111728.6 0.271485 0.08186 ENSG00000111728
NEK3 ENSG00000136098.12 0.211364 0.075404 ENSG00000136098
SDK2 ENSG00000069188.12 0.192372 0.08876 ENSG00000069188
LAP3 ENSG00000002549.8 0.101137 0.062453 ENSG00000002549
SHB ENSG00000107338.8 0.130317 0.071028 ENSG00000107338
DISC1 ENSG00000162946.16 0.116509 0.077116 ENSG00000162946
FBLL1 ENSG00000188573.7 0.563653 0.06946 ENSG00000188573
NDNF ENSG00000173376.9 0.420213 0.080759 ENSG00000173376
C2orf27A ENSG00000197927.8 0.22211 0.07062 ENSG00000197927
PM20D2 ENSG00000146281.5 0.148299 0.069205 ENSG00000146281
KCNC4 ENSG00000116396.9 0.121694 0.06678 ENSG00000116396
PROZ ENSG00000126231.9 0.156173 0.068971 ENSG00000126231
GPX7 ENSG00000116157.5 0.557689 0.071431 ENSG00000116157
C2orf78 ENSG00000187833.7 0.115477 0.079726 ENSG00000187833
JAG2 ENSG00000184916.4 0.107185 0.070374 ENSG00000184916
IRAK1BP1 ENSG00000146243.9 0.177277 0.061398 ENSG00000146243
TCTEX1D1 ENSG00000152760.5 0.126171 0.05843 ENSG00000152760
FGL2 ENSG00000127951.5 0.101271 0.064048 ENSG00000127951
TRABD ENSG00000170638.5 0.271235 0.08959 ENSG00000170638
MAPK8 ENSG00000107643.11 0.102406 0.060443 ENSG00000107643
NARFL ENSG00000103245.9 0.308792 0.083605 ENSG00000103245
SUSD2 ENSG00000099994.10 0.175543 0.067435 ENSG00000099994
ZNF83 ENSG00000167766.13 0.601826 0.079428 ENSG00000167766
AP4M1 ENSG00000221838.5 0.294284 0.079564 ENSG00000221838
CC2D1B ENSG00000154222.10 0.219815 0.072041 ENSG00000154222
ZNF425 ENSG00000204947.4 0.160042 0.070507 ENSG00000204947
RFT1 ENSG00000163933.5 0.288697 0.076842 ENSG00000163933
TRDMT1 ENSG00000107614.17 0.24741 0.078132 ENSG00000107614
BCAP29 ENSG00000075790.6 0.103191 0.061671 ENSG00000075790
AL161915.1 ENSG00000212670.1 0.213986 0.078417 ENSG00000212670
FAM192A ENSG00000172775.12 0.226921 0.085221 ENSG00000172775
CDC16 ENSG00000130177.10 0.279631 0.076593 ENSG00000130177
FOXRED2 ENSG00000100350.10 0.100519 0.078769 ENSG00000100350
TRIM69 ENSG00000185880.8 0.30952 0.082391 ENSG00000185880
CPSF1 ENSG00000071894.10 0.763185 0.042478 ENSG00000071894
PPP1R3E ENSG00000235194.4 0.133536 0.082498 ENSG00000235194
PRSS37 ENSG00000165076.9 0.141277 0.06648 ENSG00000165076
MANEA ENSG00000172469.10 0.163112 0.065202 ENSG00000172469
PRPH2 ENSG00000112619.6 0.179673 0.068921 ENSG00000112619
GAD1 ENSG00000128683.9 0.1297 0.067401 ENSG00000128683
ALDH8A1 ENSG00000118514.9 0.328978 0.067965 ENSG00000118514
MCM10 ENSG00000065328.12 0.258666 0.098075 ENSG00000065328
NPRL3 ENSG00000103148.11 0.480487 0.07744 ENSG00000103148
TCP11L1 ENSG00000176148.11 0.176887 0.069957 ENSG00000176148
TRMT44 ENSG00000155275.14 0.295455 0.074127 ENSG00000155275
CHRAC1 ENSG00000104472.5 0.325054 0.086592 ENSG00000104472
HSD17B14 ENSG00000087076.4 0.235844 0.079307 ENSG00000087076
FPR1 ENSG00000171051.4 0.134933 0.074387 ENSG00000171051
VAT1 ENSG00000108828.11 0.152432 0.072541 ENSG00000108828
CCBL2 ENSG00000137944.12 0.2024 0.069277 ENSG00000137944
C21orf2 ENSG00000160226.11 0.247819 0.09559 ENSG00000160226
TBC1D4 ENSG00000136111.8 0.33864 0.085536 ENSG00000136111
ASCL5 ENSG00000232237.2 0.12138 0.065095 ENSG00000232237
TMTC4 ENSG00000125247.11 0.291522 0.080406 ENSG00000125247
CMTM3 ENSG00000140931.15 0.183459 0.073504 ENSG00000140931
FKBP15 ENSG00000119321.4 0.122564 0.076232 ENSG00000119321
ITPA ENSG00000125877.7 0.20465 0.071805 ENSG00000125877
TTC26 ENSG00000105948.9 0.113136 0.070546 ENSG00000105948
SLC25A39 ENSG00000013306.11 0.206303 0.076217 ENSG00000013306
KRI1 ENSG00000129347.15 0.338318 0.078767 ENSG00000129347
COMMD10 ENSG00000145781.4 0.161848 0.074564 ENSG00000145781
C5orf49 ENSG00000215217.2 0.110449 0.065235 ENSG00000215217
SEC23B ENSG00000101310.10 0.217312 0.074551 ENSG00000101310
REP15 ENSG00000174236.2 0.421148 0.089017 ENSG00000174236
CDK2AP1 ENSG00000111328.2 0.206182 0.066557 ENSG00000111328
LINGO2 ENSG00000174482.6 0.243806 0.079867 ENSG00000174482
SPPL2A ENSG00000138600.5 0.114959 0.054918 ENSG00000138600
ATF6 ENSG00000118217.5 0.157107 0.069589 ENSG00000118217
LENG8 ENSG00000167615.12 0.101875 0.067858 ENSG00000167615
CPZ ENSG00000109625.14 0.147965 0.068385 ENSG00000109625
HIGD2A ENSG00000146066.2 0.124211 0.063792 ENSG00000146066
GNPAT ENSG00000116906.7 0.253988 0.081341 ENSG00000116906
LAMC2 ENSG00000058085.10 0.276624 0.081926 ENSG00000058085
PARP14 ENSG00000173193.9 0.339231 0.083855 ENSG00000173193
TMEM165 ENSG00000134851.7 0.145849 0.057714 ENSG00000134851
LILRA3 ENSG00000170866.7 0.291286 0.0958 ENSG00000170866
UROD ENSG00000126088.8 0.484763 0.079995 ENSG00000126088
MSH3 ENSG00000113318.9 0.233901 0.068495 ENSG00000113318
BBS2 ENSG00000125124.7 0.453528 0.07661 ENSG00000125124
GLUD1 ENSG00000148672.7 0.162684 0.069735 ENSG00000148672
IGSF11 ENSG00000144847.8 0.126778 0.074882 ENSG00000144847
MS4A14 ENSG00000166928.6 0.391443 0.075134 ENSG00000166928
C5orf63 ENSG00000164241.9 0.182495 0.06969 ENSG00000164241
PEX6 ENSG00000124587.9 0.575784 0.064477 ENSG00000124587
CPT1B ENSG00000205560.8 0.146802 0.068868 ENSG00000205560
TTC38 ENSG00000075234.12 0.466237 0.086266 ENSG00000075234
CCDC65 ENSG00000139537.6 0.110833 0.060589 ENSG00000139537
KCNJ6 ENSG00000157542.7 0.125269 0.072671 ENSG00000157542
CFHR3 ENSG00000116785.9 0.19861 0.069406 ENSG00000116785
ZBTB5 ENSG00000168795.4 0.109722 0.065683 ENSG00000168795
AP3D1 ENSG00000065000.11 0.120438 0.076359 ENSG00000065000
TAP1 ENSG00000168394.9 0.144475 0.071601 ENSG00000168394
LATS1 ENSG00000131023.8 0.125649 0.077109 ENSG00000131023
BEAN1 ENSG00000166546.9 0.160841 0.075117 ENSG00000166546
GSTO1 ENSG00000148834.8 0.174134 0.079912 ENSG00000148834
MRC1 ENSG00000120586.4 0.190258 0.07426 ENSG00000120586
B3GALNT2 ENSG00000162885.7 0.211252 0.070716 ENSG00000162885
RPS13 ENSG00000110700.2 0.116286 0.066499 ENSG00000110700
DNAH7 ENSG00000118997.9 0.207383 0.069052 ENSG00000118997
CCDC158 ENSG00000163749.13 0.199234 0.074351 ENSG00000163749
ZNF302 ENSG00000089335.16 0.407406 0.077024 ENSG00000089335
XAB2 ENSG00000076924.7 0.184098 0.080925 ENSG00000076924
AP000350.4 ENSG00000218537.1 0.645781 0.060755 ENSG00000218537
TMC2 ENSG00000149488.11 0.28276 0.086132 ENSG00000149488
MYSM1 ENSG00000162601.5 0.136191 0.074338 ENSG00000162601
C10orf129 ENSG00000173124.10 0.41234 0.074021 ENSG00000173124
ISLR2 ENSG00000167178.11 0.176007 0.075056 ENSG00000167178
ATP6AP1L ENSG00000205464.7 0.418676 0.076833 ENSG00000205464
CYB5R1 ENSG00000159348.8 0.113832 0.070588 ENSG00000159348
RFX7 ENSG00000181827.10 0.303956 0.072936 ENSG00000181827
C16orf95 ENSG00000260456.2 0.108485 0.078092 ENSG00000260456
AASDH ENSG00000157426.9 0.135067 0.0694 ENSG00000157426
TM9SF2 ENSG00000125304.8 0.141227 0.072824 ENSG00000125304
CYP4A22 ENSG00000162365.7 0.211422 0.06615 ENSG00000162365
FAM83H ENSG00000180921.6 0.128847 0.070278 ENSG00000180921
WDR63 ENSG00000162643.8 0.196048 0.075769 ENSG00000162643
ZNF197 ENSG00000186448.10 0.127169 0.058079 ENSG00000186448
TMCO3 ENSG00000150403.13 0.120407 0.064481 ENSG00000150403
LMBR1L ENSG00000139636.11 0.157317 0.066464 ENSG00000139636
ZNF814 ENSG00000204514.5 0.220292 0.080941 ENSG00000204514
ARMC10 ENSG00000170632.9 0.222408 0.079977 ENSG00000170632
SMIM14 ENSG00000163683.6 0.110463 0.068766 ENSG00000163683
RP11-59H1.3 ENSG00000255661.2 0.14253 0.078568 ENSG00000255661
GALNT18 ENSG00000110328.5 0.589857 0.083854 ENSG00000110328
DBF4B ENSG00000161692.13 0.49258 0.074522 ENSG00000161692
PPFIA4 ENSG00000143847.11 0.141937 0.069244 ENSG00000143847
PLCE1 ENSG00000138193.9 0.173364 0.075378 ENSG00000138193
GSTM5 ENSG00000134201.6 0.340825 0.089964 ENSG00000134201
PDCD6IP ENSG00000170248.9 0.142099 0.066353 ENSG00000170248
ERAP2 ENSG00000164308.12 0.592066 0.061892 ENSG00000164308
PTPN11 ENSG00000179295.11 0.122031 0.066157 ENSG00000179295
GREM2 ENSG00000180875.4 0.160225 0.083894 ENSG00000180875
KIAA1467 ENSG00000084444.9 0.192389 0.079642 ENSG00000084444
PRR13 ENSG00000205352.6 0.138863 0.072373 ENSG00000205352
SPAG1 ENSG00000104450.8 0.251695 0.074917 ENSG00000104450
MYO7B ENSG00000169994.14 0.133708 0.070098 ENSG00000169994
BZRAP1 ENSG00000005379.11 0.121442 0.063284 ENSG00000005379
MASTL ENSG00000120539.10 0.459439 0.072457 ENSG00000120539
COG4 ENSG00000103051.14 0.11199 0.062244 ENSG00000103051
KIAA1143 ENSG00000163807.4 0.249385 0.07357 ENSG00000163807
MC1R ENSG00000258839.2 0.13551 0.079763 ENSG00000258839
PCOLCE2 ENSG00000163710.3 0.101849 0.069698 ENSG00000163710
PPCDC ENSG00000138621.7 0.218341 0.071949 ENSG00000138621
LRP11 ENSG00000120256.4 0.16389 0.072068 ENSG00000120256
CD33 ENSG00000105383.10 0.125768 0.082911 ENSG00000105383
RPSA ENSG00000168028.9 0.554499 0.069372 ENSG00000168028
UPK3B ENSG00000243566.2 0.352487 0.081541 ENSG00000243566
THSD7B ENSG00000144229.7 0.179777 0.077539 ENSG00000144229
WDR60 ENSG00000126870.11 0.148714 0.063485 ENSG00000126870
HAS1 ENSG00000105509.6 0.157284 0.079988 ENSG00000105509
C6orf164 ENSG00000203871.3 0.270129 0.076244 ENSG00000203871
