AssociatedGeneName EnsemblGeneID h2.SkinSunExposedLowerleg se.SkinSunExposedLowerleg ensid
ATMIN ENSG00000166454.5 0.052843 0.069761 ENSG00000166454
AKR1C1 ENSG00000187134.8 0.217627 0.082782 ENSG00000187134
GBP3 ENSG00000117226.7 0.582885 0.067415 ENSG00000117226
CDHR3 ENSG00000128536.11 0.073434 0.063357 ENSG00000128536
PILRB ENSG00000121716.13 0.417479 0.078266 ENSG00000121716
C15orf57 ENSG00000128891.11 0.398547 0.076928 ENSG00000128891
IFT88 ENSG00000032742.13 0.076571 0.051883 ENSG00000032742
IREB2 ENSG00000136381.8 0.059032 0.04904 ENSG00000136381
ARL14EP ENSG00000152219.4 0.087351 0.054737 ENSG00000152219
VNN1 ENSG00000112299.7 0.053936 0.054002 ENSG00000112299
STXBP2 ENSG00000076944.10 0.11023 0.07153 ENSG00000076944
ANXA8L2 ENSG00000186807.9 0.240403 0.080205 ENSG00000186807
CISD1 ENSG00000122873.7 0.085341 0.059806 ENSG00000122873
GAL ENSG00000069482.6 0.01764 0.040107 ENSG00000069482
TMEM50B ENSG00000142188.12 0.443934 0.071237 ENSG00000142188
SCO2 ENSG00000130489.8 0.013093 0.031677 ENSG00000130489
RAD51C ENSG00000108384.10 0.181109 0.067391 ENSG00000108384
USP53 ENSG00000145390.7 0.099565 0.0547 ENSG00000145390
CAST ENSG00000153113.19 0.135653 0.074354 ENSG00000153113
C17orf97 ENSG00000187624.7 0.675467 0.067976 ENSG00000187624
ARL17B ENSG00000228696.4 0.130571 0.066341 ENSG00000228696
ADAT1 ENSG00000065457.6 0.323014 0.073792 ENSG00000065457
HMGXB3 ENSG00000113716.8 0.068701 0.065996 ENSG00000113716
NME4 ENSG00000103202.8 0.09292 0.067158 ENSG00000103202
GCC2 ENSG00000135968.15 0.356191 0.075293 ENSG00000135968
OPN4 ENSG00000122375.7 0.307749 0.075328 ENSG00000122375
PCDHB11 ENSG00000197479.4 0.154908 0.066388 ENSG00000197479
CYP4F11 ENSG00000171903.11 0.655015 0.060112 ENSG00000171903
QDPR ENSG00000151552.7 0.083607 0.064984 ENSG00000151552
TDGF1 ENSG00000241186.3 0.384936 0.087634 ENSG00000241186
NSFL1C ENSG00000088833.12 0.032989 0.057639 ENSG00000088833
KLK15 ENSG00000174562.9 0.051906 0.078823 ENSG00000174562
FANCA ENSG00000187741.10 0.097132 0.060568 ENSG00000187741
RSPO4 ENSG00000101282.4 0.021732 0.060994 ENSG00000101282
CDC42EP1 ENSG00000128283.6 0.062614 0.06538 ENSG00000128283
UBE2Z ENSG00000159202.13 0.119539 0.061254 ENSG00000159202
GSTM1 ENSG00000134184.8 0.150399 0.086737 ENSG00000134184
ZFP28 ENSG00000196867.3 0.201956 0.075077 ENSG00000196867
TMEM50A ENSG00000183726.6 0.062149 0.059702 ENSG00000183726
YIPF5 ENSG00000145817.12 0.229965 0.072163 ENSG00000145817
CCDC102A ENSG00000135736.5 0.058318 0.069595 ENSG00000135736
KIAA2013 ENSG00000116685.11 0.037436 0.048005 ENSG00000116685
ZNF555 ENSG00000186300.7 0.11868 0.070266 ENSG00000186300
TRIM4 ENSG00000146833.11 0.252191 0.072926 ENSG00000146833
SLC5A4 ENSG00000100191.4 0.254188 0.077974 ENSG00000100191
DTD1 ENSG00000125821.7 0.177681 0.065869 ENSG00000125821
GIMAP5 ENSG00000196329.6 0.07423 0.053149 ENSG00000196329
IQCB1 ENSG00000173226.12 0.324189 0.077539 ENSG00000173226
SIRPB1 ENSG00000101307.11 0.301206 0.090021 ENSG00000101307
MTHFS ENSG00000136371.5 0.277634 0.075656 ENSG00000136371
PLVAP ENSG00000130300.4 0.191532 0.073167 ENSG00000130300
PPIP5K2 ENSG00000145725.14 0.032612 0.035174 ENSG00000145725
VLDLR ENSG00000147852.10 0.02489 0.057221 ENSG00000147852
C10orf107 ENSG00000183346.6 0.341931 0.081402 ENSG00000183346
BCAT1 ENSG00000060982.10 0.093296 0.068178 ENSG00000060982
ASNSD1 ENSG00000138381.5 0.116069 0.060915 ENSG00000138381
PCDHB16 ENSG00000196963.2 0.256444 0.075911 ENSG00000196963
FUT3 ENSG00000171124.8 0.042854 0.065806 ENSG00000171124
TXNDC2 ENSG00000168454.9 0.10751 0.077842 ENSG00000168454
CDH23 ENSG00000107736.15 0.116082 0.076877 ENSG00000107736
CD40 ENSG00000101017.9 0.123197 0.070781 ENSG00000101017
ZNF586 ENSG00000083828.11 0.143093 0.063848 ENSG00000083828
TDRD6 ENSG00000180113.11 0.264679 0.081057 ENSG00000180113
CCDC74A ENSG00000163040.10 0.099213 0.061926 ENSG00000163040
TNFRSF25 ENSG00000215788.5 0.011486 0.036131 ENSG00000215788
GSDMB ENSG00000073605.14 0.023114 0.044533 ENSG00000073605
CD3D ENSG00000167286.5 0.022917 0.045773 ENSG00000167286
RNASEH2C ENSG00000172922.4 0.100638 0.057872 ENSG00000172922
TRIM37 ENSG00000108395.9 0.026106 0.03265 ENSG00000108395
DSCC1 ENSG00000136982.5 0.409934 0.076855 ENSG00000136982
CHML ENSG00000203668.1 0.01415 0.055882 ENSG00000203668
CELF3 ENSG00000159409.10 0.01969 0.041133 ENSG00000159409
SYTL2 ENSG00000137501.12 0.022346 0.042995 ENSG00000137501
ANXA8L1 ENSG00000150165.13 0.379148 0.081918 ENSG00000150165
SLC22A5 ENSG00000197375.8 0.233031 0.073531 ENSG00000197375
KL ENSG00000133116.6 0.045798 0.055577 ENSG00000133116
NIPAL1 ENSG00000163293.7 0.040344 0.041226 ENSG00000163293
ADRBK2 ENSG00000100077.9 0.126912 0.07503 ENSG00000100077
DDX11 ENSG00000013573.12 0.814982 0.034836 ENSG00000013573
RCBTB1 ENSG00000136144.7 0.225795 0.078551 ENSG00000136144
NR2F6 ENSG00000160113.5 0.178911 0.078097 ENSG00000160113
ZNF589 ENSG00000164048.9 0.478866 0.092449 ENSG00000164048
C22orf43 ENSG00000189269.7 0.644922 0.062134 ENSG00000189269
ZNF605 ENSG00000196458.6 0.137316 0.069575 ENSG00000196458
TMEM230 ENSG00000089063.10 0.420129 0.083472 ENSG00000089063
BSG ENSG00000172270.14 0.170566 0.082036 ENSG00000172270
C1orf87 ENSG00000162598.9 0.037679 0.0524 ENSG00000162598
ANKRD49 ENSG00000168876.4 0.017277 0.050787 ENSG00000168876
SLC35D1 ENSG00000116704.6 0.010018 0.040666 ENSG00000116704
SLC25A51 ENSG00000122696.8 0.156421 0.062483 ENSG00000122696
PTMS ENSG00000159335.11 0.061049 0.065851 ENSG00000159335
ATP6V0E2 ENSG00000171130.13 0.388558 0.084839 ENSG00000171130
SH3BP1 ENSG00000100092.16 0.10849 0.071436 ENSG00000100092
CYP4F12 ENSG00000186204.9 0.345732 0.078675 ENSG00000186204
PLEC ENSG00000178209.10 0.057132 0.044671 ENSG00000178209
FTSJ3 ENSG00000108592.12 0.279052 0.070113 ENSG00000108592
ZNF554 ENSG00000172006.7 0.461684 0.08037 ENSG00000172006
RNF17 ENSG00000132972.13 0.172122 0.075175 ENSG00000132972
LMBR1 ENSG00000105983.14 0.021309 0.050946 ENSG00000105983
PGM1 ENSG00000079739.11 0.090636 0.062242 ENSG00000079739
MFNG ENSG00000100060.13 0.060093 0.061837 ENSG00000100060
LRRC8B ENSG00000197147.8 0.212935 0.068859 ENSG00000197147
PANK3 ENSG00000120137.6 0.049713 0.061742 ENSG00000120137
RAVER2 ENSG00000162437.10 0.053587 0.053115 ENSG00000162437
ZNF783 ENSG00000204946.5 0.159035 0.072539 ENSG00000204946
PDZRN3 ENSG00000121440.10 0.087648 0.070405 ENSG00000121440
VPS28 ENSG00000160948.9 0.246634 0.086157 ENSG00000160948
SERPINC1 ENSG00000117601.9 0.135086 0.066992 ENSG00000117601
GSDMA ENSG00000167914.6 0.042343 0.042126 ENSG00000167914
EIF4G3 ENSG00000075151.15 0.077081 0.069571 ENSG00000075151
ANO10 ENSG00000160746.8 0.047125 0.048751 ENSG00000160746
PI3 ENSG00000124102.4 0.037176 0.065066 ENSG00000124102
CHAF1A ENSG00000167670.11 0.217257 0.074715 ENSG00000167670
SERPINA12 ENSG00000165953.5 0.07612 0.075286 ENSG00000165953
SRD5A3 ENSG00000128039.6 0.311412 0.083828 ENSG00000128039
YTHDC2 ENSG00000047188.11 0.130374 0.06081 ENSG00000047188
ZNF763 ENSG00000197054.7 0.052326 0.05654 ENSG00000197054
PCSK9 ENSG00000169174.9 0.058302 0.058871 ENSG00000169174
NUTM2B ENSG00000188199.6 0.175912 0.070633 ENSG00000188199
PDXK ENSG00000160209.13 0.133647 0.082337 ENSG00000160209
SACM1L ENSG00000211456.6 0.060981 0.050453 ENSG00000211456
TARBP1 ENSG00000059588.5 0.0909 0.07052 ENSG00000059588
IRF6 ENSG00000117595.6 0.013116 0.037998 ENSG00000117595
KLHL10 ENSG00000161594.6 0.020665 0.03704 ENSG00000161594
C15orf27 ENSG00000169758.8 0.0109 0.024239 ENSG00000169758
TNNT1 ENSG00000105048.12 0.236562 0.092498 ENSG00000105048
POMZP3 ENSG00000146707.10 0.727765 0.051923 ENSG00000146707
DDT ENSG00000099977.9 0.14707 0.076437 ENSG00000099977
SUPT4H1 ENSG00000213246.2 0.126177 0.062808 ENSG00000213246
C1QTNF7 ENSG00000163145.8 0.114658 0.062553 ENSG00000163145
SEC16A ENSG00000148396.14 0.103453 0.064337 ENSG00000148396
FAM27A ENSG00000182368.4 0.099545 0.100873 ENSG00000182368
TRIOBP ENSG00000100106.15 0.082913 0.06503 ENSG00000100106
LGALS2 ENSG00000100079.5 0.082732 0.066451 ENSG00000100079
RPH3AL ENSG00000181031.11 0.064899 0.072697 ENSG00000181031
SPG20 ENSG00000133104.8 0.033284 0.045454 ENSG00000133104
C1QTNF6 ENSG00000133466.9 0.283109 0.080493 ENSG00000133466
GIMAP4 ENSG00000133574.5 0.089299 0.059727 ENSG00000133574
CAT ENSG00000121691.4 0.260927 0.077938 ENSG00000121691
PTPRN2 ENSG00000155093.13 0.096896 0.063496 ENSG00000155093
PODN ENSG00000174348.9 0.023947 0.046913 ENSG00000174348
LHFPL3 ENSG00000187416.7 0.046129 0.055803 ENSG00000187416
POLR2E ENSG00000099817.7 0.137828 0.081612 ENSG00000099817
CLCN1 ENSG00000188037.6 0.027857 0.038038 ENSG00000188037
INSIG1 ENSG00000186480.8 0.106736 0.072078 ENSG00000186480
UBR3 ENSG00000144357.12 0.012339 0.040711 ENSG00000144357
SLC28A2 ENSG00000137860.7 0.088068 0.052856 ENSG00000137860
ACOX3 ENSG00000087008.11 0.024397 0.054485 ENSG00000087008
THOC1 ENSG00000079134.7 0.014393 0.048385 ENSG00000079134
ZNF296 ENSG00000170684.4 0.046071 0.063925 ENSG00000170684
CRTC1 ENSG00000105662.11 0.01785 0.038127 ENSG00000105662
PSMB8 ENSG00000204264.4 0.063803 0.054188 ENSG00000204264
HTRA3 ENSG00000170801.5 0.093837 0.073811 ENSG00000170801
CPSF3 ENSG00000119203.9 0.014243 0.035606 ENSG00000119203
PCGF5 ENSG00000180628.10 0.254979 0.0797 ENSG00000180628
ITIH2 ENSG00000151655.13 0.332308 0.082524 ENSG00000151655
TRIB2 ENSG00000071575.7 0.015227 0.033767 ENSG00000071575
TBC1D10C ENSG00000175463.7 0.013791 0.045204 ENSG00000175463
ESYT2 ENSG00000117868.11 0.094467 0.058214 ENSG00000117868
SLC25A27 ENSG00000153291.11 0.324104 0.082728 ENSG00000153291
FAM19A2 ENSG00000198673.6 0.04501 0.0506 ENSG00000198673
RGS14 ENSG00000169220.13 0.274687 0.07619 ENSG00000169220
CCDC146 ENSG00000135205.10 0.010379 0.038255 ENSG00000135205
ADAMTS7 ENSG00000136378.10 0.073827 0.057747 ENSG00000136378
ZNF333 ENSG00000160961.7 0.071522 0.067524 ENSG00000160961
C19orf25 ENSG00000119559.11 0.051555 0.064664 ENSG00000119559
ABCC8 ENSG00000006071.7 0.124957 0.074029 ENSG00000006071
SGIP1 ENSG00000118473.17 0.035685 0.037168 ENSG00000118473
WDR19 ENSG00000157796.13 0.073861 0.059383 ENSG00000157796
FLVCR1 ENSG00000162769.8 0.126554 0.066039 ENSG00000162769
TAF1C ENSG00000103168.12 0.229726 0.086914 ENSG00000103168
FCRLB ENSG00000162746.10 0.14303 0.075386 ENSG00000162746
FAM227A ENSG00000184949.10 0.340028 0.071524 ENSG00000184949
HDDC2 ENSG00000111906.12 0.335203 0.075065 ENSG00000111906
H1F0 ENSG00000189060.4 0.023356 0.047349 ENSG00000189060
ZNF320 ENSG00000182986.8 0.37111 0.090903 ENSG00000182986
PM20D1 ENSG00000162877.8 0.064934 0.051462 ENSG00000162877
RASL11A ENSG00000122035.6 0.027428 0.052355 ENSG00000122035
LRRC43 ENSG00000158113.8 0.205257 0.075507 ENSG00000158113
DCTN4 ENSG00000132912.8 0.024319 0.057223 ENSG00000132912
L1TD1 ENSG00000240563.1 0.258471 0.086598 ENSG00000240563
FAM196B ENSG00000204767.3 0.095204 0.075806 ENSG00000204767
IL21R ENSG00000103522.11 0.065123 0.064278 ENSG00000103522
CCDC66 ENSG00000180376.12 0.086499 0.065096 ENSG00000180376
SYNGR1 ENSG00000100321.10 0.05005 0.053318 ENSG00000100321
POU6F1 ENSG00000184271.11 0.09078 0.071186 ENSG00000184271
TMEM223 ENSG00000168569.7 0.066329 0.057869 ENSG00000168569
SETD8 ENSG00000183955.8 0.057129 0.050143 ENSG00000183955
SDCCAG8 ENSG00000054282.11 0.067481 0.053592 ENSG00000054282
CNOT3 ENSG00000088038.13 0.029472 0.066057 ENSG00000088038
CDC42BPA ENSG00000143776.14 0.056939 0.04334 ENSG00000143776
GTF3A ENSG00000122034.8 0.16678 0.079677 ENSG00000122034
AP3M1 ENSG00000185009.8 0.023524 0.032656 ENSG00000185009
ECHDC2 ENSG00000121310.12 0.052477 0.0523 ENSG00000121310
ATP8A1 ENSG00000124406.12 0.305672 0.081904 ENSG00000124406
FAAH ENSG00000117480.11 0.274641 0.084071 ENSG00000117480
NPTXR ENSG00000221890.2 0.01246 0.043742 ENSG00000221890
TRIB3 ENSG00000101255.6 0.089407 0.07446 ENSG00000101255
GSTK1 ENSG00000197448.9 0.050275 0.056526 ENSG00000197448
RNF166 ENSG00000158717.6 0.238789 0.079415 ENSG00000158717
CD55 ENSG00000196352.9 0.017166 0.038136 ENSG00000196352
SNX31 ENSG00000174226.4 0.03635 0.055687 ENSG00000174226
PCP2 ENSG00000174788.5 0.283401 0.077301 ENSG00000174788
GPR114 ENSG00000159618.11 0.128127 0.077004 ENSG00000159618
ARFGAP3 ENSG00000242247.6 0.042785 0.044267 ENSG00000242247
SIRPD ENSG00000125900.8 0.019173 0.06574 ENSG00000125900
NSMAF ENSG00000035681.3 0.141929 0.079977 ENSG00000035681
MTL5 ENSG00000132749.6 0.05923 0.058604 ENSG00000132749
HS2ST1 ENSG00000153936.12 0.063224 0.049907 ENSG00000153936
EFCAB13 ENSG00000178852.11 0.171542 0.066348 ENSG00000178852
CLEC18C ENSG00000157335.15 0.204595 0.07205 ENSG00000157335
SCAP ENSG00000114650.14 0.063442 0.042429 ENSG00000114650
FAS ENSG00000026103.15 0.205179 0.075781 ENSG00000026103
SYTL1 ENSG00000142765.13 0.031388 0.046801 ENSG00000142765
PSAT1 ENSG00000135069.9 0.159935 0.073279 ENSG00000135069
RHPN1 ENSG00000158106.8 0.349651 0.084827 ENSG00000158106
EPO ENSG00000130427.2 0.111897 0.057271 ENSG00000130427
GSAP ENSG00000186088.11 0.067401 0.060088 ENSG00000186088
THRSP ENSG00000151365.2 0.01948 0.044142 ENSG00000151365
KLK8 ENSG00000129455.11 0.203652 0.096199 ENSG00000129455
ASB8 ENSG00000177981.6 0.070517 0.053951 ENSG00000177981
NUP43 ENSG00000120253.9 0.14355 0.065651 ENSG00000120253
SEC22A ENSG00000121542.7 0.297794 0.0724 ENSG00000121542
ARPC1B ENSG00000130429.8 0.044563 0.056781 ENSG00000130429
ARHGEF35 ENSG00000213214.3 0.54889 0.067885 ENSG00000213214
XRCC6BP1 ENSG00000166896.3 0.076085 0.066789 ENSG00000166896
MYO16 ENSG00000041515.11 0.24297 0.086272 ENSG00000041515
SULT1A1 ENSG00000196502.7 0.135524 0.060893 ENSG00000196502
LURAP1L ENSG00000153714.5 0.026523 0.042459 ENSG00000153714
PROK1 ENSG00000143125.5 0.161906 0.074374 ENSG00000143125
FARP1 ENSG00000152767.11 0.085268 0.060277 ENSG00000152767
ACTR3B ENSG00000133627.13 0.083116 0.075305 ENSG00000133627
TTC18 ENSG00000156042.13 0.255348 0.083192 ENSG00000156042
SELV ENSG00000186838.9 0.023668 0.05817 ENSG00000186838
RLF ENSG00000117000.8 0.114826 0.060768 ENSG00000117000
CLN6 ENSG00000128973.7 0.193378 0.066274 ENSG00000128973
TMOD3 ENSG00000138594.8 0.160719 0.070149 ENSG00000138594
FBXW2 ENSG00000119402.11 0.020396 0.058192 ENSG00000119402
ERP27 ENSG00000139055.2 0.522302 0.067535 ENSG00000139055
PKD2 ENSG00000118762.3 0.033772 0.043007 ENSG00000118762
GNMT ENSG00000124713.5 0.156524 0.071648 ENSG00000124713
FBXO43 ENSG00000156509.9 0.015895 0.036055 ENSG00000156509
C19orf40 ENSG00000131944.5 0.047685 0.055508 ENSG00000131944
PLD1 ENSG00000075651.11 0.013789 0.044226 ENSG00000075651
SIGMAR1 ENSG00000147955.12 0.067832 0.053279 ENSG00000147955
HEBP1 ENSG00000013583.4 0.04888 0.060161 ENSG00000013583
CCAR1 ENSG00000060339.9 0.044773 0.051485 ENSG00000060339
MRI1 ENSG00000037757.9 0.577567 0.076826 ENSG00000037757
ZNF419 ENSG00000105136.15 0.343931 0.070186 ENSG00000105136
REN ENSG00000143839.12 0.216922 0.089048 ENSG00000143839
SULT1C2 ENSG00000198203.5 0.351734 0.089294 ENSG00000198203
PCDH1 ENSG00000156453.9 0.038785 0.059294 ENSG00000156453
ATF2 ENSG00000115966.12 0.025297 0.038555 ENSG00000115966
TOP1MT ENSG00000184428.8 0.213882 0.076176 ENSG00000184428
BIK ENSG00000100290.2 0.02826 0.041905 ENSG00000100290
SPRY2 ENSG00000136158.6 0.028043 0.040995 ENSG00000136158
TTC28 ENSG00000100154.10 0.133199 0.076743 ENSG00000100154
CTH ENSG00000116761.7 0.03994 0.044908 ENSG00000116761
LURAP1 ENSG00000171357.5 0.100839 0.061368 ENSG00000171357
