AssociatedGeneName EnsemblGeneID h2.Thyroid se.Thyroid ensid
GSTT2 ENSG00000099984.6 0.61359 0.065078 ENSG00000099984
UBE2U ENSG00000177414.8 0.25665 0.083464 ENSG00000177414
NAV1 ENSG00000134369.11 0.060845 0.06469 ENSG00000134369
GSTT2B ENSG00000133433.6 0.604297 0.070581 ENSG00000133433
A4GALT ENSG00000128274.11 0.15618 0.079341 ENSG00000128274
MCOLN2 ENSG00000153898.8 0.589349 0.068175 ENSG00000153898
SPATA20 ENSG00000006282.15 0.459862 0.082097 ENSG00000006282
OPRL1 ENSG00000125510.11 0.186013 0.080299 ENSG00000125510
SLC26A8 ENSG00000112053.9 0.555732 0.069557 ENSG00000112053
C8orf31 ENSG00000177335.6 0.206146 0.07968 ENSG00000177335
SLC28A3 ENSG00000197506.6 0.036216 0.055125 ENSG00000197506
PSD4 ENSG00000125637.10 0.192989 0.073987 ENSG00000125637
DCBLD1 ENSG00000164465.14 0.280196 0.075346 ENSG00000164465
CNTNAP3B ENSG00000154529.10 0.596162 0.132153 ENSG00000154529
RNASET2 ENSG00000026297.11 0.171712 0.078044 ENSG00000026297
KRT38 ENSG00000171360.3 0.069173 0.055705 ENSG00000171360
RDH13 ENSG00000160439.10 0.312508 0.100728 ENSG00000160439
AGAP7 ENSG00000204169.6 0.62693 0.074762 ENSG00000204169
NSUN4 ENSG00000117481.5 0.053549 0.04807 ENSG00000117481
APOBEC3G ENSG00000239713.3 0.494091 0.077159 ENSG00000239713
GSTM4 ENSG00000168765.11 0.052035 0.059699 ENSG00000168765
HOXB2 ENSG00000173917.9 0.194293 0.078336 ENSG00000173917
NUDT7 ENSG00000140876.7 0.053918 0.072198 ENSG00000140876
LRRC61 ENSG00000127399.10 0.438588 0.074847 ENSG00000127399
FADS2 ENSG00000134824.9 0.346104 0.087419 ENSG00000134824
LRRC37A ENSG00000176681.10 0.478085 0.08512 ENSG00000176681
SMTNL1 ENSG00000214872.4 0.422365 0.083324 ENSG00000214872
RFWD3 ENSG00000168411.9 0.230654 0.078926 ENSG00000168411
TFIP11 ENSG00000100109.12 0.115552 0.084216 ENSG00000100109
C10orf128 ENSG00000204161.9 0.062224 0.059971 ENSG00000204161
CORIN ENSG00000145244.7 0.01568 0.037321 ENSG00000145244
TMEM9 ENSG00000116857.11 0.491631 0.084111 ENSG00000116857
CCDC15 ENSG00000149548.10 0.215015 0.082347 ENSG00000149548
NT5C3B ENSG00000141698.12 0.321955 0.084656 ENSG00000141698
ADCK3 ENSG00000163050.11 0.072041 0.055116 ENSG00000163050
KNSTRN ENSG00000128944.8 0.189308 0.081115 ENSG00000128944
FCGR2B ENSG00000072694.14 0.041091 0.055826 ENSG00000072694
MYCBPAP ENSG00000136449.9 0.164244 0.078225 ENSG00000136449
CTSW ENSG00000172543.3 0.486634 0.074667 ENSG00000172543
NT5E ENSG00000135318.7 0.400794 0.076832 ENSG00000135318
ADAD2 ENSG00000140955.6 0.184355 0.096455 ENSG00000140955
CES1 ENSG00000198848.8 0.371682 0.096454 ENSG00000198848
ZNF436 ENSG00000125945.9 0.336683 0.094356 ENSG00000125945
HPR ENSG00000261701.2 0.160629 0.065058 ENSG00000261701
CNTNAP2 ENSG00000174469.13 0.024374 0.059099 ENSG00000174469
HAUS4 ENSG00000092036.12 0.303269 0.083732 ENSG00000092036
EHMT1 ENSG00000181090.13 0.02282 0.04644 ENSG00000181090
GRHPR ENSG00000137106.13 0.287286 0.088411 ENSG00000137106
KIF16B ENSG00000089177.13 0.400388 0.078125 ENSG00000089177
BAMBI ENSG00000095739.7 0.107789 0.076381 ENSG00000095739
LILRA4 ENSG00000239961.2 0.09312 0.084495 ENSG00000239961
H3F3A ENSG00000163041.5 0.442562 0.085737 ENSG00000163041
KIAA1715 ENSG00000144320.9 0.198961 0.08097 ENSG00000144320
DNAAF1 ENSG00000154099.13 0.225756 0.097318 ENSG00000154099
QRSL1 ENSG00000130348.7 0.545538 0.070793 ENSG00000130348
STOX1 ENSG00000165730.10 0.145647 0.068207 ENSG00000165730
PLA2G4C ENSG00000105499.9 0.443729 0.086998 ENSG00000105499
CYP2D6 ENSG00000100197.16 0.47696 0.079272 ENSG00000100197
DHFR ENSG00000228716.2 0.336216 0.080599 ENSG00000228716
SLC1A7 ENSG00000162383.7 0.093258 0.064083 ENSG00000162383
CNGA1 ENSG00000198515.9 0.408856 0.075229 ENSG00000198515
NUP133 ENSG00000069248.8 0.169064 0.072036 ENSG00000069248
G6PC2 ENSG00000152254.6 0.293931 0.080587 ENSG00000152254
NUPR1 ENSG00000176046.7 0.052768 0.051535 ENSG00000176046
APIP ENSG00000149089.8 0.689175 0.054514 ENSG00000149089
SAMD12 ENSG00000177570.9 0.317104 0.088341 ENSG00000177570
LRRC37A2 ENSG00000238083.3 0.513753 0.081643 ENSG00000238083
ZNF641 ENSG00000167528.8 0.152525 0.058119 ENSG00000167528
TUFM ENSG00000178952.4 0.193978 0.067818 ENSG00000178952
PRSS46 ENSG00000261603.1 0.574604 0.077188 ENSG00000261603
RRP7A ENSG00000189306.6 0.454409 0.093163 ENSG00000189306
ARHGAP22 ENSG00000128805.10 0.032872 0.049394 ENSG00000128805
LIMS2 ENSG00000072163.14 0.086979 0.069249 ENSG00000072163
WASH4P ENSG00000234769.4 0.087159 0.083814 ENSG00000234769
ANKRD34B ENSG00000189127.3 0.061076 0.054053 ENSG00000189127
ORC6 ENSG00000091651.4 0.010555 0.020079 ENSG00000091651
CCDC109B ENSG00000005059.11 0.089854 0.062936 ENSG00000005059
PCYOX1L ENSG00000145882.6 0.237446 0.095061 ENSG00000145882
CDS2 ENSG00000101290.9 0.031912 0.066789 ENSG00000101290
SMIM20 ENSG00000250317.4 0.348148 0.088711 ENSG00000250317
C8B ENSG00000021852.8 0.091551 0.070432 ENSG00000021852
AL359195.1 ENSG00000204038.3 0.188132 0.075929 ENSG00000204038
PKP4 ENSG00000144283.17 0.086564 0.058731 ENSG00000144283
TACSTD2 ENSG00000184292.5 0.183187 0.068869 ENSG00000184292
GM2A ENSG00000196743.4 0.032437 0.056111 ENSG00000196743
COLGALT2 ENSG00000198756.6 0.036502 0.048917 ENSG00000198756
PCDHB8 ENSG00000120322.2 0.28582 0.077019 ENSG00000120322
ZNF266 ENSG00000174652.13 0.54178 0.065497 ENSG00000174652
MCMDC2 ENSG00000178460.13 0.11252 0.084351 ENSG00000178460
WARS ENSG00000140105.13 0.066188 0.065868 ENSG00000140105
APOL4 ENSG00000100336.13 0.455956 0.085243 ENSG00000100336
LCK ENSG00000182866.12 0.042466 0.071416 ENSG00000182866
NTPCR ENSG00000135778.6 0.327899 0.091418 ENSG00000135778
PTK7 ENSG00000112655.11 0.090284 0.07398 ENSG00000112655
FAM84B ENSG00000168672.3 0.035865 0.056429 ENSG00000168672
ABHD4 ENSG00000100439.6 0.052487 0.071984 ENSG00000100439
ETV7 ENSG00000010030.9 0.116977 0.072572 ENSG00000010030
POLR2J ENSG00000005075.11 0.294313 0.082926 ENSG00000005075
MOSPD3 ENSG00000106330.7 0.01074 0.032287 ENSG00000106330
PMM2 ENSG00000140650.7 0.059773 0.067162 ENSG00000140650
ATMIN ENSG00000166454.5 0.143923 0.078407 ENSG00000166454
GBP3 ENSG00000117226.7 0.639031 0.064119 ENSG00000117226
CDHR3 ENSG00000128536.11 0.014806 0.051598 ENSG00000128536
PILRB ENSG00000121716.13 0.476155 0.078884 ENSG00000121716
C15orf57 ENSG00000128891.11 0.291887 0.079525 ENSG00000128891
IFT88 ENSG00000032742.13 0.112735 0.060472 ENSG00000032742
IREB2 ENSG00000136381.8 0.015644 0.047018 ENSG00000136381
ARL14EP ENSG00000152219.4 0.232956 0.074777 ENSG00000152219
VNN1 ENSG00000112299.7 0.215333 0.081705 ENSG00000112299
STXBP2 ENSG00000076944.10 0.17327 0.088533 ENSG00000076944
GSTM2 ENSG00000213366.8 0.048029 0.060663 ENSG00000213366
FAM181A ENSG00000140067.6 0.073663 0.072251 ENSG00000140067
RBM43 ENSG00000184898.6 0.031707 0.042313 ENSG00000184898
CISD1 ENSG00000122873.7 0.167921 0.068132 ENSG00000122873
GAL ENSG00000069482.6 0.010421 0.041213 ENSG00000069482
TMEM50B ENSG00000142188.12 0.240124 0.073342 ENSG00000142188
SCO2 ENSG00000130489.8 0.048076 0.060871 ENSG00000130489
SYF2 ENSG00000117614.5 0.217429 0.085333 ENSG00000117614
RAD51C ENSG00000108384.10 0.17609 0.069442 ENSG00000108384
BRD7 ENSG00000166164.11 0.056522 0.06486 ENSG00000166164
CAST ENSG00000153113.19 0.199375 0.077067 ENSG00000153113
C17orf97 ENSG00000187624.7 0.656922 0.071842 ENSG00000187624
ARL17B ENSG00000228696.4 0.144594 0.072079 ENSG00000228696
GLIS3 ENSG00000107249.17 0.14142 0.083118 ENSG00000107249
ISL2 ENSG00000159556.5 0.041502 0.044392 ENSG00000159556
ADAT1 ENSG00000065457.6 0.417884 0.075338 ENSG00000065457
HMGXB3 ENSG00000113716.8 0.187601 0.078784 ENSG00000113716
TJP2 ENSG00000119139.12 0.109065 0.06796 ENSG00000119139
GCC2 ENSG00000135968.15 0.477475 0.079712 ENSG00000135968
TNFAIP6 ENSG00000123610.3 0.012827 0.037752 ENSG00000123610
OPN4 ENSG00000122375.7 0.19659 0.078886 ENSG00000122375
PCDHB11 ENSG00000197479.4 0.250527 0.077087 ENSG00000197479
CYP4F11 ENSG00000171903.11 0.629758 0.061339 ENSG00000171903
QDPR ENSG00000151552.7 0.293172 0.083014 ENSG00000151552
TDGF1 ENSG00000241186.3 0.041449 0.052559 ENSG00000241186
NSFL1C ENSG00000088833.12 0.18061 0.08473 ENSG00000088833
KLK15 ENSG00000174562.9 0.064173 0.076755 ENSG00000174562
FANCA ENSG00000187741.10 0.050396 0.052808 ENSG00000187741
RSPO4 ENSG00000101282.4 0.101799 0.074575 ENSG00000101282
MAML3 ENSG00000196782.8 0.10586 0.076694 ENSG00000196782
UBE2Z ENSG00000159202.13 0.010569 0.036444 ENSG00000159202
GSTM1 ENSG00000134184.8 0.192668 0.093601 ENSG00000134184
COG1 ENSG00000166685.7 0.177131 0.077683 ENSG00000166685
ZFP28 ENSG00000196867.3 0.051558 0.062178 ENSG00000196867
YIPF5 ENSG00000145817.12 0.092458 0.066833 ENSG00000145817
CCDC102A ENSG00000135736.5 0.043683 0.061584 ENSG00000135736
FADS1 ENSG00000149485.12 0.080743 0.060966 ENSG00000149485
TRIM4 ENSG00000146833.11 0.425127 0.077731 ENSG00000146833
SLC5A4 ENSG00000100191.4 0.42993 0.083112 ENSG00000100191
DTD1 ENSG00000125821.7 0.168723 0.074371 ENSG00000125821
IQCB1 ENSG00000173226.12 0.287803 0.073664 ENSG00000173226
SIRPB1 ENSG00000101307.11 0.40313 0.089603 ENSG00000101307
PDSS1 ENSG00000148459.11 0.028222 0.045954 ENSG00000148459
PPARGC1A ENSG00000109819.4 0.061642 0.063532 ENSG00000109819
FRRS1 ENSG00000156869.8 0.081354 0.057956 ENSG00000156869
COG5 ENSG00000164597.9 0.046874 0.046091 ENSG00000164597
MTHFS ENSG00000136371.5 0.149729 0.075366 ENSG00000136371
ASB3 ENSG00000270898.1 0.023705 0.039197 ENSG00000270898
PPIP5K2 ENSG00000145725.14 0.091902 0.056504 ENSG00000145725
VLDLR ENSG00000147852.10 0.265356 0.08573 ENSG00000147852
C10orf107 ENSG00000183346.6 0.451006 0.077332 ENSG00000183346
BCAT1 ENSG00000060982.10 0.135124 0.076662 ENSG00000060982
USP37 ENSG00000135913.6 0.051307 0.067162 ENSG00000135913
ASNSD1 ENSG00000138381.5 0.312413 0.075475 ENSG00000138381
PCDHB16 ENSG00000196963.2 0.381631 0.080511 ENSG00000196963
ZFP90 ENSG00000184939.10 0.048281 0.046265 ENSG00000184939
CD40 ENSG00000101017.9 0.104045 0.073598 ENSG00000101017
ZNF586 ENSG00000083828.11 0.156856 0.071147 ENSG00000083828
TDRD6 ENSG00000180113.11 0.299404 0.081233 ENSG00000180113
CCDC74A ENSG00000163040.10 0.136105 0.068511 ENSG00000163040
RNASEH2C ENSG00000172922.4 0.064495 0.048501 ENSG00000172922
TRIM37 ENSG00000108395.9 0.101382 0.053651 ENSG00000108395
DSCC1 ENSG00000136982.5 0.423156 0.078215 ENSG00000136982
VPS36 ENSG00000136100.8 0.150199 0.076701 ENSG00000136100
CHML ENSG00000203668.1 0.10503 0.078473 ENSG00000203668
ANKDD1A ENSG00000166839.12 0.103675 0.067911 ENSG00000166839
PPP1R16A ENSG00000160972.5 0.010419 0.027874 ENSG00000160972
ORAI2 ENSG00000160991.10 0.010053 0.041595 ENSG00000160991
SLC22A5 ENSG00000197375.8 0.028594 0.040906 ENSG00000197375
NIPAL1 ENSG00000163293.7 0.122997 0.064266 ENSG00000163293
ADRBK2 ENSG00000100077.9 0.045065 0.064009 ENSG00000100077
DDX11 ENSG00000013573.12 0.830956 0.035482 ENSG00000013573
RCBTB1 ENSG00000136144.7 0.197238 0.076887 ENSG00000136144
ZNF589 ENSG00000164048.9 0.261514 0.082014 ENSG00000164048
C22orf43 ENSG00000189269.7 0.678403 0.062274 ENSG00000189269
ZNF605 ENSG00000196458.6 0.145011 0.064817 ENSG00000196458
TMEM230 ENSG00000089063.10 0.481357 0.08593 ENSG00000089063
C4BPA ENSG00000123838.6 0.091351 0.067743 ENSG00000123838
SLC35D1 ENSG00000116704.6 0.066606 0.059088 ENSG00000116704
SLC25A51 ENSG00000122696.8 0.175247 0.066474 ENSG00000122696
ATP6V0E2 ENSG00000171130.13 0.213685 0.09629 ENSG00000171130
RNF141 ENSG00000110315.2 0.156191 0.075998 ENSG00000110315
CYP4F12 ENSG00000186204.9 0.159625 0.075005 ENSG00000186204
PLEC ENSG00000178209.10 0.322646 0.07255 ENSG00000178209
FTSJ3 ENSG00000108592.12 0.295079 0.072812 ENSG00000108592
CLEC4A ENSG00000111729.8 0.104316 0.077722 ENSG00000111729
ZNF554 ENSG00000172006.7 0.198727 0.077552 ENSG00000172006
RNF17 ENSG00000132972.13 0.081887 0.068579 ENSG00000132972
LMBR1 ENSG00000105983.14 0.061718 0.072054 ENSG00000105983
BICD2 ENSG00000185963.9 0.024898 0.046237 ENSG00000185963
ERO1LB ENSG00000086619.9 0.063281 0.058001 ENSG00000086619
PI16 ENSG00000164530.9 0.056954 0.062122 ENSG00000164530
LRRC8B ENSG00000197147.8 0.055841 0.05669 ENSG00000197147
SLC25A26 ENSG00000144741.12 0.394009 0.085795 ENSG00000144741
RAVER2 ENSG00000162437.10 0.245524 0.080789 ENSG00000162437
CRYGN ENSG00000127377.4 0.2069 0.091481 ENSG00000127377
COX6B2 ENSG00000160471.7 0.145293 0.085474 ENSG00000160471
ZNF783 ENSG00000204946.5 0.322056 0.080659 ENSG00000204946
VPS28 ENSG00000160948.9 0.053184 0.059877 ENSG00000160948
PRF1 ENSG00000180644.6 0.110979 0.076346 ENSG00000180644
SERPINC1 ENSG00000117601.9 0.116979 0.062363 ENSG00000117601
GSDMA ENSG00000167914.6 0.300726 0.07807 ENSG00000167914
HSD17B7 ENSG00000132196.8 0.139097 0.081032 ENSG00000132196
TOB1 ENSG00000141232.4 0.106926 0.072761 ENSG00000141232
ANO10 ENSG00000160746.8 0.042431 0.045523 ENSG00000160746
SAYSD1 ENSG00000112167.5 0.014314 0.050476 ENSG00000112167
BNC2 ENSG00000173068.13 0.150576 0.08212 ENSG00000173068
CHAF1A ENSG00000167670.11 0.366863 0.085488 ENSG00000167670
UBN2 ENSG00000157741.9 0.01424 0.045228 ENSG00000157741
SRD5A3 ENSG00000128039.6 0.440956 0.091287 ENSG00000128039
YTHDC2 ENSG00000047188.11 0.067557 0.048255 ENSG00000047188
ZNF763 ENSG00000197054.7 0.076534 0.065969 ENSG00000197054
NUTM2B ENSG00000188199.6 0.257414 0.080254 ENSG00000188199
SACM1L ENSG00000211456.6 0.313614 0.072752 ENSG00000211456
KLHL10 ENSG00000161594.6 0.363714 0.079605 ENSG00000161594
C15orf27 ENSG00000169758.8 0.019543 0.033761 ENSG00000169758
FBN1 ENSG00000166147.9 0.038497 0.053415 ENSG00000166147
POMZP3 ENSG00000146707.10 0.675582 0.058502 ENSG00000146707
DDT ENSG00000099977.9 0.216598 0.082812 ENSG00000099977
SUPT4H1 ENSG00000213246.2 0.109189 0.064738 ENSG00000213246
C1QTNF7 ENSG00000163145.8 0.040144 0.058834 ENSG00000163145
SEC16A ENSG00000148396.14 0.20174 0.078078 ENSG00000148396
FAM27A ENSG00000182368.4 0.014844 0.026117 ENSG00000182368
TRIOBP ENSG00000100106.15 0.356256 0.080506 ENSG00000100106
LGALS2 ENSG00000100079.5 0.042169 0.061579 ENSG00000100079
RPH3AL ENSG00000181031.11 0.312074 0.093026 ENSG00000181031
SPG20 ENSG00000133104.8 0.028454 0.041519 ENSG00000133104
C1QTNF6 ENSG00000133466.9 0.182007 0.089892 ENSG00000133466
GFM2 ENSG00000164347.13 0.014064 0.033916 ENSG00000164347
CAT ENSG00000121691.4 0.372359 0.077646 ENSG00000121691
UGT2B15 ENSG00000196620.4 0.028878 0.039888 ENSG00000196620
PTPRN2 ENSG00000155093.13 0.080463 0.066495 ENSG00000155093
ARHGEF25 ENSG00000240771.2 0.021946 0.052338 ENSG00000240771
PODN ENSG00000174348.9 0.079629 0.058793 ENSG00000174348
POLR2E ENSG00000099817.7 0.275566 0.100035 ENSG00000099817
FKBP8 ENSG00000105701.10 0.047508 0.05807 ENSG00000105701
SLC25A25 ENSG00000148339.8 0.045248 0.059128 ENSG00000148339
UBR3 ENSG00000144357.12 0.162709 0.071761 ENSG00000144357
SLC28A2 ENSG00000137860.7 0.278181 0.078312 ENSG00000137860
ACOX3 ENSG00000087008.11 0.321338 0.089374 ENSG00000087008
OVCH1 ENSG00000187950.4 0.053981 0.055628 ENSG00000187950
CCDC14 ENSG00000175455.10 0.045796 0.062951 ENSG00000175455
HTRA3 ENSG00000170801.5 0.033048 0.059966 ENSG00000170801
CPSF3 ENSG00000119203.9 0.050344 0.05397 ENSG00000119203
ZNF223 ENSG00000178386.8 0.09035 0.087122 ENSG00000178386
ESYT2 ENSG00000117868.11 0.154311 0.070388 ENSG00000117868
SLC25A27 ENSG00000153291.11 0.252315 0.088696 ENSG00000153291
RGS14 ENSG00000169220.13 0.120365 0.072004 ENSG00000169220
CCDC146 ENSG00000135205.10 0.145903 0.071486 ENSG00000135205
TIGD3 ENSG00000173825.6 0.076414 0.058816 ENSG00000173825
ZNF333 ENSG00000160961.7 0.303396 0.090285 ENSG00000160961
SLC26A5 ENSG00000170615.10 0.089784 0.060539 ENSG00000170615
ABCC8 ENSG00000006071.7 0.108777 0.074041 ENSG00000006071
C19orf48 ENSG00000167747.9 0.1029 0.092761 ENSG00000167747
KIF18B ENSG00000186185.9 0.01444 0.032696 ENSG00000186185
SGIP1 ENSG00000118473.17 0.110664 0.061786 ENSG00000118473
WDR19 ENSG00000157796.13 0.095057 0.063357 ENSG00000157796
FLVCR1 ENSG00000162769.8 0.224331 0.075974 ENSG00000162769
TAF1C ENSG00000103168.12 0.506486 0.089476 ENSG00000103168
FCRLB ENSG00000162746.10 0.032781 0.052392 ENSG00000162746
FAM227A ENSG00000184949.10 0.137884 0.061304 ENSG00000184949
HDDC2 ENSG00000111906.12 0.335031 0.078565 ENSG00000111906
SDHC ENSG00000143252.9 0.136629 0.072946 ENSG00000143252
ZNF320 ENSG00000182986.8 0.339169 0.109718 ENSG00000182986
PM20D1 ENSG00000162877.8 0.457078 0.070086 ENSG00000162877
SIGLEC10 ENSG00000142512.10 0.03878 0.058691 ENSG00000142512
LRRC43 ENSG00000158113.8 0.147974 0.067995 ENSG00000158113
L1TD1 ENSG00000240563.1 0.559079 0.083333 ENSG00000240563
FAM196B ENSG00000204767.3 0.071138 0.062743 ENSG00000204767
IL21R ENSG00000103522.11 0.123621 0.058046 ENSG00000103522
AIP ENSG00000110711.4 0.066558 0.062187 ENSG00000110711
DMWD ENSG00000185800.7 0.079623 0.083246 ENSG00000185800
MAP2K7 ENSG00000076984.13 0.087579 0.076677 ENSG00000076984
SEC23A ENSG00000100934.10 0.093691 0.064439 ENSG00000100934
CCDC66 ENSG00000180376.12 0.31591 0.077568 ENSG00000180376
SYNGR1 ENSG00000100321.10 0.284661 0.090144 ENSG00000100321
POU6F1 ENSG00000184271.11 0.012809 0.035834 ENSG00000184271
GNG7 ENSG00000176533.8 0.026927 0.061238 ENSG00000176533
TANC2 ENSG00000170921.10 0.038312 0.04105 ENSG00000170921
SLC17A4 ENSG00000146039.6 0.025705 0.052054 ENSG00000146039
PAPD4 ENSG00000164329.9 0.044673 0.060064 ENSG00000164329
FAM170B ENSG00000172538.6 0.073013 0.055329 ENSG00000172538
GLDC ENSG00000178445.8 0.585949 0.076468 ENSG00000178445
RSPRY1 ENSG00000159579.9 0.19227 0.088056 ENSG00000159579
SETD8 ENSG00000183955.8 0.042253 0.046512 ENSG00000183955
SDCCAG8 ENSG00000054282.11 0.210031 0.089923 ENSG00000054282
CDC42BPA ENSG00000143776.14 0.052302 0.050844 ENSG00000143776
TMEM200A ENSG00000164484.7 0.024246 0.054677 ENSG00000164484
FGD5 ENSG00000154783.6 0.056438 0.064345 ENSG00000154783
ECHDC2 ENSG00000121310.12 0.069745 0.062625 ENSG00000121310
FAAH ENSG00000117480.11 0.106369 0.066263 ENSG00000117480
C14orf28 ENSG00000179476.3 0.043271 0.049823 ENSG00000179476
VPS13B ENSG00000132549.14 0.12186 0.063745 ENSG00000132549
PDS5B ENSG00000083642.14 0.0174 0.046266 ENSG00000083642
UBE2C ENSG00000175063.12 0.01637 0.046465 ENSG00000175063
GSTK1 ENSG00000197448.9 0.03479 0.050563 ENSG00000197448
ART5 ENSG00000167311.9 0.013328 0.039669 ENSG00000167311
HIST1H4H ENSG00000158406.2 0.021301 0.051871 ENSG00000158406
RNF166 ENSG00000158717.6 0.30461 0.084732 ENSG00000158717
CD55 ENSG00000196352.9 0.152603 0.068977 ENSG00000196352
SNX31 ENSG00000174226.4 0.556824 0.082735 ENSG00000174226
WFDC1 ENSG00000103175.6 0.06359 0.076369 ENSG00000103175
PCP2 ENSG00000174788.5 0.392444 0.084418 ENSG00000174788
GPR114 ENSG00000159618.11 0.047521 0.068333 ENSG00000159618
ARFGAP3 ENSG00000242247.6 0.264261 0.075554 ENSG00000242247
MYO1F ENSG00000142347.12 0.07806 0.07233 ENSG00000142347
MTL5 ENSG00000132749.6 0.119969 0.068784 ENSG00000132749
HS2ST1 ENSG00000153936.12 0.030874 0.053205 ENSG00000153936
EFCAB13 ENSG00000178852.11 0.082456 0.053823 ENSG00000178852
CLEC18C ENSG00000157335.15 0.329531 0.090817 ENSG00000157335
SCAP ENSG00000114650.14 0.021114 0.030155 ENSG00000114650
FAS ENSG00000026103.15 0.056158 0.066664 ENSG00000026103
PSAT1 ENSG00000135069.9 0.033414 0.048827 ENSG00000135069
CCR3 ENSG00000183625.10 0.054718 0.050028 ENSG00000183625
GSAP ENSG00000186088.11 0.240054 0.088673 ENSG00000186088
CDCA7 ENSG00000144354.9 0.183011 0.085349 ENSG00000144354
GIMAP7 ENSG00000179144.4 0.103428 0.063165 ENSG00000179144
ASB8 ENSG00000177981.6 0.07488 0.056428 ENSG00000177981
NUP43 ENSG00000120253.9 0.0317 0.05701 ENSG00000120253
SEC22A ENSG00000121542.7 0.211388 0.066572 ENSG00000121542
ARPC1B ENSG00000130429.8 0.233874 0.08036 ENSG00000130429
ARHGEF35 ENSG00000213214.3 0.575439 0.071929 ENSG00000213214
MCF2L ENSG00000126217.16 0.424761 0.093905 ENSG00000126217
PSMB10 ENSG00000205220.7 0.04895 0.047198 ENSG00000205220
MYO16 ENSG00000041515.11 0.104579 0.081533 ENSG00000041515
SULT1A1 ENSG00000196502.7 0.227452 0.072145 ENSG00000196502
LURAP1L ENSG00000153714.5 0.010629 0.048553 ENSG00000153714
PROK1 ENSG00000143125.5 0.26475 0.077886 ENSG00000143125
ACTR3B ENSG00000133627.13 0.023737 0.055173 ENSG00000133627
ITGA9 ENSG00000144668.7 0.088685 0.071079 ENSG00000144668
TTC18 ENSG00000156042.13 0.262959 0.086475 ENSG00000156042
CLN6 ENSG00000128973.7 0.141152 0.069462 ENSG00000128973
PCDH15 ENSG00000150275.13 0.025014 0.054216 ENSG00000150275
AK5 ENSG00000154027.14 0.118439 0.072337 ENSG00000154027
GRPEL1 ENSG00000109519.8 0.047765 0.067295 ENSG00000109519
ERP27 ENSG00000139055.2 0.419668 0.077946 ENSG00000139055
PKD2 ENSG00000118762.3 0.037193 0.057835 ENSG00000118762
ATP5G1 ENSG00000159199.9 0.160691 0.071572 ENSG00000159199
GNMT ENSG00000124713.5 0.248401 0.077686 ENSG00000124713
FANCC ENSG00000158169.7 0.142898 0.087543 ENSG00000158169
FBXO43 ENSG00000156509.9 0.023501 0.046346 ENSG00000156509
C19orf40 ENSG00000131944.5 0.059091 0.063782 ENSG00000131944
PLD1 ENSG00000075651.11 0.01307 0.038624 ENSG00000075651
USP10 ENSG00000103194.11 0.070759 0.084509 ENSG00000103194
