AssociatedGeneName EnsemblGeneID h2.Thyroid se.Thyroid ensid
P4HA2 ENSG00000072682.14 0.142643 0.064975 ENSG00000072682
CHST10 ENSG00000115526.6 0.173785 0.069381 ENSG00000115526
DIRAS3 ENSG00000162595.4 0.123302 0.064632 ENSG00000162595
TMEM39A ENSG00000176142.8 0.145332 0.069566 ENSG00000176142
LRRC7 ENSG00000033122.13 0.126172 0.06227 ENSG00000033122
CPAMD8 ENSG00000160111.8 0.115924 0.064408 ENSG00000160111
CCDC125 ENSG00000183323.8 0.100849 0.060966 ENSG00000183323
EVI5 ENSG00000067208.10 0.122262 0.057424 ENSG00000067208
SCGB2A1 ENSG00000124939.4 0.198712 0.072897 ENSG00000124939
CLEC4D ENSG00000166527.3 0.163496 0.082362 ENSG00000166527
HSD17B13 ENSG00000170509.7 0.114808 0.064744 ENSG00000170509
SGCD ENSG00000170624.9 0.37283 0.082516 ENSG00000170624
RAB40B ENSG00000141542.6 0.211264 0.082858 ENSG00000141542
DBNDD1 ENSG00000003249.9 0.102084 0.064475 ENSG00000003249
SLCO1B3 ENSG00000111700.8 0.107523 0.053141 ENSG00000111700
TAPT1 ENSG00000169762.12 0.12589 0.071085 ENSG00000169762
ATP8B3 ENSG00000130270.11 0.106039 0.080996 ENSG00000130270
ARL2BP ENSG00000102931.3 0.105097 0.069949 ENSG00000102931
SELENBP1 ENSG00000143416.16 0.118088 0.056036 ENSG00000143416
ATG4C ENSG00000125703.10 0.409715 0.081674 ENSG00000125703
THEM6 ENSG00000130193.7 0.11003 0.069019 ENSG00000130193
C1orf112 ENSG00000000460.12 0.134538 0.066622 ENSG00000000460
SDPR ENSG00000168497.4 0.131164 0.07602 ENSG00000168497
GPR155 ENSG00000163328.9 0.159866 0.071625 ENSG00000163328
SLC25A41 ENSG00000181240.9 0.383921 0.091027 ENSG00000181240
COMP ENSG00000105664.6 0.130456 0.079154 ENSG00000105664
HTATIP2 ENSG00000109854.9 0.139105 0.085928 ENSG00000109854
FNDC3B ENSG00000075420.8 0.10984 0.067868 ENSG00000075420
HOGA1 ENSG00000241935.4 0.210665 0.081328 ENSG00000241935
L3MBTL3 ENSG00000198945.3 0.136353 0.067783 ENSG00000198945
PSRC1 ENSG00000134222.12 0.124799 0.073954 ENSG00000134222
HTR1F ENSG00000179097.4 0.172253 0.071471 ENSG00000179097
SUCLA2 ENSG00000136143.9 0.156539 0.068583 ENSG00000136143
KIAA1958 ENSG00000165185.10 0.148245 0.092016 ENSG00000165185
AKNAD1 ENSG00000162641.14 0.141184 0.080377 ENSG00000162641
EP400NL ENSG00000185684.8 0.221337 0.069543 ENSG00000185684
CLEC18A ENSG00000157322.12 0.123944 0.061749 ENSG00000157322
MTMR9 ENSG00000104643.5 0.110901 0.070524 ENSG00000104643
SPP1 ENSG00000118785.9 0.165939 0.080398 ENSG00000118785
CDKL1 ENSG00000100490.5 0.113065 0.069899 ENSG00000100490
PTTG2 ENSG00000250254.1 0.133002 0.075739 ENSG00000250254
SCGB1A1 ENSG00000149021.2 0.138614 0.077624 ENSG00000149021
RASSF4 ENSG00000107551.15 0.124837 0.069306 ENSG00000107551
EVPL ENSG00000167880.3 0.100451 0.066964 ENSG00000167880
GPD1L ENSG00000152642.6 0.361647 0.085509 ENSG00000152642
TNFRSF18 ENSG00000186891.9 0.170163 0.079364 ENSG00000186891
SLC12A8 ENSG00000221955.6 0.102506 0.07078 ENSG00000221955
NPIPB7 ENSG00000233232.2 0.131907 0.06079 ENSG00000233232
ZNF772 ENSG00000197128.7 0.114007 0.070278 ENSG00000197128
C22orf26 ENSG00000182257.5 0.158495 0.083151 ENSG00000182257
TYRO3 ENSG00000092445.7 0.116061 0.063896 ENSG00000092445
ADCY5 ENSG00000173175.10 0.115372 0.070468 ENSG00000173175
PHYH ENSG00000107537.9 0.325721 0.093335 ENSG00000107537
TRIM38 ENSG00000112343.8 0.142647 0.065155 ENSG00000112343
NDRG2 ENSG00000165795.16 0.124279 0.086442 ENSG00000165795
MFSD4 ENSG00000174514.8 0.162483 0.069145 ENSG00000174514
C17orf85 ENSG00000074356.12 0.100331 0.076394 ENSG00000074356
FAM153B ENSG00000182230.7 0.191873 0.076537 ENSG00000182230
CACNA2D3 ENSG00000157445.10 0.334509 0.088697 ENSG00000157445
DDX59 ENSG00000118197.9 0.128586 0.076559 ENSG00000118197
UBE2T ENSG00000077152.5 0.132248 0.078075 ENSG00000077152
SUCO ENSG00000094975.8 0.104398 0.062863 ENSG00000094975
TMEM119 ENSG00000183160.8 0.112463 0.072173 ENSG00000183160
KIT ENSG00000157404.11 0.106255 0.05984 ENSG00000157404
EFR3A ENSG00000132294.9 0.131693 0.074886 ENSG00000132294
OR7A5 ENSG00000188269.4 0.106597 0.071434 ENSG00000188269
S100P ENSG00000163993.6 0.145075 0.101595 ENSG00000163993
EDARADD ENSG00000186197.8 0.357789 0.083455 ENSG00000186197
SIGLEC11 ENSG00000161640.11 0.13711 0.075707 ENSG00000161640
GLT1D1 ENSG00000151948.7 0.140115 0.090601 ENSG00000151948
SMAD3 ENSG00000166949.11 0.134202 0.069493 ENSG00000166949
AGMAT ENSG00000116771.5 0.104976 0.070926 ENSG00000116771
GINS3 ENSG00000181938.9 0.101889 0.069235 ENSG00000181938
MAST2 ENSG00000086015.15 0.242957 0.083399 ENSG00000086015
HYAL4 ENSG00000106302.5 0.138543 0.062322 ENSG00000106302
AGAP6 ENSG00000204149.5 0.135063 0.072574 ENSG00000204149
KIAA0930 ENSG00000100364.13 0.104827 0.082527 ENSG00000100364
FARSA ENSG00000179115.6 0.131434 0.071773 ENSG00000179115
TMC5 ENSG00000103534.12 0.118789 0.071526 ENSG00000103534
SCUBE1 ENSG00000159307.13 0.178282 0.085138 ENSG00000159307
TRIM41 ENSG00000146063.14 0.150617 0.075949 ENSG00000146063
APTX ENSG00000137074.14 0.158041 0.065716 ENSG00000137074
GRAMD4 ENSG00000075240.12 0.251833 0.087271 ENSG00000075240
SEMA6D ENSG00000137872.11 0.121238 0.063911 ENSG00000137872
SPIRE2 ENSG00000204991.6 0.141002 0.062168 ENSG00000204991
PARP10 ENSG00000178685.9 0.178768 0.071331 ENSG00000178685
PTCH1 ENSG00000185920.11 0.150846 0.075446 ENSG00000185920
BEND6 ENSG00000151917.13 0.188985 0.066035 ENSG00000151917
ST6GALNAC1 ENSG00000070526.10 0.115316 0.08029 ENSG00000070526
DOCK7 ENSG00000116641.11 0.230955 0.075946 ENSG00000116641
C6orf89 ENSG00000198663.12 0.155646 0.074237 ENSG00000198663
NMRAL1 ENSG00000153406.9 0.113887 0.070618 ENSG00000153406
KCND3 ENSG00000171385.5 0.125473 0.077432 ENSG00000171385
ARHGEF37 ENSG00000183111.7 0.151944 0.086065 ENSG00000183111
ZNHIT6 ENSG00000117174.6 0.109955 0.064323 ENSG00000117174
CAMK2D ENSG00000145349.12 0.151611 0.074273 ENSG00000145349
ANKRD26 ENSG00000107890.12 0.126943 0.068201 ENSG00000107890
NICN1 ENSG00000145029.7 0.11763 0.060011 ENSG00000145029
APH1B ENSG00000138613.9 0.137163 0.070832 ENSG00000138613
