AssociatedGeneName EnsemblGeneID h2.AdiposeSubcutaneous se.AdiposeSubcutaneous ensid
RRP7A ENSG00000189306.6 0.074713 0.058719 ENSG00000189306
CCDC109B ENSG00000005059.11 0.08974 0.065505 ENSG00000005059
C8B ENSG00000021852.8 0.084143 0.065084 ENSG00000021852
TACSTD2 ENSG00000184292.5 0.057833 0.053486 ENSG00000184292
PCDHB8 ENSG00000120322.2 0.090802 0.056165 ENSG00000120322
ZNF266 ENSG00000174652.13 0.054419 0.051753 ENSG00000174652
MCMDC2 ENSG00000178460.13 0.098401 0.062525 ENSG00000178460
APOL4 ENSG00000100336.13 0.155152 0.077082 ENSG00000100336
NTPCR ENSG00000135778.6 0.110447 0.071454 ENSG00000135778
ETV7 ENSG00000010030.9 0.085505 0.06286 ENSG00000010030
TEK ENSG00000120156.16 0.072903 0.066788 ENSG00000120156
POLR2J ENSG00000005075.11 0.111041 0.065726 ENSG00000005075
ATMIN ENSG00000166454.5 0.075048 0.073558 ENSG00000166454
GBP3 ENSG00000117226.7 0.105854 0.062651 ENSG00000117226
CDHR3 ENSG00000128536.11 0.082592 0.065967 ENSG00000128536
GSTM2 ENSG00000213366.8 0.08189 0.065959 ENSG00000213366
TMEM50B ENSG00000142188.12 0.11363 0.063914 ENSG00000142188
RAD51C ENSG00000108384.10 0.178816 0.060212 ENSG00000108384
USP53 ENSG00000145390.7 0.078835 0.056244 ENSG00000145390
CAST ENSG00000153113.19 0.164493 0.070337 ENSG00000153113
CAMK1D ENSG00000183049.8 0.052839 0.053219 ENSG00000183049
GLIS3 ENSG00000107249.17 0.181647 0.090202 ENSG00000107249
TJP2 ENSG00000119139.12 0.061942 0.050155 ENSG00000119139
GCC2 ENSG00000135968.15 0.152025 0.058626 ENSG00000135968
TNFAIP6 ENSG00000123610.3 0.06878 0.046815 ENSG00000123610
OPN4 ENSG00000122375.7 0.107018 0.054074 ENSG00000122375
PCDHB11 ENSG00000197479.4 0.064557 0.061766 ENSG00000197479
CYP4F11 ENSG00000171903.11 0.104675 0.066196 ENSG00000171903
RSPO4 ENSG00000101282.4 0.094725 0.07146 ENSG00000101282
UBE2Z ENSG00000159202.13 0.08677 0.057786 ENSG00000159202
GSTM1 ENSG00000134184.8 0.119462 0.066807 ENSG00000134184
KIAA2013 ENSG00000116685.11 0.085218 0.060113 ENSG00000116685
TRIM4 ENSG00000146833.11 0.175537 0.068762 ENSG00000146833
SLC5A4 ENSG00000100191.4 0.154184 0.073997 ENSG00000100191
SIRPB1 ENSG00000101307.11 0.18364 0.085693 ENSG00000101307
MTHFS ENSG00000136371.5 0.067052 0.062083 ENSG00000136371
C15orf38 ENSG00000242498.3 0.058866 0.062485 ENSG00000242498
USP37 ENSG00000135913.6 0.078363 0.061471 ENSG00000135913
ASNSD1 ENSG00000138381.5 0.08189 0.054459 ENSG00000138381
PCDHB16 ENSG00000196963.2 0.258966 0.079163 ENSG00000196963
ZNF586 ENSG00000083828.11 0.099844 0.054542 ENSG00000083828
TDRD6 ENSG00000180113.11 0.058136 0.051873 ENSG00000180113
TRIM37 ENSG00000108395.9 0.057204 0.038634 ENSG00000108395
COG6 ENSG00000133103.12 0.08389 0.05511 ENSG00000133103
CELF3 ENSG00000159409.10 0.057428 0.051684 ENSG00000159409
NIPAL1 ENSG00000163293.7 0.131168 0.063953 ENSG00000163293
DDX11 ENSG00000013573.12 0.077002 0.053774 ENSG00000013573
RCBTB1 ENSG00000136144.7 0.059949 0.046723 ENSG00000136144
NR2F6 ENSG00000160113.5 0.05264 0.052695 ENSG00000160113
CYP4F12 ENSG00000186204.9 0.10007 0.056491 ENSG00000186204
PGM1 ENSG00000079739.11 0.067158 0.060657 ENSG00000079739
STEAP1B ENSG00000105889.10 0.134003 0.069203 ENSG00000105889
ERO1LB ENSG00000086619.9 0.052814 0.04913 ENSG00000086619
PANK3 ENSG00000120137.6 0.075624 0.067055 ENSG00000120137
RAVER2 ENSG00000162437.10 0.085275 0.068529 ENSG00000162437
COX6B2 ENSG00000160471.7 0.052744 0.071203 ENSG00000160471
ZNF783 ENSG00000204946.5 0.075667 0.065328 ENSG00000204946
VPS28 ENSG00000160948.9 0.077651 0.057672 ENSG00000160948
GSDMA ENSG00000167914.6 0.372849 0.074455 ENSG00000167914
SAYSD1 ENSG00000112167.5 0.095576 0.062448 ENSG00000112167
CHAF1A ENSG00000167670.11 0.065925 0.058888 ENSG00000167670
SRD5A3 ENSG00000128039.6 0.132132 0.062881 ENSG00000128039
TNNT1 ENSG00000105048.12 0.059518 0.06855 ENSG00000105048
POMZP3 ENSG00000146707.10 0.06974 0.052558 ENSG00000146707
SIN3B ENSG00000127511.5 0.079667 0.064445 ENSG00000127511
C1QTNF7 ENSG00000163145.8 0.068954 0.055897 ENSG00000163145
IQCE ENSG00000106012.13 0.05464 0.046577 ENSG00000106012
CBS ENSG00000160200.13 0.054203 0.058048 ENSG00000160200
TRIOBP ENSG00000100106.15 0.056566 0.051092 ENSG00000100106
PPWD1 ENSG00000113593.7 0.158834 0.074401 ENSG00000113593
CAT ENSG00000121691.4 0.05517 0.052295 ENSG00000121691
PODN ENSG00000174348.9 0.179212 0.075877 ENSG00000174348
KCNK17 ENSG00000124780.9 0.122141 0.063969 ENSG00000124780
INSIG1 ENSG00000186480.8 0.06681 0.06297 ENSG00000186480
EREG ENSG00000124882.3 0.050168 0.048015 ENSG00000124882
ACOX3 ENSG00000087008.11 0.221329 0.09275 ENSG00000087008
ZNF296 ENSG00000170684.4 0.116354 0.080415 ENSG00000170684
ITIH2 ENSG00000151655.13 0.099089 0.071191 ENSG00000151655
TIGD3 ENSG00000173825.6 0.079846 0.053039 ENSG00000173825
ZNF333 ENSG00000160961.7 0.058128 0.05574 ENSG00000160961
TMEM132D ENSG00000151952.10 0.081252 0.096063 ENSG00000151952
TAF1C ENSG00000103168.12 0.075537 0.081365 ENSG00000103168
FAM227A ENSG00000184949.10 0.089545 0.056166 ENSG00000184949
HDDC2 ENSG00000111906.12 0.161364 0.082652 ENSG00000111906
SDHC ENSG00000143252.9 0.068069 0.057354 ENSG00000143252
SCD5 ENSG00000145284.7 0.074694 0.055276 ENSG00000145284
RASL11A ENSG00000122035.6 0.077726 0.068892 ENSG00000122035
LRRC43 ENSG00000158113.8 0.073591 0.057974 ENSG00000158113
L1TD1 ENSG00000240563.1 0.34844 0.080396 ENSG00000240563
IL21R ENSG00000103522.11 0.070836 0.063936 ENSG00000103522
NAIF1 ENSG00000171169.8 0.056155 0.053395 ENSG00000171169
GNG7 ENSG00000176533.8 0.056911 0.060444 ENSG00000176533
IL11 ENSG00000095752.2 0.083398 0.079162 ENSG00000095752
FAM170B ENSG00000172538.6 0.054986 0.050866 ENSG00000172538
CNOT3 ENSG00000088038.13 0.131769 0.081544 ENSG00000088038
TMEM200A ENSG00000164484.7 0.056194 0.054108 ENSG00000164484
COPS3 ENSG00000141030.8 0.076191 0.056067 ENSG00000141030
ATP8A1 ENSG00000124406.12 0.222853 0.073592 ENSG00000124406
FAAH ENSG00000117480.11 0.062881 0.048102 ENSG00000117480
TRIB3 ENSG00000101255.6 0.077694 0.068195 ENSG00000101255
SNX31 ENSG00000174226.4 0.226919 0.081903 ENSG00000174226
EFCAB13 ENSG00000178852.11 0.117119 0.062491 ENSG00000178852
FAS ENSG00000026103.15 0.26606 0.071616 ENSG00000026103
SYTL1 ENSG00000142765.13 0.073745 0.049569 ENSG00000142765
RHPN1 ENSG00000158106.8 0.051373 0.047017 ENSG00000158106
NUP43 ENSG00000120253.9 0.11114 0.060335 ENSG00000120253
XRCC6BP1 ENSG00000166896.3 0.052426 0.057832 ENSG00000166896
MYO16 ENSG00000041515.11 0.107306 0.075643 ENSG00000041515
LURAP1L ENSG00000153714.5 0.110349 0.07228 ENSG00000153714
AK5 ENSG00000154027.14 0.066973 0.055827 ENSG00000154027
AGFG2 ENSG00000106351.8 0.058592 0.046089 ENSG00000106351
ZNF419 ENSG00000105136.15 0.128538 0.059422 ENSG00000105136
SULT1C2 ENSG00000198203.5 0.124692 0.058558 ENSG00000198203
PCDH1 ENSG00000156453.9 0.087377 0.06623 ENSG00000156453
PLA2G2A ENSG00000188257.6 0.050674 0.059023 ENSG00000188257
TOP1MT ENSG00000184428.8 0.15836 0.069962 ENSG00000184428
LURAP1 ENSG00000171357.5 0.136773 0.063476 ENSG00000171357
AL627309.1 ENSG00000237683.5 0.201406 0.085679 ENSG00000237683
FBRSL1 ENSG00000112787.8 0.059395 0.054288 ENSG00000112787
ABTB2 ENSG00000166016.4 0.11336 0.081055 ENSG00000166016
FAM102A ENSG00000167106.7 0.090316 0.069461 ENSG00000167106
KRT72 ENSG00000170486.6 0.18844 0.073251 ENSG00000170486
PANX2 ENSG00000073150.9 0.055085 0.057927 ENSG00000073150
C9orf72 ENSG00000147894.10 0.065787 0.065334 ENSG00000147894
HSD17B12 ENSG00000149084.7 0.067682 0.052052 ENSG00000149084
SPC25 ENSG00000152253.4 0.124628 0.067697 ENSG00000152253
MILR1 ENSG00000271605.1 0.051625 0.043879 ENSG00000271605
SHROOM1 ENSG00000164403.10 0.128312 0.074719 ENSG00000164403
SNX1 ENSG00000028528.10 0.058397 0.050665 ENSG00000028528
GPR39 ENSG00000183840.5 0.06222 0.060682 ENSG00000183840
ZNF132 ENSG00000131849.10 0.062713 0.046238 ENSG00000131849
FOXC1 ENSG00000054598.5 0.050261 0.042376 ENSG00000054598
ANTXRL ENSG00000198250.8 0.167601 0.064483 ENSG00000198250
ZNF766 ENSG00000196214.6 0.125366 0.077126 ENSG00000196214
ST8SIA1 ENSG00000111728.6 0.214731 0.07975 ENSG00000111728
NEK3 ENSG00000136098.12 0.079616 0.05409 ENSG00000136098
SDK2 ENSG00000069188.12 0.257094 0.092674 ENSG00000069188
POLR1A ENSG00000068654.11 0.052286 0.053188 ENSG00000068654
SHB ENSG00000107338.8 0.061068 0.054009 ENSG00000107338
FBLL1 ENSG00000188573.7 0.204289 0.079083 ENSG00000188573
NDNF ENSG00000173376.9 0.421331 0.081225 ENSG00000173376
FAM189A2 ENSG00000135063.13 0.076566 0.051961 ENSG00000135063
PM20D2 ENSG00000146281.5 0.067819 0.054569 ENSG00000146281
MON1B ENSG00000103111.10 0.101873 0.062387 ENSG00000103111
KCNC4 ENSG00000116396.9 0.107488 0.061761 ENSG00000116396
GPX7 ENSG00000116157.5 0.05289 0.046367 ENSG00000116157
POM121L2 ENSG00000158553.3 0.078342 0.057801 ENSG00000158553
AP1M2 ENSG00000129354.7 0.089164 0.068677 ENSG00000129354
PSMB5 ENSG00000100804.14 0.087187 0.065426 ENSG00000100804
C2orf78 ENSG00000187833.7 0.079905 0.064256 ENSG00000187833
IRAK1BP1 ENSG00000146243.9 0.056712 0.041675 ENSG00000146243
TRABD ENSG00000170638.5 0.077775 0.069774 ENSG00000170638
NARFL ENSG00000103245.9 0.059251 0.052213 ENSG00000103245
TRAK1 ENSG00000182606.10 0.055766 0.050738 ENSG00000182606
C4orf22 ENSG00000197826.7 0.05001 0.052839 ENSG00000197826
UTS2B ENSG00000188958.5 0.102668 0.0582 ENSG00000188958
NCOA1 ENSG00000084676.11 0.09921 0.069778 ENSG00000084676
SUSD2 ENSG00000099994.10 0.055492 0.049311 ENSG00000099994
STRIP2 ENSG00000128578.5 0.054842 0.048333 ENSG00000128578
ZNF83 ENSG00000167766.13 0.09394 0.07147 ENSG00000167766
AP4M1 ENSG00000221838.5 0.067301 0.057888 ENSG00000221838
PLEKHO1 ENSG00000023902.9 0.052273 0.057777 ENSG00000023902
ZCCHC2 ENSG00000141664.5 0.084976 0.071996 ENSG00000141664
PTPN6 ENSG00000111679.12 0.129552 0.063157 ENSG00000111679
OSTF1 ENSG00000134996.11 0.131374 0.0678 ENSG00000134996
OR10AD1 ENSG00000172640.2 0.05858 0.050075 ENSG00000172640
ADAMTS14 ENSG00000138316.6 0.153574 0.089583 ENSG00000138316
FAM192A ENSG00000172775.12 0.081192 0.069467 ENSG00000172775
CCDC82 ENSG00000149231.7 0.122849 0.079656 ENSG00000149231
HNF1B ENSG00000108753.8 0.134679 0.074723 ENSG00000108753
MLX ENSG00000108788.7 0.140274 0.076687 ENSG00000108788
CPSF1 ENSG00000071894.10 0.525472 0.073392 ENSG00000071894
PPP1R3E ENSG00000235194.4 0.19689 0.087001 ENSG00000235194
PRSS37 ENSG00000165076.9 0.136897 0.068354 ENSG00000165076
HP ENSG00000257017.4 0.059204 0.045812 ENSG00000257017
CTNNB1 ENSG00000168036.12 0.052353 0.047504 ENSG00000168036
GGACT ENSG00000134864.6 0.088934 0.059087 ENSG00000134864
GAD1 ENSG00000128683.9 0.091269 0.059286 ENSG00000128683
RPRM ENSG00000177519.3 0.080109 0.056393 ENSG00000177519
TLN2 ENSG00000171914.10 0.076607 0.057323 ENSG00000171914
DMPK ENSG00000104936.13 0.077722 0.048389 ENSG00000104936
TRMT44 ENSG00000155275.14 0.109158 0.062817 ENSG00000155275
DAP3 ENSG00000132676.10 0.087406 0.064256 ENSG00000132676
CHRAC1 ENSG00000104472.5 0.234713 0.080273 ENSG00000104472
C1orf122 ENSG00000197982.11 0.072413 0.057023 ENSG00000197982
FPR1 ENSG00000171051.4 0.070793 0.065591 ENSG00000171051
RPS20 ENSG00000008988.5 0.072865 0.065862 ENSG00000008988
EGLN3 ENSG00000129521.9 0.057188 0.049665 ENSG00000129521
ZNF765 ENSG00000196417.8 0.100003 0.083313 ENSG00000196417
VAT1 ENSG00000108828.11 0.076928 0.059848 ENSG00000108828
TBC1D4 ENSG00000136111.8 0.10213 0.068395 ENSG00000136111
BEGAIN ENSG00000183092.11 0.06591 0.052354 ENSG00000183092
CMTM3 ENSG00000140931.15 0.104677 0.066379 ENSG00000140931
NAA11 ENSG00000156269.4 0.100413 0.062817 ENSG00000156269
HOXD13 ENSG00000128714.5 0.064278 0.056871 ENSG00000128714
PCDH8 ENSG00000136099.9 0.070354 0.053701 ENSG00000136099
SMIM17 ENSG00000268182.1 0.058921 0.05628 ENSG00000268182
MAP3K9 ENSG00000006432.11 0.131643 0.075319 ENSG00000006432
GRIP1 ENSG00000155974.7 0.076793 0.057686 ENSG00000155974
C5orf49 ENSG00000215217.2 0.070958 0.060342 ENSG00000215217
SLC7A11 ENSG00000151012.9 0.050155 0.055366 ENSG00000151012
CDK2AP1 ENSG00000111328.2 0.078941 0.050869 ENSG00000111328
RBCK1 ENSG00000125826.15 0.149278 0.080361 ENSG00000125826
C13orf45 ENSG00000178734.4 0.061991 0.051288 ENSG00000178734
LINGO2 ENSG00000174482.6 0.154323 0.073877 ENSG00000174482
KCTD2 ENSG00000180901.6 0.136325 0.072053 ENSG00000180901
ATP2C2 ENSG00000064270.8 0.085214 0.07963 ENSG00000064270
CPZ ENSG00000109625.14 0.199553 0.07803 ENSG00000109625
C1GALT1 ENSG00000106392.5 0.063092 0.064116 ENSG00000106392
LHFP ENSG00000183722.7 0.076767 0.066976 ENSG00000183722
LAMC2 ENSG00000058085.10 0.058748 0.050578 ENSG00000058085
ZNF329 ENSG00000181894.10 0.055854 0.055343 ENSG00000181894
TMEM165 ENSG00000134851.7 0.08083 0.052377 ENSG00000134851
FAIM ENSG00000158234.8 0.104243 0.076676 ENSG00000158234
UROD ENSG00000126088.8 0.129394 0.061282 ENSG00000126088
PTTG1IP ENSG00000183255.7 0.078841 0.060246 ENSG00000183255
ERMP1 ENSG00000099219.9 0.05662 0.051646 ENSG00000099219
AIFM2 ENSG00000042286.10 0.085738 0.065854 ENSG00000042286
GLUD1 ENSG00000148672.7 0.078048 0.057108 ENSG00000148672
C5orf63 ENSG00000164241.9 0.080647 0.054023 ENSG00000164241
PLXNB2 ENSG00000196576.10 0.055881 0.04624 ENSG00000196576
CES2 ENSG00000172831.7 0.079827 0.066486 ENSG00000172831
EPHA1 ENSG00000146904.4 0.081557 0.059217 ENSG00000146904
KCNJ6 ENSG00000157542.7 0.074683 0.065146 ENSG00000157542
CFHR3 ENSG00000116785.9 0.105533 0.051263 ENSG00000116785
ADCY8 ENSG00000155897.5 0.086082 0.058943 ENSG00000155897
TAP1 ENSG00000168394.9 0.087709 0.065007 ENSG00000168394
GJB2 ENSG00000165474.5 0.095093 0.050111 ENSG00000165474
LATS1 ENSG00000131023.8 0.130111 0.076096 ENSG00000131023
VRK1 ENSG00000100749.3 0.084316 0.065194 ENSG00000100749
BEAN1 ENSG00000166546.9 0.124276 0.071258 ENSG00000166546
ZNF107 ENSG00000196247.7 0.057219 0.049645 ENSG00000196247
F10 ENSG00000126218.7 0.075811 0.054029 ENSG00000126218
EID3 ENSG00000255150.1 0.109191 0.084047 ENSG00000255150
PCDHAC1 ENSG00000248383.3 0.079006 0.051411 ENSG00000248383
RPS13 ENSG00000110700.2 0.077419 0.059641 ENSG00000110700
PPM1H ENSG00000111110.7 0.055371 0.055515 ENSG00000111110
DNAH7 ENSG00000118997.9 0.164969 0.064861 ENSG00000118997
ALKBH5 ENSG00000091542.8 0.077777 0.074034 ENSG00000091542
MAP3K13 ENSG00000073803.9 0.061655 0.053902 ENSG00000073803
ZNF302 ENSG00000089335.16 0.109854 0.076458 ENSG00000089335
AP000350.4 ENSG00000218537.1 0.08477 0.063885 ENSG00000218537
MYSM1 ENSG00000162601.5 0.08634 0.057061 ENSG00000162601
ARHGAP40 ENSG00000124143.6 0.053251 0.055366 ENSG00000124143
C10orf129 ENSG00000173124.10 0.163163 0.06106 ENSG00000173124
ISLR2 ENSG00000167178.11 0.106083 0.064262 ENSG00000167178
ELL ENSG00000105656.7 0.058821 0.046494 ENSG00000105656
TRIM44 ENSG00000166326.5 0.112784 0.064909 ENSG00000166326
ERO1L ENSG00000197930.8 0.085666 0.056657 ENSG00000197930
S100A6 ENSG00000197956.5 0.064338 0.05279 ENSG00000197956
TSPYL5 ENSG00000180543.3 0.121316 0.063741 ENSG00000180543
ARAP2 ENSG00000047365.7 0.102132 0.060383 ENSG00000047365
RFX7 ENSG00000181827.10 0.125332 0.057923 ENSG00000181827
MRPL46 ENSG00000259494.1 0.074686 0.05877 ENSG00000259494
C16orf95 ENSG00000260456.2 0.179494 0.082889 ENSG00000260456
TM9SF2 ENSG00000125304.8 0.11367 0.064951 ENSG00000125304
CYP4A22 ENSG00000162365.7 0.080132 0.053277 ENSG00000162365
KIF24 ENSG00000186638.11 0.056808 0.048026 ENSG00000186638
ASRGL1 ENSG00000162174.8 0.068281 0.059629 ENSG00000162174
RGS3 ENSG00000138835.18 0.061434 0.067327 ENSG00000138835
WDR63 ENSG00000162643.8 0.159708 0.070835 ENSG00000162643
RARG ENSG00000172819.12 0.071903 0.052935 ENSG00000172819
SMIM14 ENSG00000163683.6 0.05694 0.06717 ENSG00000163683
CYLD ENSG00000083799.13 0.056735 0.049116 ENSG00000083799
STXBP5 ENSG00000164506.10 0.080638 0.060525 ENSG00000164506
INSIG2 ENSG00000125629.10 0.078119 0.055714 ENSG00000125629
MOCS1 ENSG00000124615.13 0.053396 0.059846 ENSG00000124615
RP11-59H1.3 ENSG00000255661.2 0.107858 0.072647 ENSG00000255661
GALNT18 ENSG00000110328.5 0.389298 0.093244 ENSG00000110328
PPFIA4 ENSG00000143847.11 0.098676 0.062409 ENSG00000143847
PLCE1 ENSG00000138193.9 0.099665 0.061315 ENSG00000138193
C21orf58 ENSG00000160298.13 0.085178 0.06434 ENSG00000160298
PAPD5 ENSG00000121274.8 0.098688 0.07317 ENSG00000121274
SPACA4 ENSG00000177202.1 0.100385 0.068509 ENSG00000177202
PDCD6IP ENSG00000170248.9 0.100183 0.065198 ENSG00000170248
ERAP2 ENSG00000164308.12 0.096222 0.055833 ENSG00000164308
SLC39A12 ENSG00000148482.7 0.100707 0.057851 ENSG00000148482
SREK1IP1 ENSG00000153006.10 0.050288 0.059373 ENSG00000153006
LIPC ENSG00000166035.6 0.086004 0.05842 ENSG00000166035
CEACAM1 ENSG00000079385.17 0.051603 0.051084 ENSG00000079385
PRR13 ENSG00000205352.6 0.065459 0.053391 ENSG00000205352
SPAG1 ENSG00000104450.8 0.082903 0.054778 ENSG00000104450
LRRC16A ENSG00000079691.15 0.058821 0.064768 ENSG00000079691
COG4 ENSG00000103051.14 0.056891 0.046352 ENSG00000103051
AZU1 ENSG00000172232.5 0.052505 0.050874 ENSG00000172232
KIAA1143 ENSG00000163807.4 0.080343 0.051265 ENSG00000163807
PCOLCE2 ENSG00000163710.3 0.05595 0.064998 ENSG00000163710
CCL8 ENSG00000108700.4 0.067714 0.062293 ENSG00000108700
SPATA6 ENSG00000132122.7 0.084913 0.055311 ENSG00000132122
PPCDC ENSG00000138621.7 0.060279 0.047419 ENSG00000138621
NEFH ENSG00000100285.9 0.050473 0.044772 ENSG00000100285
LRP11 ENSG00000120256.4 0.075111 0.060124 ENSG00000120256
RPSA ENSG00000168028.9 0.068718 0.05216 ENSG00000168028
THSD7B ENSG00000144229.7 0.108687 0.066305 ENSG00000144229
WDR60 ENSG00000126870.11 0.082937 0.052084 ENSG00000126870
HAS1 ENSG00000105509.6 0.12695 0.08548 ENSG00000105509
C6orf164 ENSG00000203871.3 0.072889 0.056475 ENSG00000203871
FBXL22 ENSG00000197361.5 0.061156 0.062116 ENSG00000197361
B3GNT3 ENSG00000179913.6 0.256603 0.087306 ENSG00000179913
GBP1 ENSG00000117228.9 0.062572 0.052988 ENSG00000117228
QRFPR ENSG00000186867.6 0.162475 0.072731 ENSG00000186867
POLE ENSG00000177084.12 0.059614 0.043796 ENSG00000177084
EIF4E2 ENSG00000135930.9 0.128155 0.071605 ENSG00000135930
RAB15 ENSG00000139998.10 0.065683 0.067698 ENSG00000139998
CUBN ENSG00000107611.10 0.084354 0.066046 ENSG00000107611
CNOT1 ENSG00000125107.12 0.075081 0.066294 ENSG00000125107
LRRFIP2 ENSG00000093167.13 0.055477 0.050718 ENSG00000093167
ZNF384 ENSG00000126746.13 0.06144 0.047728 ENSG00000126746
PRC1 ENSG00000198901.9 0.066266 0.056265 ENSG00000198901
DEPTOR ENSG00000155792.5 0.05636 0.047406 ENSG00000155792
RHEB ENSG00000106615.5 0.071281 0.05911 ENSG00000106615
PSEN2 ENSG00000143801.12 0.077897 0.048219 ENSG00000143801
ATP13A4 ENSG00000127249.10 0.087112 0.073245 ENSG00000127249
PTGES ENSG00000148344.10 0.25849 0.087773 ENSG00000148344
PASK ENSG00000115687.9 0.178988 0.076365 ENSG00000115687
OLFM2 ENSG00000105088.4 0.093043 0.060441 ENSG00000105088
LILRA1 ENSG00000104974.6 0.062945 0.071718 ENSG00000104974
MYL6B ENSG00000196465.5 0.076947 0.070944 ENSG00000196465
PPTC7 ENSG00000196850.4 0.148146 0.07678 ENSG00000196850
DCAF8 ENSG00000258465.1 0.113579 0.070621 ENSG00000258465
ISG20 ENSG00000172183.10 0.081909 0.061384 ENSG00000172183
TMEM158 ENSG00000249992.1 0.056916 0.045533 ENSG00000249992
NDUFAF1 ENSG00000137806.4 0.11565 0.062604 ENSG00000137806
WDR86 ENSG00000187260.11 0.165916 0.071101 ENSG00000187260
BMPR1A ENSG00000107779.6 0.139665 0.067818 ENSG00000107779
RAB20 ENSG00000139832.3 0.184399 0.085574 ENSG00000139832
GRAMD1A ENSG00000089351.10 0.070807 0.057607 ENSG00000089351
BPNT1 ENSG00000162813.13 0.077194 0.056705 ENSG00000162813
ABCA13 ENSG00000179869.10 0.071185 0.052488 ENSG00000179869
PYGL ENSG00000100504.12 0.17474 0.073815 ENSG00000100504
TMEM167B ENSG00000215717.4 0.130655 0.069354 ENSG00000215717
DYDC2 ENSG00000133665.8 0.06922 0.057011 ENSG00000133665
SERHL2 ENSG00000183569.13 0.086216 0.061906 ENSG00000183569
TMEM133 ENSG00000170647.2 0.072561 0.062101 ENSG00000170647
RASAL1 ENSG00000111344.7 0.050281 0.053931 ENSG00000111344
NODAL ENSG00000156574.5 0.067075 0.076057 ENSG00000156574
POGLUT1 ENSG00000163389.6 0.061199 0.052901 ENSG00000163389
TGIF2 ENSG00000118707.5 0.065096 0.068145 ENSG00000118707
KIF5C ENSG00000168280.12 0.057329 0.044703 ENSG00000168280
CKAP2 ENSG00000136108.10 0.068139 0.048808 ENSG00000136108
ARIH1 ENSG00000166233.8 0.085892 0.056018 ENSG00000166233
TMEM86A ENSG00000151117.4 0.068837 0.060501 ENSG00000151117
PLXNC1 ENSG00000136040.4 0.061798 0.058128 ENSG00000136040
SFTPD ENSG00000133661.11 0.289783 0.078724 ENSG00000133661
