type dis tis obsOverlap meanOverlap lCI uCI empPval
Tissue-Wide HT AdiposeSubcutaneous 1 1.37 0 4 0.389
Tissue-Wide CAD WholeBlood 4 4.165 1 8 0.399
Tissue-Specific CD Lung 4 4.281 1 8 0.41
Tissue-Specific HT MuscleSkeletal 0 0.515 0 2 0.413
Tissue-Wide RA NerveTibial 12 11.984 6 19 0.42
Tissue-Specific ALL SkinSunExposed(Lowerleg) 114 112.887 93 131 0.422
Tissue-Specific HT SkinSunExposed(Lowerleg) 0 0.54 0 2 0.434
Tissue-Wide BD NerveTibial 1 1.482 0 4 0.44
Tissue-Specific HT CrossTissue 3 3.467 1 7 0.447
Tissue-Wide CD HeartLeftVentricle 14 14.236 8 22 0.447
Tissue-Wide CAD SkinSunExposed(Lowerleg) 5 5.329 1 10 0.453
Tissue-Specific HT WholeBlood 0 0.599 0 2 0.46
Tissue-Wide ALL SkinSunExposed(Lowerleg) 303 302.19 274 329 0.464
Tissue-Wide HT CrossTissue 3 3.484 0 7 0.467
Tissue-Specific T2D ArteryTibial 1 1.616 0 4 0.49
Tissue-Wide CD SkinSunExposed(Lowerleg) 22 22.799 14 32 0.494
Tissue-Specific T2D CrossTissue 15 15.711 9 23 0.516
Tissue-Wide RA Thyroid 10 11.052 5 18 0.54
Tissue-Wide T2D CrossTissue 15 15.949 9 23 0.55
Tissue-Wide CD NerveTibial 26 27.635 18 38 0.567
Tissue-Wide T2D HeartLeftVentricle 3 4.029 1 8 0.572
Tissue-Wide T1D ArteryTibial 4 5.134 1.975 10 0.574
Tissue-Wide T1D WholeBlood 3 4.094 1 8 0.581
Tissue-Wide HT HeartLeftVentricle 0 0.864 0 3 0.582
Tissue-Wide RA HeartLeftVentricle 5 6.162 2 11 0.582
Tissue-Specific CAD Thyroid 1 1.94 0 5 0.583
Tissue-Specific T1D SkinSunExposed(Lowerleg) 1 2.007 0 5 0.589
Tissue-Wide BD CrossTissue 2 3.128 0 6.02499999999998 0.621
Tissue-Specific T2D NerveTibial 1 2.056 0 5 0.627
Tissue-Specific CAD Lung 0 0.977 0 3 0.633
Tissue-Specific BD CrossTissue 2 3.073 0 6 0.641
Tissue-Wide BD WholeBlood 0 1 0 3 0.649
Tissue-Wide HT WholeBlood 0 1.099 0 3 0.653
Tissue-Wide ALL CrossTissue 732 741.386 699 782.025 0.659
Tissue-Specific ALL CrossTissue 732 741.885 700 783 0.661
Tissue-Wide CAD HeartLeftVentricle 2 3.366 1 7 0.666
Tissue-Wide T1D HeartLeftVentricle 2 3.403 0 7 0.671
Tissue-Wide BD AdiposeSubcutaneous 0 1.132 0 4 0.676
Tissue-Wide BD MuscleSkeletal 0 1.121 0 3.02499999999998 0.687
Tissue-Wide T1D MuscleSkeletal 3 4.651 1 9 0.696
Tissue-Specific RA ArteryTibial 1 2.507 0 6 0.718
Tissue-Wide T2D Thyroid 5 7.207 3 13 0.724
Tissue-Wide BD SkinSunExposed(Lowerleg) 0 1.246 0 4 0.725
Tissue-Specific ALL AdiposeSubcutaneous 48 52.1 41 64.025 0.737
Tissue-Wide T2D AdiposeSubcutaneous 4 6.082 2 11 0.745
Tissue-Wide HT ArteryTibial 0 1.35 0 4 0.746
Tissue-Specific CAD ArteryTibial 0 1.372 0 4 0.75
Tissue-Wide RA ArteryTibial 7 9.792 4 16 0.766
Tissue-Wide CD Thyroid 21 25.336 17 35 0.78
Tissue-Wide HT SkinSunExposed(Lowerleg) 0 1.464 0 4 0.786
Tissue-Wide RA Lung 5 7.606 3 13 0.786
Tissue-Specific CD CrossTissue 49 55.651 43 69 0.812
Tissue-Specific T1D NerveTibial 0 1.637 0 4.02499999999998 0.816
Tissue-Wide CD CrossTissue 49 56.065 43 70 0.827
Tissue-Specific T1D MuscleSkeletal 0 1.86 0 5 0.846
Tissue-Wide CAD Thyroid 3 5.726 2 11 0.846
Tissue-Wide T1D Thyroid 3 5.949 2 11 0.855
Tissue-Specific T1D Thyroid 0 1.855 0 5 0.862
Tissue-Wide RA CrossTissue 19 24.457 16 34 0.864
Tissue-Specific RA MuscleSkeletal 1 3.571 0 8 0.872
Tissue-Wide CD AdiposeSubcutaneous 16 21.287 13 30 0.873
Tissue-Specific RA CrossTissue 19 24.485 17 33 0.876
Tissue-Wide T1D AdiposeSubcutaneous 2 4.944 1 9 0.88
Tissue-Wide RA MuscleSkeletal 5 8.745 4 14 0.886
Tissue-Wide T1D SkinSunExposed(Lowerleg) 2 5.217 1 10 0.901
Tissue-Specific CD AdiposeSubcutaneous 1 3.936 1 8 0.911
Tissue-Wide T2D NerveTibial 4 7.907 3 13 0.912
Tissue-Wide T1D Lung 1 4.06 1 8 0.914
Tissue-Specific CD NerveTibial 3 7.166 2 13 0.929
Tissue-Wide RA SkinSunExposed(Lowerleg) 5 10.053 4 17 0.938
Tissue-Wide CAD AdiposeSubcutaneous 1 4.939 1 10 0.957
Tissue-Wide T1D NerveTibial 2 6.402 2 11 0.962
Tissue-Wide CAD CrossTissue 7 13.074 7 20 0.963
Tissue-Wide CAD ArteryTibial 1 5.087 1 10 0.966
Tissue-Wide T1D CrossTissue 7 12.686 7 19 0.966
Tissue-Specific CAD CrossTissue 7 13.014 7 19 0.968
Tissue-Wide CD ArteryTibial 14 22.53 14 32 0.97
Tissue-Specific T1D CrossTissue 7 12.929 7 19 0.973
Tissue-Wide CAD Lung 0 4.065 1 9 0.98
Tissue-Wide CAD NerveTibial 1 6.386 2 11 0.989
