AssociatedGeneName EnsemblGeneID h2.Lung se.Lung ensid
WARS ENSG00000140105.13 0.129758 0.084383 ENSG00000140105
APOL4 ENSG00000100336.13 0.239944 0.085552 ENSG00000100336
NTPCR ENSG00000135778.6 0.233508 0.084844 ENSG00000135778
ETV7 ENSG00000010030.9 0.187611 0.072063 ENSG00000010030
POLR2J ENSG00000005075.11 0.167163 0.082082 ENSG00000005075
ATMIN ENSG00000166454.5 0.107117 0.08853 ENSG00000166454
AKR1C1 ENSG00000187134.8 0.123447 0.07041 ENSG00000187134
GBP3 ENSG00000117226.7 0.583767 0.072058 ENSG00000117226
CDHR3 ENSG00000128536.11 0.173274 0.089067 ENSG00000128536
PILRB ENSG00000121716.13 0.535872 0.073956 ENSG00000121716
C15orf57 ENSG00000128891.11 0.398514 0.069952 ENSG00000128891
IFT88 ENSG00000032742.13 0.249527 0.081411 ENSG00000032742
ARL14EP ENSG00000152219.4 0.129194 0.05628 ENSG00000152219
VNN1 ENSG00000112299.7 0.25211 0.084594 ENSG00000112299
GSTM2 ENSG00000213366.8 0.173361 0.082046 ENSG00000213366
CISD1 ENSG00000122873.7 0.258289 0.084287 ENSG00000122873
TMEM50B ENSG00000142188.12 0.459327 0.075831 ENSG00000142188
RAD51C ENSG00000108384.10 0.111567 0.058263 ENSG00000108384
PCSK5 ENSG00000099139.9 0.168939 0.089459 ENSG00000099139
USP53 ENSG00000145390.7 0.231782 0.076235 ENSG00000145390
CAST ENSG00000153113.19 0.308875 0.082589 ENSG00000153113
C17orf97 ENSG00000187624.7 0.458301 0.092692 ENSG00000187624
ARL17B ENSG00000228696.4 0.314715 0.094664 ENSG00000228696
CAMK1D ENSG00000183049.8 0.288353 0.103672 ENSG00000183049
FAM83D ENSG00000101447.9 0.158809 0.094713 ENSG00000101447
ADAT1 ENSG00000065457.6 0.463463 0.074427 ENSG00000065457
GCC2 ENSG00000135968.15 0.37597 0.078206 ENSG00000135968
PCDHB11 ENSG00000197479.4 0.216765 0.072197 ENSG00000197479
CYP4F11 ENSG00000171903.11 0.606608 0.06894 ENSG00000171903
QDPR ENSG00000151552.7 0.136647 0.080214 ENSG00000151552
TDGF1 ENSG00000241186.3 0.548478 0.079803 ENSG00000241186
NSFL1C ENSG00000088833.12 0.119435 0.082775 ENSG00000088833
FANCA ENSG00000187741.10 0.298801 0.090799 ENSG00000187741
RSPO4 ENSG00000101282.4 0.215099 0.09587 ENSG00000101282
GSTM1 ENSG00000134184.8 0.519527 0.088303 ENSG00000134184
ZFP28 ENSG00000196867.3 0.11056 0.069933 ENSG00000196867
TMEM50A ENSG00000183726.6 0.1013 0.073829 ENSG00000183726
YIPF5 ENSG00000145817.12 0.18934 0.071853 ENSG00000145817
TRIM4 ENSG00000146833.11 0.295531 0.076096 ENSG00000146833
SLC5A4 ENSG00000100191.4 0.320424 0.087045 ENSG00000100191
IQCB1 ENSG00000173226.12 0.257955 0.073946 ENSG00000173226
SIRPB1 ENSG00000101307.11 0.559711 0.083278 ENSG00000101307
PDSS1 ENSG00000148459.11 0.122632 0.065942 ENSG00000148459
MTHFS ENSG00000136371.5 0.301071 0.078909 ENSG00000136371
PLVAP ENSG00000130300.4 0.109759 0.07618 ENSG00000130300
C10orf107 ENSG00000183346.6 0.286396 0.076648 ENSG00000183346
ASNSD1 ENSG00000138381.5 0.136993 0.069079 ENSG00000138381
PCDHB16 ENSG00000196963.2 0.305745 0.079159 ENSG00000196963
ZFP90 ENSG00000184939.10 0.169176 0.069035 ENSG00000184939
CD40 ENSG00000101017.9 0.187959 0.080418 ENSG00000101017
ZNF586 ENSG00000083828.11 0.104445 0.063109 ENSG00000083828
TDRD6 ENSG00000180113.11 0.218047 0.079524 ENSG00000180113
DSCC1 ENSG00000136982.5 0.200127 0.069341 ENSG00000136982
ANXA8L1 ENSG00000150165.13 0.21804 0.081606 ENSG00000150165
SLC22A5 ENSG00000197375.8 0.166192 0.0676 ENSG00000197375
NIPAL1 ENSG00000163293.7 0.273306 0.076315 ENSG00000163293
DDX11 ENSG00000013573.12 0.779863 0.042581 ENSG00000013573
RCBTB1 ENSG00000136144.7 0.165657 0.072435 ENSG00000136144
ZNF589 ENSG00000164048.9 0.2071 0.083842 ENSG00000164048
C22orf43 ENSG00000189269.7 0.632647 0.067086 ENSG00000189269
ZNF605 ENSG00000196458.6 0.103606 0.057536 ENSG00000196458
TMEM230 ENSG00000089063.10 0.124532 0.088473 ENSG00000089063
ANKRD49 ENSG00000168876.4 0.179627 0.091 ENSG00000168876
C4BPA ENSG00000123838.6 0.708134 0.067312 ENSG00000123838
CMTM8 ENSG00000170293.4 0.14403 0.079479 ENSG00000170293
SLC25A51 ENSG00000122696.8 0.177673 0.072404 ENSG00000122696
SH3BP1 ENSG00000100092.16 0.206226 0.0917 ENSG00000100092
CYP4F12 ENSG00000186204.9 0.175498 0.075887 ENSG00000186204
PLEC ENSG00000178209.10 0.24396 0.068603 ENSG00000178209
FTSJ3 ENSG00000108592.12 0.309998 0.078985 ENSG00000108592
RNF17 ENSG00000132972.13 0.139983 0.077768 ENSG00000132972
LRRC8B ENSG00000197147.8 0.135107 0.072416 ENSG00000197147
ZNF783 ENSG00000204946.5 0.128952 0.072532 ENSG00000204946
PDZRN3 ENSG00000121440.10 0.128776 0.080603 ENSG00000121440
VPS28 ENSG00000160948.9 0.455158 0.085942 ENSG00000160948
SERPINC1 ENSG00000117601.9 0.174087 0.075929 ENSG00000117601
GSDMA ENSG00000167914.6 0.39689 0.080438 ENSG00000167914
CHAF1A ENSG00000167670.11 0.326493 0.087864 ENSG00000167670
SRD5A3 ENSG00000128039.6 0.348099 0.086847 ENSG00000128039
YTHDC2 ENSG00000047188.11 0.16315 0.067111 ENSG00000047188
PCSK9 ENSG00000169174.9 0.101967 0.078014 ENSG00000169174
NUTM2B ENSG00000188199.6 0.390639 0.083804 ENSG00000188199
KLHL10 ENSG00000161594.6 0.103046 0.059462 ENSG00000161594
POMZP3 ENSG00000146707.10 0.648552 0.063839 ENSG00000146707
SEC16A ENSG00000148396.14 0.260798 0.07925 ENSG00000148396
TRIOBP ENSG00000100106.15 0.110422 0.070753 ENSG00000100106
LGALS2 ENSG00000100079.5 0.221346 0.087579 ENSG00000100079
CAT ENSG00000121691.4 0.23787 0.079105 ENSG00000121691
PTPRN2 ENSG00000155093.13 0.182148 0.082158 ENSG00000155093
KCNK17 ENSG00000124780.9 0.234744 0.084455 ENSG00000124780
POLR2E ENSG00000099817.7 0.416821 0.095301 ENSG00000099817
UBR3 ENSG00000144357.12 0.100206 0.074435 ENSG00000144357
SLC28A2 ENSG00000137860.7 0.13862 0.065339 ENSG00000137860
OVCH1 ENSG00000187950.4 0.109687 0.063669 ENSG00000187950
CRTC1 ENSG00000105662.11 0.113636 0.073071 ENSG00000105662
ITIH2 ENSG00000151655.13 0.182886 0.08461 ENSG00000151655
SLC25A27 ENSG00000153291.11 0.171481 0.077056 ENSG00000153291
EMR1 ENSG00000174837.10 0.298498 0.097914 ENSG00000174837
ZNF333 ENSG00000160961.7 0.354144 0.09077 ENSG00000160961
TMEM132D ENSG00000151952.10 0.114677 0.099307 ENSG00000151952
FLVCR1 ENSG00000162769.8 0.107674 0.069022 ENSG00000162769
TAF1C ENSG00000103168.12 0.519507 0.091791 ENSG00000103168
HDDC2 ENSG00000111906.12 0.280575 0.079016 ENSG00000111906
ZNF320 ENSG00000182986.8 0.699819 0.070325 ENSG00000182986
PM20D1 ENSG00000162877.8 0.404556 0.077516 ENSG00000162877
L1TD1 ENSG00000240563.1 0.158428 0.081233 ENSG00000240563
CCDC66 ENSG00000180376.12 0.181737 0.071135 ENSG00000180376
GNG7 ENSG00000176533.8 0.121938 0.082672 ENSG00000176533
GLDC ENSG00000178445.8 0.394014 0.09355 ENSG00000178445
CDC42BPA ENSG00000143776.14 0.107662 0.062216 ENSG00000143776
GSTK1 ENSG00000197448.9 0.102889 0.067256 ENSG00000197448
CD55 ENSG00000196352.9 0.105614 0.065538 ENSG00000196352
SNX31 ENSG00000174226.4 0.186593 0.080882 ENSG00000174226
PCP2 ENSG00000174788.5 0.28771 0.087664 ENSG00000174788
HS2ST1 ENSG00000153936.12 0.12705 0.071774 ENSG00000153936
EFCAB13 ENSG00000178852.11 0.175943 0.070422 ENSG00000178852
CLEC18C ENSG00000157335.15 0.417919 0.083849 ENSG00000157335
RHPN1 ENSG00000158106.8 0.162769 0.08084 ENSG00000158106
SEC22A ENSG00000121542.7 0.258019 0.071686 ENSG00000121542
ARHGEF35 ENSG00000213214.3 0.416731 0.080929 ENSG00000213214
TTC18 ENSG00000156042.13 0.310323 0.095775 ENSG00000156042
ERP27 ENSG00000139055.2 0.361838 0.07549 ENSG00000139055
GNMT ENSG00000124713.5 0.231133 0.082798 ENSG00000124713
MRI1 ENSG00000037757.9 0.418469 0.095137 ENSG00000037757
ZNF419 ENSG00000105136.15 0.211151 0.078927 ENSG00000105136
SULT1C2 ENSG00000198203.5 0.242753 0.088366 ENSG00000198203
SPRY2 ENSG00000136158.6 0.117906 0.061375 ENSG00000136158
LURAP1 ENSG00000171357.5 0.339902 0.08915 ENSG00000171357
CMTM7 ENSG00000153551.9 0.116068 0.069618 ENSG00000153551
EAF2 ENSG00000145088.4 0.133004 0.067483 ENSG00000145088
PYROXD1 ENSG00000121350.11 0.248159 0.069829 ENSG00000121350
KRT72 ENSG00000170486.6 0.367531 0.079774 ENSG00000170486
TK2 ENSG00000166548.11 0.107258 0.065512 ENSG00000166548
HSD17B12 ENSG00000149084.7 0.696595 0.055759 ENSG00000149084
SPC25 ENSG00000152253.4 0.130327 0.066116 ENSG00000152253
MILR1 ENSG00000271605.1 0.205675 0.077934 ENSG00000271605
AMH ENSG00000104899.3 0.275529 0.092839 ENSG00000104899
CNPY4 ENSG00000166997.3 0.205282 0.078614 ENSG00000166997
TTC13 ENSG00000143643.8 0.19653 0.08362 ENSG00000143643
ARHGEF7 ENSG00000102606.13 0.359133 0.092405 ENSG00000102606
ZNF132 ENSG00000131849.10 0.159472 0.064753 ENSG00000131849
STX2 ENSG00000111450.9 0.554901 0.073984 ENSG00000111450
ZNF880 ENSG00000221923.4 0.170479 0.081416 ENSG00000221923
NUP54 ENSG00000138750.10 0.23969 0.073784 ENSG00000138750
SDK2 ENSG00000069188.12 0.149562 0.089239 ENSG00000069188
PPP2R5A ENSG00000066027.6 0.156092 0.072419 ENSG00000066027
FBLL1 ENSG00000188573.7 0.419397 0.075197 ENSG00000188573
INTS12 ENSG00000138785.10 0.127038 0.060167 ENSG00000138785
C2orf27A ENSG00000197927.8 0.533443 0.076007 ENSG00000197927
HSD3B7 ENSG00000099377.9 0.180793 0.082939 ENSG00000099377
KCNC4 ENSG00000116396.9 0.115139 0.065975 ENSG00000116396
PROZ ENSG00000126231.9 0.226624 0.076238 ENSG00000126231
GPX7 ENSG00000116157.5 0.592426 0.06846 ENSG00000116157
MZT1 ENSG00000204899.5 0.19777 0.085558 ENSG00000204899
LAMC1 ENSG00000135862.5 0.226897 0.07315 ENSG00000135862
IRAK1BP1 ENSG00000146243.9 0.175327 0.06553 ENSG00000146243
TCTEX1D1 ENSG00000152760.5 0.326623 0.082399 ENSG00000152760
NARFL ENSG00000103245.9 0.395534 0.086023 ENSG00000103245
ZNF83 ENSG00000167766.13 0.510283 0.084636 ENSG00000167766
AP4M1 ENSG00000221838.5 0.195014 0.072175 ENSG00000221838
NFYA ENSG00000001167.10 0.151866 0.074462 ENSG00000001167
CC2D1B ENSG00000154222.10 0.141223 0.066207 ENSG00000154222
DHX37 ENSG00000150990.3 0.116231 0.080119 ENSG00000150990
TTLL12 ENSG00000100304.12 0.177766 0.090188 ENSG00000100304
RFT1 ENSG00000163933.5 0.137656 0.066886 ENSG00000163933
LACTB2 ENSG00000147592.4 0.119219 0.06342 ENSG00000147592
PCDHA10 ENSG00000250120.2 0.221553 0.079315 ENSG00000250120
AL161915.1 ENSG00000212670.1 0.133333 0.078562 ENSG00000212670
ADAMTS14 ENSG00000138316.6 0.137346 0.087679 ENSG00000138316
CDC16 ENSG00000130177.10 0.412656 0.081819 ENSG00000130177
TRIM69 ENSG00000185880.8 0.210691 0.076014 ENSG00000185880
CPSF1 ENSG00000071894.10 0.778216 0.041681 ENSG00000071894
MYL4 ENSG00000198336.5 0.379138 0.087712 ENSG00000198336
HP ENSG00000257017.4 0.184022 0.080077 ENSG00000257017
MANEA ENSG00000172469.10 0.283979 0.08306 ENSG00000172469
GGACT ENSG00000134864.6 0.111502 0.07393 ENSG00000134864
GAD1 ENSG00000128683.9 0.220653 0.080025 ENSG00000128683
ALDH8A1 ENSG00000118514.9 0.356155 0.075672 ENSG00000118514
FAM86C1 ENSG00000158483.11 0.220767 0.100508 ENSG00000158483
SLC44A3 ENSG00000143036.12 0.289385 0.08586 ENSG00000143036
EPHB6 ENSG00000106123.7 0.121062 0.068962 ENSG00000106123
NPRL3 ENSG00000103148.11 0.369463 0.087096 ENSG00000103148
TRMT44 ENSG00000155275.14 0.206357 0.082046 ENSG00000155275
HSD17B14 ENSG00000087076.4 0.150725 0.080443 ENSG00000087076
CCBL2 ENSG00000137944.12 0.110062 0.05563 ENSG00000137944
AC093726.6 ENSG00000214106.3 0.188137 0.087169 ENSG00000214106
C21orf2 ENSG00000160226.11 0.115907 0.085017 ENSG00000160226
TBC1D4 ENSG00000136111.8 0.136811 0.072097 ENSG00000136111
ASCL5 ENSG00000232237.2 0.425455 0.083136 ENSG00000232237
TMTC4 ENSG00000125247.11 0.357101 0.082476 ENSG00000125247
ZNF777 ENSG00000196453.7 0.14054 0.079167 ENSG00000196453
TPPP2 ENSG00000179636.10 0.106832 0.079635 ENSG00000179636
ITPA ENSG00000125877.7 0.307742 0.077939 ENSG00000125877
HOXD13 ENSG00000128714.5 0.101913 0.075443 ENSG00000128714
SMIM17 ENSG00000268182.1 0.130947 0.080227 ENSG00000268182
KRI1 ENSG00000129347.15 0.274621 0.084261 ENSG00000129347
CDK2AP1 ENSG00000111328.2 0.101458 0.061275 ENSG00000111328
RBCK1 ENSG00000125826.15 0.102153 0.077941 ENSG00000125826
C13orf45 ENSG00000178734.4 0.102564 0.062274 ENSG00000178734
ZDHHC13 ENSG00000177054.9 0.100892 0.079532 ENSG00000177054
KCTD2 ENSG00000180901.6 0.161123 0.084204 ENSG00000180901
ATP2C2 ENSG00000064270.8 0.318276 0.108772 ENSG00000064270
ATF6 ENSG00000118217.5 0.107854 0.059924 ENSG00000118217
CPZ ENSG00000109625.14 0.118571 0.070434 ENSG00000109625
HIGD2A ENSG00000146066.2 0.118104 0.070983 ENSG00000146066
GNPAT ENSG00000116906.7 0.128553 0.071915 ENSG00000116906
NIPSNAP1 ENSG00000184117.7 0.102106 0.063257 ENSG00000184117
LHFP ENSG00000183722.7 0.202049 0.076996 ENSG00000183722
PARP14 ENSG00000173193.9 0.218123 0.080495 ENSG00000173193
TMEM165 ENSG00000134851.7 0.105661 0.067892 ENSG00000134851
SUPT20H ENSG00000102710.15 0.179737 0.074135 ENSG00000102710
LILRA3 ENSG00000170866.7 0.468752 0.091116 ENSG00000170866
STK38 ENSG00000112079.8 0.140262 0.076439 ENSG00000112079
UROD ENSG00000126088.8 0.126402 0.061064 ENSG00000126088
MSH3 ENSG00000113318.9 0.154726 0.065514 ENSG00000113318
OLFM4 ENSG00000102837.6 0.106274 0.067834 ENSG00000102837
BBS2 ENSG00000125124.7 0.614655 0.068762 ENSG00000125124
IGSF11 ENSG00000144847.8 0.366315 0.084762 ENSG00000144847
MS4A14 ENSG00000166928.6 0.380331 0.077057 ENSG00000166928
PEX6 ENSG00000124587.9 0.565396 0.066865 ENSG00000124587
GPR179 ENSG00000188888.7 0.101053 0.067218 ENSG00000188888
LYRM5 ENSG00000205707.6 0.20536 0.078206 ENSG00000205707
CPT1B ENSG00000205560.8 0.23714 0.080638 ENSG00000205560
TTC38 ENSG00000075234.12 0.327991 0.088399 ENSG00000075234
CCDC65 ENSG00000139537.6 0.1749 0.072308 ENSG00000139537
CFHR3 ENSG00000116785.9 0.381332 0.084852 ENSG00000116785
AP3D1 ENSG00000065000.11 0.285383 0.090873 ENSG00000065000
MMP15 ENSG00000102996.4 0.185307 0.083092 ENSG00000102996
GLG1 ENSG00000090863.7 0.132614 0.07068 ENSG00000090863
MRC1 ENSG00000120586.4 0.44346 0.081761 ENSG00000120586
B3GALNT2 ENSG00000162885.7 0.179909 0.07882 ENSG00000162885
PCNXL3 ENSG00000197136.4 0.126421 0.065175 ENSG00000197136
CCDC158 ENSG00000163749.13 0.150242 0.071213 ENSG00000163749
ZNF302 ENSG00000089335.16 0.344113 0.077135 ENSG00000089335
DVL3 ENSG00000161202.13 0.103599 0.090899 ENSG00000161202
KCNH2 ENSG00000055118.10 0.133598 0.0821 ENSG00000055118
AP000350.4 ENSG00000218537.1 0.638975 0.059307 ENSG00000218537
TMC2 ENSG00000149488.11 0.156991 0.071971 ENSG00000149488
C10orf129 ENSG00000173124.10 0.173101 0.07085 ENSG00000173124
AKIRIN2 ENSG00000135334.7 0.123415 0.072183 ENSG00000135334
ISLR2 ENSG00000167178.11 0.146631 0.066543 ENSG00000167178
ATP6AP1L ENSG00000205464.7 0.373477 0.073304 ENSG00000205464
SPOP ENSG00000121067.13 0.127991 0.075524 ENSG00000121067
ENPP4 ENSG00000001561.6 0.136345 0.070905 ENSG00000001561
ACO2 ENSG00000100412.11 0.108094 0.057648 ENSG00000100412
C1orf141 ENSG00000203963.7 0.237924 0.093517 ENSG00000203963
STAM ENSG00000136738.10 0.150688 0.064472 ENSG00000136738
RFX7 ENSG00000181827.10 0.184933 0.072047 ENSG00000181827
AASDH ENSG00000157426.9 0.284213 0.083283 ENSG00000157426
CCDC155 ENSG00000161609.5 0.499701 0.074949 ENSG00000161609
DIEXF ENSG00000117597.13 0.170389 0.075228 ENSG00000117597
ZNF814 ENSG00000204514.5 0.116376 0.0648 ENSG00000204514
ARMC10 ENSG00000170632.9 0.177085 0.076698 ENSG00000170632
SMIM14 ENSG00000163683.6 0.237336 0.082387 ENSG00000163683
INSIG2 ENSG00000125629.10 0.142596 0.07318 ENSG00000125629
MMRN1 ENSG00000138722.5 0.162188 0.069058 ENSG00000138722
DBF4B ENSG00000161692.13 0.293434 0.07811 ENSG00000161692
WDR34 ENSG00000119333.7 0.113353 0.075144 ENSG00000119333
MCC ENSG00000171444.13 0.273515 0.07974 ENSG00000171444
GSTM5 ENSG00000134201.6 0.160779 0.084061 ENSG00000134201
PDCD6IP ENSG00000170248.9 0.23059 0.077554 ENSG00000170248
ERAP2 ENSG00000164308.12 0.626352 0.059085 ENSG00000164308
SLC39A12 ENSG00000148482.7 0.200668 0.077164 ENSG00000148482
KIAA1467 ENSG00000084444.9 0.231237 0.088735 ENSG00000084444
PRR13 ENSG00000205352.6 0.205448 0.075729 ENSG00000205352
SPAG1 ENSG00000104450.8 0.226637 0.073611 ENSG00000104450
SNUPN ENSG00000169371.9 0.190543 0.076115 ENSG00000169371
MYO7B ENSG00000169994.14 0.163338 0.072421 ENSG00000169994
MASTL ENSG00000120539.10 0.413785 0.074543 ENSG00000120539
COG4 ENSG00000103051.14 0.100813 0.063064 ENSG00000103051
KIAA1143 ENSG00000163807.4 0.141427 0.067835 ENSG00000163807
ATP8B4 ENSG00000104043.10 0.130649 0.066755 ENSG00000104043
NEFH ENSG00000100285.9 0.102118 0.070861 ENSG00000100285
PCP4L1 ENSG00000248485.1 0.103293 0.0729 ENSG00000248485
RPSA ENSG00000168028.9 0.283867 0.07947 ENSG00000168028
UPK3B ENSG00000243566.2 0.447761 0.076308 ENSG00000243566
THSD7B ENSG00000144229.7 0.203168 0.083529 ENSG00000144229
WDR60 ENSG00000126870.11 0.100996 0.056697 ENSG00000126870
C6orf164 ENSG00000203871.3 0.251146 0.072865 ENSG00000203871
RMI2 ENSG00000175643.7 0.132816 0.077791 ENSG00000175643
STIL ENSG00000123473.11 0.10567 0.06612 ENSG00000123473
ENAH ENSG00000154380.11 0.108986 0.064185 ENSG00000154380
RDX ENSG00000137710.10 0.161795 0.086289 ENSG00000137710
ALG1L ENSG00000189366.5 0.307622 0.080665 ENSG00000189366
CUBN ENSG00000107611.10 0.237463 0.083481 ENSG00000107611
LRRFIP2 ENSG00000093167.13 0.148131 0.083746 ENSG00000093167
NCF4 ENSG00000100365.10 0.216233 0.087842 ENSG00000100365
PTEN ENSG00000171862.5 0.143162 0.081087 ENSG00000171862
ORMDL3 ENSG00000172057.5 0.165922 0.074491 ENSG00000172057
DEPTOR ENSG00000155792.5 0.20244 0.072812 ENSG00000155792
RBL2 ENSG00000103479.10 0.36038 0.076255 ENSG00000103479
PSEN2 ENSG00000143801.12 0.116557 0.068566 ENSG00000143801
ZNF300 ENSG00000145908.8 0.131622 0.08023 ENSG00000145908
OLFM2 ENSG00000105088.4 0.182182 0.081288 ENSG00000105088
LILRA1 ENSG00000104974.6 0.289363 0.101762 ENSG00000104974
DDO ENSG00000203797.4 0.207589 0.081255 ENSG00000203797
SLC35G1 ENSG00000176273.10 0.202775 0.073953 ENSG00000176273
SPG21 ENSG00000090487.6 0.337537 0.084148 ENSG00000090487
NDUFAF1 ENSG00000137806.4 0.346897 0.087159 ENSG00000137806
WDR86 ENSG00000187260.11 0.120464 0.081837 ENSG00000187260
GSTA1 ENSG00000243955.1 0.100364 0.066256 ENSG00000243955
SULT1A2 ENSG00000197165.6 0.175618 0.078753 ENSG00000197165
GRAMD1A ENSG00000089351.10 0.124268 0.077228 ENSG00000089351
FSTL4 ENSG00000053108.12 0.126508 0.066096 ENSG00000053108
