AssociatedGeneName EnsemblGeneID h2.AdiposeSubcutaneous se.AdiposeSubcutaneous ensid
PPWD1 ENSG00000113593.7 0.158834 0.074401 ENSG00000113593
PODN ENSG00000174348.9 0.179212 0.075877 ENSG00000174348
KCNK17 ENSG00000124780.9 0.122141 0.063969 ENSG00000124780
ACOX3 ENSG00000087008.11 0.221329 0.09275 ENSG00000087008
ZNF296 ENSG00000170684.4 0.116354 0.080415 ENSG00000170684
HDDC2 ENSG00000111906.12 0.161364 0.082652 ENSG00000111906
L1TD1 ENSG00000240563.1 0.34844 0.080396 ENSG00000240563
CNOT3 ENSG00000088038.13 0.131769 0.081544 ENSG00000088038
ATP8A1 ENSG00000124406.12 0.222853 0.073592 ENSG00000124406
SNX31 ENSG00000174226.4 0.226919 0.081903 ENSG00000174226
EFCAB13 ENSG00000178852.11 0.117119 0.062491 ENSG00000178852
FAS ENSG00000026103.15 0.26606 0.071616 ENSG00000026103
NUP43 ENSG00000120253.9 0.11114 0.060335 ENSG00000120253
MYO16 ENSG00000041515.11 0.107306 0.075643 ENSG00000041515
LURAP1L ENSG00000153714.5 0.110349 0.07228 ENSG00000153714
ZNF419 ENSG00000105136.15 0.128538 0.059422 ENSG00000105136
SULT1C2 ENSG00000198203.5 0.124692 0.058558 ENSG00000198203
TOP1MT ENSG00000184428.8 0.15836 0.069962 ENSG00000184428
LURAP1 ENSG00000171357.5 0.136773 0.063476 ENSG00000171357
AL627309.1 ENSG00000237683.5 0.201406 0.085679 ENSG00000237683
ABTB2 ENSG00000166016.4 0.11336 0.081055 ENSG00000166016
KRT72 ENSG00000170486.6 0.18844 0.073251 ENSG00000170486
SPC25 ENSG00000152253.4 0.124628 0.067697 ENSG00000152253
SHROOM1 ENSG00000164403.10 0.128312 0.074719 ENSG00000164403
ANTXRL ENSG00000198250.8 0.167601 0.064483 ENSG00000198250
ZNF766 ENSG00000196214.6 0.125366 0.077126 ENSG00000196214
ST8SIA1 ENSG00000111728.6 0.214731 0.07975 ENSG00000111728
SDK2 ENSG00000069188.12 0.257094 0.092674 ENSG00000069188
FBLL1 ENSG00000188573.7 0.204289 0.079083 ENSG00000188573
NDNF ENSG00000173376.9 0.421331 0.081225 ENSG00000173376
MON1B ENSG00000103111.10 0.101873 0.062387 ENSG00000103111
KCNC4 ENSG00000116396.9 0.107488 0.061761 ENSG00000116396
UTS2B ENSG00000188958.5 0.102668 0.0582 ENSG00000188958
PTPN6 ENSG00000111679.12 0.129552 0.063157 ENSG00000111679
OSTF1 ENSG00000134996.11 0.131374 0.0678 ENSG00000134996
ADAMTS14 ENSG00000138316.6 0.153574 0.089583 ENSG00000138316
CCDC82 ENSG00000149231.7 0.122849 0.079656 ENSG00000149231
HNF1B ENSG00000108753.8 0.134679 0.074723 ENSG00000108753
MLX ENSG00000108788.7 0.140274 0.076687 ENSG00000108788
CPSF1 ENSG00000071894.10 0.525472 0.073392 ENSG00000071894
PPP1R3E ENSG00000235194.4 0.19689 0.087001 ENSG00000235194
PRSS37 ENSG00000165076.9 0.136897 0.068354 ENSG00000165076
TRMT44 ENSG00000155275.14 0.109158 0.062817 ENSG00000155275
CHRAC1 ENSG00000104472.5 0.234713 0.080273 ENSG00000104472
ZNF765 ENSG00000196417.8 0.100003 0.083313 ENSG00000196417
TBC1D4 ENSG00000136111.8 0.10213 0.068395 ENSG00000136111
CMTM3 ENSG00000140931.15 0.104677 0.066379 ENSG00000140931
NAA11 ENSG00000156269.4 0.100413 0.062817 ENSG00000156269
MAP3K9 ENSG00000006432.11 0.131643 0.075319 ENSG00000006432
RBCK1 ENSG00000125826.15 0.149278 0.080361 ENSG00000125826
LINGO2 ENSG00000174482.6 0.154323 0.073877 ENSG00000174482
KCTD2 ENSG00000180901.6 0.136325 0.072053 ENSG00000180901
CPZ ENSG00000109625.14 0.199553 0.07803 ENSG00000109625
FAIM ENSG00000158234.8 0.104243 0.076676 ENSG00000158234
UROD ENSG00000126088.8 0.129394 0.061282 ENSG00000126088
CFHR3 ENSG00000116785.9 0.105533 0.051263 ENSG00000116785
LATS1 ENSG00000131023.8 0.130111 0.076096 ENSG00000131023
BEAN1 ENSG00000166546.9 0.124276 0.071258 ENSG00000166546
EID3 ENSG00000255150.1 0.109191 0.084047 ENSG00000255150
DNAH7 ENSG00000118997.9 0.164969 0.064861 ENSG00000118997
ZNF302 ENSG00000089335.16 0.109854 0.076458 ENSG00000089335
C10orf129 ENSG00000173124.10 0.163163 0.06106 ENSG00000173124
ISLR2 ENSG00000167178.11 0.106083 0.064262 ENSG00000167178
TRIM44 ENSG00000166326.5 0.112784 0.064909 ENSG00000166326
TSPYL5 ENSG00000180543.3 0.121316 0.063741 ENSG00000180543
ARAP2 ENSG00000047365.7 0.102132 0.060383 ENSG00000047365
RFX7 ENSG00000181827.10 0.125332 0.057923 ENSG00000181827
C16orf95 ENSG00000260456.2 0.179494 0.082889 ENSG00000260456
TM9SF2 ENSG00000125304.8 0.11367 0.064951 ENSG00000125304
WDR63 ENSG00000162643.8 0.159708 0.070835 ENSG00000162643
RP11-59H1.3 ENSG00000255661.2 0.107858 0.072647 ENSG00000255661
GALNT18 ENSG00000110328.5 0.389298 0.093244 ENSG00000110328
SPACA4 ENSG00000177202.1 0.100385 0.068509 ENSG00000177202
PDCD6IP ENSG00000170248.9 0.100183 0.065198 ENSG00000170248
SLC39A12 ENSG00000148482.7 0.100707 0.057851 ENSG00000148482
THSD7B ENSG00000144229.7 0.108687 0.066305 ENSG00000144229
HAS1 ENSG00000105509.6 0.12695 0.08548 ENSG00000105509
B3GNT3 ENSG00000179913.6 0.256603 0.087306 ENSG00000179913
QRFPR ENSG00000186867.6 0.162475 0.072731 ENSG00000186867
EIF4E2 ENSG00000135930.9 0.128155 0.071605 ENSG00000135930
PTGES ENSG00000148344.10 0.25849 0.087773 ENSG00000148344
PASK ENSG00000115687.9 0.178988 0.076365 ENSG00000115687
PPTC7 ENSG00000196850.4 0.148146 0.07678 ENSG00000196850
DCAF8 ENSG00000258465.1 0.113579 0.070621 ENSG00000258465
NDUFAF1 ENSG00000137806.4 0.11565 0.062604 ENSG00000137806
WDR86 ENSG00000187260.11 0.165916 0.071101 ENSG00000187260
BMPR1A ENSG00000107779.6 0.139665 0.067818 ENSG00000107779
RAB20 ENSG00000139832.3 0.184399 0.085574 ENSG00000139832
PYGL ENSG00000100504.12 0.17474 0.073815 ENSG00000100504
TMEM167B ENSG00000215717.4 0.130655 0.069354 ENSG00000215717
SFTPD ENSG00000133661.11 0.289783 0.078724 ENSG00000133661
SCAF1 ENSG00000126461.10 0.11181 0.083151 ENSG00000126461
ZNF862 ENSG00000106479.6 0.11246 0.067788 ENSG00000106479
SNX11 ENSG00000002919.10 0.114467 0.059745 ENSG00000002919
ZNF660 ENSG00000144792.5 0.118636 0.065026 ENSG00000144792
ODF3B ENSG00000177989.9 0.131923 0.070415 ENSG00000177989
GUCA1B ENSG00000112599.8 0.11222 0.070122 ENSG00000112599
BTBD17 ENSG00000204347.3 0.114638 0.078331 ENSG00000204347
LILRB2 ENSG00000131042.9 0.125351 0.086132 ENSG00000131042
RPRD1B ENSG00000101413.7 0.109347 0.065715 ENSG00000101413
CLEC11A ENSG00000105472.8 0.13515 0.083416 ENSG00000105472
SULT2A1 ENSG00000105398.3 0.10365 0.071792 ENSG00000105398
CSNK1G1 ENSG00000169118.11 0.109951 0.059284 ENSG00000169118
CLMN ENSG00000165959.7 0.130994 0.077175 ENSG00000165959
YBX2 ENSG00000006047.8 0.109255 0.068888 ENSG00000006047
SRCRB4D ENSG00000146700.8 0.114615 0.062404 ENSG00000146700
PLAGL2 ENSG00000126003.6 0.118549 0.066738 ENSG00000126003
NME8 ENSG00000086288.7 0.112667 0.067525 ENSG00000086288
NEDD9 ENSG00000111859.12 0.10731 0.061005 ENSG00000111859
C2CD2 ENSG00000157617.12 0.125843 0.083633 ENSG00000157617
GNAQ ENSG00000156052.6 0.137388 0.078824 ENSG00000156052
ITPR2 ENSG00000123104.7 0.101439 0.069306 ENSG00000123104
SLC16A9 ENSG00000165449.7 0.103437 0.064977 ENSG00000165449
MAP3K7CL ENSG00000156265.11 0.176733 0.08668 ENSG00000156265
MYOF ENSG00000138119.12 0.116226 0.066663 ENSG00000138119
AACS ENSG00000081760.12 0.108949 0.076164 ENSG00000081760
PARVB ENSG00000188677.9 0.152901 0.089842 ENSG00000188677
LRRC19 ENSG00000184434.7 0.122194 0.069121 ENSG00000184434
MRPS9 ENSG00000135972.4 0.138129 0.063239 ENSG00000135972
HTR2B ENSG00000135914.5 0.104926 0.078157 ENSG00000135914
HNRNPU ENSG00000153187.12 0.129304 0.078057 ENSG00000153187
NDC1 ENSG00000058804.10 0.135108 0.070909 ENSG00000058804
METTL3 ENSG00000165819.7 0.119447 0.072505 ENSG00000165819
RPL38 ENSG00000172809.8 0.109791 0.076965 ENSG00000172809
LRP5L ENSG00000100068.7 0.215947 0.085949 ENSG00000100068
ITGB6 ENSG00000115221.6 0.220623 0.068918 ENSG00000115221
FBN2 ENSG00000138829.6 0.269199 0.07016 ENSG00000138829
CCDC159 ENSG00000183401.7 0.118472 0.067534 ENSG00000183401
STEAP4 ENSG00000127954.8 0.12512 0.064151 ENSG00000127954
SYNRG ENSG00000006114.11 0.124864 0.074955 ENSG00000006114
RBM4B ENSG00000173914.7 0.272906 0.091943 ENSG00000173914
TMEFF2 ENSG00000144339.7 0.104712 0.064304 ENSG00000144339
CYBRD1 ENSG00000071967.7 0.126588 0.067188 ENSG00000071967
DAPP1 ENSG00000070190.8 0.101249 0.062748 ENSG00000070190
DNAJC15 ENSG00000120675.4 0.249425 0.075916 ENSG00000120675
PTGIS ENSG00000124212.5 0.127362 0.073075 ENSG00000124212
ZNF552 ENSG00000178935.5 0.101887 0.068146 ENSG00000178935
NUP85 ENSG00000125450.6 0.203203 0.078644 ENSG00000125450
TMEM213 ENSG00000214128.6 0.112319 0.073594 ENSG00000214128
SIGLEC7 ENSG00000168995.9 0.100154 0.069602 ENSG00000168995
NDUFA4 ENSG00000189043.5 0.143792 0.076358 ENSG00000189043
KRT34 ENSG00000131737.5 0.103161 0.070037 ENSG00000131737
C17orf67 ENSG00000214226.4 0.11621 0.078702 ENSG00000214226
CALM2 ENSG00000143933.11 0.120775 0.070976 ENSG00000143933
RALGPS2 ENSG00000116191.12 0.161416 0.065613 ENSG00000116191
LY75 ENSG00000054219.9 0.136722 0.072173 ENSG00000054219
CD79B ENSG00000007312.8 0.106481 0.053074 ENSG00000007312
GXYLT2 ENSG00000172986.8 0.183582 0.076797 ENSG00000172986
FAM101A ENSG00000178882.8 0.11725 0.066388 ENSG00000178882
DIRAS3 ENSG00000162595.4 0.108212 0.067464 ENSG00000162595
CEBPE ENSG00000092067.5 0.111929 0.068897 ENSG00000092067
BGLAP ENSG00000242252.1 0.116159 0.071292 ENSG00000242252
SAMD1 ENSG00000141858.7 0.130152 0.075847 ENSG00000141858
ROM1 ENSG00000149489.4 0.124837 0.066779 ENSG00000149489
HSD17B13 ENSG00000170509.7 0.184981 0.077075 ENSG00000170509
SLC39A11 ENSG00000133195.7 0.141551 0.082325 ENSG00000133195
RORB ENSG00000198963.5 0.158948 0.074709 ENSG00000198963
RPS9 ENSG00000170889.9 0.195232 0.094431 ENSG00000170889
MYO3B ENSG00000071909.14 0.211863 0.087117 ENSG00000071909
SLC25A41 ENSG00000181240.9 0.201165 0.08766 ENSG00000181240
ING2 ENSG00000168556.5 0.102031 0.067859 ENSG00000168556
HTATIP2 ENSG00000109854.9 0.350574 0.083856 ENSG00000109854
UBTD2 ENSG00000168246.5 0.109611 0.069511 ENSG00000168246
FOCAD ENSG00000188352.8 0.184597 0.086042 ENSG00000188352
LPO ENSG00000167419.6 0.146004 0.081519 ENSG00000167419
CLEC18A ENSG00000157322.12 0.129669 0.05712 ENSG00000157322
CHPF ENSG00000123989.9 0.104195 0.059725 ENSG00000123989
C9orf142 ENSG00000148362.6 0.109118 0.06706 ENSG00000148362
KCNK1 ENSG00000135750.10 0.171005 0.079323 ENSG00000135750
APCDD1L ENSG00000198768.6 0.163683 0.072338 ENSG00000198768
SLC52A3 ENSG00000101276.10 0.12726 0.07185 ENSG00000101276
TPCN1 ENSG00000186815.8 0.16128 0.07995 ENSG00000186815
RABGAP1L ENSG00000152061.17 0.13738 0.068295 ENSG00000152061
GPR12 ENSG00000132975.6 0.109295 0.06323 ENSG00000132975
GTF2F1 ENSG00000125651.9 0.144493 0.07856 ENSG00000125651
RAB7A ENSG00000075785.8 0.105833 0.064992 ENSG00000075785
SERGEF ENSG00000129158.6 0.114865 0.061534 ENSG00000129158
PRKG2 ENSG00000138669.5 0.134434 0.072881 ENSG00000138669
GPD2 ENSG00000115159.11 0.117891 0.065611 ENSG00000115159
EPN3 ENSG00000049283.13 0.166608 0.07367 ENSG00000049283
LRRC8C ENSG00000171488.10 0.103725 0.066962 ENSG00000171488
SMDT1 ENSG00000183172.7 0.159425 0.064085 ENSG00000183172
BRICD5 ENSG00000182685.3 0.103995 0.064541 ENSG00000182685
EVI5L ENSG00000142459.4 0.170703 0.078976 ENSG00000142459
IGFBP2 ENSG00000115457.5 0.10135 0.062341 ENSG00000115457
CFHR1 ENSG00000244414.1 0.126403 0.060642 ENSG00000244414
TXNL4B ENSG00000140830.4 0.116421 0.065452 ENSG00000140830
RHPN2 ENSG00000131941.3 0.113418 0.063157 ENSG00000131941
SCPEP1 ENSG00000121064.8 0.157082 0.080024 ENSG00000121064
CACNA2D3 ENSG00000157445.10 0.182913 0.082766 ENSG00000157445
FRY ENSG00000073910.15 0.124661 0.064429 ENSG00000073910
ELK3 ENSG00000111145.3 0.131178 0.06936 ENSG00000111145
TRAM2 ENSG00000065308.4 0.115159 0.071662 ENSG00000065308
HRCT1 ENSG00000196196.2 0.116901 0.063689 ENSG00000196196
TSPO ENSG00000100300.13 0.351723 0.083554 ENSG00000100300
ADH4 ENSG00000198099.4 0.119602 0.063707 ENSG00000198099
APOL1 ENSG00000100342.16 0.170893 0.08217 ENSG00000100342
NMT1 ENSG00000136448.7 0.100897 0.060423 ENSG00000136448
CILP ENSG00000138615.4 0.144213 0.073371 ENSG00000138615
UPB1 ENSG00000100024.10 0.108165 0.064285 ENSG00000100024
DRD2 ENSG00000149295.9 0.117485 0.067217 ENSG00000149295
USP6 ENSG00000129204.12 0.147025 0.06864 ENSG00000129204
GPR17 ENSG00000144230.12 0.128058 0.067515 ENSG00000144230
GRAMD4 ENSG00000075240.12 0.164529 0.075395 ENSG00000075240
SEMA6D ENSG00000137872.11 0.101102 0.060839 ENSG00000137872
ATP1B3 ENSG00000069849.6 0.102675 0.061245 ENSG00000069849
XPO1 ENSG00000082898.12 0.168894 0.074873 ENSG00000082898
CDKN2D ENSG00000129355.6 0.160574 0.076967 ENSG00000129355
RNF24 ENSG00000101236.11 0.178578 0.081671 ENSG00000101236
CORO1B ENSG00000172725.9 0.121571 0.075116 ENSG00000172725
C10orf112 ENSG00000204740.5 0.160398 0.076213 ENSG00000204740
RASA3 ENSG00000185989.9 0.170364 0.064785 ENSG00000185989
ZNF738 ENSG00000172687.9 0.169265 0.07706 ENSG00000172687
MCTP2 ENSG00000140563.10 0.200271 0.078003 ENSG00000140563
ITGAD ENSG00000156886.11 0.115866 0.068465 ENSG00000156886
CLDN15 ENSG00000106404.9 0.151094 0.061304 ENSG00000106404
LEPR ENSG00000116678.14 0.11217 0.067324 ENSG00000116678
MAL2 ENSG00000147676.9 0.278913 0.088378 ENSG00000147676
SPTY2D1 ENSG00000179119.10 0.104177 0.06323 ENSG00000179119
COL22A1 ENSG00000169436.12 0.102405 0.068449 ENSG00000169436
ZSWIM2 ENSG00000163012.3 0.118621 0.06865 ENSG00000163012
NAPEPLD ENSG00000161048.7 0.101266 0.05456 ENSG00000161048
VSTM2B ENSG00000187135.7 0.143785 0.096384 ENSG00000187135
CCNI2 ENSG00000205089.3 0.100568 0.07403 ENSG00000205089
TRIM24 ENSG00000122779.12 0.216691 0.080426 ENSG00000122779
PDHX ENSG00000110435.7 0.121349 0.064188 ENSG00000110435
HAX1 ENSG00000143575.10 0.147811 0.074707 ENSG00000143575
DKFZP779L1853 ENSG00000269514.1 0.116355 0.062777 ENSG00000269514
SMAGP ENSG00000170545.12 0.205743 0.080098 ENSG00000170545
MTERFD1 ENSG00000156469.4 0.119262 0.070516 ENSG00000156469
SH3TC1 ENSG00000125089.12 0.106945 0.069588 ENSG00000125089
GCOM1 ENSG00000137878.12 0.190264 0.085369 ENSG00000137878
NAT16 ENSG00000167011.4 0.112498 0.062977 ENSG00000167011
ZNF90 ENSG00000213988.5 0.151007 0.075436 ENSG00000213988
FUZ ENSG00000010361.9 0.140241 0.075456 ENSG00000010361
PLK5 ENSG00000185988.7 0.144326 0.085104 ENSG00000185988
RGPD8 ENSG00000169629.7 0.105531 0.059757 ENSG00000169629
KIAA1324L ENSG00000164659.10 0.155653 0.065827 ENSG00000164659
LYNX1 ENSG00000180155.14 0.23853 0.077801 ENSG00000180155
CBLN1 ENSG00000102924.7 0.101741 0.068068 ENSG00000102924
NLRC5 ENSG00000140853.11 0.121659 0.070274 ENSG00000140853
LDB3 ENSG00000122367.15 0.176186 0.069669 ENSG00000122367
SLC2A14 ENSG00000173262.7 0.142657 0.072998 ENSG00000173262
CMTM6 ENSG00000091317.7 0.129879 0.074859 ENSG00000091317
MRPS26 ENSG00000125901.5 0.153563 0.07479 ENSG00000125901
SLC35A5 ENSG00000138459.4 0.171466 0.071595 ENSG00000138459
PTCD3 ENSG00000132300.14 0.186465 0.079215 ENSG00000132300
ALG11 ENSG00000253710.1 0.108477 0.062475 ENSG00000253710
APP ENSG00000142192.16 0.170963 0.075151 ENSG00000142192
NKG7 ENSG00000105374.5 0.106582 0.07555 ENSG00000105374
INTS1 ENSG00000164880.11 0.148137 0.071645 ENSG00000164880
HIST1H1E ENSG00000168298.4 0.108526 0.0641 ENSG00000168298
CLN5 ENSG00000102805.9 0.103089 0.059718 ENSG00000102805
DHRS11 ENSG00000108272.9 0.110494 0.07289 ENSG00000108272
AP001579.1 ENSG00000268856.1 0.110616 0.062853 ENSG00000268856
PRMT2 ENSG00000160310.12 0.143152 0.068617 ENSG00000160310
ETV4 ENSG00000175832.8 0.11506 0.058458 ENSG00000175832
SPPL3 ENSG00000157837.11 0.124338 0.058251 ENSG00000157837
SH2D3A ENSG00000125731.8 0.149019 0.087084 ENSG00000125731
RNF6 ENSG00000127870.12 0.18097 0.078405 ENSG00000127870
PARVG ENSG00000138964.11 0.100904 0.075171 ENSG00000138964
ELF1 ENSG00000120690.9 0.112999 0.062793 ENSG00000120690
RPS6KC1 ENSG00000136643.7 0.119404 0.066779 ENSG00000136643
CACNG6 ENSG00000130433.3 0.142591 0.077956 ENSG00000130433
FGGY ENSG00000172456.12 0.124711 0.069069 ENSG00000172456
BNIP1 ENSG00000113734.13 0.105326 0.068021 ENSG00000113734
APOL6 ENSG00000221963.4 0.10647 0.05922 ENSG00000221963
BICC1 ENSG00000122870.7 0.107274 0.065102 ENSG00000122870
VNN2 ENSG00000112303.9 0.129921 0.066471 ENSG00000112303
GNG11 ENSG00000127920.4 0.126377 0.073831 ENSG00000127920
RAB24 ENSG00000169228.9 0.106618 0.057569 ENSG00000169228
FAM81B ENSG00000153347.5 0.114436 0.06527 ENSG00000153347
FAM46A ENSG00000112773.11 0.105474 0.060566 ENSG00000112773
AXDND1 ENSG00000162779.16 0.142249 0.065153 ENSG00000162779
TMEM37 ENSG00000171227.6 0.128259 0.065213 ENSG00000171227
RBM27 ENSG00000091009.6 0.10214 0.071925 ENSG00000091009
SETBP1 ENSG00000152217.12 0.11904 0.073879 ENSG00000152217
BRD1 ENSG00000100425.14 0.184082 0.083426 ENSG00000100425
SLC12A5 ENSG00000124140.7 0.124986 0.075756 ENSG00000124140
RPL35 ENSG00000136942.10 0.144814 0.076522 ENSG00000136942
DDX60L ENSG00000181381.9 0.133164 0.076497 ENSG00000181381
ZSCAN30 ENSG00000186814.8 0.111545 0.066524 ENSG00000186814
GPC5 ENSG00000179399.9 0.167932 0.080415 ENSG00000179399
PLA2G7 ENSG00000146070.12 0.184848 0.079284 ENSG00000146070
LPCAT2 ENSG00000087253.7 0.101515 0.064367 ENSG00000087253
SEH1L ENSG00000085415.11 0.116186 0.07015 ENSG00000085415
SMPD2 ENSG00000135587.4 0.105031 0.054507 ENSG00000135587
HTR7 ENSG00000148680.11 0.114002 0.062831 ENSG00000148680
SLC39A14 ENSG00000104635.9 0.135969 0.074234 ENSG00000104635
SPA17 ENSG00000064199.2 0.10927 0.065764 ENSG00000064199
DHRS2 ENSG00000100867.10 0.136094 0.067125 ENSG00000100867
TIGD2 ENSG00000180346.2 0.135837 0.071698 ENSG00000180346
ABLIM3 ENSG00000173210.15 0.112422 0.065866 ENSG00000173210
NLRC4 ENSG00000091106.14 0.10569 0.073335 ENSG00000091106
FAM19A5 ENSG00000219438.4 0.159158 0.087901 ENSG00000219438
CRYZ ENSG00000116791.9 0.267997 0.072062 ENSG00000116791
RILPL2 ENSG00000150977.9 0.112297 0.065398 ENSG00000150977
GRIK2 ENSG00000164418.15 0.103686 0.069842 ENSG00000164418
SYCE1L ENSG00000205078.5 0.20781 0.071629 ENSG00000205078
KCNC3 ENSG00000131398.9 0.15021 0.077132 ENSG00000131398
FAM131B ENSG00000159784.13 0.121424 0.065556 ENSG00000159784
BMP5 ENSG00000112175.6 0.170691 0.075093 ENSG00000112175
PIGB ENSG00000069943.5 0.103263 0.062915 ENSG00000069943
SAMM50 ENSG00000100347.10 0.134274 0.086789 ENSG00000100347
GNRH2 ENSG00000125787.7 0.111601 0.070615 ENSG00000125787
SIRT3 ENSG00000142082.10 0.171314 0.067039 ENSG00000142082
PHLDB2 ENSG00000144824.15 0.146524 0.073325 ENSG00000144824
LTF ENSG00000012223.8 0.106388 0.064284 ENSG00000012223
PGM2 ENSG00000169299.9 0.11037 0.067769 ENSG00000169299
RPUSD4 ENSG00000165526.4 0.122258 0.082207 ENSG00000165526
OMA1 ENSG00000162600.7 0.129057 0.062431 ENSG00000162600
MIER2 ENSG00000105556.5 0.104263 0.058567 ENSG00000105556
GINS4 ENSG00000147536.7 0.1084 0.065208 ENSG00000147536
ANTXR1 ENSG00000169604.15 0.102386 0.059 ENSG00000169604
RBM26 ENSG00000139746.11 0.103899 0.073911 ENSG00000139746
C5orf56 ENSG00000197536.6 0.150719 0.080908 ENSG00000197536
NAPRT1 ENSG00000147813.11 0.115976 0.071403 ENSG00000147813
NT5C2 ENSG00000076685.14 0.200304 0.070833 ENSG00000076685
DUOX2 ENSG00000140279.8 0.109565 0.057954 ENSG00000140279
TRIM17 ENSG00000162931.7 0.141961 0.072494 ENSG00000162931
RHOC ENSG00000155366.11 0.11776 0.068549 ENSG00000155366
MED24 ENSG00000008838.13 0.115141 0.05504 ENSG00000008838
DNAJC5 ENSG00000101152.6 0.119917 0.069119 ENSG00000101152
SFMBT1 ENSG00000163935.9 0.116365 0.060168 ENSG00000163935
ITGB4 ENSG00000132470.9 0.119598 0.074447 ENSG00000132470
MT1A ENSG00000205362.6 0.122335 0.06893 ENSG00000205362
KIAA1211 ENSG00000109265.8 0.180039 0.073821 ENSG00000109265
DOK3 ENSG00000146094.9 0.103988 0.07102 ENSG00000146094
MARCO ENSG00000019169.9 0.265615 0.086418 ENSG00000019169
CASP8 ENSG00000064012.17 0.230149 0.078985 ENSG00000064012
C2orf76 ENSG00000186132.10 0.139971 0.07296 ENSG00000186132
SPTBN5 ENSG00000137877.8 0.166477 0.07392 ENSG00000137877
SLC13A2 ENSG00000007216.10 0.120667 0.070021 ENSG00000007216
AP1AR ENSG00000138660.7 0.103361 0.052669 ENSG00000138660
FOPNL ENSG00000133393.8 0.16151 0.0784 ENSG00000133393
EXT2 ENSG00000151348.9 0.105879 0.068946 ENSG00000151348
NELL2 ENSG00000184613.6 0.321473 0.077006 ENSG00000184613
CTD-2368P22.1 ENSG00000176593.3 0.147337 0.068409 ENSG00000176593
SIGLEC12 ENSG00000254521.2 0.181087 0.076981 ENSG00000254521
GEMIN4 ENSG00000179409.6 0.110622 0.082107 ENSG00000179409
RASL10A ENSG00000100276.8 0.100108 0.065042 ENSG00000100276
COTL1 ENSG00000103187.6 0.256463 0.102492 ENSG00000103187
OXR1 ENSG00000164830.13 0.119701 0.060936 ENSG00000164830
