AssociatedGeneName EnsemblGeneID h2.AdiposeSubcutaneous se.AdiposeSubcutaneous ensid
TMEM230 ENSG00000089063.10 0.386409 0.087526 ENSG00000089063
SLC25A51 ENSG00000122696.8 0.226908 0.074916 ENSG00000122696
CYP4F12 ENSG00000186204.9 0.273285 0.076186 ENSG00000186204
PLEC ENSG00000178209.10 0.138605 0.057262 ENSG00000178209
FTSJ3 ENSG00000108592.12 0.295786 0.072402 ENSG00000108592
ZNF554 ENSG00000172006.7 0.226552 0.078303 ENSG00000172006
PGM1 ENSG00000079739.11 0.173626 0.072593 ENSG00000079739
LRRC8B ENSG00000197147.8 0.163044 0.067858 ENSG00000197147
RAVER2 ENSG00000162437.10 0.158914 0.072099 ENSG00000162437
ZNF783 ENSG00000204946.5 0.227464 0.084545 ENSG00000204946
VPS28 ENSG00000160948.9 0.547678 0.081276 ENSG00000160948
SERPINC1 ENSG00000117601.9 0.169527 0.070301 ENSG00000117601
GSDMA ENSG00000167914.6 0.498071 0.070063 ENSG00000167914
CHAF1A ENSG00000167670.11 0.39332 0.079839 ENSG00000167670
SRD5A3 ENSG00000128039.6 0.171143 0.078361 ENSG00000128039
NUTM2B ENSG00000188199.6 0.137069 0.067737 ENSG00000188199
SACM1L ENSG00000211456.6 0.135169 0.063836 ENSG00000211456
IRF6 ENSG00000117595.6 0.163631 0.066795 ENSG00000117595
POMZP3 ENSG00000146707.10 0.770008 0.047081 ENSG00000146707
DDT ENSG00000099977.9 0.154908 0.069506 ENSG00000099977
SUPT4H1 ENSG00000213246.2 0.228214 0.085499 ENSG00000213246
SEC16A ENSG00000148396.14 0.309632 0.078016 ENSG00000148396
TRIOBP ENSG00000100106.15 0.205493 0.075866 ENSG00000100106
RPH3AL ENSG00000181031.11 0.618173 0.073172 ENSG00000181031
C1QTNF6 ENSG00000133466.9 0.200782 0.081184 ENSG00000133466
GIMAP4 ENSG00000133574.5 0.136994 0.067248 ENSG00000133574
CAT ENSG00000121691.4 0.161044 0.07157 ENSG00000121691
PTPRN2 ENSG00000155093.13 0.167727 0.076494 ENSG00000155093
POLR2E ENSG00000099817.7 0.199451 0.085375 ENSG00000099817
SLC28A2 ENSG00000137860.7 0.157214 0.062032 ENSG00000137860
ACOX3 ENSG00000087008.11 0.291083 0.082667 ENSG00000087008
SLC25A27 ENSG00000153291.11 0.255411 0.079871 ENSG00000153291
CCDC146 ENSG00000135205.10 0.199541 0.079892 ENSG00000135205
ZNF333 ENSG00000160961.7 0.265895 0.083396 ENSG00000160961
C19orf48 ENSG00000167747.9 0.203397 0.085557 ENSG00000167747
FLVCR1 ENSG00000162769.8 0.141689 0.070824 ENSG00000162769
TAF1C ENSG00000103168.12 0.475031 0.096912 ENSG00000103168
FAM227A ENSG00000184949.10 0.153856 0.062101 ENSG00000184949
HDDC2 ENSG00000111906.12 0.339989 0.083682 ENSG00000111906
ZNF320 ENSG00000182986.8 0.436783 0.092318 ENSG00000182986
PM20D1 ENSG00000162877.8 0.480083 0.070735 ENSG00000162877
LRRC43 ENSG00000158113.8 0.166022 0.071063 ENSG00000158113
L1TD1 ENSG00000240563.1 0.579213 0.073538 ENSG00000240563
CCDC66 ENSG00000180376.12 0.230071 0.077309 ENSG00000180376
SDCCAG8 ENSG00000054282.11 0.186582 0.066859 ENSG00000054282
CDC42BPA ENSG00000143776.14 0.184394 0.071509 ENSG00000143776
ATP8A1 ENSG00000124406.12 0.406047 0.079645 ENSG00000124406
FAAH ENSG00000117480.11 0.230849 0.085972 ENSG00000117480
TRIB3 ENSG00000101255.6 0.213062 0.086739 ENSG00000101255
RNF166 ENSG00000158717.6 0.241329 0.079245 ENSG00000158717
SNX31 ENSG00000174226.4 0.614262 0.069326 ENSG00000174226
PCP2 ENSG00000174788.5 0.184947 0.090082 ENSG00000174788
EFCAB13 ENSG00000178852.11 0.234384 0.074682 ENSG00000178852
CLEC18C ENSG00000157335.15 0.179081 0.073461 ENSG00000157335
SCAP ENSG00000114650.14 0.173772 0.08137 ENSG00000114650
FAS ENSG00000026103.15 0.394389 0.073143 ENSG00000026103
RHPN1 ENSG00000158106.8 0.195917 0.078411 ENSG00000158106
NUP43 ENSG00000120253.9 0.172012 0.067954 ENSG00000120253
SEC22A ENSG00000121542.7 0.345511 0.072056 ENSG00000121542
ARHGEF35 ENSG00000213214.3 0.349053 0.073362 ENSG00000213214
MYO16 ENSG00000041515.11 0.167877 0.080484 ENSG00000041515
TTC18 ENSG00000156042.13 0.163958 0.072917 ENSG00000156042
GNMT ENSG00000124713.5 0.184859 0.074298 ENSG00000124713
MRI1 ENSG00000037757.9 0.178726 0.08577 ENSG00000037757
ZNF419 ENSG00000105136.15 0.310601 0.070416 ENSG00000105136
SULT1C2 ENSG00000198203.5 0.524451 0.080635 ENSG00000198203
TOP1MT ENSG00000184428.8 0.183628 0.069985 ENSG00000184428
LURAP1 ENSG00000171357.5 0.162816 0.068636 ENSG00000171357
PYROXD1 ENSG00000121350.11 0.224354 0.070603 ENSG00000121350
KRT72 ENSG00000170486.6 0.26978 0.075632 ENSG00000170486
C9orf72 ENSG00000147894.10 0.26132 0.081708 ENSG00000147894
HSD17B12 ENSG00000149084.7 0.519344 0.067421 ENSG00000149084
SPC25 ENSG00000152253.4 0.230901 0.075989 ENSG00000152253
MILR1 ENSG00000271605.1 0.232228 0.082171 ENSG00000271605
AMH ENSG00000104899.3 0.30592 0.088122 ENSG00000104899
CNPY4 ENSG00000166997.3 0.245371 0.080373 ENSG00000166997
ARHGEF7 ENSG00000102606.13 0.178522 0.082471 ENSG00000102606
ZNF132 ENSG00000131849.10 0.35358 0.077902 ENSG00000131849
STX2 ENSG00000111450.9 0.514037 0.076081 ENSG00000111450
ANTXRL ENSG00000198250.8 0.349469 0.073393 ENSG00000198250
PCDHGA6 ENSG00000253731.1 0.154591 0.072508 ENSG00000253731
ZNF880 ENSG00000221923.4 0.6252 0.072087 ENSG00000221923
ST8SIA1 ENSG00000111728.6 0.271485 0.08186 ENSG00000111728
NEK3 ENSG00000136098.12 0.211364 0.075404 ENSG00000136098
SDK2 ENSG00000069188.12 0.192372 0.08876 ENSG00000069188
FBLL1 ENSG00000188573.7 0.563653 0.06946 ENSG00000188573
NDNF ENSG00000173376.9 0.420213 0.080759 ENSG00000173376
C2orf27A ENSG00000197927.8 0.22211 0.07062 ENSG00000197927
PM20D2 ENSG00000146281.5 0.148299 0.069205 ENSG00000146281
PROZ ENSG00000126231.9 0.156173 0.068971 ENSG00000126231
GPX7 ENSG00000116157.5 0.557689 0.071431 ENSG00000116157
IRAK1BP1 ENSG00000146243.9 0.177277 0.061398 ENSG00000146243
TCTEX1D1 ENSG00000152760.5 0.126171 0.05843 ENSG00000152760
TRABD ENSG00000170638.5 0.271235 0.08959 ENSG00000170638
NARFL ENSG00000103245.9 0.308792 0.083605 ENSG00000103245
SUSD2 ENSG00000099994.10 0.175543 0.067435 ENSG00000099994
ZNF83 ENSG00000167766.13 0.601826 0.079428 ENSG00000167766
AP4M1 ENSG00000221838.5 0.294284 0.079564 ENSG00000221838
CC2D1B ENSG00000154222.10 0.219815 0.072041 ENSG00000154222
ZNF425 ENSG00000204947.4 0.160042 0.070507 ENSG00000204947
RFT1 ENSG00000163933.5 0.288697 0.076842 ENSG00000163933
TRDMT1 ENSG00000107614.17 0.24741 0.078132 ENSG00000107614
AL161915.1 ENSG00000212670.1 0.213986 0.078417 ENSG00000212670
FAM192A ENSG00000172775.12 0.226921 0.085221 ENSG00000172775
CDC16 ENSG00000130177.10 0.279631 0.076593 ENSG00000130177
TRIM69 ENSG00000185880.8 0.30952 0.082391 ENSG00000185880
CPSF1 ENSG00000071894.10 0.763185 0.042478 ENSG00000071894
PRSS37 ENSG00000165076.9 0.141277 0.06648 ENSG00000165076
MANEA ENSG00000172469.10 0.163112 0.065202 ENSG00000172469
PRPH2 ENSG00000112619.6 0.179673 0.068921 ENSG00000112619
ALDH8A1 ENSG00000118514.9 0.328978 0.067965 ENSG00000118514
MCM10 ENSG00000065328.12 0.258666 0.098075 ENSG00000065328
NPRL3 ENSG00000103148.11 0.480487 0.07744 ENSG00000103148
TCP11L1 ENSG00000176148.11 0.176887 0.069957 ENSG00000176148
TRMT44 ENSG00000155275.14 0.295455 0.074127 ENSG00000155275
CHRAC1 ENSG00000104472.5 0.325054 0.086592 ENSG00000104472
HSD17B14 ENSG00000087076.4 0.235844 0.079307 ENSG00000087076
VAT1 ENSG00000108828.11 0.152432 0.072541 ENSG00000108828
CCBL2 ENSG00000137944.12 0.2024 0.069277 ENSG00000137944
C21orf2 ENSG00000160226.11 0.247819 0.09559 ENSG00000160226
TBC1D4 ENSG00000136111.8 0.33864 0.085536 ENSG00000136111
TMTC4 ENSG00000125247.11 0.291522 0.080406 ENSG00000125247
CMTM3 ENSG00000140931.15 0.183459 0.073504 ENSG00000140931
ITPA ENSG00000125877.7 0.20465 0.071805 ENSG00000125877
SLC25A39 ENSG00000013306.11 0.206303 0.076217 ENSG00000013306
KRI1 ENSG00000129347.15 0.338318 0.078767 ENSG00000129347
COMMD10 ENSG00000145781.4 0.161848 0.074564 ENSG00000145781
SEC23B ENSG00000101310.10 0.217312 0.074551 ENSG00000101310
REP15 ENSG00000174236.2 0.421148 0.089017 ENSG00000174236
CDK2AP1 ENSG00000111328.2 0.206182 0.066557 ENSG00000111328
LINGO2 ENSG00000174482.6 0.243806 0.079867 ENSG00000174482
SPPL2A ENSG00000138600.5 0.114959 0.054918 ENSG00000138600
ATF6 ENSG00000118217.5 0.157107 0.069589 ENSG00000118217
CPZ ENSG00000109625.14 0.147965 0.068385 ENSG00000109625
GNPAT ENSG00000116906.7 0.253988 0.081341 ENSG00000116906
LAMC2 ENSG00000058085.10 0.276624 0.081926 ENSG00000058085
PARP14 ENSG00000173193.9 0.339231 0.083855 ENSG00000173193
TMEM165 ENSG00000134851.7 0.145849 0.057714 ENSG00000134851
LILRA3 ENSG00000170866.7 0.291286 0.0958 ENSG00000170866
UROD ENSG00000126088.8 0.484763 0.079995 ENSG00000126088
MSH3 ENSG00000113318.9 0.233901 0.068495 ENSG00000113318
BBS2 ENSG00000125124.7 0.453528 0.07661 ENSG00000125124
GLUD1 ENSG00000148672.7 0.162684 0.069735 ENSG00000148672
MS4A14 ENSG00000166928.6 0.391443 0.075134 ENSG00000166928
C5orf63 ENSG00000164241.9 0.182495 0.06969 ENSG00000164241
PEX6 ENSG00000124587.9 0.575784 0.064477 ENSG00000124587
CPT1B ENSG00000205560.8 0.146802 0.068868 ENSG00000205560
TTC38 ENSG00000075234.12 0.466237 0.086266 ENSG00000075234
CFHR3 ENSG00000116785.9 0.19861 0.069406 ENSG00000116785
TAP1 ENSG00000168394.9 0.144475 0.071601 ENSG00000168394
BEAN1 ENSG00000166546.9 0.160841 0.075117 ENSG00000166546
GSTO1 ENSG00000148834.8 0.174134 0.079912 ENSG00000148834
MRC1 ENSG00000120586.4 0.190258 0.07426 ENSG00000120586
B3GALNT2 ENSG00000162885.7 0.211252 0.070716 ENSG00000162885
DNAH7 ENSG00000118997.9 0.207383 0.069052 ENSG00000118997
CCDC158 ENSG00000163749.13 0.199234 0.074351 ENSG00000163749
ZNF302 ENSG00000089335.16 0.407406 0.077024 ENSG00000089335
XAB2 ENSG00000076924.7 0.184098 0.080925 ENSG00000076924
AP000350.4 ENSG00000218537.1 0.645781 0.060755 ENSG00000218537
TMC2 ENSG00000149488.11 0.28276 0.086132 ENSG00000149488
C10orf129 ENSG00000173124.10 0.41234 0.074021 ENSG00000173124
ISLR2 ENSG00000167178.11 0.176007 0.075056 ENSG00000167178
ATP6AP1L ENSG00000205464.7 0.418676 0.076833 ENSG00000205464
RFX7 ENSG00000181827.10 0.303956 0.072936 ENSG00000181827
CYP4A22 ENSG00000162365.7 0.211422 0.06615 ENSG00000162365
WDR63 ENSG00000162643.8 0.196048 0.075769 ENSG00000162643
ZNF197 ENSG00000186448.10 0.127169 0.058079 ENSG00000186448
LMBR1L ENSG00000139636.11 0.157317 0.066464 ENSG00000139636
ZNF814 ENSG00000204514.5 0.220292 0.080941 ENSG00000204514
ARMC10 ENSG00000170632.9 0.222408 0.079977 ENSG00000170632
GALNT18 ENSG00000110328.5 0.589857 0.083854 ENSG00000110328
DBF4B ENSG00000161692.13 0.49258 0.074522 ENSG00000161692
PPFIA4 ENSG00000143847.11 0.141937 0.069244 ENSG00000143847
PLCE1 ENSG00000138193.9 0.173364 0.075378 ENSG00000138193
GSTM5 ENSG00000134201.6 0.340825 0.089964 ENSG00000134201
PDCD6IP ENSG00000170248.9 0.142099 0.066353 ENSG00000170248
ERAP2 ENSG00000164308.12 0.592066 0.061892 ENSG00000164308
KIAA1467 ENSG00000084444.9 0.192389 0.079642 ENSG00000084444
SPAG1 ENSG00000104450.8 0.251695 0.074917 ENSG00000104450
MASTL ENSG00000120539.10 0.459439 0.072457 ENSG00000120539
KIAA1143 ENSG00000163807.4 0.249385 0.07357 ENSG00000163807
PPCDC ENSG00000138621.7 0.218341 0.071949 ENSG00000138621
LRP11 ENSG00000120256.4 0.16389 0.072068 ENSG00000120256
RPSA ENSG00000168028.9 0.554499 0.069372 ENSG00000168028
UPK3B ENSG00000243566.2 0.352487 0.081541 ENSG00000243566
THSD7B ENSG00000144229.7 0.179777 0.077539 ENSG00000144229
WDR60 ENSG00000126870.11 0.148714 0.063485 ENSG00000126870
C6orf164 ENSG00000203871.3 0.270129 0.076244 ENSG00000203871
PDE11A ENSG00000128655.11 0.148641 0.066828 ENSG00000128655
B3GNT3 ENSG00000179913.6 0.364377 0.087351 ENSG00000179913
ALG1L ENSG00000189366.5 0.361927 0.078887 ENSG00000189366
QRFPR ENSG00000186867.6 0.227298 0.085171 ENSG00000186867
RBL2 ENSG00000103479.10 0.462282 0.076523 ENSG00000103479
SLC35G1 ENSG00000176273.10 0.205475 0.071808 ENSG00000176273
SPG21 ENSG00000090487.6 0.352533 0.078433 ENSG00000090487
NDUFAF1 ENSG00000137806.4 0.17034 0.073724 ENSG00000137806
WDR86 ENSG00000187260.11 0.286779 0.084237 ENSG00000187260
BMPR1A ENSG00000107779.6 0.226391 0.069621 ENSG00000107779
SULT1A2 ENSG00000197165.6 0.218946 0.065263 ENSG00000197165
PFDN1 ENSG00000113068.5 0.178279 0.06703 ENSG00000113068
MCM8 ENSG00000125885.9 0.267935 0.088138 ENSG00000125885
GINM1 ENSG00000055211.8 0.126107 0.057387 ENSG00000055211
SERHL2 ENSG00000183569.13 0.206439 0.079577 ENSG00000183569
CTNS ENSG00000040531.10 0.519209 0.077905 ENSG00000040531
LDOC1L ENSG00000188636.3 0.219417 0.080896 ENSG00000188636
POGLUT1 ENSG00000163389.6 0.412184 0.073601 ENSG00000163389
MGME1 ENSG00000125871.9 0.323459 0.09008 ENSG00000125871
CCDC114 ENSG00000105479.10 0.175576 0.07231 ENSG00000105479
CKAP2 ENSG00000136108.10 0.364394 0.077186 ENSG00000136108
KREMEN1 ENSG00000183762.8 0.162859 0.069222 ENSG00000183762
PCDHB7 ENSG00000113212.4 0.20475 0.083037 ENSG00000113212
SFTPD ENSG00000133661.11 0.432004 0.077497 ENSG00000133661
PPA2 ENSG00000138777.15 0.136015 0.064862 ENSG00000138777
PRND ENSG00000171864.4 0.159133 0.076335 ENSG00000171864
LACTB ENSG00000103642.7 0.165222 0.06773 ENSG00000103642
TSNARE1 ENSG00000171045.10 0.207829 0.074769 ENSG00000171045
BDH2 ENSG00000164039.10 0.365154 0.074475 ENSG00000164039
SNX11 ENSG00000002919.10 0.16686 0.060863 ENSG00000002919
NUTM2D ENSG00000214562.9 0.222644 0.077913 ENSG00000214562
ZNF660 ENSG00000144792.5 0.216745 0.068107 ENSG00000144792
KXD1 ENSG00000105700.6 0.244974 0.088281 ENSG00000105700
OSGEP ENSG00000092094.6 0.481263 0.085366 ENSG00000092094
C1QTNF4 ENSG00000172247.3 0.2432 0.073542 ENSG00000172247
CDC25A ENSG00000164045.7 0.266879 0.089718 ENSG00000164045
PCDHB10 ENSG00000120324.4 0.27997 0.079284 ENSG00000120324
ZFP1 ENSG00000184517.7 0.362127 0.08336 ENSG00000184517
DNAH10 ENSG00000197653.10 0.237892 0.081777 ENSG00000197653
LIMD1 ENSG00000144791.5 0.278458 0.075564 ENSG00000144791
ECHDC3 ENSG00000134463.10 0.344529 0.08959 ENSG00000134463
LRRC57 ENSG00000180979.5 0.158899 0.069966 ENSG00000180979
RASA4B ENSG00000170667.9 0.142114 0.07009 ENSG00000170667
IPO8 ENSG00000133704.5 0.147257 0.063475 ENSG00000133704
SLC5A9 ENSG00000117834.8 0.282541 0.076579 ENSG00000117834
SRCRB4D ENSG00000146700.8 0.127644 0.060736 ENSG00000146700
NUTM2A ENSG00000184923.8 0.353648 0.089164 ENSG00000184923
MRC1L1 ENSG00000183748.4 0.271486 0.083028 ENSG00000183748
FRA10AC1 ENSG00000148690.10 0.177101 0.072194 ENSG00000148690
GSDMD ENSG00000104518.6 0.160722 0.07336 ENSG00000104518
MAN2C1 ENSG00000140400.10 0.501037 0.069471 ENSG00000140400
PRICKLE4 ENSG00000124593.10 0.201973 0.075926 ENSG00000124593
MED20 ENSG00000124641.10 0.176177 0.075824 ENSG00000124641
PNKP ENSG00000039650.5 0.21349 0.089605 ENSG00000039650
TRPM4 ENSG00000130529.11 0.19503 0.078462 ENSG00000130529
HSF2 ENSG00000025156.7 0.180765 0.069642 ENSG00000025156
NMRK1 ENSG00000106733.16 0.657023 0.059225 ENSG00000106733
SFI1 ENSG00000198089.10 0.184297 0.071565 ENSG00000198089
TMEM99 ENSG00000167920.4 0.195309 0.074573 ENSG00000167920
MYOF ENSG00000138119.12 0.170267 0.071781 ENSG00000138119
JAK3 ENSG00000105639.14 0.191726 0.086297 ENSG00000105639
TIPIN ENSG00000075131.5 0.405243 0.078334 ENSG00000075131
GTF2H1 ENSG00000110768.7 0.285155 0.084301 ENSG00000110768
RAB7L1 ENSG00000117280.8 0.337948 0.076287 ENSG00000117280
GPR111 ENSG00000164393.4 0.12436 0.057191 ENSG00000164393
LDHC ENSG00000166796.7 0.555089 0.074924 ENSG00000166796
RPS23 ENSG00000186468.8 0.132891 0.065717 ENSG00000186468
AP001816.1 ENSG00000254531.1 0.266057 0.073894 ENSG00000254531
LRRC19 ENSG00000184434.7 0.243987 0.076397 ENSG00000184434
AHI1 ENSG00000135541.16 0.534674 0.078753 ENSG00000135541
RNF40 ENSG00000103549.17 0.207604 0.075778 ENSG00000103549
MRPS9 ENSG00000135972.4 0.294673 0.075723 ENSG00000135972
GPR108 ENSG00000125734.9 0.337575 0.094096 ENSG00000125734
LRP5L ENSG00000100068.7 0.307791 0.0825 ENSG00000100068
ITGB6 ENSG00000115221.6 0.405776 0.075033 ENSG00000115221
ATG10 ENSG00000152348.11 0.59713 0.071474 ENSG00000152348
FBN2 ENSG00000138829.6 0.358638 0.071818 ENSG00000138829
ARSG ENSG00000141337.8 0.211538 0.087018 ENSG00000141337
GALNS ENSG00000141012.8 0.150451 0.070934 ENSG00000141012
AC010536.1 ENSG00000226180.2 0.27025 0.08766 ENSG00000226180
SLC23A2 ENSG00000089057.10 0.261487 0.092307 ENSG00000089057
CUL7 ENSG00000044090.4 0.191745 0.079963 ENSG00000044090
ZNF160 ENSG00000170949.13 0.355348 0.084012 ENSG00000170949
NDUFAF4 ENSG00000123545.5 0.25431 0.079578 ENSG00000123545
