AssociatedGeneName EnsemblGeneID h2.ArteryTibial se.ArteryTibial ensid
LRRC37A ENSG00000176681.10 0.425845 0.08124 ENSG00000176681
SMTNL1 ENSG00000214872.4 0.284392 0.07781 ENSG00000214872
RFWD3 ENSG00000168411.9 0.230469 0.079665 ENSG00000168411
TMEM9 ENSG00000116857.11 0.381546 0.087816 ENSG00000116857
NT5C3B ENSG00000141698.12 0.565441 0.068226 ENSG00000141698
KNSTRN ENSG00000128944.8 0.65126 0.060769 ENSG00000128944
CTSW ENSG00000172543.3 0.329451 0.077411 ENSG00000172543
ZNF436 ENSG00000125945.9 0.253218 0.083578 ENSG00000125945
HPR ENSG00000261701.2 0.330754 0.08415 ENSG00000261701
HAUS4 ENSG00000092036.12 0.593061 0.071035 ENSG00000092036
GRHPR ENSG00000137106.13 0.297361 0.088588 ENSG00000137106
H3F3A ENSG00000163041.5 0.409538 0.080992 ENSG00000163041
KIAA1715 ENSG00000144320.9 0.270315 0.073302 ENSG00000144320
QRSL1 ENSG00000130348.7 0.349544 0.078793 ENSG00000130348
STOX1 ENSG00000165730.10 0.217136 0.074349 ENSG00000165730
PLA2G4C ENSG00000105499.9 0.323344 0.080805 ENSG00000105499
CYP2D6 ENSG00000100197.16 0.504055 0.07684 ENSG00000100197
DHFR ENSG00000228716.2 0.355637 0.084309 ENSG00000228716
CNGA1 ENSG00000198515.9 0.241309 0.074754 ENSG00000198515
G6PC2 ENSG00000152254.6 0.146347 0.072586 ENSG00000152254
NUPR1 ENSG00000176046.7 0.163743 0.059849 ENSG00000176046
APIP ENSG00000149089.8 0.507251 0.070687 ENSG00000149089
LRRC37A2 ENSG00000238083.3 0.421351 0.080129 ENSG00000238083
ZNF641 ENSG00000167528.8 0.175412 0.063548 ENSG00000167528
TUFM ENSG00000178952.4 0.280571 0.07836 ENSG00000178952
RRP7A ENSG00000189306.6 0.371486 0.092533 ENSG00000189306
ARHGAP22 ENSG00000128805.10 0.380537 0.085236 ENSG00000128805
PCYOX1L ENSG00000145882.6 0.234502 0.087005 ENSG00000145882
AL359195.1 ENSG00000204038.3 0.472299 0.072186 ENSG00000204038
TACSTD2 ENSG00000184292.5 0.249534 0.077221 ENSG00000184292
PCDHB8 ENSG00000120322.2 0.336999 0.079859 ENSG00000120322
ZNF266 ENSG00000174652.13 0.578474 0.062505 ENSG00000174652
APOL4 ENSG00000100336.13 0.422736 0.086902 ENSG00000100336
NTPCR ENSG00000135778.6 0.277666 0.079346 ENSG00000135778
POLR2J ENSG00000005075.11 0.29008 0.082626 ENSG00000005075
AKR1C1 ENSG00000187134.8 0.177127 0.084512 ENSG00000187134
GBP3 ENSG00000117226.7 0.708744 0.056512 ENSG00000117226
PILRB ENSG00000121716.13 0.353476 0.077871 ENSG00000121716
C15orf57 ENSG00000128891.11 0.497381 0.071958 ENSG00000128891
IFT88 ENSG00000032742.13 0.339704 0.078917 ENSG00000032742
CISD1 ENSG00000122873.7 0.217226 0.070088 ENSG00000122873
TMEM50B ENSG00000142188.12 0.505212 0.071071 ENSG00000142188
CAST ENSG00000153113.19 0.36992 0.089295 ENSG00000153113
C17orf97 ENSG00000187624.7 0.646927 0.075646 ENSG00000187624
ARL17B ENSG00000228696.4 0.176221 0.074986 ENSG00000228696
ADAT1 ENSG00000065457.6 0.43812 0.073472 ENSG00000065457
HMGXB3 ENSG00000113716.8 0.222771 0.081393 ENSG00000113716
NME4 ENSG00000103202.8 0.324212 0.077021 ENSG00000103202
GCC2 ENSG00000135968.15 0.260532 0.074034 ENSG00000135968
OPN4 ENSG00000122375.7 0.171844 0.070039 ENSG00000122375
PCDHB11 ENSG00000197479.4 0.195919 0.075707 ENSG00000197479
CYP4F11 ENSG00000171903.11 0.543569 0.072757 ENSG00000171903
QDPR ENSG00000151552.7 0.302907 0.088773 ENSG00000151552
TDGF1 ENSG00000241186.3 0.316894 0.089082 ENSG00000241186
FANCA ENSG00000187741.10 0.20911 0.07452 ENSG00000187741
RSPO4 ENSG00000101282.4 0.211492 0.091783 ENSG00000101282
GSTM1 ENSG00000134184.8 0.464572 0.093433 ENSG00000134184
YIPF5 ENSG00000145817.12 0.158459 0.070336 ENSG00000145817
TRIM4 ENSG00000146833.11 0.449341 0.080578 ENSG00000146833
SLC5A4 ENSG00000100191.4 0.220096 0.083101 ENSG00000100191
DTD1 ENSG00000125821.7 0.136827 0.066432 ENSG00000125821
IQCB1 ENSG00000173226.12 0.354082 0.077971 ENSG00000173226
SIRPB1 ENSG00000101307.11 0.418996 0.088829 ENSG00000101307
MTHFS ENSG00000136371.5 0.331233 0.077211 ENSG00000136371
VLDLR ENSG00000147852.10 0.55126 0.072237 ENSG00000147852
C10orf107 ENSG00000183346.6 0.371356 0.074406 ENSG00000183346
ASNSD1 ENSG00000138381.5 0.406956 0.079214 ENSG00000138381
PCDHB16 ENSG00000196963.2 0.482955 0.075928 ENSG00000196963
TMEM45A ENSG00000181458.6 0.132219 0.062643 ENSG00000181458
ZNF586 ENSG00000083828.11 0.282883 0.083384 ENSG00000083828
TDRD6 ENSG00000180113.11 0.442246 0.084751 ENSG00000180113
RNASEH2C ENSG00000172922.4 0.137281 0.064072 ENSG00000172922
TRIM37 ENSG00000108395.9 0.124283 0.0579 ENSG00000108395
DSCC1 ENSG00000136982.5 0.653207 0.059737 ENSG00000136982
CHML ENSG00000203668.1 0.173016 0.078498 ENSG00000203668
ANKDD1A ENSG00000166839.12 0.416286 0.086642 ENSG00000166839
COG6 ENSG00000133103.12 0.188081 0.071061 ENSG00000133103
SLC22A5 ENSG00000197375.8 0.180348 0.078361 ENSG00000197375
DDX11 ENSG00000013573.12 0.792236 0.039086 ENSG00000013573
ZNF589 ENSG00000164048.9 0.28248 0.085107 ENSG00000164048
C22orf43 ENSG00000189269.7 0.589563 0.07236 ENSG00000189269
ZNF605 ENSG00000196458.6 0.207864 0.072071 ENSG00000196458
TMEM230 ENSG00000089063.10 0.290697 0.082288 ENSG00000089063
SLC25A51 ENSG00000122696.8 0.226675 0.072642 ENSG00000122696
ATP6V0E2 ENSG00000171130.13 0.597299 0.079324 ENSG00000171130
CYP4F12 ENSG00000186204.9 0.158648 0.068983 ENSG00000186204
PLEC ENSG00000178209.10 0.240715 0.07405 ENSG00000178209
FTSJ3 ENSG00000108592.12 0.335725 0.071846 ENSG00000108592
ZNF554 ENSG00000172006.7 0.162608 0.079764 ENSG00000172006
SLC25A26 ENSG00000144741.12 0.271695 0.077979 ENSG00000144741
ZNF783 ENSG00000204946.5 0.302829 0.094014 ENSG00000204946
PDZRN3 ENSG00000121440.10 0.369463 0.087196 ENSG00000121440
VPS28 ENSG00000160948.9 0.471945 0.084459 ENSG00000160948
GSDMA ENSG00000167914.6 0.332967 0.080569 ENSG00000167914
CHAF1A ENSG00000167670.11 0.450637 0.081111 ENSG00000167670
SRD5A3 ENSG00000128039.6 0.280288 0.084104 ENSG00000128039
NUTM2B ENSG00000188199.6 0.165859 0.07564 ENSG00000188199
PDXK ENSG00000160209.13 0.187933 0.075214 ENSG00000160209
POMZP3 ENSG00000146707.10 0.771778 0.046861 ENSG00000146707
DDT ENSG00000099977.9 0.415755 0.080851 ENSG00000099977
SUPT4H1 ENSG00000213246.2 0.219658 0.084502 ENSG00000213246
SEC16A ENSG00000148396.14 0.155075 0.07119 ENSG00000148396
TRIOBP ENSG00000100106.15 0.369207 0.083439 ENSG00000100106
RPH3AL ENSG00000181031.11 0.332562 0.087162 ENSG00000181031
C1QTNF6 ENSG00000133466.9 0.294943 0.089315 ENSG00000133466
CAT ENSG00000121691.4 0.228045 0.079045 ENSG00000121691
POLR2E ENSG00000099817.7 0.492822 0.082201 ENSG00000099817
SLC28A2 ENSG00000137860.7 0.259873 0.081337 ENSG00000137860
ACOX3 ENSG00000087008.11 0.262612 0.082318 ENSG00000087008
SLC25A27 ENSG00000153291.11 0.384007 0.081459 ENSG00000153291
RGS14 ENSG00000169220.13 0.305939 0.081341 ENSG00000169220
ZNF333 ENSG00000160961.7 0.15757 0.075242 ENSG00000160961
FLVCR1 ENSG00000162769.8 0.183673 0.073624 ENSG00000162769
TAF1C ENSG00000103168.12 0.313068 0.098651 ENSG00000103168
FAM227A ENSG00000184949.10 0.192971 0.070787 ENSG00000184949
HDDC2 ENSG00000111906.12 0.231782 0.086626 ENSG00000111906
ZNF320 ENSG00000182986.8 0.323634 0.11036 ENSG00000182986
PM20D1 ENSG00000162877.8 0.340849 0.077363 ENSG00000162877
CCDC66 ENSG00000180376.12 0.393313 0.079812 ENSG00000180376
PAPD4 ENSG00000164329.9 0.238824 0.085993 ENSG00000164329
SETD8 ENSG00000183955.8 0.171084 0.081708 ENSG00000183955
CDC42BPA ENSG00000143776.14 0.349914 0.080533 ENSG00000143776
SLC24A3 ENSG00000185052.7 0.216556 0.082819 ENSG00000185052
ATP8A1 ENSG00000124406.12 0.237708 0.088451 ENSG00000124406
FAAH ENSG00000117480.11 0.161744 0.072609 ENSG00000117480
TRIB3 ENSG00000101255.6 0.297482 0.100339 ENSG00000101255
RNF166 ENSG00000158717.6 0.260564 0.086684 ENSG00000158717
SNX31 ENSG00000174226.4 0.324919 0.086818 ENSG00000174226
EFCAB13 ENSG00000178852.11 0.237924 0.074959 ENSG00000178852
CLEC18C ENSG00000157335.15 0.33691 0.093141 ENSG00000157335
GSAP ENSG00000186088.11 0.225623 0.083428 ENSG00000186088
SEC22A ENSG00000121542.7 0.375455 0.073838 ENSG00000121542
ARHGEF35 ENSG00000213214.3 0.358894 0.080893 ENSG00000213214
SULT1A1 ENSG00000196502.7 0.12931 0.064138 ENSG00000196502
TTC18 ENSG00000156042.13 0.132697 0.064527 ENSG00000156042
CLN6 ENSG00000128973.7 0.165957 0.07186 ENSG00000128973
ERP27 ENSG00000139055.2 0.208201 0.068452 ENSG00000139055
GNMT ENSG00000124713.5 0.236762 0.077221 ENSG00000124713
MRI1 ENSG00000037757.9 0.231477 0.090618 ENSG00000037757
ZNF419 ENSG00000105136.15 0.319593 0.078504 ENSG00000105136
SULT1C2 ENSG00000198203.5 0.430278 0.083343 ENSG00000198203
PYROXD1 ENSG00000121350.11 0.27137 0.0702 ENSG00000121350
HSD17B12 ENSG00000149084.7 0.666351 0.058542 ENSG00000149084
AMH ENSG00000104899.3 0.336023 0.091094 ENSG00000104899
ZNF132 ENSG00000131849.10 0.174428 0.064884 ENSG00000131849
STX2 ENSG00000111450.9 0.356961 0.084097 ENSG00000111450
PCDHGA6 ENSG00000253731.1 0.147696 0.068331 ENSG00000253731
ZNF880 ENSG00000221923.4 0.666728 0.067443 ENSG00000221923
ST8SIA1 ENSG00000111728.6 0.191715 0.079115 ENSG00000111728
SDK2 ENSG00000069188.12 0.372615 0.094129 ENSG00000069188
INMT ENSG00000241644.2 0.262057 0.090969 ENSG00000241644
DISC1 ENSG00000162946.16 0.140668 0.067115 ENSG00000162946
FBLL1 ENSG00000188573.7 0.540438 0.075625 ENSG00000188573
C2orf27A ENSG00000197927.8 0.463332 0.076767 ENSG00000197927
HSD3B7 ENSG00000099377.9 0.18918 0.074096 ENSG00000099377
PROZ ENSG00000126231.9 0.214062 0.075254 ENSG00000126231
GPX7 ENSG00000116157.5 0.605552 0.065731 ENSG00000116157
LAMC1 ENSG00000135862.5 0.139618 0.068423 ENSG00000135862
IRAK1BP1 ENSG00000146243.9 0.248908 0.070978 ENSG00000146243
THAP5 ENSG00000177683.9 0.17068 0.073575 ENSG00000177683
TCTEX1D1 ENSG00000152760.5 0.215483 0.076846 ENSG00000152760
TENC1 ENSG00000111077.13 0.236878 0.087609 ENSG00000111077
TRABD ENSG00000170638.5 0.254492 0.083124 ENSG00000170638
NARFL ENSG00000103245.9 0.251056 0.094042 ENSG00000103245
ZNF83 ENSG00000167766.13 0.525592 0.087119 ENSG00000167766
AP4M1 ENSG00000221838.5 0.244376 0.073124 ENSG00000221838
SSBP4 ENSG00000130511.10 0.162524 0.073294 ENSG00000130511
CC2D1B ENSG00000154222.10 0.228974 0.074382 ENSG00000154222
TTLL12 ENSG00000100304.12 0.314244 0.093875 ENSG00000100304
RFT1 ENSG00000163933.5 0.427478 0.077946 ENSG00000163933
LACTB2 ENSG00000147592.4 0.147472 0.064587 ENSG00000147592
TRDMT1 ENSG00000107614.17 0.214613 0.070348 ENSG00000107614
UCHL3 ENSG00000118939.13 0.277407 0.082688 ENSG00000118939
APBB1IP ENSG00000077420.11 0.317269 0.080396 ENSG00000077420
PRKRIP1 ENSG00000128563.9 0.230018 0.079791 ENSG00000128563
FAM192A ENSG00000172775.12 0.316728 0.082044 ENSG00000172775
CDC16 ENSG00000130177.10 0.2749 0.073837 ENSG00000130177
SSX2IP ENSG00000117155.12 0.193671 0.080336 ENSG00000117155
NUCB1 ENSG00000104805.11 0.256677 0.093198 ENSG00000104805
TRIM69 ENSG00000185880.8 0.479186 0.075526 ENSG00000185880
CPSF1 ENSG00000071894.10 0.766359 0.045082 ENSG00000071894
HP ENSG00000257017.4 0.143151 0.064119 ENSG00000257017
MANEA ENSG00000172469.10 0.176829 0.073004 ENSG00000172469
GAD1 ENSG00000128683.9 0.267656 0.08352 ENSG00000128683
ALDH8A1 ENSG00000118514.9 0.408163 0.069766 ENSG00000118514
UBXN6 ENSG00000167671.7 0.168307 0.075292 ENSG00000167671
SLC45A4 ENSG00000022567.5 0.211236 0.082372 ENSG00000022567
TLN2 ENSG00000171914.10 0.166881 0.074714 ENSG00000171914
NPRL3 ENSG00000103148.11 0.461763 0.087016 ENSG00000103148
TCP11L1 ENSG00000176148.11 0.22506 0.072502 ENSG00000176148
CHRAC1 ENSG00000104472.5 0.387197 0.090302 ENSG00000104472
HSD17B14 ENSG00000087076.4 0.346185 0.082315 ENSG00000087076
RYBP ENSG00000163602.8 0.195144 0.087839 ENSG00000163602
CCBL2 ENSG00000137944.12 0.37999 0.079881 ENSG00000137944
AC093726.6 ENSG00000214106.3 0.161402 0.07729 ENSG00000214106
C21orf2 ENSG00000160226.11 0.242366 0.095348 ENSG00000160226
ASCL5 ENSG00000232237.2 0.315653 0.081076 ENSG00000232237
TMTC4 ENSG00000125247.11 0.464735 0.076053 ENSG00000125247
ITPA ENSG00000125877.7 0.296881 0.084602 ENSG00000125877
SIRT1 ENSG00000096717.7 0.203487 0.079764 ENSG00000096717
SLC25A39 ENSG00000013306.11 0.187507 0.075122 ENSG00000013306
KRI1 ENSG00000129347.15 0.186168 0.072209 ENSG00000129347
MT1X ENSG00000187193.8 0.276827 0.091523 ENSG00000187193
SEC23B ENSG00000101310.10 0.237144 0.079395 ENSG00000101310
CDK2AP1 ENSG00000111328.2 0.155571 0.064865 ENSG00000111328
C13orf45 ENSG00000178734.4 0.15837 0.070474 ENSG00000178734
SPPL2A ENSG00000138600.5 0.144939 0.063964 ENSG00000138600
LSMEM1 ENSG00000181016.5 0.258806 0.081442 ENSG00000181016
GNPAT ENSG00000116906.7 0.211279 0.081525 ENSG00000116906
NIPSNAP1 ENSG00000184117.7 0.281097 0.081661 ENSG00000184117
PARP14 ENSG00000173193.9 0.332792 0.08123 ENSG00000173193
TMEM165 ENSG00000134851.7 0.269608 0.088898 ENSG00000134851
LILRA3 ENSG00000170866.7 0.251679 0.098403 ENSG00000170866
UROD ENSG00000126088.8 0.273292 0.082587 ENSG00000126088
MSH3 ENSG00000113318.9 0.33391 0.07869 ENSG00000113318
BBS2 ENSG00000125124.7 0.361329 0.083173 ENSG00000125124
IGSF11 ENSG00000144847.8 0.161464 0.072829 ENSG00000144847
MS4A14 ENSG00000166928.6 0.304475 0.083326 ENSG00000166928
C5orf63 ENSG00000164241.9 0.241464 0.070112 ENSG00000164241
PEX6 ENSG00000124587.9 0.513331 0.073842 ENSG00000124587
RFC3 ENSG00000133119.8 0.208152 0.078294 ENSG00000133119
TTC38 ENSG00000075234.12 0.45581 0.08234 ENSG00000075234
CCDC65 ENSG00000139537.6 0.158355 0.064411 ENSG00000139537
CFHR3 ENSG00000116785.9 0.247858 0.084594 ENSG00000116785
ARHGAP24 ENSG00000138639.13 0.306506 0.091712 ENSG00000138639
SIMC1 ENSG00000170085.13 0.149934 0.068644 ENSG00000170085
AP3D1 ENSG00000065000.11 0.175577 0.077517 ENSG00000065000
LAMP5 ENSG00000125869.5 0.203629 0.086103 ENSG00000125869
B3GALNT2 ENSG00000162885.7 0.338384 0.08898 ENSG00000162885
CCDC158 ENSG00000163749.13 0.315122 0.083728 ENSG00000163749
UNC13C ENSG00000137766.12 0.185483 0.077786 ENSG00000137766
ZNF302 ENSG00000089335.16 0.358655 0.077328 ENSG00000089335
KCNH2 ENSG00000055118.10 0.184005 0.077424 ENSG00000055118
AP000350.4 ENSG00000218537.1 0.614781 0.061579 ENSG00000218537
ATP6AP1L ENSG00000205464.7 0.323964 0.076614 ENSG00000205464
ENPP4 ENSG00000001561.6 0.204045 0.088462 ENSG00000001561
DUSP14 ENSG00000161326.8 0.152853 0.066595 ENSG00000161326
CYP4A22 ENSG00000162365.7 0.128806 0.062302 ENSG00000162365
DIEXF ENSG00000117597.13 0.191335 0.082759 ENSG00000117597
ATF1 ENSG00000123268.4 0.176217 0.064784 ENSG00000123268
ARMC10 ENSG00000170632.9 0.195702 0.078966 ENSG00000170632
FANCG ENSG00000221829.5 0.205037 0.072974 ENSG00000221829
DBF4B ENSG00000161692.13 0.446557 0.080149 ENSG00000161692
GSTM5 ENSG00000134201.6 0.313342 0.096094 ENSG00000134201
PDCD6IP ENSG00000170248.9 0.119144 0.059268 ENSG00000170248
ERAP2 ENSG00000164308.12 0.687438 0.054001 ENSG00000164308
ATP12A ENSG00000075673.7 0.431662 0.079627 ENSG00000075673
PRR13 ENSG00000205352.6 0.338885 0.074408 ENSG00000205352
NFASC ENSG00000163531.11 0.150783 0.069199 ENSG00000163531
MASTL ENSG00000120539.10 0.401581 0.07573 ENSG00000120539
KIAA1143 ENSG00000163807.4 0.146452 0.06667 ENSG00000163807
MC1R ENSG00000258839.2 0.160775 0.077635 ENSG00000258839
ECT2L ENSG00000203734.6 0.215284 0.089651 ENSG00000203734
RPSA ENSG00000168028.9 0.295195 0.077585 ENSG00000168028
UPK3B ENSG00000243566.2 0.260138 0.081985 ENSG00000243566
WDR60 ENSG00000126870.11 0.208434 0.074133 ENSG00000126870
C6orf164 ENSG00000203871.3 0.166263 0.064088 ENSG00000203871
ALG1L ENSG00000189366.5 0.46234 0.073337 ENSG00000189366
CAPN3 ENSG00000092529.18 0.163916 0.067331 ENSG00000092529
CUBN ENSG00000107611.10 0.175531 0.073517 ENSG00000107611
NBPF20 ENSG00000203832.6 0.255435 0.096149 ENSG00000203832
RBL2 ENSG00000103479.10 0.193848 0.074308 ENSG00000103479
MYL6B ENSG00000196465.5 0.185301 0.090024 ENSG00000196465
SLC35G1 ENSG00000176273.10 0.165669 0.070078 ENSG00000176273
SPG21 ENSG00000090487.6 0.482311 0.074672 ENSG00000090487
SULT1A2 ENSG00000197165.6 0.218306 0.072828 ENSG00000197165
RCN1 ENSG00000049449.4 0.305515 0.087012 ENSG00000049449
PFDN1 ENSG00000113068.5 0.275523 0.075334 ENSG00000113068
MCM8 ENSG00000125885.9 0.409105 0.088786 ENSG00000125885
GINM1 ENSG00000055211.8 0.150538 0.075027 ENSG00000055211
COQ9 ENSG00000088682.9 0.207325 0.079889 ENSG00000088682
MAPK9 ENSG00000050748.12 0.180588 0.066775 ENSG00000050748
CTNS ENSG00000040531.10 0.628469 0.06781 ENSG00000040531
LDOC1L ENSG00000188636.3 0.179235 0.082565 ENSG00000188636
POGLUT1 ENSG00000163389.6 0.360552 0.07631 ENSG00000163389
CCDC114 ENSG00000105479.10 0.363552 0.082443 ENSG00000105479
CKAP2 ENSG00000136108.10 0.334668 0.080451 ENSG00000136108
SFTPD ENSG00000133661.11 0.655394 0.061032 ENSG00000133661
VCP ENSG00000165280.11 0.148519 0.065177 ENSG00000165280
LACTB ENSG00000103642.7 0.250332 0.079024 ENSG00000103642
TSNARE1 ENSG00000171045.10 0.218099 0.076403 ENSG00000171045
BDH2 ENSG00000164039.10 0.31812 0.08027 ENSG00000164039
STK24 ENSG00000102572.10 0.180479 0.073982 ENSG00000102572
UBA6 ENSG00000033178.7 0.175262 0.065953 ENSG00000033178
ZNF660 ENSG00000144792.5 0.332713 0.080883 ENSG00000144792
TSPYL1 ENSG00000189241.6 0.113229 0.055807 ENSG00000189241
UBE2I ENSG00000103275.14 0.21189 0.074693 ENSG00000103275
GUCA1B ENSG00000112599.8 0.177834 0.0758 ENSG00000112599
OSGEP ENSG00000092094.6 0.518807 0.080181 ENSG00000092094
C1QTNF4 ENSG00000172247.3 0.12146 0.058963 ENSG00000172247
RAD21 ENSG00000164754.8 0.219068 0.077512 ENSG00000164754
ADAT2 ENSG00000189007.11 0.152588 0.068801 ENSG00000189007
CDC25A ENSG00000164045.7 0.270322 0.084546 ENSG00000164045
PCDHB10 ENSG00000120324.4 0.299116 0.078351 ENSG00000120324
ZFP1 ENSG00000184517.7 0.300578 0.086868 ENSG00000184517
DNAH10 ENSG00000197653.10 0.377585 0.084296 ENSG00000197653
LIMD1 ENSG00000144791.5 0.272938 0.077501 ENSG00000144791
ECHDC3 ENSG00000134463.10 0.579111 0.082384 ENSG00000134463
LRRC57 ENSG00000180979.5 0.197976 0.078028 ENSG00000180979
RAP2A ENSG00000125249.6 0.346629 0.08548 ENSG00000125249
IPO8 ENSG00000133704.5 0.156471 0.067443 ENSG00000133704
SLC5A9 ENSG00000117834.8 0.350127 0.079554 ENSG00000117834
CD47 ENSG00000196776.10 0.169988 0.079989 ENSG00000196776
SLC39A10 ENSG00000196950.9 0.161312 0.071588 ENSG00000196950
MX1 ENSG00000157601.9 0.269163 0.0935 ENSG00000157601
NUTM2A ENSG00000184923.8 0.393208 0.091089 ENSG00000184923
FRA10AC1 ENSG00000148690.10 0.484984 0.075039 ENSG00000148690
GSDMD ENSG00000104518.6 0.31821 0.079688 ENSG00000104518
MAN2C1 ENSG00000140400.10 0.485165 0.072928 ENSG00000140400
PRICKLE4 ENSG00000124593.10 0.261614 0.078802 ENSG00000124593
MED20 ENSG00000124641.10 0.152215 0.075978 ENSG00000124641
CLEC4M ENSG00000104938.12 0.29422 0.093033 ENSG00000104938
SENP7 ENSG00000138468.11 0.179674 0.061095 ENSG00000138468
PDIA5 ENSG00000065485.13 0.244448 0.082672 ENSG00000065485
TRPM4 ENSG00000130529.11 0.223665 0.089996 ENSG00000130529
NMRK1 ENSG00000106733.16 0.651285 0.063101 ENSG00000106733
SFI1 ENSG00000198089.10 0.187494 0.073004 ENSG00000198089
TMEM99 ENSG00000167920.4 0.140041 0.069637 ENSG00000167920
TIPIN ENSG00000075131.5 0.405611 0.077707 ENSG00000075131
RAB7L1 ENSG00000117280.8 0.320852 0.078792 ENSG00000117280
GPR111 ENSG00000164393.4 0.30198 0.07913 ENSG00000164393
LDHC ENSG00000166796.7 0.483717 0.073064 ENSG00000166796
ZNF417 ENSG00000173480.6 0.172345 0.066609 ENSG00000173480
RNASEH2B ENSG00000136104.13 0.418749 0.08254 ENSG00000136104
AP001816.1 ENSG00000254531.1 0.191211 0.07357 ENSG00000254531
PARVB ENSG00000188677.9 0.194187 0.093891 ENSG00000188677
LRRC19 ENSG00000184434.7 0.342398 0.082198 ENSG00000184434
STEAP2 ENSG00000157214.9 0.353931 0.075286 ENSG00000157214
MRPS9 ENSG00000135972.4 0.189094 0.065614 ENSG00000135972
XYLT2 ENSG00000015532.5 0.186476 0.070213 ENSG00000015532
SERPING1 ENSG00000149131.11 0.153785 0.074921 ENSG00000149131
BIN1 ENSG00000136717.10 0.260667 0.088108 ENSG00000136717
GPR108 ENSG00000125734.9 0.478545 0.091551 ENSG00000125734
CD109 ENSG00000156535.9 0.135627 0.067663 ENSG00000156535
SDCBP2 ENSG00000125775.10 0.202495 0.088557 ENSG00000125775
ITGB6 ENSG00000115221.6 0.236207 0.081114 ENSG00000115221
ATG10 ENSG00000152348.11 0.507667 0.075243 ENSG00000152348
FBN2 ENSG00000138829.6 0.401743 0.074123 ENSG00000138829
ARSG ENSG00000141337.8 0.247267 0.097785 ENSG00000141337
SLC15A2 ENSG00000163406.6 0.219956 0.076958 ENSG00000163406
AFF1 ENSG00000172493.16 0.183967 0.065833 ENSG00000172493
AC010536.1 ENSG00000226180.2 0.232377 0.093572 ENSG00000226180
SRSF12 ENSG00000154548.8 0.17947 0.081661 ENSG00000154548
FTSJD1 ENSG00000180917.12 0.186543 0.077152 ENSG00000180917
AP1M1 ENSG00000072958.4 0.148452 0.070902 ENSG00000072958
NDUFAF4 ENSG00000123545.5 0.212205 0.074549 ENSG00000123545
PLTP ENSG00000100979.10 0.187675 0.083515 ENSG00000100979
GNAO1 ENSG00000087258.9 0.311911 0.081482 ENSG00000087258
CLDN10 ENSG00000134873.5 0.184684 0.073527 ENSG00000134873
BAI3 ENSG00000135298.9 0.198189 0.07566 ENSG00000135298
SYNRG ENSG00000006114.11 0.411808 0.078846 ENSG00000006114
ZNF627 ENSG00000198551.5 0.138564 0.069156 ENSG00000198551
GPR180 ENSG00000152749.7 0.232382 0.079104 ENSG00000152749
MIER1 ENSG00000198160.10 0.246098 0.079078 ENSG00000198160
PRKAR1A ENSG00000108946.9 0.291871 0.081732 ENSG00000108946
PCBD1 ENSG00000166228.4 0.257691 0.09606 ENSG00000166228
CYBRD1 ENSG00000071967.7 0.341066 0.082151 ENSG00000071967
DNAJC15 ENSG00000120675.4 0.63616 0.063978 ENSG00000120675
STX1B ENSG00000099365.5 0.139183 0.062606 ENSG00000099365
DKFZP667F0711 ENSG00000212743.1 0.256592 0.094613 ENSG00000212743
